#Variables:
#tasmin_inmcm4_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_inmcm4_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_inmcm4_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_inmcm4_rcp85(K),tasmax_inmcm4_rcp85(K),pr_inmcm4_rcp85(mm)"
""
yyyy-mm-dd,tasmin_inmcm4_rcp85(K),tasmax_inmcm4_rcp85(K),pr_inmcm4_rcp85(mm)
2006-03-10,282.806702,292.970276,0.000000
2006-03-11,280.525024,288.272217,0.000000
2006-03-12,278.144531,287.394165,0.000000
2006-03-13,277.612122,286.281250,0.000000
2006-03-14,287.001770,294.042236,4.262094
2006-03-15,286.687866,294.697021,14.149265
2006-03-16,285.782288,294.266846,12.483366
2006-03-17,285.229584,292.196075,1.484859
2006-03-18,286.048096,293.168945,0.000000
2006-03-19,283.212952,292.958862,0.000000
2006-03-20,287.333832,292.679901,0.000000
2006-03-21,285.809479,291.345184,0.000000
2006-03-22,279.232788,290.398315,0.000000
2006-03-23,285.113373,294.717255,0.000000
2006-03-24,289.451355,299.749817,1.477633
2006-03-25,286.883209,298.835175,0.000000
2006-03-26,288.191864,296.797577,0.000000
2006-03-27,281.995483,292.111542,0.000000
2006-03-28,280.486816,296.064331,0.000000
2006-03-29,282.633331,301.012329,0.000000
2006-03-30,288.199982,304.442810,0.000000
2006-03-31,288.399353,304.392548,0.000000
2006-04-01,285.208801,296.554077,0.298479
2006-04-02,281.161377,299.049927,0.000000
2006-04-03,280.942078,302.372711,1.409160
2006-04-04,280.699768,302.323242,0.851346
2006-04-05,283.785248,297.980835,0.000000
2006-04-06,280.718018,298.992462,0.000000
2006-04-07,287.786865,302.571381,0.000000
2006-04-08,281.440704,303.582367,0.302995
2006-04-09,282.606262,303.800781,0.000000
2006-04-10,289.665314,300.731720,0.000000
2006-04-11,293.455566,302.159912,2.820964
2006-04-12,285.362213,303.102814,0.000000
2006-04-13,287.481445,303.094330,0.000000
2006-04-14,291.899261,302.478790,2.424295
2006-04-15,280.489319,304.401428,3.604428
2006-04-16,290.890015,305.118439,0.000000
2006-04-17,286.756409,305.004669,1.953780
2006-04-18,286.096008,303.888428,0.000000
2006-04-19,285.230896,300.645721,0.000000
2006-04-20,287.750916,303.008148,0.000000
2006-04-21,293.068024,305.333710,0.000000
2006-04-22,287.903015,307.953644,0.000000
2006-04-23,291.360352,309.468475,0.516515
2006-04-24,290.602356,308.880768,2.012033
2006-04-25,288.288910,305.438416,0.000000
2006-04-26,287.460571,301.579559,0.000000
2006-04-27,285.106384,303.913116,0.000000
2006-04-28,291.157013,304.800568,0.000000
2006-04-29,292.608459,307.214905,0.000000
2006-04-30,288.276276,307.098114,0.000000
2006-05-01,292.953552,306.582947,0.000000
2006-05-02,293.779938,306.212891,0.306456
2006-05-03,293.373199,310.744690,5.122699
2006-05-04,289.855713,310.977051,0.000000
2006-05-05,293.469421,307.696106,0.000000
2006-05-06,295.639130,307.162964,0.000000
2006-05-07,295.039124,305.819275,2.402364
2006-05-08,293.982147,306.982819,6.234487
2006-05-09,294.243256,306.901733,5.554438
2006-05-10,295.560425,304.379700,6.213470
2006-05-11,294.598145,306.054871,11.623771
2006-05-12,293.925415,303.648865,21.047935
2006-05-13,289.685944,298.572296,0.000000
2006-05-14,288.616364,302.777924,0.000000
2006-05-15,291.361664,302.774445,0.000000
2006-05-16,292.872711,297.976013,7.043669
2006-05-17,292.162872,298.961029,6.830103
2006-05-18,292.101135,301.398712,9.176037
2006-05-19,292.584442,301.583069,10.039464
2006-05-20,292.479950,303.738037,2.440183
2006-05-21,293.257294,304.712219,0.000000
2006-05-22,294.341888,305.208862,0.561671
2006-05-23,293.292816,302.034485,3.833337
2006-05-24,289.232178,300.261841,0.000000
2006-05-25,285.734772,303.649170,1.114572
2006-05-26,291.034576,304.525146,0.000000
2006-05-27,293.414825,305.101257,0.000000
2006-05-28,293.750397,305.541840,0.000000
2006-05-29,293.429688,305.715881,0.000000
2006-05-30,293.511475,306.991394,0.000000
2006-05-31,294.292908,308.408142,0.000000
2006-06-01,296.081665,309.491394,0.000000
2006-06-02,296.516022,310.152985,0.000000
2006-06-03,295.888916,309.923126,0.000000
2006-06-04,295.454559,309.922546,0.000000
2006-06-05,296.054565,309.011230,0.000000
2006-06-06,295.615997,308.578918,0.000000
2006-06-07,294.952667,309.489410,0.000000
2006-06-08,296.417114,308.992157,2.268132
2006-06-09,295.709167,308.105591,6.514464
2006-06-10,295.435150,306.460052,13.930764
2006-06-11,293.550171,305.847504,12.581141
2006-06-12,294.635376,306.243622,0.969513
2006-06-13,293.683563,306.220795,2.260633
2006-06-14,294.544861,306.195221,0.000000
2006-06-15,295.357849,306.635681,0.000000
2006-06-16,295.447205,307.617401,0.000000
2006-06-17,296.476166,309.441162,0.000000
2006-06-18,297.540283,309.100189,0.000000
2006-06-19,297.584534,309.299866,0.000000
2006-06-20,297.264557,311.810364,0.312232
2006-06-21,299.287842,312.020264,1.501796
2006-06-22,298.837769,312.053314,0.000000
2006-06-23,298.495728,312.043091,0.000000
2006-06-24,298.749756,312.299744,0.000000
2006-06-25,298.837769,312.035126,0.000000
2006-06-26,296.242859,310.404388,0.000000
2006-06-27,296.939941,309.597321,0.000000
2006-06-28,297.984680,308.516388,3.597460
2006-06-29,296.094116,305.483398,0.000000
2006-06-30,296.086609,306.096924,0.371209
2006-07-01,295.634521,304.914246,3.002674
2006-07-02,294.863647,303.051941,42.957985
2006-07-03,296.931824,297.130646,53.535480
2006-07-04,297.084900,299.557037,39.960041
2006-07-05,295.250488,302.098633,23.444624
2006-07-06,294.731659,301.894989,26.614222
2006-07-07,294.619781,302.077179,14.134931
2006-07-08,295.587860,302.560455,4.197651
2006-07-09,295.387543,302.475342,0.000000
2006-07-10,295.788574,302.257172,0.704032
2006-07-11,296.034882,302.452118,0.000000
2006-07-12,295.653229,303.379730,0.000000
2006-07-13,296.141541,304.184784,0.000000
2006-07-14,295.775330,305.708557,0.000000
2006-07-15,295.479919,307.320648,0.000000
2006-07-16,295.620209,310.574524,0.000000
2006-07-17,295.999115,311.734375,0.000000
2006-07-18,298.172546,312.376923,0.000000
2006-07-19,297.330811,309.986755,0.813538
2006-07-20,295.237579,311.293427,0.000000
2006-07-21,296.829742,311.302643,0.000000
2006-07-22,295.809113,310.700836,0.000000
2006-07-23,295.212585,311.104492,0.000000
2006-07-24,298.267822,310.896606,8.966046
2006-07-25,297.388428,306.758057,9.077391
2006-07-26,296.190308,303.632660,4.842422
2006-07-27,296.870148,305.419922,0.319709
2006-07-28,297.137817,306.803558,0.000000
2006-07-29,296.609070,308.722473,0.000000
2006-07-30,297.394684,311.075287,0.000000
2006-07-31,298.044189,311.232239,0.000000
2006-08-01,297.221588,310.450928,0.000000
2006-08-02,297.657867,310.404297,0.000000
2006-08-03,297.977081,311.744965,0.000000
2006-08-04,297.513611,311.703156,0.000000
2006-08-05,299.581055,312.425201,0.000000
2006-08-06,297.797546,312.580811,0.000000
2006-08-07,298.186646,312.193176,0.000000
2006-08-08,296.341125,313.522797,0.000000
2006-08-09,299.934937,314.625336,1.464725
2006-08-10,298.100952,314.903656,2.038240
2006-08-11,298.017517,309.502991,0.000000
2006-08-12,297.465088,308.243225,0.000000
2006-08-13,295.563538,308.091980,0.000000
2006-08-14,294.992676,309.071014,0.000000
2006-08-15,295.960114,310.185059,0.000000
2006-08-16,297.166199,310.662537,0.000000
2006-08-17,300.338287,312.729218,1.275598
2006-08-18,295.969147,308.028595,0.940534
2006-08-19,295.806396,309.208008,0.786683
2006-08-20,297.491058,311.006866,0.000000
2006-08-21,298.060852,310.775146,0.000000
2006-08-22,299.180664,310.885925,1.049888
2006-08-23,297.346649,309.372009,2.111442
2006-08-24,295.382721,307.457367,1.324065
2006-08-25,296.800049,307.342560,0.000000
2006-08-26,296.558685,308.180908,0.000000
2006-08-27,295.800049,309.755585,0.000000
2006-08-28,294.926910,309.426025,0.000000
2006-08-29,294.879059,308.306335,0.000000
2006-08-30,296.768005,308.001984,0.000000
2006-08-31,295.411957,308.733154,0.000000
2006-09-01,294.119293,310.137299,0.000000
2006-09-02,295.655090,310.112946,0.000000
2006-09-03,296.031799,310.371857,0.000000
2006-09-04,295.032562,311.187469,0.000000
2006-09-05,297.739838,311.535767,0.000000
2006-09-06,295.083771,311.163452,0.000000
2006-09-07,294.456879,307.996246,0.000000
2006-09-08,294.501678,311.743805,0.000000
2006-09-09,294.332550,312.068878,0.000000
2006-09-10,297.941895,312.398926,0.000000
2006-09-11,295.774567,309.625397,0.000000
2006-09-12,295.195709,307.150665,0.000000
2006-09-13,296.243683,306.930359,0.000000
2006-09-14,296.831421,307.506561,0.000000
2006-09-15,297.022766,309.105621,0.000000
2006-09-16,297.443115,309.226135,0.000000
2006-09-17,297.312012,308.723602,0.000000
2006-09-18,297.013458,307.402222,0.000000
2006-09-19,297.051666,306.083771,0.000000
2006-09-20,294.295074,306.224854,0.000000
2006-09-21,295.223022,306.089600,1.129344
2006-09-22,295.479523,304.179138,3.226322
2006-09-23,294.683258,304.037750,0.000000
2006-09-24,295.224792,304.183594,11.232731
2006-09-25,289.787415,302.981079,30.012527
2006-09-26,291.158722,297.840363,12.279470
2006-09-27,289.817383,298.375366,0.000000
2006-09-28,288.457642,303.181885,0.000000
2006-09-29,290.794708,302.920105,0.000000
2006-09-30,293.094849,302.917603,0.000000
2006-10-01,291.654633,303.834045,0.000000
2006-10-02,288.791931,303.956879,0.000000
2006-10-03,286.791779,302.985046,0.000000
2006-10-04,287.952515,304.164825,0.496813
2006-10-05,290.176239,306.074982,1.796349
2006-10-06,288.441559,305.567657,0.000000
2006-10-07,282.594208,301.299500,0.000000
2006-10-08,286.929749,304.346008,0.000000
2006-10-09,290.252380,305.549225,0.000000
2006-10-10,291.042572,305.352692,0.000000
2006-10-11,290.683655,304.922394,0.000000
2006-10-12,289.541077,305.528381,0.000000
2006-10-13,286.709137,305.825623,0.000000
2006-10-14,286.066193,305.504181,0.000000
2006-10-15,286.523651,306.806000,0.521684
2006-10-16,286.290283,307.043884,0.000000
2006-10-17,283.863495,304.032898,0.000000
2006-10-18,283.858826,305.261932,0.000000
2006-10-19,288.981689,305.807129,0.000000
2006-10-20,293.300446,306.657776,0.000000
2006-10-21,296.894531,307.195068,0.000000
2006-10-22,294.212036,306.804626,2.067115
2006-10-23,289.477417,304.710693,0.000000
2006-10-24,275.370758,300.759949,1.581109
2006-10-25,284.997467,304.366608,0.000000
2006-10-26,296.030334,306.502106,0.000000
2006-10-27,295.185547,306.567780,0.000000
2006-10-28,294.176208,306.359406,3.696587
2006-10-29,294.696045,302.191681,2.611073
2006-10-30,291.778503,302.036652,4.604350
2006-10-31,290.539673,302.033630,13.121238
2006-11-01,294.603851,299.797791,2.103193
2006-11-02,291.819855,298.817169,0.630949
2006-11-03,282.826172,293.313751,0.000000
2006-11-04,281.458954,292.325775,0.000000
2006-11-05,282.882263,293.505280,0.000000
2006-11-06,291.941345,298.192413,5.042355
2006-11-07,279.774689,298.108673,1.766549
2006-11-08,276.519135,295.510315,0.000000
2006-11-09,286.750549,295.545715,0.000000
2006-11-10,285.872803,301.232208,45.963497
2006-11-11,283.733215,287.307404,0.000000
2006-11-12,276.748993,287.330566,0.000000
2006-11-13,278.653412,288.508820,0.000000
2006-11-14,280.339386,294.255402,9.811253
2006-11-15,283.782715,288.601562,9.822145
2006-11-16,284.054535,294.181213,6.899579
2006-11-17,288.254730,295.832733,0.000000
2006-11-18,288.466492,298.342407,0.000000
2006-11-19,292.568665,300.676300,1.201818
2006-11-20,285.740814,297.910492,0.512677
2006-11-21,284.112091,288.070007,0.000000
2006-11-22,281.749420,291.715942,3.687897
2006-11-23,286.974396,289.250061,0.000000
2006-11-24,287.157013,293.141785,0.000000
2006-11-25,286.859558,293.802155,1.064727
2006-11-26,284.770691,291.021545,0.000000
2006-11-27,277.686310,289.715271,0.000000
2006-11-28,279.559235,289.478729,0.000000
2006-11-29,283.992615,292.177551,0.000000
2006-11-30,288.538696,295.240356,0.940237
2006-12-01,277.965210,293.338623,0.282616
2006-12-02,276.637878,292.091766,0.000000
2006-12-03,281.030182,294.684906,0.000000
2006-12-04,284.242615,294.735260,0.000000
2006-12-05,276.364258,291.628052,0.000000
2006-12-06,276.235657,290.271881,0.000000
2006-12-07,287.114532,293.779755,0.000000
2006-12-08,289.751068,296.082672,0.971331
2006-12-09,287.558685,296.036591,3.752175
2006-12-10,289.221710,298.628906,11.463433
2006-12-11,286.482117,298.959778,1.315938
2006-12-12,276.957458,289.668823,0.000000
2006-12-13,280.709930,290.533844,0.000000
2006-12-14,284.563049,294.758698,0.000000
2006-12-15,281.147766,293.779877,0.000000
2006-12-16,273.854828,285.307922,0.000000
2006-12-17,275.918274,288.522003,0.000000
2006-12-18,282.745605,294.181396,0.000000
2006-12-19,287.763794,295.467682,3.311101
2006-12-20,283.775726,292.968781,11.784970
2006-12-21,278.063965,285.477051,2.001509
2006-12-22,279.938263,281.946625,1.743348
2006-12-23,279.652191,285.602325,0.000000
2006-12-24,278.537506,291.517822,0.000000
2006-12-25,287.465790,296.691528,0.000000
2006-12-26,286.310425,295.278381,1.621854
2006-12-27,285.652893,293.709351,1.702798
2006-12-28,279.987396,285.355560,4.241535
2006-12-29,281.595978,283.116333,1.817739
2006-12-30,279.076965,284.204071,0.000000
2006-12-31,281.189911,285.601379,0.490905
2007-01-01,278.152527,285.944305,0.000000
2007-01-02,277.281311,285.487183,0.000000
2007-01-03,280.588440,284.445770,0.000000
2007-01-04,282.376831,287.729187,0.495458
2007-01-05,279.636322,293.411499,0.000000
2007-01-06,284.807861,294.320160,0.000000
2007-01-07,279.164764,298.197968,0.000000
2007-01-08,288.762421,299.126221,0.000000
2007-01-09,286.271912,298.593506,1.878249
2007-01-10,273.796600,290.885132,0.342740
2007-01-11,273.228058,286.407074,0.000000
2007-01-12,269.149017,285.352234,0.000000
2007-01-13,270.630585,289.845612,0.000000
2007-01-14,271.840454,291.516144,0.000000
2007-01-15,273.490143,291.168762,0.000000
2007-01-16,284.161346,294.240479,0.000000
2007-01-17,280.266022,293.180359,0.000000
2007-01-18,275.951324,282.215149,0.000000
2007-01-19,274.719940,282.066528,0.000000
2007-01-20,278.475342,285.164307,19.494541
2007-01-21,276.489014,284.101318,84.780441
2007-01-22,276.264282,284.684357,11.424531
2007-01-23,280.764862,285.921509,1.231357
2007-01-24,281.162384,294.881683,0.000000
2007-01-25,280.686249,297.010712,0.000000
2007-01-26,280.564087,296.060303,0.000000
2007-01-27,282.250092,295.931519,1.307804
2007-01-28,284.087219,295.777069,3.422854
2007-01-29,280.339600,288.576569,2.725142
2007-01-30,276.410828,281.542206,0.000000
2007-01-31,274.040466,281.914551,0.000000
2007-02-01,274.279755,282.684723,0.000000
2007-02-02,278.391754,284.657166,0.000000
2007-02-03,285.178650,291.025299,2.546263
2007-02-04,287.668060,291.434753,5.759576
2007-02-05,285.235138,293.555908,14.464925
2007-02-06,284.374115,294.768311,8.301430
2007-02-07,278.917847,289.380615,0.000000
2007-02-08,278.816040,293.211395,0.000000
2007-02-09,279.916992,295.826233,0.000000
2007-02-10,281.100220,296.367157,0.000000
2007-02-11,281.996429,296.533478,0.000000
2007-02-12,278.378204,293.972565,0.000000
2007-02-13,282.576904,290.117065,0.594697
2007-02-14,279.628113,286.616455,0.582863
2007-02-15,283.253510,289.560974,10.676463
2007-02-16,281.530334,285.958069,5.730226
2007-02-17,275.866577,285.364441,0.449423
2007-02-18,278.192932,289.150818,0.000000
2007-02-19,279.637909,293.380615,0.000000
2007-02-20,286.297028,293.718964,0.000000
2007-02-21,275.518219,292.204681,0.000000
2007-02-22,278.096100,295.606293,0.000000
2007-02-23,278.136810,299.274414,0.000000
2007-02-24,284.761200,299.905304,0.000000
2007-02-25,286.603058,300.080566,0.000000
2007-02-26,286.047333,298.069672,0.000000
2007-02-27,276.228546,293.952576,0.000000
2007-02-28,279.693268,296.948975,0.000000
2007-03-01,289.201050,299.976654,1.200628
2007-03-02,283.117859,297.013123,0.000000
2007-03-03,278.248138,293.903442,0.000000
2007-03-04,284.946533,298.499664,0.000000
2007-03-05,289.748444,300.084076,0.000000
2007-03-06,290.546021,301.601501,0.000000
2007-03-07,286.497253,301.005432,0.000000
2007-03-08,275.039368,293.518585,0.000000
2007-03-09,278.003815,290.178131,0.000000
2007-03-10,270.345123,290.663818,0.000000
2007-03-11,279.342865,298.072296,0.000000
2007-03-12,285.982208,301.341217,0.000000
2007-03-13,279.974365,301.724304,0.000000
2007-03-14,274.934265,291.470215,0.000000
2007-03-15,279.617371,299.915314,0.000000
2007-03-16,288.209930,304.715363,1.601259
2007-03-17,290.066284,303.923889,0.000000
2007-03-18,292.503876,303.069641,0.691008
2007-03-19,280.856018,303.592499,0.000000
2007-03-20,284.134827,304.272278,0.000000
2007-03-21,289.912109,305.704742,0.000000
2007-03-22,283.520233,306.107666,0.000000
2007-03-23,283.675446,292.351776,0.000000
2007-03-24,286.688721,296.866852,5.468777
2007-03-25,286.685028,302.163208,0.000000
2007-03-26,289.896057,303.643005,0.000000
2007-03-27,288.198730,304.318237,0.000000
2007-03-28,277.800934,304.900543,0.000000
2007-03-29,289.525757,304.169342,0.000000
2007-03-30,292.853973,302.872925,4.051241
2007-03-31,286.336121,304.950867,1.040137
2007-04-01,288.879150,303.898590,0.000000
2007-04-02,289.485870,299.740448,0.000000
2007-04-03,289.160858,301.294861,0.286169
2007-04-04,290.725250,302.845856,0.000000
2007-04-05,290.627594,303.525665,0.991808
2007-04-06,291.871826,302.074982,2.836149
2007-04-07,291.847626,299.574249,7.691937
2007-04-08,288.656677,296.925049,15.818001
2007-04-09,289.603119,298.286041,5.694744
2007-04-10,285.558685,297.462769,1.587744
2007-04-11,286.830719,294.315735,0.000000
2007-04-12,283.613525,296.638977,0.000000
2007-04-13,281.756744,298.289276,0.000000
2007-04-14,282.399780,300.238922,0.000000
2007-04-15,284.368530,302.731232,0.000000
2007-04-16,291.493683,304.977661,0.000000
2007-04-17,290.538940,304.951202,0.000000
2007-04-18,290.598694,304.239777,0.000000
2007-04-19,290.732178,304.909180,0.000000
2007-04-20,292.216553,306.616608,0.000000
2007-04-21,288.288635,307.458771,0.000000
2007-04-22,291.317291,306.099365,0.000000
2007-04-23,285.638550,303.064026,0.000000
2007-04-24,289.956818,304.647949,0.000000
2007-04-25,294.101471,307.264771,0.000000
2007-04-26,287.899811,308.122162,0.000000
2007-04-27,288.467377,307.268433,0.000000
2007-04-28,292.479675,306.951050,0.000000
2007-04-29,295.190613,310.418304,0.000000
2007-04-30,293.273926,310.402496,0.000000
2007-05-01,295.141968,309.335846,0.000000
2007-05-02,295.128418,307.854828,7.290329
2007-05-03,290.673523,307.149567,0.000000
2007-05-04,293.830872,308.228424,0.000000
2007-05-05,294.260986,309.175781,0.000000
2007-05-06,292.742035,313.103851,0.000000
2007-05-07,293.060211,312.374542,0.000000
2007-05-08,294.781219,313.013214,0.000000
2007-05-09,290.673309,312.917511,0.000000
2007-05-10,299.202667,313.032471,0.425409
2007-05-11,288.477295,311.057709,0.000000
2007-05-12,290.174500,312.818024,0.000000
2007-05-13,294.165924,311.877899,0.000000
2007-05-14,296.621704,310.542938,0.000000
2007-05-15,295.856445,308.590149,0.000000
2007-05-16,295.263550,309.264099,0.000000
2007-05-17,293.489410,307.996277,0.000000
2007-05-18,294.064941,308.145721,0.000000
2007-05-19,294.625244,307.198425,0.000000
2007-05-20,296.284302,309.776733,0.000000
2007-05-21,297.834717,309.660736,0.000000
2007-05-22,295.883057,308.968506,0.000000
2007-05-23,296.202484,308.133209,0.000000
2007-05-24,295.171021,307.251709,0.000000
2007-05-25,293.358154,306.073029,0.000000
2007-05-26,293.623474,305.259918,0.000000
2007-05-27,293.635193,306.806732,0.000000
2007-05-28,293.973572,306.759125,0.000000
2007-05-29,294.511566,307.572510,0.000000
2007-05-30,295.280212,307.835632,0.000000
2007-05-31,296.548035,307.472534,0.000000
2007-06-01,296.849884,308.073486,1.758673
2007-06-02,297.505066,308.911774,0.371274
2007-06-03,296.788849,309.031464,0.000000
2007-06-04,295.706024,309.079681,0.000000
2007-06-05,296.414825,309.587219,0.000000
2007-06-06,296.368927,309.951477,0.000000
2007-06-07,296.786987,311.444336,0.000000
2007-06-08,294.026733,312.701599,0.000000
2007-06-09,291.595337,314.048798,0.000000
2007-06-10,293.112091,314.270477,0.000000
2007-06-11,297.502350,313.959198,0.000000
2007-06-12,294.986450,309.370972,0.000000
2007-06-13,294.959412,306.229919,0.303088
2007-06-14,292.451660,306.190796,2.864757
2007-06-15,294.953278,304.529816,0.000000
2007-06-16,295.727844,304.531708,5.963662
2007-06-17,295.119019,304.848083,0.000000
2007-06-18,295.730011,305.221161,1.804839
2007-06-19,295.553162,305.216888,1.303292
2007-06-20,295.379120,306.288269,2.168432
2007-06-21,295.642029,306.372803,1.745219
2007-06-22,296.237030,307.070190,0.000000
2007-06-23,296.222534,307.395386,2.336958
2007-06-24,295.885559,307.154510,7.328233
2007-06-25,295.854858,305.913483,1.932375
2007-06-26,295.168396,304.543091,0.000000
2007-06-27,295.092529,307.605377,0.000000
2007-06-28,296.122528,308.545715,0.000000
2007-06-29,296.836853,308.709961,0.000000
2007-06-30,296.601074,307.423126,0.000000
2007-07-01,296.544769,307.074036,0.000000
2007-07-02,296.558472,306.638428,0.507316
2007-07-03,296.221619,306.691620,0.000000
2007-07-04,296.695953,307.279144,0.000000
2007-07-05,295.149658,307.367310,0.000000
2007-07-06,295.228119,307.752014,0.000000
2007-07-07,295.519287,309.902893,0.000000
2007-07-08,297.057800,310.914001,0.000000
2007-07-09,297.977112,311.525391,0.000000
2007-07-10,299.016815,311.367432,0.528603
2007-07-11,299.127869,309.757935,0.000000
2007-07-12,297.669739,306.553345,0.000000
2007-07-13,296.340057,308.938049,0.000000
2007-07-14,293.091705,311.186096,0.000000
2007-07-15,296.324799,309.090302,0.999781
2007-07-16,295.834229,311.336975,0.463485
2007-07-17,298.884583,311.395996,5.906701
2007-07-18,297.245148,310.608459,0.000000
2007-07-19,296.427704,310.310791,0.000000
2007-07-20,295.761353,309.680634,0.000000
2007-07-21,296.721405,311.065063,0.000000
2007-07-22,296.851196,311.537933,0.321623
2007-07-23,298.856964,311.620514,1.019633
2007-07-24,298.805328,311.264130,0.000000
2007-07-25,298.399628,310.260559,1.259497
2007-07-26,297.466309,308.969086,0.364515
2007-07-27,296.676361,306.832947,0.000000
2007-07-28,295.773773,306.663361,0.000000
2007-07-29,295.881409,307.519043,0.000000
2007-07-30,296.350494,308.539581,0.000000
2007-07-31,298.652802,309.479706,0.000000
2007-08-01,298.686646,310.880920,0.000000
2007-08-02,296.182495,311.493958,0.000000
2007-08-03,297.626160,311.682007,0.000000
2007-08-04,298.746307,309.121521,0.000000
2007-08-05,295.816498,309.875214,0.000000
2007-08-06,295.648346,312.257172,0.000000
2007-08-07,295.977875,313.159546,0.000000
2007-08-08,296.185822,313.301453,0.713930
2007-08-09,295.870300,313.842163,1.372322
2007-08-10,295.619873,314.224915,0.000000
2007-08-11,296.579498,313.002655,0.000000
2007-08-12,295.610107,311.269806,2.021296
2007-08-13,296.662415,311.338531,46.906372
2007-08-14,298.431763,302.073395,98.359871
2007-08-15,298.232971,302.204987,9.047978
