#Variables:
#tasmin_bcc-csm1-1_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_bcc-csm1-1_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1_rcp45(K),pr_bcc-csm1-1_rcp45(mm)"
""
yyyy-mm-dd,tasmin_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1_rcp45(K),pr_bcc-csm1-1_rcp45(mm)
2006-02-02,274.443207,288.094208,0.000000
2006-02-03,274.664093,288.256226,0.000000
2006-02-04,278.434357,288.999573,0.000000
2006-02-05,283.834839,290.047241,4.535512
2006-02-06,286.002411,294.720459,8.494164
2006-02-07,281.069885,291.131836,3.930937
2006-02-08,277.074036,287.881805,1.037918
2006-02-09,275.183594,284.229889,0.641004
2006-02-10,273.886688,283.628510,0.000000
2006-02-11,276.047241,282.064941,1.548539
2006-02-12,276.945404,283.205963,3.964901
2006-02-13,278.144165,285.000122,0.316480
2006-02-14,278.146942,294.770020,0.000000
2006-02-15,283.833801,293.671631,0.000000
2006-02-16,279.881714,291.522583,0.000000
2006-02-17,276.681366,294.648987,0.000000
2006-02-18,279.325287,292.443390,0.000000
2006-02-19,284.622406,292.749725,2.945679
2006-02-20,281.264923,291.794586,0.000000
2006-02-21,279.217316,296.256439,0.000000
2006-02-22,282.596710,300.036316,0.000000
2006-02-23,282.584534,302.264282,0.000000
2006-02-24,284.090240,303.720673,0.000000
2006-02-25,288.598938,302.871399,0.000000
2006-02-26,290.509491,301.665375,0.000000
2006-02-27,285.367523,299.294586,0.922115
2006-02-28,278.913025,295.586975,0.000000
2006-03-01,284.876770,295.140411,0.000000
2006-03-02,281.220337,289.431427,0.000000
2006-03-03,285.956909,293.947723,15.022572
2006-03-04,284.645172,295.516846,4.227104
2006-03-05,288.684387,294.312866,2.615163
2006-03-06,291.221466,296.489471,7.127453
2006-03-07,285.921936,295.269562,7.348732
2006-03-08,275.337219,288.690521,0.344312
2006-03-09,274.690338,284.141022,0.000000
2006-03-10,274.629242,285.751099,0.000000
2006-03-11,274.392944,288.659088,0.000000
2006-03-12,280.393738,292.218201,0.000000
2006-03-13,279.182953,292.992676,0.000000
2006-03-14,280.838684,293.825439,0.000000
2006-03-15,288.300720,301.112549,0.000000
2006-03-16,288.742188,302.055389,0.353266
2006-03-17,288.339722,301.140381,0.325839
2006-03-18,287.475861,301.756592,0.000000
2006-03-19,286.900055,301.122864,0.499090
2006-03-20,284.866730,301.454590,0.000000
2006-03-21,288.067719,302.905304,0.489594
2006-03-22,291.019012,305.546204,0.000000
2006-03-23,291.543488,305.070221,0.000000
2006-03-24,281.788452,297.809418,0.000000
2006-03-25,282.485352,300.367432,0.000000
2006-03-26,291.346313,303.360931,0.316330
2006-03-27,288.359772,302.848572,0.000000
2006-03-28,286.979584,304.809174,0.000000
2006-03-29,289.283722,305.623077,0.000000
2006-03-30,291.217010,305.590759,0.000000
2006-03-31,290.279022,305.470123,0.000000
2006-04-01,290.260742,303.331879,0.000000
2006-04-02,285.567413,301.494812,0.000000
2006-04-03,289.680328,304.043121,0.000000
2006-04-04,289.260345,303.557373,0.000000
2006-04-05,281.539581,294.518677,0.000000
2006-04-06,282.109070,293.726746,0.000000
2006-04-07,283.831421,298.121582,0.000000
2006-04-08,290.002899,298.381287,0.000000
2006-04-09,289.672546,300.634918,0.000000
2006-04-10,286.758240,302.797516,0.000000
2006-04-11,292.317261,304.310608,0.000000
2006-04-12,289.071777,304.545532,1.161306
2006-04-13,283.779999,300.290527,0.000000
2006-04-14,282.442688,293.857910,0.000000
2006-04-15,283.946808,301.484894,0.000000
2006-04-16,287.385864,302.020386,0.000000
2006-04-17,286.509918,302.908234,0.000000
2006-04-18,288.653625,305.671875,0.000000
2006-04-19,291.603394,307.041504,0.000000
2006-04-20,293.022278,308.867584,0.000000
2006-04-21,292.362030,308.038239,0.000000
2006-04-22,290.950073,305.799255,0.000000
2006-04-23,288.219910,303.380768,0.000000
2006-04-24,285.515564,295.870026,0.000000
2006-04-25,286.027374,299.538605,0.000000
2006-04-26,288.399200,301.874847,0.000000
2006-04-27,291.957397,303.724365,0.000000
2006-04-28,292.255768,307.869507,0.000000
2006-04-29,293.855072,307.310883,0.000000
2006-04-30,287.301849,303.708282,0.000000
2006-05-01,285.902893,298.048340,0.000000
2006-05-02,291.172974,306.836121,0.000000
2006-05-03,296.437561,308.041687,0.000000
2006-05-04,296.243866,307.938965,0.000000
2006-05-05,296.263031,307.545166,0.000000
2006-05-06,293.858521,309.012268,0.000000
2006-05-07,295.668030,308.944427,0.000000
2006-05-08,294.430603,310.421112,0.000000
2006-05-09,296.143982,309.868286,0.000000
2006-05-10,295.735168,309.226868,0.000000
2006-05-11,295.694733,312.189575,0.000000
2006-05-12,299.498657,312.188232,0.000000
2006-05-13,299.297821,311.676819,0.000000
2006-05-14,298.954773,310.668762,0.000000
2006-05-15,299.356873,310.587830,2.210201
2006-05-16,295.075226,307.658844,0.000000
2006-05-17,297.041779,307.075836,0.000000
2006-05-18,296.310486,309.918243,0.000000
2006-05-19,294.388611,309.651917,0.580404
2006-05-20,296.015900,309.089264,0.000000
2006-05-21,297.993408,307.543671,0.000000
2006-05-22,298.056702,311.106232,0.000000
2006-05-23,296.105560,310.529114,0.000000
2006-05-24,298.239227,311.045898,0.000000
2006-05-25,297.097870,310.684479,0.000000
2006-05-26,295.961426,307.467926,10.367314
2006-05-27,294.707245,303.995728,1.948539
2006-05-28,296.983032,307.855804,0.000000
2006-05-29,301.257538,310.959686,0.000000
2006-05-30,300.832153,310.805511,0.395786
2006-05-31,297.582947,310.335571,0.000000
2006-06-01,298.941193,309.203217,1.001421
2006-06-02,296.717407,307.130127,0.000000
2006-06-03,297.565521,306.285767,0.000000
2006-06-04,296.885040,304.656555,0.655079
2006-06-05,294.993622,303.187164,3.403122
2006-06-06,293.801025,304.104736,6.901714
2006-06-07,294.547241,304.511353,0.950357
2006-06-08,295.827698,305.378296,0.000000
2006-06-09,295.323425,307.860016,0.000000
2006-06-10,296.593536,310.189270,0.000000
2006-06-11,297.469025,308.265228,0.000000
2006-06-12,297.727264,310.194550,0.000000
2006-06-13,298.413391,312.638916,1.019763
2006-06-14,297.458466,310.850464,0.000000
2006-06-15,297.020721,308.432983,0.000000
2006-06-16,297.140778,308.308197,0.000000
2006-06-17,296.428375,308.170135,0.000000
2006-06-18,296.695190,308.188690,0.000000
2006-06-19,296.775604,308.603546,0.000000
2006-06-20,298.429626,309.659973,0.000000
2006-06-21,298.298401,309.475220,0.000000
2006-06-22,297.030060,308.432465,0.000000
2006-06-23,297.017853,306.758331,1.928976
2006-06-24,297.118408,306.374603,0.000000
2006-06-25,296.429718,304.455353,0.283503
2006-06-26,296.215698,305.936523,0.000000
2006-06-27,295.894714,306.562958,0.000000
2006-06-28,297.082367,307.212585,0.000000
2006-06-29,297.293488,307.787384,0.000000
2006-06-30,296.778351,308.865662,0.000000
2006-07-01,297.236298,309.368652,0.000000
2006-07-02,297.170959,309.023529,0.000000
2006-07-03,296.196533,306.848450,0.738720
2006-07-04,295.870361,305.095001,0.000000
2006-07-05,296.152069,306.021912,1.882899
2006-07-06,296.313629,307.128235,0.000000
2006-07-07,296.480896,308.209778,0.000000
2006-07-08,296.391083,307.981628,0.000000
2006-07-09,296.510773,307.098083,0.000000
2006-07-10,296.230133,306.235504,2.367618
2006-07-11,296.040619,305.610504,0.000000
2006-07-12,295.229797,304.752899,3.265797
2006-07-13,295.891937,299.837219,5.849187
2006-07-14,295.201324,301.792908,4.988008
2006-07-15,296.163452,302.901428,2.259330
2006-07-16,295.210297,305.323761,0.000000
2006-07-17,295.776062,306.936188,0.000000
2006-07-18,295.857788,308.369171,0.000000
2006-07-19,296.661407,308.780731,0.000000
2006-07-20,296.784576,308.854095,0.000000
2006-07-21,297.012329,310.599579,0.000000
2006-07-22,298.262238,311.993408,1.632156
2006-07-23,298.124664,312.271729,0.645533
2006-07-24,297.436676,308.619537,0.483869
2006-07-25,296.403320,307.195282,6.423366
2006-07-26,296.554230,306.665680,58.090336
2006-07-27,297.468597,308.357697,5.579377
2006-07-28,296.846832,311.843628,0.000000
2006-07-29,298.991913,311.660797,0.478235
2006-07-30,301.018188,312.194611,4.315058
2006-07-31,300.272156,311.430328,0.871059
2006-08-01,299.090240,310.504639,0.000000
2006-08-02,298.082245,309.205688,2.182261
2006-08-03,298.343475,308.403381,1.288963
2006-08-04,299.266266,308.718140,2.842799
2006-08-05,296.747620,307.364929,7.272478
2006-08-06,297.665497,307.129883,5.892289
2006-08-07,297.671021,305.454742,10.043972
2006-08-08,298.511261,307.558929,7.454192
2006-08-09,297.127136,307.008423,0.000000
2006-08-10,296.717163,309.250641,0.000000
2006-08-11,297.594147,310.069427,0.000000
2006-08-12,298.064240,309.770630,1.551108
2006-08-13,296.491364,309.229675,2.806261
2006-08-14,296.915039,309.046967,0.000000
2006-08-15,297.234863,308.296356,1.126633
2006-08-16,296.878784,307.021973,1.711291
2006-08-17,296.225525,306.201752,0.928508
2006-08-18,296.596344,305.315369,0.397417
2006-08-19,297.421295,303.382202,2.625652
2006-08-20,297.584106,302.478149,2.007271
2006-08-21,296.996796,304.653381,0.374679
2006-08-22,295.364014,306.917419,0.000000
2006-08-23,295.190186,307.110443,0.000000
2006-08-24,296.232178,306.379883,2.232120
2006-08-25,295.892517,305.080750,0.000000
2006-08-26,296.402008,304.886505,0.705378
2006-08-27,296.180511,307.011993,0.772160
2006-08-28,295.463501,307.404724,0.653813
2006-08-29,293.763031,306.364990,4.425531
2006-08-30,295.212860,305.582275,4.317310
2006-08-31,294.246857,303.420563,9.575722
2006-09-01,295.363342,303.010010,5.153111
2006-09-02,294.627655,305.135284,7.384077
2006-09-03,293.345978,305.188873,4.813518
2006-09-04,293.523132,305.805695,1.852852
2006-09-05,293.858337,306.841187,0.916628
2006-09-06,293.615387,307.112213,0.927082
2006-09-07,293.295715,307.064636,0.390827
2006-09-08,294.760315,306.750305,0.000000
2006-09-09,295.675079,307.361298,0.000000
2006-09-10,295.390594,307.190552,0.963292
2006-09-11,297.300201,307.182495,0.697099
2006-09-12,297.200653,306.396973,4.580817
2006-09-13,294.872345,304.512390,15.664929
2006-09-14,294.057556,304.007812,0.758473
2006-09-15,295.891388,303.887146,19.596676
2006-09-16,295.466125,304.857452,5.293769
2006-09-17,291.454407,306.837646,0.000000
2006-09-18,291.637726,307.738037,0.000000
2006-09-19,293.268372,309.781647,0.000000
2006-09-20,295.681335,310.875580,0.000000
2006-09-21,295.154663,310.299225,0.000000
2006-09-22,295.499664,307.472717,0.000000
2006-09-23,294.447418,303.566895,1.668642
2006-09-24,294.141754,300.642029,0.438848
2006-09-25,294.784149,304.693665,0.000000
2006-09-26,295.135040,305.539307,2.687236
2006-09-27,291.327118,304.517456,19.062237
2006-09-28,287.499023,298.147736,0.000000
2006-09-29,286.795227,299.834015,0.000000
2006-09-30,287.121155,301.989838,0.000000
2006-10-01,286.820465,303.121155,0.000000
2006-10-02,287.876740,304.017822,0.000000
2006-10-03,289.036102,305.475006,0.000000
2006-10-04,292.225983,304.713104,0.000000
2006-10-05,292.691986,304.617706,0.000000
2006-10-06,290.335571,304.652985,0.000000
2006-10-07,291.558777,304.450165,0.000000
2006-10-08,292.226746,306.726379,0.000000
2006-10-09,286.193695,304.908722,0.000000
2006-10-10,279.970764,298.291931,0.000000
2006-10-11,288.323730,306.177704,0.000000
2006-10-12,294.073547,307.901123,0.000000
2006-10-13,290.819489,307.715118,0.000000
2006-10-14,290.416626,305.159576,0.000000
2006-10-15,291.228485,305.821320,0.000000
2006-10-16,291.818787,305.059845,0.309288
2006-10-17,287.058075,300.694031,0.000000
2006-10-18,284.972290,299.844086,0.000000
2006-10-19,285.299866,301.892822,0.000000
2006-10-20,286.485657,301.750183,0.000000
2006-10-21,286.958313,301.551208,0.000000
2006-10-22,287.674408,302.256409,0.000000
2006-10-23,289.823761,301.327911,0.000000
2006-10-24,289.016968,302.630676,0.000000
2006-10-25,289.653839,302.230255,0.000000
2006-10-26,291.035919,302.829803,0.000000
2006-10-27,291.316467,303.525879,0.000000
2006-10-28,292.778015,302.173523,2.751754
2006-10-29,292.955292,302.932861,5.519812
2006-10-30,292.477142,299.252258,1.134672
2006-10-31,290.072845,299.514771,0.000000
2006-11-01,291.104675,299.510895,1.243532
2006-11-02,289.511658,298.543793,1.177432
2006-11-03,290.172424,299.372955,0.709491
2006-11-04,287.360474,298.022949,0.736418
2006-11-05,283.527191,294.433044,0.000000
2006-11-06,280.462799,290.907990,0.000000
2006-11-07,282.555634,298.699310,0.000000
2006-11-08,288.789764,301.390869,0.000000
2006-11-09,289.143524,299.636261,0.000000
2006-11-10,287.175446,299.399567,0.000000
2006-11-11,292.605255,302.205872,11.630759
2006-11-12,290.155548,299.359711,3.046167
2006-11-13,290.931305,297.407654,19.798849
2006-11-14,288.888092,295.650970,10.362644
2006-11-15,290.998047,299.283417,2.629347
2006-11-16,290.718079,300.441772,0.000000
2006-11-17,290.077179,299.264282,0.000000
2006-11-18,289.289215,298.097839,0.000000
2006-11-19,288.028076,297.151794,0.000000
2006-11-20,286.511505,295.042450,2.400398
2006-11-21,287.850952,297.141357,0.685768
2006-11-22,288.594421,301.541992,0.000000
2006-11-23,289.721222,299.680267,0.000000
2006-11-24,288.778442,297.170746,1.114995
2006-11-25,288.177368,297.999481,0.000000
2006-11-26,290.493347,300.858673,0.000000
2006-11-27,288.604095,300.878632,1.486233
2006-11-28,287.359253,301.645569,0.000000
2006-11-29,289.479767,301.758118,0.000000
2006-11-30,289.206726,300.914001,0.979458
2006-12-01,282.886200,299.923370,0.000000
2006-12-02,276.590698,291.040588,0.000000
2006-12-03,277.345551,294.000122,0.000000
2006-12-04,279.292908,299.315399,0.000000
2006-12-05,284.395111,301.337006,0.000000
2006-12-06,285.948914,301.687531,0.000000
2006-12-07,286.541840,301.856934,0.000000
2006-12-08,289.293549,301.897430,0.000000
2006-12-09,286.651215,299.511353,1.338440
2006-12-10,280.568237,294.048279,0.000000
2006-12-11,279.926270,297.556183,0.000000
2006-12-12,282.965759,297.304108,0.000000
2006-12-13,282.356049,298.070953,0.000000
2006-12-14,283.698730,298.739441,0.000000
2006-12-15,287.569702,297.942200,0.000000
2006-12-16,287.760223,298.632599,2.021639
2006-12-17,287.213989,298.018585,0.000000
2006-12-18,288.120880,297.651794,3.933274
2006-12-19,275.752960,289.764221,0.000000
2006-12-20,273.172211,287.464630,0.000000
2006-12-21,274.907745,288.598907,0.000000
2006-12-22,279.824585,290.499725,0.000000
2006-12-23,275.709686,290.474091,0.000000
2006-12-24,277.705231,295.475555,0.000000
2006-12-25,281.546417,291.951447,1.082635
2006-12-26,275.858276,293.138123,0.000000
2006-12-27,277.728271,296.657318,0.000000
2006-12-28,283.701477,294.187286,0.000000
2006-12-29,290.213440,297.274597,4.343867
2006-12-30,289.590454,296.919342,15.901336
2006-12-31,287.094299,297.935303,3.260061
2007-01-01,282.939880,291.548553,0.000000
2007-01-02,285.308563,299.764862,3.464576
2007-01-03,289.374481,302.950562,0.000000
2007-01-04,288.531830,300.774811,1.144924
2007-01-05,282.147858,295.114929,0.000000
2007-01-06,281.523163,294.203674,0.000000
2007-01-07,286.098114,293.734589,0.000000
2007-01-08,280.873291,292.691772,0.000000
2007-01-09,279.594513,292.867310,0.000000
2007-01-10,281.083679,289.717407,0.000000
2007-01-11,279.250031,290.352264,0.000000
2007-01-12,280.288727,288.990021,0.000000
2007-01-13,274.317780,286.101044,0.000000
2007-01-14,276.917664,294.226288,0.000000
2007-01-15,282.103851,294.319885,0.000000
2007-01-16,278.454712,293.006989,0.000000
2007-01-17,277.256042,295.345032,0.000000
2007-01-18,279.939758,298.414734,0.000000
2007-01-19,282.007599,298.991272,0.000000
2007-01-20,281.641785,300.160065,0.000000
2007-01-21,282.659454,301.011322,0.000000
2007-01-22,285.718506,301.959320,0.000000
2007-01-23,288.560669,301.262970,0.000000
2007-01-24,287.311584,302.872528,0.000000
2007-01-25,290.398163,302.328247,0.000000
2007-01-26,290.106628,303.883026,0.000000
2007-01-27,288.225555,301.423950,1.370148
2007-01-28,284.824524,297.950958,0.428188
2007-01-29,285.855865,294.594513,1.954982
2007-01-30,285.272705,292.900391,0.769008
2007-01-31,287.915222,298.160583,3.205401
2007-02-01,289.785217,297.598145,0.740656
2007-02-02,286.948883,300.879211,0.582068
2007-02-03,287.930695,297.487701,0.000000
2007-02-04,289.798096,300.517212,1.778115
2007-02-05,289.808685,300.747101,0.864307
2007-02-06,288.656708,299.603699,3.556635
2007-02-07,288.854584,299.054199,3.703911
2007-02-08,279.748657,296.640594,0.000000
2007-02-09,278.641296,294.688049,0.000000
2007-02-10,281.477905,298.244202,0.000000
2007-02-11,284.649109,300.222961,0.000000
2007-02-12,285.512421,299.476746,0.000000
2007-02-13,284.440125,300.915710,0.000000
2007-02-14,285.476990,301.883850,0.000000
2007-02-15,288.232025,306.637024,0.000000
2007-02-16,286.931946,304.302032,0.000000
2007-02-17,283.956726,297.529572,0.000000
2007-02-18,285.950012,301.565063,0.000000
2007-02-19,288.552002,302.194214,0.000000
2007-02-20,289.165588,301.178101,0.000000
2007-02-21,289.661133,300.042633,4.025276
2007-02-22,292.090851,298.939117,4.304162
2007-02-23,289.115295,297.573730,5.437235
2007-02-24,290.040680,299.949249,0.292209
2007-02-25,280.761780,298.522522,2.916298
2007-02-26,277.227692,289.794006,0.000000
2007-02-27,277.415649,294.958038,0.000000
2007-02-28,282.125549,299.623566,0.000000
2007-03-01,284.478027,301.109741,0.000000
2007-03-02,283.212616,298.306396,0.000000
2007-03-03,287.155609,296.860809,0.000000
2007-03-04,289.887146,300.492523,6.090303
2007-03-05,287.947144,299.892944,1.308456
2007-03-06,283.165466,294.109344,0.000000
2007-03-07,281.497070,289.100403,3.290764
2007-03-08,281.217560,285.639618,3.599670
2007-03-09,281.055084,286.932861,1.349439
2007-03-10,284.939209,293.324951,3.491625
2007-03-11,279.986420,293.417694,0.000000
2007-03-12,278.836121,284.484344,1.750193
2007-03-13,279.309723,290.726562,0.000000
2007-03-14,283.123688,295.511932,0.000000
2007-03-15,289.054169,299.734436,1.740708
2007-03-16,288.960907,299.421875,0.000000
2007-03-17,287.415771,297.384186,1.333553
2007-03-18,288.683838,296.659973,2.356590
2007-03-19,281.003296,289.206390,0.000000
2007-03-20,277.910919,292.316620,0.000000
2007-03-21,286.026489,294.253021,0.000000
2007-03-22,286.660950,300.964203,0.000000
2007-03-23,286.294922,300.099884,0.000000
2007-03-24,287.996826,297.334259,6.748909
2007-03-25,288.336395,296.145233,13.862812
2007-03-26,283.693298,291.121368,5.057362
2007-03-27,279.237335,290.933411,0.000000
2007-03-28,278.596222,294.415710,0.000000
2007-03-29,282.943420,298.715149,0.000000
2007-03-30,287.322418,299.380951,1.331473
2007-03-31,290.726135,301.998871,3.070073
2007-04-01,284.649719,291.666992,0.000000
2007-04-02,280.228485,292.994354,0.000000
2007-04-03,282.076080,297.914246,0.000000
2007-04-04,284.848267,302.716583,0.000000
2007-04-05,290.867401,303.845917,0.000000
2007-04-06,285.300262,303.383575,0.000000
2007-04-07,284.604980,303.387726,0.000000
2007-04-08,289.227661,306.751251,0.000000
2007-04-09,290.937408,309.350922,0.000000
2007-04-10,291.974182,306.091675,0.000000
2007-04-11,290.968781,304.351379,0.000000
2007-04-12,282.062073,300.266083,0.000000
2007-04-13,286.971619,303.247284,0.000000
2007-04-14,293.647400,305.455719,0.000000
2007-04-15,293.488495,305.342133,0.000000
2007-04-16,292.706451,305.317261,0.000000
2007-04-17,287.872559,300.899384,0.000000
2007-04-18,286.412933,302.983154,0.000000
2007-04-19,290.260437,304.313629,0.000000
2007-04-20,290.499847,306.645905,0.000000
2007-04-21,292.363373,305.864502,0.000000
2007-04-22,290.888641,300.981506,0.000000
2007-04-23,291.796753,302.746521,0.521871
2007-04-24,287.580566,303.449524,3.076217
2007-04-25,286.410156,301.994934,0.000000
2007-04-26,285.226715,298.966705,0.000000
2007-04-27,282.145874,301.197845,0.000000
2007-04-28,291.028809,303.287933,1.173341
2007-04-29,294.100739,302.942352,0.000000
2007-04-30,287.846008,301.650665,0.000000
2007-05-01,288.065277,304.677155,0.000000
2007-05-02,294.022156,304.735260,0.000000
2007-05-03,293.608002,306.954681,0.000000
2007-05-04,295.998932,306.562836,2.147127
2007-05-05,294.555542,299.883057,35.575531
2007-05-06,293.703735,295.519409,52.442493
2007-05-07,293.166809,294.579071,67.216499
2007-05-08,288.029053,295.219452,0.000000
2007-05-09,289.175781,302.043060,0.000000
2007-05-10,291.774719,304.532684,0.000000
2007-05-11,292.237640,304.679382,0.727458
2007-05-12,294.319855,303.792542,4.087667
2007-05-13,293.352753,300.937683,1.243371
2007-05-14,291.997223,303.257751,4.363560
2007-05-15,292.105072,304.017487,0.341016
2007-05-16,292.451538,301.021179,8.416294
2007-05-17,294.782654,301.931915,34.401142
2007-05-18,293.153290,305.192719,7.140412
2007-05-19,291.192719,303.377228,0.290558
2007-05-20,290.507874,304.333832,0.000000
2007-05-21,291.131622,304.938385,0.000000
2007-05-22,294.439240,303.733093,0.000000
2007-05-23,293.505188,304.065094,0.000000
2007-05-24,295.072601,306.588806,0.000000
2007-05-25,291.628754,305.220520,0.000000
2007-05-26,293.190704,299.191803,21.802370
2007-05-27,294.780853,302.439392,1.111281
2007-05-28,293.274811,305.317535,0.000000
2007-05-29,294.975464,307.079803,0.000000
2007-05-30,295.446655,308.058868,0.000000
2007-05-31,295.735962,309.391510,0.000000
2007-06-01,296.636200,309.904541,0.000000
2007-06-02,295.432159,309.874481,0.000000
2007-06-03,295.723602,308.976379,0.000000
2007-06-04,296.317963,308.025787,0.000000
2007-06-05,295.464325,300.534119,0.351086
2007-06-06,294.861572,299.501343,4.260659
2007-06-07,297.003662,304.426849,1.664467
2007-06-08,296.327271,308.483704,4.347640
2007-06-09,294.324432,307.004028,6.964236
2007-06-10,295.368958,307.658661,11.062566
2007-06-11,296.749695,311.246368,0.334685
2007-06-12,297.460236,311.409943,0.000000
2007-06-13,296.393738,312.115479,4.445051
2007-06-14,296.237061,310.023834,5.592202
2007-06-15,296.566681,308.938721,0.000000
2007-06-16,298.498627,309.589508,0.812224
2007-06-17,297.295563,308.589813,0.000000
2007-06-18,297.108704,308.652100,0.000000
2007-06-19,297.340576,308.169434,0.000000
2007-06-20,296.569153,308.280090,0.000000
2007-06-21,296.597870,307.338135,1.647511
2007-06-22,297.055115,306.759552,0.967193
2007-06-23,296.007843,306.621460,0.000000
2007-06-24,296.271149,307.526672,0.000000
2007-06-25,296.485687,308.052612,0.000000
2007-06-26,296.305084,307.021515,0.000000
2007-06-27,296.839447,306.010712,0.000000
2007-06-28,296.375854,305.260437,22.182882
2007-06-29,297.303040,302.251221,55.294643
2007-06-30,297.608063,302.674408,40.068413
2007-07-01,297.373322,304.615265,16.225620
2007-07-02,296.869232,301.182892,2.539696
2007-07-03,296.647095,305.952850,5.003187
2007-07-04,295.193085,303.298157,5.270465
2007-07-05,296.197235,306.037659,3.436439
2007-07-06,295.570709,306.455231,0.000000
2007-07-07,294.516235,305.880768,0.000000
2007-07-08,294.377686,306.105377,0.000000
2007-07-09,295.028534,307.355255,1.687879
2007-07-10,295.354279,307.785187,0.000000
2007-07-11,295.362030,307.483826,0.000000
2007-07-12,295.621185,306.943878,0.000000
2007-07-13,294.895508,305.976807,0.000000
2007-07-14,295.433624,305.991089,0.847244
2007-07-15,295.553772,305.577942,0.000000
2007-07-16,295.712341,303.749878,43.470928
2007-07-17,295.254150,302.595184,25.878019
2007-07-18,296.272125,302.503265,19.442633
2007-07-19,297.883087,303.026398,67.947945
2007-07-20,297.950470,303.259552,71.652939
2007-07-21,297.936707,302.840912,50.892838
2007-07-22,297.568115,305.594177,22.170815
2007-07-23,297.544769,305.488495,3.646901
2007-07-24,297.278931,306.131134,3.745772
2007-07-25,298.819855,307.115143,3.689833
2007-07-26,298.647705,306.034119,23.674450
2007-07-27,297.951569,306.557892,3.693181
2007-07-28,296.743805,306.456696,1.481653
2007-07-29,296.747711,306.114044,0.786940
2007-07-30,296.616821,308.906586,0.641281
2007-07-31,297.116943,311.420837,0.000000
2007-08-01,296.416199,310.682587,0.000000
2007-08-02,295.834839,310.141388,0.000000
2007-08-03,295.742188,309.393341,0.000000
2007-08-04,296.071381,309.496002,0.000000
2007-08-05,296.388153,309.900757,1.922032
2007-08-06,295.745026,308.906097,0.000000
2007-08-07,295.277832,307.795319,0.000000
2007-08-08,295.121613,307.911133,0.000000
2007-08-09,295.280701,308.282013,0.000000
2007-08-10,295.047760,308.372284,0.000000
2007-08-11,295.275360,309.195953,0.000000
