#Variables:
#tasmin_MIROC-ESM-CHEM_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM-CHEM_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM-CHEM_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM-CHEM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM-CHEM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM-CHEM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM-CHEM_rcp45(K),tasmax_MIROC-ESM-CHEM_rcp45(K),pr_MIROC-ESM-CHEM_rcp45(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM-CHEM_rcp45(K),tasmax_MIROC-ESM-CHEM_rcp45(K),pr_MIROC-ESM-CHEM_rcp45(mm)
2006-02-09,278.296021,284.164825,0.928828
2006-02-10,274.794464,280.618988,0.000000
2006-02-11,275.489655,286.051636,0.000000
2006-02-12,280.238464,284.559113,3.443038
2006-02-13,278.534058,288.246490,1.291215
2006-02-14,275.965363,285.642456,0.000000
2006-02-15,275.690186,288.923676,0.000000
2006-02-16,287.040192,295.836060,31.123606
2006-02-17,288.109741,302.796570,7.840888
2006-02-18,286.339447,297.044220,1.026303
2006-02-19,281.028015,294.002869,0.660323
2006-02-20,285.580292,301.540344,8.844143
2006-02-21,287.842926,298.399384,2.720798
2006-02-22,289.322083,298.196472,13.961045
2006-02-23,289.786621,302.091827,6.095163
2006-02-24,288.542542,299.193451,0.322978
2006-02-25,285.236725,294.013641,0.000000
2006-02-26,283.537598,298.352173,0.000000
2006-02-27,289.365387,298.733032,9.083467
2006-02-28,280.745636,291.917786,1.039944
2006-03-01,280.893036,297.776489,0.000000
2006-03-02,281.070282,292.566620,0.000000
2006-03-03,280.262482,298.712402,0.000000
2006-03-04,285.009918,292.282013,5.871481
2006-03-05,272.610657,288.133667,0.000000
2006-03-06,279.776337,300.668610,0.000000
2006-03-07,283.982941,298.577393,0.000000
2006-03-08,284.151459,303.048340,0.000000
2006-03-09,288.796509,303.451233,0.733115
2006-03-10,280.115692,296.051544,0.000000
2006-03-11,278.272400,284.391418,3.912588
2006-03-12,286.131439,300.513885,1.174798
2006-03-13,286.908783,296.898773,0.000000
2006-03-14,280.918945,296.131409,0.000000
2006-03-15,283.436737,300.230469,0.000000
2006-03-16,288.625793,300.821655,1.920471
2006-03-17,282.844208,295.392548,0.000000
2006-03-18,282.565918,301.013763,0.000000
2006-03-19,285.244690,297.986176,0.000000
2006-03-20,282.503693,292.638824,0.000000
2006-03-21,280.917145,301.837616,0.000000
2006-03-22,290.147156,300.877625,2.341651
2006-03-23,284.733429,294.717926,4.032572
2006-03-24,278.328918,290.866669,0.000000
2006-03-25,278.835327,294.702057,0.000000
2006-03-26,283.710754,302.924042,0.000000
2006-03-27,288.841003,301.495667,1.166333
2006-03-28,292.454742,305.877472,3.044372
2006-03-29,291.706329,301.988617,0.000000
2006-03-30,287.471252,297.803986,0.000000
2006-03-31,283.362762,292.516815,0.000000
2006-04-01,279.511780,296.940033,0.000000
2006-04-02,283.553375,297.180481,0.000000
2006-04-03,286.605316,299.668762,0.000000
2006-04-04,288.580872,302.270966,0.000000
2006-04-05,288.867218,303.564392,0.000000
2006-04-06,288.829254,303.718170,0.000000
2006-04-07,289.831970,299.363647,0.000000
2006-04-08,289.887421,297.451508,25.203346
2006-04-09,293.112488,301.131927,0.930521
2006-04-10,288.546722,307.525513,0.000000
2006-04-11,289.189148,300.420685,0.000000
2006-04-12,291.395599,298.419525,1.748162
2006-04-13,281.937531,295.914215,0.000000
2006-04-14,286.754791,300.503143,0.000000
2006-04-15,285.020111,302.438293,0.000000
2006-04-16,289.290375,302.404480,0.000000
2006-04-17,290.604889,299.656067,0.629126
2006-04-18,284.465942,299.853088,0.000000
2006-04-19,284.209991,297.944031,0.000000
2006-04-20,284.912323,293.746948,2.289210
2006-04-21,285.580536,300.687988,0.000000
2006-04-22,289.129486,302.291656,0.000000
2006-04-23,286.154022,297.494202,0.000000
2006-04-24,281.162292,305.802277,0.000000
2006-04-25,286.934723,301.802917,0.000000
2006-04-26,288.210999,302.829742,0.000000
2006-04-27,289.191101,302.812469,0.000000
2006-04-28,292.781952,304.432892,1.260790
2006-04-29,294.153870,307.734833,0.000000
2006-04-30,293.984436,304.683868,0.000000
2006-05-01,292.354248,304.786774,11.872256
2006-05-02,290.511353,300.878876,0.000000
2006-05-03,286.618866,304.762634,0.000000
2006-05-04,293.006653,298.790527,2.064597
2006-05-05,294.338593,305.681976,0.885200
2006-05-06,295.122223,302.633057,1.486392
2006-05-07,295.742767,305.011993,4.495304
2006-05-08,293.854919,302.594360,0.000000
2006-05-09,286.995850,297.689697,0.000000
2006-05-10,286.821564,300.207977,0.000000
2006-05-11,292.119720,306.088531,0.000000
2006-05-12,292.527222,312.063751,0.000000
2006-05-13,294.856293,308.542297,0.000000
2006-05-14,294.483551,307.645721,1.558063
2006-05-15,294.877472,302.962585,13.878023
2006-05-16,294.306183,299.817566,10.714482
2006-05-17,293.451447,302.530579,19.289795
2006-05-18,292.934662,302.389954,1.114270
2006-05-19,294.292206,304.247040,3.105325
2006-05-20,293.490845,305.331329,2.317494
2006-05-21,294.838135,307.416931,0.000000
2006-05-22,295.587585,306.107697,0.000000
2006-05-23,295.541077,306.879181,0.000000
2006-05-24,296.834442,305.477814,5.245373
2006-05-25,295.914551,302.047821,25.606232
2006-05-26,294.268005,297.946381,31.641504
2006-05-27,294.304626,300.141968,30.152266
2006-05-28,291.972321,297.272308,22.565878
2006-05-29,293.220245,298.774261,0.000000
2006-05-30,294.805450,304.183594,2.429446
2006-05-31,295.261444,307.101410,0.000000
2006-06-01,294.977539,309.399170,0.000000
2006-06-02,295.723724,307.947296,0.000000
2006-06-03,297.973541,307.346558,0.000000
2006-06-04,296.084656,309.050873,0.000000
2006-06-05,295.645020,309.085632,0.000000
2006-06-06,296.709991,310.811096,0.000000
2006-06-07,296.750549,311.400208,1.530046
2006-06-08,297.953827,312.834320,0.000000
2006-06-09,296.039825,310.876495,0.000000
2006-06-10,297.704376,311.776337,0.000000
2006-06-11,299.450897,312.389313,0.000000
2006-06-12,298.971893,312.014191,0.000000
2006-06-13,299.446167,311.896820,0.000000
2006-06-14,299.412933,309.219543,3.155743
2006-06-15,297.403107,310.669647,0.000000
2006-06-16,298.868774,311.869537,0.000000
2006-06-17,298.220581,311.361023,5.212517
2006-06-18,297.360168,312.586914,0.000000
2006-06-19,297.587708,311.907318,0.000000
2006-06-20,297.193787,311.685577,0.000000
2006-06-21,297.890472,311.076752,0.769305
2006-06-22,297.943665,310.523132,0.000000
2006-06-23,298.218842,312.240814,0.000000
2006-06-24,298.850555,311.170898,1.815025
2006-06-25,298.898865,309.940460,0.000000
2006-06-26,298.783386,310.332123,0.000000
2006-06-27,300.955353,311.999176,0.000000
2006-06-28,300.638123,313.091156,0.000000
2006-06-29,299.748962,312.480377,0.000000
2006-06-30,299.236511,313.494873,0.000000
2006-07-01,299.103058,312.356964,0.000000
2006-07-02,299.083466,312.630951,0.000000
2006-07-03,298.692200,313.165161,0.000000
2006-07-04,298.866730,313.395844,0.000000
2006-07-05,298.827240,312.716614,0.000000
2006-07-06,298.309021,311.582886,0.000000
2006-07-07,297.925629,312.466431,0.000000
2006-07-08,298.171204,312.913849,0.000000
2006-07-09,299.874237,313.640106,0.000000
2006-07-10,298.641846,312.084900,0.000000
2006-07-11,298.876129,311.254547,0.000000
2006-07-12,297.911957,311.522278,0.769951
2006-07-13,298.941498,311.984558,0.000000
2006-07-14,300.171783,312.102386,0.000000
2006-07-15,299.785950,312.070251,0.000000
2006-07-16,298.795959,312.048431,0.000000
2006-07-17,299.205261,311.341644,0.000000
2006-07-18,298.377045,311.754059,0.000000
2006-07-19,298.101318,311.842926,0.000000
2006-07-20,297.689819,311.897003,0.000000
2006-07-21,297.980652,311.241699,0.803803
2006-07-22,298.006927,311.774536,0.000000
2006-07-23,298.594696,312.141785,0.000000
2006-07-24,299.710510,311.955444,0.000000
2006-07-25,299.820435,310.844238,0.000000
2006-07-26,298.290466,309.876923,0.000000
2006-07-27,298.755585,310.695801,0.000000
2006-07-28,299.068054,310.566193,0.000000
2006-07-29,298.158508,310.096283,0.000000
2006-07-30,298.417938,311.796295,0.000000
2006-07-31,300.388214,312.757050,0.000000
2006-08-01,299.363007,310.793549,4.724713
2006-08-02,297.708527,305.391296,11.763093
2006-08-03,296.626801,303.349609,16.460892
2006-08-04,296.522491,300.603729,9.856071
2006-08-05,293.453003,299.061462,7.926694
2006-08-06,295.449677,298.237732,23.021931
2006-08-07,294.709778,300.473755,15.652306
2006-08-08,293.800385,304.031616,6.701803
2006-08-09,295.380371,307.874725,0.891957
2006-08-10,296.593079,309.987244,0.000000
2006-08-11,296.790771,311.208374,0.000000
2006-08-12,296.503601,311.425995,0.000000
2006-08-13,297.587036,311.597290,0.000000
2006-08-14,296.598450,309.626617,0.000000
2006-08-15,296.182953,308.534515,0.000000
2006-08-16,292.043030,306.815948,0.000000
2006-08-17,294.590118,307.259094,0.000000
2006-08-18,296.267334,308.708466,0.000000
2006-08-19,296.219849,309.586548,0.000000
2006-08-20,295.699829,308.825348,0.000000
2006-08-21,294.420776,307.647583,0.000000
2006-08-22,295.759583,308.134155,0.000000
2006-08-23,296.831024,308.210541,2.119362
2006-08-24,296.898987,309.490753,0.000000
2006-08-25,298.583069,311.289154,0.458795
2006-08-26,298.589813,310.531158,3.948409
2006-08-27,299.043365,307.662842,10.282633
2006-08-28,296.605316,308.980957,0.663385
2006-08-29,295.700623,308.409637,0.000000
2006-08-30,295.891052,308.388428,0.000000
2006-08-31,295.324341,307.407379,0.000000
2006-09-01,294.797028,307.568481,0.000000
2006-09-02,295.207062,306.787292,0.000000
2006-09-03,295.088898,311.382080,0.000000
2006-09-04,293.217957,308.901733,0.000000
2006-09-05,293.973419,308.659393,0.000000
2006-09-06,293.937805,307.114685,0.000000
2006-09-07,295.126526,306.873566,0.000000
2006-09-08,295.215881,307.178284,0.000000
2006-09-09,294.735352,308.251923,0.000000
2006-09-10,295.843994,311.618744,0.444836
2006-09-11,295.993774,308.658722,3.760300
2006-09-12,294.142792,307.779785,1.321297
2006-09-13,294.773529,308.498352,0.000000
2006-09-14,295.801788,309.948914,0.000000
2006-09-15,295.852173,307.285370,0.000000
2006-09-16,289.696686,309.010101,0.000000
2006-09-17,295.639557,310.462219,0.000000
2006-09-18,296.667694,309.932068,4.701550
2006-09-19,296.727417,308.012451,0.319014
2006-09-20,291.889343,308.472504,0.000000
2006-09-21,295.226990,308.542084,0.000000
2006-09-22,296.443542,307.082031,0.000000
2006-09-23,294.006775,304.969727,2.797473
2006-09-24,291.812897,304.806702,0.986308
2006-09-25,293.496185,304.804565,4.260271
2006-09-26,292.953735,303.430206,14.504049
2006-09-27,288.454681,298.591522,14.444860
2006-09-28,290.346313,301.118652,0.000000
2006-09-29,285.784027,300.292938,0.000000
2006-09-30,283.833618,305.196991,0.000000
2006-10-01,285.898682,305.246918,0.000000
2006-10-02,288.316467,306.364136,0.000000
2006-10-03,289.540588,306.373535,0.000000
2006-10-04,290.061920,305.999664,0.000000
2006-10-05,292.771484,305.927399,0.000000
2006-10-06,291.814545,306.219818,0.000000
2006-10-07,292.451477,306.301239,0.000000
2006-10-08,292.477173,305.553070,0.000000
2006-10-09,290.393402,302.175049,0.000000
2006-10-10,285.812927,303.877960,0.000000
2006-10-11,288.354706,304.488586,0.000000
2006-10-12,289.844604,305.005554,1.456619
2006-10-13,292.638489,306.085419,0.000000
2006-10-14,292.983185,304.079193,3.706976
2006-10-15,292.526703,300.077728,40.338463
2006-10-16,293.757690,298.933655,35.196781
2006-10-17,293.451111,299.035950,3.334812
2006-10-18,287.369751,301.503357,0.000000
2006-10-19,287.611481,304.291046,0.000000
2006-10-20,292.054199,306.706604,0.000000
2006-10-21,292.029663,305.757141,0.000000
2006-10-22,291.877899,303.934998,0.000000
2006-10-23,286.580444,295.521912,11.415355
2006-10-24,282.121460,291.248077,0.964083
2006-10-25,276.144897,291.367798,0.000000
2006-10-26,278.648346,299.368805,0.000000
2006-10-27,282.866180,303.966125,0.000000
2006-10-28,289.616333,304.883728,0.000000
2006-10-29,292.320892,307.657227,0.000000
2006-10-30,292.879913,307.717255,0.000000
2006-10-31,293.675323,305.847290,1.020177
2006-11-01,291.278168,303.691681,0.000000
2006-11-02,280.098267,295.557251,6.961435
2006-11-03,286.639404,294.769379,0.927348
2006-11-04,276.520081,293.651337,0.000000
2006-11-05,285.525970,301.613251,3.917607
2006-11-06,281.528931,298.561768,3.949259
2006-11-07,275.954956,283.069489,5.964627
2006-11-08,274.113861,288.112061,0.000000
2006-11-09,272.945801,294.239258,0.000000
2006-11-10,280.988525,292.577667,0.000000
2006-11-11,281.538239,296.737244,0.000000
2006-11-12,282.267944,295.345428,0.000000
2006-11-13,277.726196,292.207306,0.000000
2006-11-14,280.907837,299.320892,0.000000
2006-11-15,282.518738,294.896515,0.000000
2006-11-16,279.348602,295.624023,0.000000
2006-11-17,282.031219,300.881287,0.000000
2006-11-18,284.364410,295.022644,0.000000
2006-11-19,275.259033,288.804871,0.000000
2006-11-20,278.154694,298.193390,0.000000
2006-11-21,287.382385,298.537994,0.000000
2006-11-22,285.974548,301.870453,0.000000
2006-11-23,286.497589,297.625793,0.000000
2006-11-24,281.810791,296.787506,0.000000
2006-11-25,287.340576,293.859070,0.000000
2006-11-26,275.768463,293.828888,0.000000
2006-11-27,277.562866,297.063080,0.000000
2006-11-28,279.574188,299.973969,0.000000
2006-11-29,285.414764,294.408142,1.039754
2006-11-30,281.414062,288.373016,0.464666
2006-12-01,276.753021,293.857849,0.000000
2006-12-02,278.416046,295.230011,0.649089
2006-12-03,285.909149,292.082397,3.329424
2006-12-04,277.689423,292.776184,0.000000
2006-12-05,288.752106,299.981049,2.362041
2006-12-06,291.720123,302.623260,5.135787
2006-12-07,289.874084,299.699219,0.282887
2006-12-08,283.367371,292.883759,0.000000
2006-12-09,277.498016,293.639557,0.000000
2006-12-10,279.353455,294.125641,0.000000
2006-12-11,284.493622,296.108704,0.000000
2006-12-12,287.196655,298.959900,9.872149
2006-12-13,287.529968,299.146240,0.306367
2006-12-14,286.763824,295.292053,5.342711
2006-12-15,286.326935,290.712524,1.141050
2006-12-16,282.732056,290.382233,20.713196
2006-12-17,280.475494,289.028198,12.376640
2006-12-18,274.945984,283.029114,6.837972
2006-12-19,271.692993,281.522766,0.000000
2006-12-20,281.008698,290.605682,12.974904
2006-12-21,275.162537,283.799408,14.494617
2006-12-22,273.993622,279.132355,2.632355
2006-12-23,269.285645,275.516479,2.617179
2006-12-24,274.483673,288.599579,0.000000
2006-12-25,275.602325,290.759155,0.878213
2006-12-26,276.777924,290.063751,0.000000
2006-12-27,279.369995,296.539337,0.000000
2006-12-28,283.353119,297.006989,0.373986
2006-12-29,283.005554,290.639832,0.316653
2006-12-30,269.955322,284.752167,0.000000
2006-12-31,269.643097,280.066101,0.000000
2007-01-01,266.859711,283.599548,0.000000
2007-01-02,272.116211,284.702423,0.000000
2007-01-03,274.430176,289.226044,0.000000
2007-01-04,275.628387,287.277466,0.000000
2007-01-05,275.543030,289.424713,0.000000
2007-01-06,272.964050,287.653015,0.000000
2007-01-07,276.434143,289.258514,0.000000
2007-01-08,275.226257,293.689209,0.000000
2007-01-09,279.721283,290.515717,0.359663
2007-01-10,278.463593,293.738708,0.000000
2007-01-11,272.560608,289.225372,0.000000
2007-01-12,278.666840,297.477661,0.000000
2007-01-13,279.075592,291.197083,0.000000
2007-01-14,271.589752,286.056488,0.000000
2007-01-15,272.355255,286.455902,0.000000
2007-01-16,279.473022,282.954376,0.685972
2007-01-17,274.019165,279.274078,6.389369
2007-01-18,276.758423,290.176178,7.283403
2007-01-19,284.301086,286.824158,5.721505
2007-01-20,276.076660,283.050781,1.532937
2007-01-21,270.244324,278.833527,0.000000
2007-01-22,268.217896,277.405518,0.000000
2007-01-23,270.371277,280.784668,0.000000
2007-01-24,274.126831,286.374969,0.000000
2007-01-25,280.022186,288.033875,2.271358
2007-01-26,279.553558,285.350647,0.000000
2007-01-27,273.494690,288.703735,0.000000
2007-01-28,278.384644,294.572540,0.000000
2007-01-29,275.527252,286.601074,0.000000
2007-01-30,273.658264,290.702271,0.000000
2007-01-31,274.956238,291.229858,0.000000
2007-02-01,277.076111,284.394379,0.000000
2007-02-02,279.335846,288.047638,18.221750
2007-02-03,275.215454,292.333801,0.000000
2007-02-04,279.530243,294.288269,0.000000
2007-02-05,278.283295,293.435699,0.000000
2007-02-06,285.079590,295.986542,0.000000
2007-02-07,280.997375,299.140137,0.000000
2007-02-08,275.021881,291.223480,0.000000
2007-02-09,280.171478,300.698944,0.000000
2007-02-10,288.175171,295.510864,0.000000
2007-02-11,276.274994,291.867462,0.000000
2007-02-12,278.086395,297.182129,0.000000
2007-02-13,280.832336,291.848602,0.000000
2007-02-14,278.203125,297.733521,0.000000
2007-02-15,283.233795,306.940186,0.000000
2007-02-16,286.114716,303.620117,0.000000
2007-02-17,285.576874,306.835205,0.000000
2007-02-18,285.965027,302.961151,0.000000
2007-02-19,286.278625,305.952515,0.000000
2007-02-20,285.245575,299.973419,0.000000
2007-02-21,287.285522,301.789764,0.000000
2007-02-22,288.754028,301.289917,9.167641
2007-02-23,289.316925,297.811707,19.505295
2007-02-24,282.313477,292.201843,1.272683
2007-02-25,281.457825,296.254608,0.000000
2007-02-26,284.555664,307.994690,0.000000
2007-02-27,285.738373,307.517273,0.915302
2007-02-28,288.145630,300.105316,2.656743
2007-03-01,288.704193,299.814728,0.000000
2007-03-02,287.361298,300.379608,0.000000
2007-03-03,282.650574,293.884338,0.000000
2007-03-04,280.012268,293.900391,1.300201
2007-03-05,288.212128,301.214386,3.881344
2007-03-06,287.198395,300.901184,0.000000
2007-03-07,287.055695,303.323730,0.390923
2007-03-08,286.490753,297.696808,0.000000
2007-03-09,281.769470,296.604156,0.000000
2007-03-10,283.375824,303.562225,0.000000
2007-03-11,290.060394,304.112946,0.669952
2007-03-12,288.571198,299.395782,0.841237
2007-03-13,283.458557,293.168274,0.858051
2007-03-14,281.578949,303.265320,0.000000
2007-03-15,285.654480,303.777832,0.000000
2007-03-16,288.432526,304.733551,0.000000
2007-03-17,292.282593,300.213226,0.610747
2007-03-18,292.375885,301.299530,2.942522
2007-03-19,289.287292,296.890991,0.000000
2007-03-20,285.910431,305.395050,0.000000
2007-03-21,288.759399,301.476074,3.268736
2007-03-22,284.357056,302.663513,0.000000
2007-03-23,291.646545,305.332336,3.830138
2007-03-24,291.709961,299.315948,0.000000
2007-03-25,285.731720,298.459290,0.000000
2007-03-26,283.502472,301.204468,0.000000
2007-03-27,288.044617,305.272888,0.000000
2007-03-28,293.306854,305.782104,0.349507
2007-03-29,293.557312,306.469452,0.516135
2007-03-30,293.053558,304.904602,0.528909
2007-03-31,293.063873,303.455475,0.939162
2007-04-01,292.473511,303.563721,0.000000
2007-04-02,289.668884,305.407623,0.000000
2007-04-03,282.521912,300.014343,0.000000
2007-04-04,281.929535,302.188660,0.000000
2007-04-05,290.400665,299.600616,1.173307
2007-04-06,280.463867,294.015411,0.000000
2007-04-07,278.152740,289.048767,0.000000
2007-04-08,276.446869,299.768646,0.000000
2007-04-09,279.912994,300.476318,0.000000
2007-04-10,288.252167,305.370605,0.000000
2007-04-11,292.332001,301.653748,3.268418
2007-04-12,288.199036,306.107574,0.426490
2007-04-13,290.912506,301.645538,0.000000
2007-04-14,283.418457,298.846222,0.000000
2007-04-15,281.921082,294.181305,0.000000
2007-04-16,284.673523,296.228973,0.000000
2007-04-17,291.281158,304.538177,6.726406
2007-04-18,291.244354,303.111176,0.000000
2007-04-19,293.084167,304.141693,8.586946
2007-04-20,290.429871,306.120483,0.000000
2007-04-21,294.258392,307.179230,9.110283
2007-04-22,292.050140,303.352997,5.526357
2007-04-23,288.259186,304.601318,3.406999
2007-04-24,287.196533,301.002106,0.000000
2007-04-25,286.415649,297.161774,0.000000
2007-04-26,284.652405,301.515228,0.000000
2007-04-27,287.463867,296.283203,30.683968
2007-04-28,288.336334,289.592072,8.844244
2007-04-29,291.465454,292.533539,2.547321
2007-04-30,293.090607,303.813965,4.313473
2007-05-01,293.029419,306.046814,5.173236
2007-05-02,294.458160,305.587036,3.225222
2007-05-03,295.014008,305.213562,2.694228
2007-05-04,294.387970,312.920105,0.000000
2007-05-05,294.762970,305.320679,2.613047
2007-05-06,293.422180,305.630188,0.000000
2007-05-07,291.247711,305.766266,0.000000
2007-05-08,294.327637,307.220276,0.000000
2007-05-09,293.372620,307.412903,0.517200
2007-05-10,293.387085,306.965332,0.000000
2007-05-11,295.184601,307.433899,0.000000
2007-05-12,292.672943,307.706970,0.000000
2007-05-13,296.231781,305.963959,0.000000
2007-05-14,294.288757,305.721008,4.469151
2007-05-15,294.000427,307.321747,0.000000
2007-05-16,294.649567,304.810181,0.000000
2007-05-17,294.225800,302.888428,0.000000
2007-05-18,289.864532,305.371124,0.000000
2007-05-19,292.695404,304.457458,0.000000
2007-05-20,291.783722,305.589630,0.000000
2007-05-21,292.738861,301.120422,3.336624
2007-05-22,290.869171,295.817810,23.694691
2007-05-23,291.498566,305.076538,0.000000
2007-05-24,293.452515,307.977142,0.000000
2007-05-25,294.831787,306.827087,2.612204
2007-05-26,294.632965,307.777252,2.957988
2007-05-27,295.703522,307.724274,8.049804
2007-05-28,295.723694,303.956268,7.571403
2007-05-29,295.236694,302.755707,0.000000
2007-05-30,294.069885,303.376404,0.768922
2007-05-31,293.729340,300.734833,7.620934
2007-06-01,291.361725,302.637054,21.195253
2007-06-02,293.330750,303.659973,13.696663
2007-06-03,293.223785,305.213623,0.000000
2007-06-04,293.260651,303.106842,0.000000
2007-06-05,294.682495,307.062561,0.000000
2007-06-06,295.555481,309.013367,0.000000
2007-06-07,295.538513,311.911285,0.000000
2007-06-08,296.993225,311.612549,0.545051
2007-06-09,296.205139,310.821228,0.000000
2007-06-10,297.294800,311.551880,0.000000
2007-06-11,296.840912,310.646576,0.000000
2007-06-12,297.952942,307.030487,0.508305
2007-06-13,295.468811,307.096710,0.000000
2007-06-14,294.780792,305.788177,6.769435
2007-06-15,295.086456,308.004395,0.000000
2007-06-16,294.899536,308.513153,0.000000
2007-06-17,294.875702,309.515259,0.000000
2007-06-18,295.745789,309.765411,0.000000
2007-06-19,295.921631,309.258270,3.356616
2007-06-20,296.095520,308.409973,0.747319
2007-06-21,295.986206,307.794312,2.037366
2007-06-22,297.275238,311.932709,0.000000
2007-06-23,298.262573,311.927551,0.000000
2007-06-24,298.141602,312.056061,0.000000
2007-06-25,299.307373,312.143799,0.000000
2007-06-26,297.905945,311.235107,0.000000
2007-06-27,298.196442,310.596558,0.000000
2007-06-28,298.734863,312.474640,0.000000
2007-06-29,300.791565,311.078949,3.409153
2007-06-30,297.836639,310.112946,7.919853
2007-07-01,297.562714,307.258118,9.578473
2007-07-02,298.210052,312.199249,0.000000
2007-07-03,298.403046,310.485718,1.300709
2007-07-04,297.375793,309.417389,0.000000
2007-07-05,297.055786,309.000061,0.681355
2007-07-06,297.488556,306.817291,18.434811
2007-07-07,296.958221,309.571777,0.559976
2007-07-08,297.632996,307.423981,5.553698
2007-07-09,297.789124,309.661407,0.621270
2007-07-10,298.238190,310.377991,2.933104
2007-07-11,297.637756,306.598022,18.535568
2007-07-12,295.751495,305.110962,0.000000
2007-07-13,296.116394,307.072693,0.000000
2007-07-14,296.978790,309.086548,0.000000
2007-07-15,297.716888,312.941772,0.000000
2007-07-16,298.110901,310.434753,1.042465
2007-07-17,298.952332,311.396790,0.000000
2007-07-18,298.412598,311.232910,1.831426
2007-07-19,298.419830,310.253510,0.000000
2007-07-20,297.922363,311.538361,0.000000
2007-07-21,298.449554,312.083923,0.000000
2007-07-22,299.223602,312.093201,0.000000
2007-07-23,298.356812,311.373352,0.000000
2007-07-24,297.731262,310.491089,0.000000
2007-07-25,297.208771,308.453156,0.645813
2007-07-26,296.535858,306.213501,0.000000
2007-07-27,296.525635,305.870514,0.000000
2007-07-28,296.086548,307.502777,0.000000
2007-07-29,295.872040,308.908234,0.000000
2007-07-30,296.138062,311.132965,0.000000
2007-07-31,296.744934,311.271790,0.000000
2007-08-01,297.231018,309.653290,0.000000
2007-08-02,297.429382,309.683472,0.000000
2007-08-03,298.221069,309.958984,0.000000
2007-08-04,297.727783,311.130707,0.000000
2007-08-05,298.161987,311.457001,0.000000
2007-08-06,299.187592,312.666534,0.000000
