#Variables:
#tasmin_CCSM4_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CCSM4_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_CCSM4_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CCSM4_rcp85(K),tasmax_CCSM4_rcp85(K),pr_CCSM4_rcp85(mm)"
""
yyyy-mm-dd,tasmin_CCSM4_rcp85(K),tasmax_CCSM4_rcp85(K),pr_CCSM4_rcp85(mm)
2006-09-01,296.942505,307.050293,0.000000
2006-09-02,296.997925,309.257629,0.000000
2006-09-03,296.637970,308.960999,11.631757
2006-09-04,295.095154,307.377747,0.000000
2006-09-05,293.397644,307.012756,0.000000
2006-09-06,293.800415,306.776733,1.999359
2006-09-07,293.489990,306.998718,0.000000
2006-09-08,292.782471,307.125092,0.000000
2006-09-09,293.137115,306.726257,0.000000
2006-09-10,293.137573,306.420258,1.800492
2006-09-11,293.371399,305.918701,1.482388
2006-09-12,292.901611,304.541504,24.164507
2006-09-13,293.725250,306.019287,0.000000
2006-09-14,294.976624,308.095734,0.000000
2006-09-15,297.586578,306.439545,0.000000
2006-09-16,297.888245,304.784149,0.793511
2006-09-17,296.025543,304.096130,0.000000
2006-09-18,295.081604,303.210052,15.909388
2006-09-19,293.152985,303.609375,4.009676
2006-09-20,294.859406,301.995728,7.753475
2006-09-21,294.193176,298.734253,2.030324
2006-09-22,292.345703,298.192841,22.738941
2006-09-23,293.619415,301.246002,12.982609
2006-09-24,294.314026,302.681122,16.680902
2006-09-25,294.962982,304.043488,1.499886
2006-09-26,294.588043,304.409271,0.000000
2006-09-27,295.471130,304.254364,0.000000
2006-09-28,296.541046,305.572632,0.000000
2006-09-29,296.967133,304.603851,0.305503
2006-09-30,295.635040,304.923920,1.084180
2006-10-01,295.863190,304.706726,0.000000
2006-10-02,296.296509,304.465851,4.204322
2006-10-03,295.197296,304.406158,3.761483
2006-10-04,293.101166,304.309052,2.437891
2006-10-05,294.423706,303.406830,0.000000
2006-10-06,293.566071,304.338440,0.000000
2006-10-07,293.885529,303.022980,0.000000
2006-10-08,294.690918,296.609406,4.164138
2006-10-09,287.165802,297.400970,4.100014
2006-10-10,279.791718,287.415039,0.000000
2006-10-11,275.397675,286.874695,0.000000
2006-10-12,278.507843,290.925720,0.000000
2006-10-13,278.883606,294.345154,0.000000
2006-10-14,280.022919,296.143768,0.000000
2006-10-15,281.525330,295.175934,0.000000
2006-10-16,282.844177,295.896118,0.000000
2006-10-17,283.552521,300.505859,0.000000
2006-10-18,284.804260,301.929169,0.000000
2006-10-19,285.515137,303.257019,0.000000
2006-10-20,286.713043,301.659485,0.000000
2006-10-21,290.612732,299.834229,2.288431
2006-10-22,290.005463,300.516449,0.400505
2006-10-23,290.083374,294.821564,5.965671
2006-10-24,288.014282,293.808838,5.064849
2006-10-25,284.572052,294.763397,0.000000
2006-10-26,281.720825,295.528107,0.000000
2006-10-27,281.902161,295.909637,0.000000
2006-10-28,282.536346,296.845673,0.000000
2006-10-29,283.033081,297.974487,0.000000
2006-10-30,283.142792,298.359650,0.000000
2006-10-31,282.671478,297.855072,0.000000
2006-11-01,283.304901,298.251129,0.000000
2006-11-02,285.370758,297.959808,0.000000
2006-11-03,288.857574,299.656586,0.000000
2006-11-04,290.813354,297.011169,9.721848
2006-11-05,292.548553,301.579620,3.911648
2006-11-06,290.569794,299.212463,5.000852
2006-11-07,288.941193,296.797363,0.423923
2006-11-08,289.822754,298.047333,2.295452
2006-11-09,290.840179,300.450623,0.000000
2006-11-10,292.492401,301.663605,0.584624
2006-11-11,289.995941,298.367218,0.000000
2006-11-12,287.250793,295.721588,0.000000
2006-11-13,287.351776,297.992004,0.000000
2006-11-14,288.440674,300.822693,0.000000
2006-11-15,286.654053,297.989838,0.000000
2006-11-16,281.718842,296.720795,0.545172
2006-11-17,286.713898,301.778961,0.000000
2006-11-18,288.065796,300.380219,0.399072
2006-11-19,290.032166,304.687347,0.577955
2006-11-20,288.929077,300.851715,0.000000
2006-11-21,281.235962,294.083374,0.000000
2006-11-22,277.420715,293.216461,0.000000
2006-11-23,284.344452,299.114380,0.000000
2006-11-24,283.856445,295.532654,0.000000
2006-11-25,278.599274,294.701538,0.000000
2006-11-26,279.860596,297.267548,0.000000
2006-11-27,282.816528,298.046600,0.000000
2006-11-28,280.297638,296.984680,0.385911
2006-11-29,281.768555,299.062927,0.465748
2006-11-30,281.713287,293.584625,5.007397
2006-12-01,275.275848,286.065552,0.000000
2006-12-02,277.117401,286.091522,0.000000
2006-12-03,277.849487,284.730072,0.798420
2006-12-04,277.434082,286.149078,3.580009
2006-12-05,273.779663,286.847137,0.000000
2006-12-06,275.126343,287.614746,0.000000
2006-12-07,277.627441,284.914429,0.404373
2006-12-08,279.743835,285.317993,1.708713
2006-12-09,278.011047,284.965698,0.399896
2006-12-10,273.566925,284.168274,0.000000
2006-12-11,271.200256,284.333008,0.000000
2006-12-12,270.458801,285.328979,0.000000
2006-12-13,272.395477,289.808563,0.000000
2006-12-14,277.167847,290.498199,0.000000
2006-12-15,276.955566,291.378143,0.000000
2006-12-16,270.638611,284.719666,0.000000
2006-12-17,270.714813,287.149109,0.000000
2006-12-18,279.540192,293.974548,0.000000
2006-12-19,281.424438,294.055389,0.000000
2006-12-20,284.406586,295.084808,0.000000
2006-12-21,281.565186,295.577271,0.000000
2006-12-22,283.044373,297.645050,0.000000
2006-12-23,279.089783,290.228027,0.000000
2006-12-24,274.733521,290.723328,0.000000
2006-12-25,270.703003,286.003326,0.000000
2006-12-26,276.502258,293.106781,0.000000
2006-12-27,277.017426,294.706512,0.000000
2006-12-28,279.145569,297.939758,0.000000
2006-12-29,278.544250,295.878784,0.000000
2006-12-30,278.814514,300.053894,0.000000
2006-12-31,283.200806,291.536255,0.000000
2007-01-01,275.861237,290.609406,0.000000
2007-01-02,276.249390,292.079895,0.000000
2007-01-03,277.642883,290.741241,0.000000
2007-01-04,280.177185,293.023163,0.986437
2007-01-05,279.474731,293.311829,1.720898
2007-01-06,284.432312,299.155548,0.000000
2007-01-07,282.494263,298.661316,0.000000
2007-01-08,279.665558,296.583710,0.000000
2007-01-09,283.243408,290.868225,1.630355
2007-01-10,280.182068,293.325104,0.000000
2007-01-11,278.082184,288.806061,0.000000
2007-01-12,272.254486,285.351898,0.000000
2007-01-13,276.297272,286.474579,0.000000
2007-01-14,276.240326,290.708344,0.000000
2007-01-15,275.710205,290.952301,0.000000
2007-01-16,279.689392,295.357758,0.000000
2007-01-17,276.042786,291.692719,0.000000
2007-01-18,282.229004,296.405182,1.174881
2007-01-19,278.958710,292.516968,0.661589
2007-01-20,280.894348,288.999023,31.206102
2007-01-21,277.795990,287.590393,10.515673
2007-01-22,271.327332,283.418213,0.000000
2007-01-23,271.818665,285.950623,0.000000
2007-01-24,272.630829,289.466919,0.000000
2007-01-25,275.285950,290.617950,0.000000
2007-01-26,277.387360,289.058167,0.000000
2007-01-27,280.098541,290.419678,4.737556
2007-01-28,276.018829,293.143555,0.000000
2007-01-29,276.876343,296.549164,0.000000
2007-01-30,277.856567,297.234039,0.000000
2007-01-31,278.252411,299.741241,0.000000
2007-02-01,278.563995,294.989960,0.000000
2007-02-02,276.546539,290.917908,0.000000
2007-02-03,274.891602,286.936096,0.000000
2007-02-04,273.540649,290.249847,0.000000
2007-02-05,277.568604,297.972046,0.000000
2007-02-06,281.055511,299.714539,0.000000
2007-02-07,283.778656,298.103882,0.000000
2007-02-08,282.371918,295.624634,0.000000
2007-02-09,285.317566,295.050781,0.506470
2007-02-10,283.658722,299.122498,0.000000
2007-02-11,282.806519,302.410736,0.000000
2007-02-12,282.437744,301.998260,0.000000
2007-02-13,284.206726,298.739899,0.000000
2007-02-14,282.048065,297.342255,0.000000
2007-02-15,285.555023,297.778961,4.655100
2007-02-16,283.214478,293.429382,7.222050
2007-02-17,278.531921,296.334045,0.000000
2007-02-18,280.161835,302.085785,0.000000
2007-02-19,283.879547,294.904480,0.000000
2007-02-20,278.997253,300.264130,0.000000
2007-02-21,283.794189,295.362427,0.855860
2007-02-22,285.552338,299.641815,2.864259
2007-02-23,285.536804,299.111816,0.576559
2007-02-24,284.004303,293.500519,0.000000
2007-02-25,279.314667,290.330322,0.000000
2007-02-26,276.353790,291.487457,0.000000
2007-02-27,277.763428,293.973267,0.000000
2007-02-28,278.840515,294.736847,0.000000
2007-03-01,282.755646,298.034973,1.347237
2007-03-02,282.589722,291.750519,0.000000
2007-03-03,283.833252,292.324829,3.251412
2007-03-04,288.542664,304.610748,6.871277
2007-03-05,286.096588,298.989288,0.585461
2007-03-06,280.163055,295.818634,0.000000
2007-03-07,281.157745,299.916382,0.000000
2007-03-08,282.938721,301.529907,0.000000
2007-03-09,286.670288,295.158417,0.000000
2007-03-10,286.089233,295.088806,0.000000
2007-03-11,286.744354,297.912689,0.737377
2007-03-12,287.319519,295.088135,0.000000
2007-03-13,287.313965,302.804840,0.607475
2007-03-14,283.016022,298.209869,0.000000
2007-03-15,282.697784,299.846222,0.000000
2007-03-16,287.639130,293.588470,5.259843
2007-03-17,284.780121,291.742828,13.066439
2007-03-18,280.722504,293.754303,0.000000
2007-03-19,280.027557,301.150116,0.000000
2007-03-20,282.560638,304.950684,0.000000
2007-03-21,286.153687,306.890594,0.000000
2007-03-22,289.072205,302.731079,0.000000
2007-03-23,280.991119,294.459106,0.000000
2007-03-24,280.947876,290.707184,0.000000
2007-03-25,281.957092,293.037903,0.000000
2007-03-26,285.309418,290.907532,1.654987
2007-03-27,286.982056,301.445374,4.737650
2007-03-28,284.958008,299.815125,0.000000
2007-03-29,282.533112,297.890594,0.000000
2007-03-30,283.106262,301.843079,0.000000
2007-03-31,285.551758,295.584686,0.000000
2007-04-01,278.733582,291.038055,0.000000
2007-04-02,280.599335,290.355225,0.000000
2007-04-03,282.414520,300.786713,0.000000
2007-04-04,285.564606,298.980286,0.362554
2007-04-05,289.391083,296.054321,1.852742
2007-04-06,289.531189,297.852081,1.494332
2007-04-07,291.255249,299.316101,4.428308
2007-04-08,288.594330,304.228180,0.000000
2007-04-09,285.585022,304.907990,0.000000
2007-04-10,289.271057,301.771301,4.508646
2007-04-11,290.577515,298.653015,0.000000
2007-04-12,292.884918,302.107086,7.144388
2007-04-13,283.315247,297.444855,0.000000
2007-04-14,280.483673,293.810944,0.000000
2007-04-15,281.886688,303.655823,0.000000
2007-04-16,287.181427,308.060577,0.000000
2007-04-17,286.873108,303.037018,0.000000
2007-04-18,287.207520,301.350891,0.000000
2007-04-19,287.265656,302.100708,0.000000
2007-04-20,290.734497,305.122681,2.952314
2007-04-21,289.725616,311.095947,0.000000
2007-04-22,286.852600,304.912598,0.000000
2007-04-23,287.557953,299.608032,0.000000
2007-04-24,283.630280,304.797394,0.000000
2007-04-25,286.455017,306.541687,0.000000
2007-04-26,289.807678,308.675446,1.744395
2007-04-27,286.858887,303.589264,0.404864
2007-04-28,284.385437,298.894196,0.000000
2007-04-29,285.307709,305.266785,0.000000
2007-04-30,289.721069,304.898865,0.461543
2007-05-01,291.065002,300.099426,2.585874
2007-05-02,287.093018,300.063446,0.000000
2007-05-03,284.501740,305.864960,0.000000
2007-05-04,287.651245,309.871155,0.000000
2007-05-05,290.556274,310.260712,0.000000
2007-05-06,292.103424,307.699463,0.000000
2007-05-07,293.065887,300.927521,8.376725
2007-05-08,293.308685,297.119873,8.344190
2007-05-09,293.430939,301.210144,8.403688
2007-05-10,291.749268,298.048981,7.925525
2007-05-11,293.443726,298.171204,0.897990
2007-05-12,291.894379,299.289795,0.000000
2007-05-13,290.410553,303.612518,0.000000
2007-05-14,290.464661,303.249023,0.000000
2007-05-15,290.546204,304.242401,0.000000
2007-05-16,291.063049,300.530762,0.000000
2007-05-17,291.245178,301.758972,0.000000
2007-05-18,290.684448,303.827454,0.282938
2007-05-19,291.062897,301.866547,0.904546
2007-05-20,290.522003,301.027588,3.132441
2007-05-21,291.007507,301.546814,0.000000
2007-05-22,290.979797,300.226868,0.000000
2007-05-23,292.287811,302.204773,0.000000
2007-05-24,293.651978,301.522095,1.612541
2007-05-25,294.434692,302.424652,5.350877
2007-05-26,294.625061,301.187347,0.328789
2007-05-27,294.803741,304.851593,0.000000
2007-05-28,294.560364,303.876038,0.000000
2007-05-29,294.766418,303.785492,0.000000
2007-05-30,293.647461,305.977844,0.000000
2007-05-31,291.696320,306.222351,0.000000
2007-06-01,291.922852,306.688049,0.000000
2007-06-02,292.124359,308.574738,0.000000
2007-06-03,293.009888,307.615997,0.000000
2007-06-04,294.435150,306.240997,5.077999
2007-06-05,295.441040,307.199799,0.593268
2007-06-06,295.969055,305.467621,0.734444
2007-06-07,295.408844,305.869019,0.000000
2007-06-08,297.638184,307.056213,0.701009
2007-06-09,297.480988,311.851929,9.814617
2007-06-10,295.672699,309.870758,0.595184
2007-06-11,295.693695,308.804199,0.000000
2007-06-12,295.339996,309.533569,0.000000
2007-06-13,295.553223,310.084717,0.000000
2007-06-14,296.368988,310.562805,10.398136
2007-06-15,296.654907,305.779572,19.248396
2007-06-16,296.569244,305.007294,3.183066
2007-06-17,295.693542,305.270386,1.971513
2007-06-18,295.778473,307.629456,0.000000
2007-06-19,296.788361,308.724518,1.225310
2007-06-20,297.449341,309.253815,1.633414
2007-06-21,297.757629,309.255646,0.000000
2007-06-22,297.019531,308.635254,0.000000
2007-06-23,297.147461,308.634155,0.000000
2007-06-24,294.583618,311.273254,0.000000
2007-06-25,297.077972,313.941986,0.000000
2007-06-26,300.074860,313.692047,0.000000
2007-06-27,299.629639,312.807343,0.391496
2007-06-28,298.934662,312.288727,0.000000
2007-06-29,299.064941,310.622467,0.298131
2007-06-30,298.098846,311.988892,0.000000
2007-07-01,298.362427,312.997131,0.000000
2007-07-02,297.673065,311.989807,0.000000
2007-07-03,297.617004,311.309723,0.000000
2007-07-04,297.839172,310.098480,0.754652
2007-07-05,298.332550,310.837463,0.435731
2007-07-06,298.004608,312.323486,0.000000
2007-07-07,297.741302,311.839966,0.000000
2007-07-08,298.652924,312.555267,0.000000
2007-07-09,297.668762,308.484955,36.239563
2007-07-10,298.100616,307.811707,8.285899
2007-07-11,297.830170,308.827881,0.000000
2007-07-12,297.159729,310.316345,0.000000
2007-07-13,297.929260,311.552368,0.000000
2007-07-14,298.073120,312.737946,0.000000
2007-07-15,297.923218,312.786407,0.000000
2007-07-16,297.943298,312.147369,0.000000
2007-07-17,298.282745,312.839203,0.000000
2007-07-18,297.511536,311.011993,0.000000
2007-07-19,297.693024,309.386871,0.000000
2007-07-20,298.113068,308.384369,0.000000
2007-07-21,296.817993,311.032898,0.000000
2007-07-22,297.024170,311.114380,1.873045
2007-07-23,296.803833,310.599609,0.000000
2007-07-24,296.986023,309.909241,0.000000
2007-07-25,297.718842,309.412842,0.000000
2007-07-26,297.642090,309.838684,0.000000
2007-07-27,297.064667,310.188812,0.000000
2007-07-28,297.553711,311.024841,0.000000
2007-07-29,296.799683,310.954773,2.943190
2007-07-30,297.183746,309.738556,2.983413
2007-07-31,296.829071,306.533508,4.410516
2007-08-01,296.618683,305.687103,4.291626
2007-08-02,297.689514,304.911774,7.816000
2007-08-03,297.529785,306.459229,3.149403
2007-08-04,297.090851,308.126556,0.635459
2007-08-05,297.923645,307.342072,0.000000
2007-08-06,297.044281,309.720276,0.000000
2007-08-07,295.768494,311.184296,0.000000
2007-08-08,296.983032,309.172241,1.155245
2007-08-09,296.281891,308.242920,0.000000
2007-08-10,296.807373,311.671814,0.000000
2007-08-11,297.472443,313.231842,0.000000
2007-08-12,299.765259,313.443268,0.000000
2007-08-13,297.962677,311.912170,0.432293
2007-08-14,298.008240,309.669739,0.000000
2007-08-15,297.751984,311.289703,0.000000
