#Variables:
#tasmin_bcc-csm1-1-m_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_bcc-csm1-1-m_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_bcc-csm1-1-m_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1-m_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_bcc-csm1-1-m_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_bcc-csm1-1-m_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_bcc-csm1-1-m_rcp85(K),tasmax_bcc-csm1-1-m_rcp85(K),pr_bcc-csm1-1-m_rcp85(mm)"
""
yyyy-mm-dd,tasmin_bcc-csm1-1-m_rcp85(K),tasmax_bcc-csm1-1-m_rcp85(K),pr_bcc-csm1-1-m_rcp85(mm)
2006-06-28,294.185059,309.411316,0.000000
2006-06-29,294.725189,309.772522,0.000000
2006-06-30,293.652191,308.763062,0.000000
2006-07-01,294.715668,307.798737,0.000000
2006-07-02,292.999512,306.917755,0.000000
2006-07-03,293.650024,305.843597,0.000000
2006-07-04,294.199493,308.535828,0.000000
2006-07-05,294.952759,308.806152,0.000000
2006-07-06,294.873810,309.556854,0.000000
2006-07-07,294.387665,309.344025,0.000000
2006-07-08,293.677124,310.126617,0.000000
2006-07-09,294.074524,310.854736,0.000000
2006-07-10,296.349487,312.451080,0.000000
2006-07-11,297.835938,312.901672,0.000000
2006-07-12,296.842163,313.999786,2.126620
2006-07-13,296.358978,309.028870,0.000000
2006-07-14,294.956879,309.301300,0.000000
2006-07-15,295.785980,310.329468,0.000000
2006-07-16,296.811615,310.708679,0.000000
2006-07-17,296.850189,311.102905,0.000000
2006-07-18,296.071442,310.822784,0.000000
2006-07-19,296.421295,310.328857,4.937778
2006-07-20,297.600006,308.608856,0.879485
2006-07-21,297.983887,305.334381,15.048453
2006-07-22,294.756470,302.666107,19.655930
2006-07-23,295.896637,304.175568,1.194091
2006-07-24,296.445679,306.891327,0.000000
2006-07-25,296.812683,307.954498,0.000000
2006-07-26,296.416626,307.447266,1.909835
2006-07-27,295.436005,306.689941,0.000000
2006-07-28,294.269440,304.588928,2.828357
2006-07-29,295.837463,304.725006,1.551687
2006-07-30,294.153748,307.873474,0.000000
2006-07-31,294.111481,307.673248,0.279510
2006-08-01,293.296875,308.182312,1.595146
2006-08-02,294.249817,308.579010,5.372333
2006-08-03,295.222229,309.912079,0.000000
2006-08-04,296.395264,312.104523,0.305650
2006-08-05,297.786530,310.786163,0.000000
2006-08-06,295.459442,307.608215,4.910088
2006-08-07,295.454987,306.997375,0.529404
2006-08-08,295.764648,308.820648,0.000000
2006-08-09,295.032837,310.652130,1.490049
2006-08-10,296.607147,312.921265,6.900508
2006-08-11,297.075745,311.843933,0.699091
2006-08-12,294.278442,310.481232,0.279797
2006-08-13,295.661926,309.262054,0.000000
2006-08-14,295.015350,310.568420,0.000000
2006-08-15,296.307037,312.057190,0.000000
2006-08-16,295.485718,312.840118,0.000000
2006-08-17,296.983124,312.571594,0.000000
2006-08-18,295.316711,311.260895,0.000000
2006-08-19,296.124237,309.855225,0.000000
2006-08-20,294.558441,312.358582,0.000000
2006-08-21,298.911652,312.314453,0.519426
2006-08-22,295.521881,311.886780,0.529330
2006-08-23,295.588776,310.439606,1.886887
2006-08-24,295.482635,311.354492,0.000000
2006-08-25,295.979187,310.971405,0.000000
2006-08-26,296.818512,310.402252,0.000000
2006-08-27,295.774017,312.033722,0.000000
2006-08-28,296.220612,313.132690,0.000000
2006-08-29,297.895721,318.117950,0.000000
2006-08-30,301.044739,315.912170,0.000000
2006-08-31,296.749146,307.645935,8.736779
2006-09-01,296.962067,307.667297,9.177006
2006-09-02,293.538757,307.346100,0.000000
2006-09-03,293.389252,307.725372,0.000000
2006-09-04,294.016113,307.184357,0.000000
2006-09-05,291.917603,306.553162,4.489566
2006-09-06,292.909058,308.551636,0.000000
2006-09-07,293.268921,310.292542,0.000000
2006-09-08,295.344086,311.146515,0.000000
2006-09-09,295.035645,311.597443,0.000000
2006-09-10,295.441681,310.817230,0.000000
2006-09-11,294.495605,309.059021,0.493121
2006-09-12,295.353485,307.357880,0.000000
2006-09-13,294.829071,308.637573,0.000000
2006-09-14,294.365631,308.145874,0.000000
2006-09-15,295.640625,308.638397,1.277682
2006-09-16,294.456696,307.580597,0.000000
2006-09-17,295.407288,307.424103,1.971174
2006-09-18,296.417389,307.535858,5.585330
2006-09-19,288.356812,301.254944,1.591774
2006-09-20,288.301575,300.473145,0.000000
2006-09-21,287.204346,304.705048,0.000000
2006-09-22,289.407043,306.168915,0.000000
2006-09-23,290.353302,306.289856,0.000000
2006-09-24,290.958740,305.755615,0.000000
2006-09-25,291.389374,305.672455,0.000000
2006-09-26,291.883942,303.118164,53.159794
2006-09-27,288.300476,298.303070,8.634661
2006-09-28,289.328217,303.238434,7.682170
2006-09-29,292.168396,304.932770,6.377390
2006-09-30,292.442841,308.675293,0.284770
2006-10-01,292.551208,307.933014,0.614523
2006-10-02,292.583832,303.027588,3.988294
2006-10-03,290.576721,300.014282,0.000000
2006-10-04,291.661102,303.201324,0.961158
2006-10-05,291.375122,304.567444,0.000000
2006-10-06,290.999634,304.774384,0.418658
2006-10-07,291.550079,303.865234,12.708490
2006-10-08,290.357117,301.832855,0.307877
2006-10-09,291.536957,301.701965,0.314721
2006-10-10,290.040466,300.700989,0.956951
2006-10-11,286.082062,299.599854,0.000000
2006-10-12,287.476562,304.515930,0.000000
2006-10-13,288.969910,305.003418,0.000000
2006-10-14,284.367249,296.587921,0.000000
2006-10-15,283.865173,299.276703,0.000000
2006-10-16,284.758484,299.109894,0.000000
2006-10-17,288.038330,301.027374,0.000000
2006-10-18,285.266907,299.877808,0.000000
2006-10-19,283.467865,299.242676,0.000000
2006-10-20,284.873901,300.784485,0.000000
2006-10-21,285.707001,302.181824,0.000000
2006-10-22,286.927612,304.177948,0.000000
2006-10-23,287.517853,303.882629,0.000000
2006-10-24,288.775543,305.347321,0.000000
2006-10-25,290.535065,304.629578,0.000000
2006-10-26,285.962311,304.815765,0.000000
2006-10-27,290.781189,304.217072,0.000000
2006-10-28,290.596588,299.914917,0.000000
2006-10-29,291.468201,302.944733,0.000000
2006-10-30,292.093994,305.269684,0.000000
2006-10-31,293.354858,304.291290,0.000000
2006-11-01,294.850037,299.934998,2.234290
2006-11-02,292.989197,300.514404,4.458448
2006-11-03,292.433563,298.653778,6.167306
2006-11-04,290.983521,299.594940,1.516552
2006-11-05,286.536926,299.676453,7.380398
2006-11-06,284.249359,291.134033,0.000000
2006-11-07,282.822357,296.362885,0.000000
2006-11-08,285.655792,299.665314,0.000000
2006-11-09,285.884491,299.989319,0.000000
2006-11-10,287.082581,300.360840,0.000000
2006-11-11,288.918884,301.951324,0.000000
2006-11-12,290.736298,304.978149,0.000000
2006-11-13,290.185028,304.429108,0.000000
2006-11-14,289.076355,303.782410,5.624989
2006-11-15,286.712097,298.272491,0.000000
2006-11-16,285.227325,302.215790,0.000000
2006-11-17,287.535767,301.307281,0.000000
2006-11-18,282.851868,294.445801,0.000000
2006-11-19,281.189545,289.484650,0.000000
2006-11-20,283.107422,287.516388,32.968067
2006-11-21,285.011047,292.511139,0.000000
2006-11-22,279.557159,290.918091,0.000000
2006-11-23,276.176483,286.000305,6.831100
2006-11-24,280.000153,290.926605,37.671097
2006-11-25,282.650970,295.651825,14.862306
2006-11-26,286.539520,296.151978,3.260877
2006-11-27,285.546844,291.297119,16.806852
2006-11-28,285.103180,295.806854,5.019107
2006-11-29,281.684448,292.526733,1.407624
2006-11-30,279.756134,287.472443,6.235582
2006-12-01,280.067688,290.584442,1.641071
2006-12-02,282.016907,289.047455,0.399529
2006-12-03,283.295197,291.272614,0.608181
2006-12-04,285.696716,299.407471,6.032372
2006-12-05,282.161652,299.173462,0.561181
2006-12-06,276.854553,292.871460,0.309971
2006-12-07,280.827454,292.326050,0.000000
2006-12-08,286.458588,298.279663,0.000000
2006-12-09,288.408783,297.601440,0.000000
2006-12-10,285.131348,295.232666,6.303253
2006-12-11,285.731903,293.966125,1.414128
2006-12-12,282.192291,292.982849,0.000000
2006-12-13,281.196075,289.050140,0.000000
2006-12-14,284.287933,292.156464,0.490772
2006-12-15,287.894409,295.573792,0.000000
2006-12-16,289.856262,298.537994,0.000000
2006-12-17,291.092285,298.523651,0.500483
2006-12-18,290.535797,298.774994,2.707231
2006-12-19,286.141815,298.023102,11.034084
2006-12-20,274.972687,297.008240,12.214370
2006-12-21,270.390045,280.248352,0.000000
2006-12-22,275.531860,284.528687,0.000000
2006-12-23,271.411041,284.200195,0.000000
2006-12-24,272.604370,287.040833,0.000000
2006-12-25,278.042572,285.737762,0.000000
2006-12-26,272.358826,284.666077,0.000000
2006-12-27,275.130615,283.440918,8.488695
2006-12-28,277.618073,285.500366,0.695188
2006-12-29,275.562195,290.362488,0.000000
2006-12-30,279.124176,288.956299,1.051371
2006-12-31,277.629181,288.742920,4.721663
2007-01-01,278.720459,295.221252,2.956521
2007-01-02,286.067657,294.424103,3.075367
2007-01-03,268.680878,291.171234,6.850679
2007-01-04,267.612457,272.079895,2.796418
2007-01-05,267.167664,275.385864,5.920120
2007-01-06,271.714996,277.302277,17.143085
2007-01-07,270.974091,278.893524,3.384389
2007-01-08,270.616821,280.761414,0.000000
2007-01-09,271.438477,282.132721,0.000000
2007-01-10,272.967163,281.112427,0.000000
2007-01-11,274.140594,282.810913,2.964004
2007-01-12,277.634674,289.938690,2.401619
2007-01-13,278.505768,292.754822,0.000000
2007-01-14,279.217438,291.662964,0.000000
2007-01-15,279.102753,293.071777,0.000000
2007-01-16,281.578247,291.451385,0.000000
2007-01-17,282.521240,290.188904,1.691527
2007-01-18,269.915344,289.401184,1.180892
2007-01-19,269.041595,276.717682,0.000000
2007-01-20,268.913910,276.765350,0.000000
2007-01-21,269.807953,277.226471,0.000000
2007-01-22,271.104919,280.462158,0.000000
2007-01-23,273.201080,281.695557,4.317425
2007-01-24,276.339935,285.252411,2.312823
2007-01-25,276.035553,285.180878,0.000000
2007-01-26,272.461853,283.944519,0.000000
2007-01-27,273.226746,280.834137,0.000000
2007-01-28,272.601868,280.126862,0.280632
2007-01-29,274.564789,281.862213,1.162327
2007-01-30,275.086334,280.850677,5.954906
2007-01-31,275.505035,285.471649,1.936116
2007-02-01,279.552246,291.083984,0.000000
2007-02-02,274.563599,288.481018,0.000000
2007-02-03,273.713287,286.026245,0.000000
2007-02-04,277.115631,284.471558,0.742605
2007-02-05,275.934998,287.507019,0.000000
2007-02-06,280.032806,290.676483,0.000000
2007-02-07,280.114807,295.584808,0.000000
2007-02-08,281.626068,297.895447,0.000000
2007-02-09,282.412018,296.154297,0.000000
2007-02-10,279.795837,295.046661,0.000000
2007-02-11,283.571442,293.970551,0.000000
2007-02-12,283.280396,299.134735,0.000000
2007-02-13,284.175415,302.884430,0.000000
2007-02-14,284.238129,302.340118,0.000000
2007-02-15,282.182709,294.720276,0.000000
2007-02-16,283.748291,294.944489,13.869110
2007-02-17,278.638184,285.694855,25.106815
2007-02-18,279.661255,286.281006,42.936134
2007-02-19,273.386963,281.520721,15.251314
2007-02-20,274.096832,285.387329,0.000000
2007-02-21,275.934937,290.065033,0.000000
2007-02-22,280.938507,291.232361,0.000000
2007-02-23,282.883331,290.980255,0.878675
2007-02-24,277.000275,291.691345,15.105152
2007-02-25,269.426239,280.299988,0.000000
2007-02-26,270.972412,286.730286,0.000000
2007-02-27,275.153198,285.448883,0.000000
2007-02-28,275.552734,285.184448,6.710243
2007-03-01,279.034943,292.502747,9.204345
2007-03-02,274.259552,292.295258,3.533823
2007-03-03,272.584137,286.961945,0.000000
2007-03-04,279.017151,292.212952,0.000000
2007-03-05,286.695038,293.635193,1.602015
2007-03-06,281.198761,293.735016,4.258831
2007-03-07,271.502106,283.313965,0.000000
2007-03-08,269.715759,278.443512,0.000000
2007-03-09,272.560120,281.900299,0.000000
2007-03-10,275.338470,286.462494,0.000000
2007-03-11,279.811493,285.617645,1.332229
2007-03-12,277.618958,281.224426,0.000000
2007-03-13,275.451996,287.201050,0.000000
2007-03-14,282.098175,289.430206,0.000000
2007-03-15,286.455597,293.545044,0.000000
2007-03-16,286.922943,294.287933,1.038293
2007-03-17,288.688080,295.642334,0.545876
2007-03-18,289.307220,298.053802,0.304752
2007-03-19,288.683319,297.593323,0.000000
2007-03-20,290.221619,295.997223,0.841492
2007-03-21,291.134369,294.106659,0.000000
2007-03-22,287.895813,293.972046,1.768037
2007-03-23,280.609772,295.509735,0.000000
2007-03-24,281.775574,300.475739,0.000000
2007-03-25,288.002502,300.533539,0.000000
2007-03-26,290.851410,301.128876,0.000000
2007-03-27,289.984222,300.996460,0.000000
2007-03-28,283.881073,301.135376,0.000000
2007-03-29,285.179718,300.735474,0.000000
2007-03-30,285.456329,302.072357,0.000000
2007-03-31,287.032806,301.515869,0.000000
2007-04-01,286.854645,299.841980,0.000000
2007-04-02,286.644226,300.972260,0.000000
2007-04-03,286.633087,302.349823,0.000000
2007-04-04,288.186737,303.904816,0.000000
2007-04-05,289.275330,304.415161,0.000000
2007-04-06,290.526550,304.859131,0.000000
2007-04-07,292.289185,306.388214,0.000000
2007-04-08,291.569336,306.320160,0.000000
2007-04-09,287.004150,302.862579,0.000000
2007-04-10,288.964752,305.411377,0.000000
2007-04-11,293.096924,305.148926,0.000000
2007-04-12,284.511566,303.286652,0.000000
2007-04-13,289.195099,302.981934,0.000000
2007-04-14,290.499359,302.801117,1.596012
2007-04-15,288.591217,303.588013,0.285676
2007-04-16,286.512756,301.862640,0.000000
2007-04-17,287.095795,304.549194,0.000000
2007-04-18,288.647522,304.220062,0.000000
2007-04-19,290.342682,307.042206,0.000000
2007-04-20,292.431854,309.086823,0.000000
2007-04-21,293.720795,308.522705,0.000000
2007-04-22,288.935944,303.672729,10.252436
2007-04-23,289.659576,295.472870,0.000000
2007-04-24,290.598358,296.327179,0.000000
2007-04-25,290.333984,293.049866,17.957474
2007-04-26,290.335632,297.116425,0.969835
2007-04-27,287.979309,297.613403,0.000000
2007-04-28,287.761322,301.201691,0.000000
2007-04-29,291.833801,303.250092,0.000000
2007-04-30,290.916687,304.358978,0.000000
2007-05-01,288.063293,304.664459,0.000000
2007-05-02,290.024719,305.214722,0.000000
2007-05-03,293.823273,307.975037,0.000000
2007-05-04,293.985291,307.860992,0.355268
2007-05-05,289.350586,303.541931,0.000000
2007-05-06,287.852661,306.992065,0.000000
2007-05-07,290.163971,307.648407,0.000000
2007-05-08,290.288788,307.462463,0.000000
2007-05-09,290.378906,305.470306,0.000000
2007-05-10,292.834351,305.185822,0.000000
2007-05-11,294.230469,304.301666,0.674356
2007-05-12,292.998688,304.304321,19.637466
2007-05-13,290.133148,301.458008,10.339741
2007-05-14,291.174927,303.536163,0.000000
2007-05-15,291.917023,307.288330,0.000000
2007-05-16,293.614838,307.438354,0.000000
2007-05-17,293.771484,307.649658,0.000000
2007-05-18,294.621033,305.901001,1.660347
2007-05-19,295.642670,300.795624,27.747606
2007-05-20,294.574921,303.150055,11.433060
2007-05-21,292.416138,308.257477,1.927234
2007-05-22,295.026459,308.392273,0.283690
2007-05-23,296.255524,307.640015,1.348467
2007-05-24,294.867859,301.698334,9.452873
2007-05-25,295.240417,302.278900,0.000000
2007-05-26,294.506256,302.337646,0.000000
2007-05-27,293.547180,302.008026,26.626469
2007-05-28,293.926788,304.474365,0.301982
2007-05-29,292.435181,304.241943,0.293521
2007-05-30,294.946503,305.213470,0.000000
2007-05-31,292.760193,306.477722,1.604206
2007-06-01,292.864502,307.049164,0.000000
2007-06-02,295.372253,306.374268,0.289962
2007-06-03,296.253998,305.115143,6.365092
2007-06-04,295.489716,305.886566,5.056011
2007-06-05,296.752350,307.994293,1.232453
2007-06-06,296.825836,309.817719,0.000000
2007-06-07,296.893158,309.986267,0.000000
2007-06-08,296.908630,309.687286,10.736347
2007-06-09,296.822327,303.342926,5.011747
2007-06-10,293.827942,306.206940,2.352618
2007-06-11,293.241821,305.368774,3.128807
2007-06-12,295.720734,304.416626,11.311254
2007-06-13,294.942749,304.189911,9.881193
2007-06-14,295.538239,304.630371,5.754584
2007-06-15,295.451019,305.548309,15.286147
2007-06-16,294.623199,305.429077,22.415060
2007-06-17,296.085052,305.234436,9.539069
2007-06-18,296.496155,309.770203,0.000000
2007-06-19,297.360565,309.592438,0.000000
2007-06-20,296.958679,308.536865,0.000000
2007-06-21,297.260803,304.056519,17.756527
2007-06-22,296.645325,303.824585,2.133173
2007-06-23,295.088928,306.501648,0.000000
2007-06-24,296.288086,309.239746,0.000000
2007-06-25,296.417084,309.105896,2.778034
2007-06-26,296.662598,309.802368,0.000000
2007-06-27,296.882294,309.361115,0.357395
2007-06-28,297.116699,307.052124,10.287530
2007-06-29,296.505615,299.163208,25.082899
2007-06-30,295.809998,305.985474,7.092978
2007-07-01,296.017700,309.050781,0.000000
2007-07-02,294.704865,308.620911,0.796588
2007-07-03,294.738831,303.822174,0.000000
2007-07-04,295.567841,307.513397,0.000000
2007-07-05,297.475739,310.756592,0.000000
2007-07-06,298.254547,312.862396,0.000000
2007-07-07,299.471466,312.440063,1.606317
2007-07-08,296.305847,307.492249,0.000000
2007-07-09,296.998749,306.587921,0.000000
2007-07-10,296.678528,308.400299,0.000000
2007-07-11,296.471832,309.872314,0.000000
2007-07-12,297.547577,310.591766,0.000000
2007-07-13,296.480896,309.989655,0.000000
2007-07-14,295.315735,309.780670,0.987537
2007-07-15,296.192444,310.377838,0.000000
2007-07-16,296.483612,310.503326,0.000000
2007-07-17,296.429413,309.420929,0.000000
2007-07-18,297.405151,308.511444,1.159724
2007-07-19,296.501984,309.088043,0.000000
2007-07-20,296.701477,309.659821,0.000000
2007-07-21,296.744080,309.824982,0.000000
2007-07-22,296.966492,310.262970,0.000000
2007-07-23,297.791718,309.934570,0.000000
2007-07-24,296.747101,309.526154,0.000000
2007-07-25,296.657074,309.136139,0.000000
2007-07-26,296.907257,309.915985,0.000000
2007-07-27,297.054688,310.133484,0.000000
2007-07-28,296.647278,310.016083,0.000000
2007-07-29,295.910828,309.895020,0.000000
2007-07-30,296.777618,310.369537,0.000000
2007-07-31,296.132843,310.402557,0.000000
2007-08-01,297.963379,311.843628,0.356176
2007-08-02,297.285278,311.724152,0.295975
2007-08-03,297.901459,313.103180,0.000000
2007-08-04,299.205109,313.883240,0.298422
2007-08-05,297.811157,314.136871,0.000000
2007-08-06,297.729309,313.768768,0.000000
2007-08-07,297.937958,310.769653,0.000000
2007-08-08,297.266479,311.489929,0.000000
