#Variables:
#tasmin_MRI-CGCM3_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MRI-CGCM3_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_MRI-CGCM3_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MRI-CGCM3_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MRI-CGCM3_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MRI-CGCM3_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MRI-CGCM3_rcp85(K),tasmax_MRI-CGCM3_rcp85(K),pr_MRI-CGCM3_rcp85(mm)"
""
yyyy-mm-dd,tasmin_MRI-CGCM3_rcp85(K),tasmax_MRI-CGCM3_rcp85(K),pr_MRI-CGCM3_rcp85(mm)
2006-02-04,280.724579,290.917419,0.000000
2006-02-05,275.182007,294.098694,0.000000
2006-02-06,282.393036,300.876587,0.000000
2006-02-07,281.335724,297.604431,0.000000
2006-02-08,277.211060,291.652100,0.000000
2006-02-09,286.791687,303.501465,0.000000
2006-02-10,286.118988,300.425842,0.396554
2006-02-11,267.588654,293.260315,3.678387
2006-02-12,266.385651,276.692596,0.000000
2006-02-13,266.718201,282.643799,0.000000
2006-02-14,269.764862,281.647552,0.000000
2006-02-15,268.941559,281.471313,0.000000
2006-02-16,271.004242,285.052887,8.436242
2006-02-17,273.796173,284.629272,2.957391
2006-02-18,267.080200,277.865936,1.441577
2006-02-19,264.776764,278.960815,0.000000
2006-02-20,270.549408,284.816040,0.000000
2006-02-21,278.473907,299.577637,0.000000
2006-02-22,288.182281,298.871613,0.000000
2006-02-23,278.448456,293.084808,0.000000
2006-02-24,287.066467,298.025909,2.368616
2006-02-25,280.859985,297.109894,0.000000
2006-02-26,279.468689,301.281647,0.000000
2006-02-27,284.996674,303.333008,0.000000
2006-02-28,287.379364,302.178101,0.000000
2006-03-01,283.518036,297.598785,0.295893
2006-03-02,278.622009,296.767029,0.000000
2006-03-03,282.039795,298.253387,0.000000
2006-03-04,286.500946,294.903870,1.362821
2006-03-05,277.308075,294.311859,1.949856
2006-03-06,281.110046,291.585846,0.000000
2006-03-07,280.226624,289.425659,0.320099
2006-03-08,279.899139,299.873383,0.000000
2006-03-09,282.657288,296.556274,0.000000
2006-03-10,288.855194,301.465790,0.878867
2006-03-11,277.101715,296.312042,0.000000
2006-03-12,273.614929,283.960907,0.000000
2006-03-13,272.929840,284.648865,0.000000
2006-03-14,281.630249,292.377686,1.102345
2006-03-15,289.282959,302.301422,3.088946
2006-03-16,290.200165,301.412628,1.743189
2006-03-17,288.055267,299.728699,0.000000
2006-03-18,284.135071,298.430969,0.000000
2006-03-19,280.835876,301.097717,0.000000
2006-03-20,287.479553,301.807159,0.000000
2006-03-21,288.958466,305.403320,0.000000
2006-03-22,291.113831,307.524963,0.000000
2006-03-23,291.842987,305.741913,0.000000
2006-03-24,290.187317,304.603882,0.000000
2006-03-25,291.242859,300.439270,19.581678
2006-03-26,285.283234,299.148224,7.143353
2006-03-27,282.824463,300.614655,0.583479
2006-03-28,288.563019,305.312592,0.000000
2006-03-29,289.303162,304.955658,1.299306
2006-03-30,282.991943,299.934357,5.923481
2006-03-31,282.130066,291.350067,0.000000
2006-04-01,279.979736,294.017731,0.000000
2006-04-02,284.266602,299.516388,0.000000
2006-04-03,289.978760,305.379761,0.000000
2006-04-04,291.795563,306.362946,0.000000
2006-04-05,288.464508,308.511200,0.000000
2006-04-06,291.333221,309.223633,0.000000
2006-04-07,292.530365,310.328766,0.000000
2006-04-08,293.516022,308.095459,0.000000
2006-04-09,294.152374,306.653961,0.000000
2006-04-10,290.773132,302.231659,0.000000
2006-04-11,292.122681,304.168427,0.000000
2006-04-12,292.591187,311.010681,0.000000
2006-04-13,293.003510,311.559509,0.000000
2006-04-14,293.520630,310.313751,0.000000
2006-04-15,293.364532,310.207886,0.000000
2006-04-16,294.481201,307.053589,0.000000
2006-04-17,294.996979,303.951721,0.607328
2006-04-18,295.071472,307.579926,7.947870
2006-04-19,295.071655,306.556244,5.254037
2006-04-20,290.461639,300.018158,3.781108
2006-04-21,284.467438,296.451416,0.000000
2006-04-22,288.098480,295.696259,0.000000
2006-04-23,289.162750,293.391418,0.665359
2006-04-24,286.849243,300.285645,0.000000
2006-04-25,288.505554,300.056671,7.673862
2006-04-26,281.024017,295.866302,2.046643
2006-04-27,282.566254,299.001221,0.000000
2006-04-28,287.162811,295.572906,0.000000
2006-04-29,291.983429,304.517517,2.317372
2006-04-30,292.775940,306.888062,12.744852
2006-05-01,294.285706,307.642303,0.000000
2006-05-02,295.464783,308.588013,0.486338
2006-05-03,296.236816,306.447266,0.000000
2006-05-04,295.678101,307.745819,4.022345
2006-05-05,293.276001,306.034485,0.289618
2006-05-06,285.652405,294.498322,0.000000
2006-05-07,281.663544,299.125763,0.000000
2006-05-08,283.492218,303.669403,0.000000
2006-05-09,287.705811,304.805634,0.000000
2006-05-10,289.702576,304.136963,0.000000
2006-05-11,293.467316,302.942780,0.000000
2006-05-12,295.006134,301.358154,3.710180
2006-05-13,294.981171,299.011566,10.523647
2006-05-14,294.052795,302.621735,16.589838
2006-05-15,294.644409,300.045624,30.504679
2006-05-16,293.095612,302.983948,27.106230
2006-05-17,291.463745,301.064758,22.030342
2006-05-18,293.431610,308.529602,1.432804
2006-05-19,296.740417,308.820648,0.000000
2006-05-20,295.845184,306.629242,1.752579
2006-05-21,294.126831,305.826660,0.000000
2006-05-22,293.006104,303.996582,0.000000
2006-05-23,292.948486,301.775269,2.794267
2006-05-24,295.496674,309.358093,3.264096
2006-05-25,294.476257,308.204773,0.000000
2006-05-26,291.544617,305.514221,0.000000
2006-05-27,293.640869,307.910828,0.000000
2006-05-28,294.765167,309.765533,0.000000
2006-05-29,295.727539,311.370758,0.000000
2006-05-30,296.740723,311.100159,0.000000
2006-05-31,295.102081,312.020508,0.000000
2006-06-01,295.292511,311.063263,0.000000
2006-06-02,295.220520,311.500092,0.000000
2006-06-03,296.262054,309.789185,0.000000
2006-06-04,293.105774,308.622498,0.000000
2006-06-05,293.139465,308.363647,0.000000
2006-06-06,294.432556,308.555389,0.000000
2006-06-07,294.076019,309.151215,0.000000
2006-06-08,295.175751,306.511810,0.000000
2006-06-09,294.846954,306.258392,0.000000
2006-06-10,294.885376,308.548065,0.000000
2006-06-11,295.353363,309.614563,0.000000
2006-06-12,295.525879,307.681488,0.000000
2006-06-13,295.852173,307.068390,0.000000
2006-06-14,296.817444,304.878204,0.000000
2006-06-15,294.818268,306.801788,0.000000
2006-06-16,295.493378,308.735046,0.000000
2006-06-17,295.849518,308.852325,0.000000
2006-06-18,296.375275,308.765320,0.000000
2006-06-19,296.647400,309.565277,0.000000
2006-06-20,296.534210,309.544098,0.000000
2006-06-21,296.794586,308.405640,0.320509
2006-06-22,297.647003,306.852020,0.395356
2006-06-23,296.977081,309.897583,0.321266
2006-06-24,297.161896,308.601868,3.092811
2006-06-25,297.185333,305.893494,5.200642
2006-06-26,298.381165,311.477844,1.568177
2006-06-27,299.001251,312.011719,0.345345
2006-06-28,298.852875,311.150452,0.000000
2006-06-29,298.634125,313.814087,0.000000
2006-06-30,298.114075,313.799408,0.000000
2006-07-01,299.189911,313.196564,0.000000
2006-07-02,299.133484,313.187042,0.000000
2006-07-03,299.049133,313.434082,0.000000
2006-07-04,299.369598,313.843903,0.000000
2006-07-05,299.296448,313.088074,0.000000
2006-07-06,299.412598,313.537811,0.000000
2006-07-07,299.654114,312.065094,0.337281
2006-07-08,299.396973,312.512085,2.576906
2006-07-09,300.643829,311.424927,0.612150
2006-07-10,298.368805,309.978943,0.000000
2006-07-11,297.490326,312.952454,0.000000
2006-07-12,298.250702,313.947418,0.000000
2006-07-13,299.877136,314.847717,0.000000
2006-07-14,300.750061,314.592682,0.000000
2006-07-15,299.025787,313.328217,0.000000
2006-07-16,300.103729,313.796936,0.000000
2006-07-17,300.713318,315.343536,0.000000
2006-07-18,302.709717,314.186737,0.000000
2006-07-19,296.993225,311.257996,0.837952
2006-07-20,297.171082,306.855774,0.000000
2006-07-21,295.564758,309.677643,0.000000
2006-07-22,294.881378,310.768707,0.000000
2006-07-23,295.659424,311.970764,0.000000
2006-07-24,295.983429,312.905945,0.000000
2006-07-25,297.223969,313.474945,0.000000
2006-07-26,298.232513,313.066498,0.000000
2006-07-27,299.295380,310.394623,8.231042
2006-07-28,297.311737,306.906250,13.177866
2006-07-29,296.952850,308.027771,3.690979
2006-07-30,297.691040,312.238861,0.305093
2006-07-31,298.485931,314.054688,0.000000
2006-08-01,298.174957,314.136658,0.000000
2006-08-02,299.325073,313.748260,0.000000
2006-08-03,299.219757,313.844360,0.000000
2006-08-04,297.123016,313.547424,0.000000
2006-08-05,298.035980,313.756165,0.000000
2006-08-06,298.523315,313.759216,0.000000
2006-08-07,298.995789,313.509277,0.000000
2006-08-08,298.990997,313.825439,0.000000
2006-08-09,299.226746,314.368469,0.000000
2006-08-10,298.872528,314.537628,0.000000
2006-08-11,299.454468,314.029175,0.000000
2006-08-12,298.304260,313.712494,2.777295
2006-08-13,298.370941,312.298920,1.823533
2006-08-14,297.893829,311.061768,0.716224
2006-08-15,298.198639,308.779633,10.291367
2006-08-16,296.336853,303.899750,30.840475
2006-08-17,296.352783,304.363892,11.292392
2006-08-18,295.739075,307.040039,7.722546
2006-08-19,296.339325,308.316589,0.000000
2006-08-20,295.975769,307.915283,5.508213
2006-08-21,297.521820,305.907288,16.466427
2006-08-22,296.958130,307.723511,0.000000
2006-08-23,296.956329,307.765900,0.759941
2006-08-24,297.274200,307.412567,0.000000
2006-08-25,297.085693,307.790070,1.060363
2006-08-26,296.388550,305.465332,11.798748
2006-08-27,295.856689,304.384613,3.756462
2006-08-28,296.369507,303.654816,1.052564
2006-08-29,293.963440,302.481537,0.426623
2006-08-30,294.237518,305.476898,0.405976
2006-08-31,295.176605,307.583923,0.000000
2006-09-01,297.278290,306.744507,1.934140
2006-09-02,297.871674,305.764160,41.378849
2006-09-03,296.823303,302.858246,60.681385
2006-09-04,295.954834,302.165894,22.538744
2006-09-05,296.914520,306.157166,7.837263
2006-09-06,296.668427,306.113464,1.370319
2006-09-07,296.583679,305.977509,0.000000
2006-09-08,295.215912,307.091583,2.561594
2006-09-09,294.973694,307.527618,0.000000
2006-09-10,294.836517,308.328552,0.000000
2006-09-11,294.583191,308.003296,0.000000
2006-09-12,295.046753,307.992615,0.000000
2006-09-13,294.074066,308.486908,0.000000
2006-09-14,296.238251,307.570801,0.000000
2006-09-15,295.503174,306.877655,0.000000
2006-09-16,294.854095,307.322205,0.000000
2006-09-17,294.765259,307.408417,1.306918
2006-09-18,295.298767,306.862152,0.859305
2006-09-19,295.635590,306.418579,0.755010
2006-09-20,295.111389,302.779144,10.186213
2006-09-21,292.410675,303.109222,17.275980
2006-09-22,287.604553,299.644470,36.073723
2006-09-23,285.967651,293.745636,0.985663
2006-09-24,287.342377,301.366638,0.655725
2006-09-25,292.225128,301.963531,0.503849
2006-09-26,291.162292,301.597443,6.890162
2006-09-27,289.131744,297.078979,3.437467
2006-09-28,289.188446,300.229919,0.000000
2006-09-29,290.582275,301.116913,0.000000
2006-09-30,291.273407,302.089020,0.000000
2006-10-01,291.393372,299.768707,0.000000
2006-10-02,288.338989,296.863861,0.000000
2006-10-03,289.916870,300.049805,0.000000
2006-10-04,292.851318,305.964935,2.962941
2006-10-05,291.561005,304.529236,0.000000
2006-10-06,291.541290,300.883179,0.000000
2006-10-07,288.310272,297.785065,0.000000
2006-10-08,285.900543,299.071808,0.000000
2006-10-09,284.682983,302.528107,0.000000
2006-10-10,287.807098,302.965515,0.000000
2006-10-11,290.001556,306.432617,0.000000
2006-10-12,289.768677,304.961456,0.000000
2006-10-13,288.950592,302.623718,0.000000
2006-10-14,291.768097,301.315887,0.977080
2006-10-15,294.069427,301.367218,2.667217
2006-10-16,283.955200,298.228821,7.457024
2006-10-17,283.106689,294.089844,0.000000
2006-10-18,286.786530,301.921295,0.000000
2006-10-19,289.352539,300.018341,0.436084
2006-10-20,281.949280,293.266754,0.000000
2006-10-21,284.345703,289.243866,0.000000
2006-10-22,286.103912,295.869232,14.591660
2006-10-23,288.689514,299.266541,7.652527
2006-10-24,282.491302,295.684937,0.601259
2006-10-25,285.884674,299.869110,1.412061
2006-10-26,287.772217,303.190521,0.000000
2006-10-27,290.487549,302.232635,0.000000
2006-10-28,288.540405,299.649811,0.000000
2006-10-29,280.636322,295.727203,0.000000
2006-10-30,282.451660,298.712067,0.000000
2006-10-31,286.009125,296.789185,0.000000
2006-11-01,277.981262,296.454193,0.000000
2006-11-02,283.223297,299.396423,0.000000
2006-11-03,288.314423,302.608948,0.000000
2006-11-04,291.046173,302.484467,0.000000
2006-11-05,293.042084,300.715454,16.751102
2006-11-06,289.986145,299.354218,10.371102
2006-11-07,286.244293,300.818085,0.000000
2006-11-08,285.454010,302.002258,0.000000
2006-11-09,288.002258,300.805756,0.000000
2006-11-10,289.065247,300.264984,0.991952
2006-11-11,287.412567,297.438965,1.283501
2006-11-12,280.577209,294.402344,0.000000
2006-11-13,278.473969,292.429443,0.000000
2006-11-14,282.673706,294.568604,0.000000
2006-11-15,283.866791,298.566162,0.000000
2006-11-16,285.833344,300.148773,0.000000
2006-11-17,286.029327,300.167236,0.000000
2006-11-18,287.627563,299.671875,0.000000
2006-11-19,282.417847,301.126953,0.000000
2006-11-20,283.382324,300.978119,0.000000
2006-11-21,288.929901,299.849823,1.117782
2006-11-22,289.561920,300.432037,0.000000
2006-11-23,284.740906,298.110443,0.000000
2006-11-24,283.165680,301.260895,0.000000
2006-11-25,284.517853,293.224030,2.106606
2006-11-26,282.684296,293.085785,0.520399
2006-11-27,287.744843,300.879608,0.000000
2006-11-28,287.022919,301.498627,0.000000
2006-11-29,287.564026,295.516876,6.599894
2006-11-30,286.684601,296.901764,5.851252
2006-12-01,282.700989,292.210175,0.000000
2006-12-02,276.012726,288.770233,0.000000
2006-12-03,275.958679,285.275818,0.000000
2006-12-04,277.328125,282.622772,6.036948
2006-12-05,275.548218,284.116241,3.802214
2006-12-06,273.004364,282.622192,0.000000
2006-12-07,273.065399,286.261139,0.000000
2006-12-08,276.774780,291.555176,0.000000
2006-12-09,277.684387,292.572510,0.000000
2006-12-10,284.239349,298.118408,0.000000
2006-12-11,285.655640,295.110352,0.000000
2006-12-12,274.779358,287.912140,0.000000
2006-12-13,269.201477,285.532440,0.000000
2006-12-14,272.175323,288.532928,0.000000
2006-12-15,274.644409,291.240356,0.000000
2006-12-16,279.448792,288.852356,0.000000
2006-12-17,284.038147,290.979828,35.517673
2006-12-18,284.922424,297.426453,5.928565
2006-12-19,281.261505,295.426758,0.000000
2006-12-20,276.797089,291.636444,0.000000
2006-12-21,282.556000,291.125580,1.009368
2006-12-22,278.528656,287.608429,0.000000
2006-12-23,274.285034,284.346954,0.000000
2006-12-24,269.426025,285.799286,0.000000
2006-12-25,275.130219,283.603271,0.000000
2006-12-26,280.488373,293.457489,0.000000
2006-12-27,286.018585,293.403992,5.736347
2006-12-28,289.341705,298.346405,6.407766
2006-12-29,286.571899,293.980865,0.000000
2006-12-30,269.201935,289.597504,0.000000
2006-12-31,268.427612,273.794952,0.000000
2007-01-01,268.707489,274.164368,5.212332
2007-01-02,267.511810,274.754181,0.384718
2007-01-03,268.792572,273.173798,0.000000
2007-01-04,266.396332,275.141235,0.000000
2007-01-05,270.034119,281.622864,0.000000
2007-01-06,273.438538,284.979340,0.000000
2007-01-07,271.935486,283.364624,0.000000
2007-01-08,277.038239,286.018341,0.383611
2007-01-09,274.746002,286.518616,22.016121
2007-01-10,278.646393,291.280975,0.000000
2007-01-11,277.713348,292.247192,0.000000
2007-01-12,272.897461,287.122894,0.000000
2007-01-13,261.146210,277.419556,0.000000
2007-01-14,265.308014,275.620239,0.000000
2007-01-15,269.148071,285.198517,0.000000
2007-01-16,274.120239,289.742615,0.000000
2007-01-17,275.277252,288.303101,0.000000
2007-01-18,272.601105,282.790405,0.000000
2007-01-19,273.388397,286.156616,0.000000
2007-01-20,277.594971,285.426392,4.296979
2007-01-21,281.898407,288.172546,3.769720
2007-01-22,280.225342,288.594269,0.498873
2007-01-23,277.814697,295.175446,0.000000
2007-01-24,281.700531,295.736572,0.000000
2007-01-25,277.385468,296.897095,0.000000
2007-01-26,281.287262,298.029755,0.000000
2007-01-27,279.469971,297.719391,0.000000
2007-01-28,281.166534,296.763336,0.000000
2007-01-29,285.018982,290.761658,4.964733
2007-01-30,282.136383,298.826508,2.449595
2007-01-31,282.775879,297.581573,2.398988
2007-02-01,282.442200,293.673950,0.000000
2007-02-02,281.162201,292.001221,0.000000
2007-02-03,280.398041,291.920746,0.547557
2007-02-04,280.643433,297.388031,0.000000
2007-02-05,282.371338,294.030304,0.000000
2007-02-06,279.380768,290.626312,0.000000
2007-02-07,274.778687,290.895416,0.000000
2007-02-08,279.828644,292.794922,0.000000
2007-02-09,282.084076,289.428802,9.117395
2007-02-10,278.690643,291.518921,0.000000
2007-02-11,280.391296,298.900757,0.000000
2007-02-12,285.319397,297.926300,0.000000
2007-02-13,276.720093,290.119049,0.000000
2007-02-14,275.201111,279.260162,14.102592
2007-02-15,273.975281,284.384735,0.355098
2007-02-16,274.509338,289.245239,0.000000
2007-02-17,276.222534,290.105560,0.000000
2007-02-18,277.166718,291.951721,0.000000
2007-02-19,277.960236,296.089966,0.000000
2007-02-20,281.132050,294.301910,0.000000
2007-02-21,288.275116,294.097443,0.000000
2007-02-22,287.708557,296.034149,31.137154
2007-02-23,283.159821,299.850067,2.228353
2007-02-24,284.908417,297.702423,0.000000
2007-02-25,286.951385,301.631958,0.000000
2007-02-26,281.566833,298.266815,0.000000
2007-02-27,276.663452,294.781097,0.000000
2007-02-28,281.050568,292.994781,0.828139
2007-03-01,281.411774,293.279816,0.000000
2007-03-02,278.704498,287.855042,0.000000
2007-03-03,280.674652,284.798004,16.464094
2007-03-04,279.396301,287.791595,15.188253
2007-03-05,285.808197,295.680786,10.933447
2007-03-06,282.282501,297.543243,3.149371
2007-03-07,284.858002,296.771332,0.000000
2007-03-08,282.524261,293.834106,0.000000
2007-03-09,277.403046,282.752991,10.102921
2007-03-10,279.167633,287.997375,0.348801
2007-03-11,278.845856,294.822723,0.000000
2007-03-12,278.848694,297.584290,0.000000
2007-03-13,281.125366,301.217102,0.000000
2007-03-14,282.437622,303.748108,0.000000
2007-03-15,285.864227,301.784973,0.000000
2007-03-16,284.682465,298.772278,0.000000
2007-03-17,288.187286,296.566650,0.000000
2007-03-18,289.777527,300.357666,1.695325
2007-03-19,284.494110,297.745636,0.000000
2007-03-20,282.639465,292.839294,0.000000
2007-03-21,283.045502,290.305359,0.000000
2007-03-22,284.115173,295.787964,2.925277
2007-03-23,286.715881,293.300903,7.025382
2007-03-24,282.101044,293.472107,2.832817
2007-03-25,284.777161,293.264343,0.432839
2007-03-26,279.855835,289.313354,0.489983
2007-03-27,276.528320,293.590424,0.000000
2007-03-28,283.186829,303.370819,0.000000
2007-03-29,290.100098,305.810211,0.000000
2007-03-30,292.262115,306.097321,0.000000
2007-03-31,291.330780,304.336151,2.463399
2007-04-01,286.142426,301.201447,0.000000
2007-04-02,285.946228,302.720184,0.000000
2007-04-03,288.430054,303.053558,0.000000
2007-04-04,287.373230,304.012970,0.000000
2007-04-05,285.593445,301.222809,18.684069
2007-04-06,279.350372,285.481598,13.878243
2007-04-07,280.454224,292.029205,0.000000
2007-04-08,279.485046,298.300751,0.000000
2007-04-09,280.871246,296.799835,0.000000
2007-04-10,284.555054,293.733276,0.000000
2007-04-11,287.340149,300.472137,4.468967
2007-04-12,288.282715,300.882751,0.000000
2007-04-13,288.644104,301.057465,0.000000
2007-04-14,288.200684,296.134369,14.347456
2007-04-15,290.707275,301.953033,32.050274
2007-04-16,289.277679,301.369507,1.933473
2007-04-17,289.248322,302.674225,0.000000
2007-04-18,288.526886,299.236084,0.000000
2007-04-19,286.840302,290.185669,12.680257
2007-04-20,289.825287,295.693573,11.778621
2007-04-21,292.860107,301.057281,17.205736
2007-04-22,289.824097,301.915558,0.000000
2007-04-23,289.565247,300.747803,0.320917
2007-04-24,289.478851,299.125244,0.000000
2007-04-25,288.825653,302.602600,0.000000
2007-04-26,289.018860,300.802155,0.000000
2007-04-27,287.225616,302.270905,0.000000
2007-04-28,288.371979,302.790070,0.000000
2007-04-29,287.701813,302.925751,0.000000
2007-04-30,287.258087,299.511261,0.000000
2007-05-01,290.371338,295.793518,0.000000
2007-05-02,291.600983,298.968109,24.154375
2007-05-03,284.918427,303.487549,0.000000
2007-05-04,294.519012,304.750275,4.143583
2007-05-05,291.600861,305.247223,1.322510
2007-05-06,288.982880,304.165131,1.013907
2007-05-07,292.175476,302.773987,5.353408
2007-05-08,290.540375,299.166138,0.000000
2007-05-09,288.030396,299.173340,0.000000
2007-05-10,285.546204,301.710358,0.000000
2007-05-11,286.136566,303.502808,0.000000
2007-05-12,290.255310,303.221619,0.000000
2007-05-13,290.341278,303.765717,0.000000
2007-05-14,293.020294,305.034668,0.000000
2007-05-15,293.765015,306.743896,8.697620
2007-05-16,293.724670,305.026672,0.000000
2007-05-17,294.140869,302.823547,0.000000
2007-05-18,292.444733,300.014618,0.000000
2007-05-19,293.293640,300.200684,0.660685
2007-05-20,293.579987,305.855621,0.315117
2007-05-21,291.453217,302.815002,0.000000
2007-05-22,287.190887,301.836548,0.000000
2007-05-23,289.035522,303.016479,0.000000
2007-05-24,291.327667,300.154297,0.000000
2007-05-25,292.087616,307.526978,0.000000
2007-05-26,296.063232,309.880402,0.000000
2007-05-27,296.689545,309.205536,0.000000
2007-05-28,294.384613,307.393005,1.175237
2007-05-29,293.857239,309.844360,0.000000
2007-05-30,296.732086,307.977203,6.005511
2007-05-31,295.544830,308.743713,3.067282
2007-06-01,295.643311,307.419464,0.000000
2007-06-02,295.677673,305.661652,0.000000
2007-06-03,295.681610,304.602631,5.141305
2007-06-04,296.098633,304.548523,6.581824
2007-06-05,294.261902,302.360413,4.366832
2007-06-06,295.435669,300.495300,59.605675
2007-06-07,295.337921,302.322754,30.802374
2007-06-08,295.393433,301.026031,7.064346
2007-06-09,296.125641,307.953278,2.510110
2007-06-10,296.591949,308.456055,0.000000
2007-06-11,295.262085,309.359131,0.000000
2007-06-12,295.114319,310.680084,0.000000
2007-06-13,296.028137,310.203033,0.000000
2007-06-14,296.924438,310.873444,0.412792
2007-06-15,297.852142,310.071228,5.218623
2007-06-16,297.369843,308.788849,0.327582
2007-06-17,296.012695,305.974884,0.000000
2007-06-18,295.562317,306.954620,0.000000
2007-06-19,295.370636,308.427063,0.000000
2007-06-20,296.722626,310.514862,2.245633
2007-06-21,298.318604,309.726318,0.000000
2007-06-22,297.487701,308.361237,0.000000
2007-06-23,296.323730,308.249084,0.000000
2007-06-24,298.100555,310.759399,3.860329
2007-06-25,298.246460,308.869659,1.374914
2007-06-26,298.230621,307.372009,2.395781
2007-06-27,298.586731,310.725220,0.307608
2007-06-28,299.313721,309.539459,2.119364
2007-06-29,298.982147,308.703033,7.026542
2007-06-30,298.385529,312.261597,0.000000
2007-07-01,300.313385,312.468658,1.986833
2007-07-02,298.059357,310.291046,0.925003
2007-07-03,295.338348,305.590942,0.000000
2007-07-04,292.799408,305.387054,0.000000
2007-07-05,293.859955,306.616913,0.000000
2007-07-06,295.289246,305.659668,0.000000
2007-07-07,293.229340,305.398773,0.000000
2007-07-08,294.135925,306.542664,0.000000
2007-07-09,294.442322,308.038574,0.000000
2007-07-10,294.682983,307.730011,0.000000
2007-07-11,295.589752,309.153198,0.000000
2007-07-12,296.263672,310.174805,0.000000
2007-07-13,296.687439,310.551971,0.000000
2007-07-14,296.633484,309.903778,4.921604
2007-07-15,296.257019,308.943054,0.000000
2007-07-16,296.308411,308.886169,0.000000
2007-07-17,296.781494,308.733307,0.000000
2007-07-18,296.464783,307.183868,0.000000
2007-07-19,297.312683,305.506653,0.000000
2007-07-20,296.966644,308.484070,0.000000
2007-07-21,296.770447,307.275085,0.000000
2007-07-22,296.195740,309.050507,0.000000
2007-07-23,296.990387,310.007812,0.000000
2007-07-24,297.697479,310.081757,0.000000
2007-07-25,296.807587,309.971680,3.379129
2007-07-26,297.134155,310.502899,0.000000
2007-07-27,298.283142,310.624451,0.000000
2007-07-28,297.216461,310.006134,0.000000
2007-07-29,297.291473,310.711914,0.000000
2007-07-30,297.696564,312.381805,0.000000
2007-07-31,298.648743,312.382904,0.000000
2007-08-01,297.890442,310.382965,0.824368
2007-08-02,296.938843,309.603271,0.000000
2007-08-03,296.906830,309.024200,0.000000
2007-08-04,297.044098,310.684052,0.000000
2007-08-05,298.272827,310.977600,0.000000
2007-08-06,297.973755,311.300262,1.813882
2007-08-07,297.672455,310.227905,0.000000
2007-08-08,297.770782,309.920441,7.806761
2007-08-09,297.776276,311.774628,0.300358
2007-08-10,298.526886,312.416107,0.000000
2007-08-11,298.798004,313.081329,0.000000
