#Variables:
#rhsmin_bcc-csm1-1_rcp45(%):Surface Daily Minimum Relative Humidity
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_rhsmin_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,rhsmin_bcc-csm1-1_rcp45(%)"
2007-02-21,47.586670
2007-02-22,52.426456
2007-02-23,70.543083
2007-02-24,51.698174
2007-02-25,46.858173
2007-02-26,28.482004
2007-02-27,28.500370
2007-02-28,26.178001
2007-03-01,25.459019
2007-03-02,27.172613
2007-03-03,31.174952
2007-03-04,35.012943
2007-03-05,30.019478
2007-03-06,37.323807
2007-03-07,49.294716
2007-03-08,59.406326
2007-03-09,59.130363
2007-03-10,60.366039
2007-03-11,50.451221
2007-03-12,55.157440
2007-03-13,43.217949
2007-03-14,42.585575
2007-03-15,47.435055
2007-03-16,39.175503
2007-03-17,45.406307
2007-03-18,43.758953
2007-03-19,40.318176
2007-03-20,39.244587
2007-03-21,41.678291
2007-03-22,33.651447
2007-03-23,35.239635
2007-03-24,44.414837
2007-03-25,53.895489
2007-03-26,40.806526
2007-03-27,32.744755
2007-03-28,33.153332
2007-03-29,34.547840
2007-03-30,37.566101
2007-03-31,43.655666
2007-04-01,38.984154
2007-04-02,39.197697
2007-04-03,37.756832
2007-04-04,35.095364
2007-04-05,17.633429
2007-04-06,14.024227
2007-04-07,20.879559
2007-04-08,21.971712
2007-04-09,18.141706
2007-04-10,17.067644
2007-04-11,13.274385
2007-04-12,13.037241
2007-04-13,16.316078
2007-04-14,32.026047
2007-04-15,24.136110
2007-04-16,22.748924
2007-04-17,23.039286
2007-04-18,22.843317
2007-04-19,20.735308
2007-04-20,27.699141
2007-04-21,32.065083
2007-04-22,40.453598
2007-04-23,41.743294
2007-04-24,8.970810
2007-04-25,8.771091
2007-04-26,24.047237
2007-04-27,31.846361
2007-04-28,33.308121
2007-04-29,25.060879
2007-04-30,5.510393
2007-05-01,11.708744
2007-05-02,24.928938
2007-05-03,39.550465
2007-05-04,41.136463
2007-05-05,55.462856
2007-05-06,72.713905
2007-05-07,61.054539
2007-05-08,51.955624
2007-05-09,47.525612
2007-05-10,45.040474
2007-05-11,46.948723
2007-05-12,48.570240
2007-05-13,49.525597
2007-05-14,45.655773
2007-05-15,42.001251
2007-05-16,46.389534
2007-05-17,62.711525
2007-05-18,44.296318
2007-05-19,44.554195
2007-05-20,39.874176
2007-05-21,43.219437
2007-05-22,45.427811
2007-05-23,47.165932
2007-05-24,42.848419
2007-05-25,44.587784
2007-05-26,52.685207
2007-05-27,47.330837
2007-05-28,44.823475
2007-05-29,43.918110
2007-05-30,39.551350
2007-05-31,39.450191
2007-06-01,37.019314
2007-06-02,32.499386
2007-06-03,31.187269
2007-06-04,31.165255
2007-06-05,48.422882
2007-06-06,49.374722
2007-06-07,50.850124
2007-06-08,44.771801
2007-06-09,47.055344
2007-06-10,46.158318
2007-06-11,33.821259
2007-06-12,30.733339
2007-06-13,32.938850
2007-06-14,39.708744
2007-06-15,44.963608
2007-06-16,45.091633
2007-06-17,44.081295
2007-06-18,39.516342
2007-06-19,37.690235
2007-06-20,38.243614
2007-06-21,40.904449
2007-06-22,43.843822
2007-06-23,44.419704
2007-06-24,39.601021
2007-06-25,39.275761
2007-06-26,40.777580
2007-06-27,45.905819
2007-06-28,45.567501
2007-06-29,83.308334
2007-06-30,77.945465
2007-07-01,65.958138
2007-07-02,56.479279
2007-07-03,48.205170
2007-07-04,48.378059
2007-07-05,48.383942
2007-07-06,45.032726
2007-07-07,45.985294
2007-07-08,44.706676
2007-07-09,42.798862
2007-07-10,41.678070
2007-07-11,42.650311
2007-07-12,44.303925
2007-07-13,44.401672
2007-07-14,44.318256
2007-07-15,42.662926
2007-07-16,44.374565
2007-07-17,50.697620
2007-07-18,55.260910
2007-07-19,59.937126
2007-07-20,66.616730
2007-07-21,66.052528
2007-07-22,51.521099
2007-07-23,48.679043
2007-07-24,46.072186
2007-07-25,45.793999
2007-07-26,55.691628
2007-07-27,45.961452
2007-07-28,45.039848
2007-07-29,45.366524
2007-07-30,40.315258
2007-07-31,38.896339
2007-08-01,38.941593
2007-08-02,36.861420
2007-08-03,36.877441
2007-08-04,36.459858
2007-08-05,37.603039
2007-08-06,37.303024
2007-08-07,35.902802
2007-08-08,37.693981
2007-08-09,34.889038
2007-08-10,34.564114
2007-08-11,32.902454
2007-08-12,33.236912
2007-08-13,34.807571
2007-08-14,31.984873
2007-08-15,27.844889
2007-08-16,28.149570
2007-08-17,27.708210
2007-08-18,24.751713
2007-08-19,24.006384
2007-08-20,24.435547
2007-08-21,25.659927
2007-08-22,23.899149
2007-08-23,24.347622
2007-08-24,26.698650
2007-08-25,33.811069
2007-08-26,33.141510
2007-08-27,32.643887
2007-08-28,31.403601
2007-08-29,30.914677
2007-08-30,30.931362
2007-08-31,25.232809
2007-09-01,21.059296
2007-09-02,20.070686
2007-09-03,18.233667
2007-09-04,17.299341
2007-09-05,17.865202
2007-09-06,22.238892
2007-09-07,27.433498
2007-09-08,30.962734
2007-09-09,24.161764
2007-09-10,24.201918
2007-09-11,24.409204
2007-09-12,39.730843
2007-09-13,45.362591
2007-09-14,34.560905
2007-09-15,33.000610
2007-09-16,34.386292
2007-09-17,29.981060
2007-09-18,21.251650
2007-09-19,19.754160
2007-09-20,22.609619
2007-09-21,25.053040
2007-09-22,25.054077
2007-09-23,24.693851
2007-09-24,24.670483
2007-09-25,23.265070
2007-09-26,27.891909
2007-09-27,21.284826
2007-09-28,15.645591
2007-09-29,14.374424
2007-09-30,15.556559
2007-10-01,18.491543
2007-10-02,26.472662
2007-10-03,32.184406
2007-10-04,32.724968
2007-10-05,37.592995
2007-10-06,39.792103
2007-10-07,45.515709
2007-10-08,45.519234
2007-10-09,47.751392
2007-10-10,48.605450
2007-10-11,45.465599
2007-10-12,41.334206
2007-10-13,39.552464
2007-10-14,31.405363
2007-10-15,32.227638
2007-10-16,32.991787
2007-10-17,29.903593
2007-10-18,26.385170
2007-10-19,27.367199
2007-10-20,30.477335
2007-10-21,30.481194
2007-10-22,30.371191
2007-10-23,27.989832
2007-10-24,28.857641
2007-10-25,46.058723
2007-10-26,47.241554
2007-10-27,55.798038
2007-10-28,50.509739
2007-10-29,38.233517
2007-10-30,32.103653
2007-10-31,31.305861
2007-11-01,24.849325
2007-11-02,19.679070
2007-11-03,23.583256
2007-11-04,29.091982
2007-11-05,26.495537
2007-11-06,27.787672
2007-11-07,30.021345
2007-11-08,22.832500
2007-11-09,26.617292
2007-11-10,24.447998
2007-11-11,15.090799
2007-11-12,9.454128
2007-11-13,14.105127
2007-11-14,20.015564
2007-11-15,25.947031
2007-11-16,30.301729
2007-11-17,56.979721
2007-11-18,44.476368
2007-11-19,30.322258
2007-11-20,25.369852
2007-11-21,21.830477
2007-11-22,17.308260
2007-11-23,20.478149
2007-11-24,21.614548
2007-11-25,24.027092
2007-11-26,25.953943
2007-11-27,23.493551
2007-11-28,21.169344
2007-11-29,17.252789
2007-11-30,18.869743
2007-12-01,21.152075
2007-12-02,22.898771
2007-12-03,21.257227
2007-12-04,14.225945
2007-12-05,13.152340
2007-12-06,18.400837
2007-12-07,24.466808
2007-12-08,17.874010
2007-12-09,19.327808
2007-12-10,22.525074
2007-12-11,59.066120
2007-12-12,48.694813
2007-12-13,33.378792
2007-12-14,41.128086
2007-12-15,26.698025
2007-12-16,24.087923
2007-12-17,25.045895
2007-12-18,30.114248
2007-12-19,19.940781
2007-12-20,22.138485
2007-12-21,12.061786
2007-12-22,16.637827
2007-12-23,51.409946
2007-12-24,53.439400
2007-12-25,59.968498
2007-12-26,46.483261
2007-12-27,54.632671
2007-12-28,60.098469
2007-12-29,76.029083
2007-12-30,43.200966
2007-12-31,41.220249
2008-01-01,51.665962
2008-01-02,46.025524
2008-01-03,41.561314
2008-01-04,31.976727
2008-01-05,49.567242
2008-01-06,55.571140
2008-01-07,32.674515
2008-01-08,37.933250
2008-01-09,27.685740
2008-01-10,31.780678
2008-01-11,35.226742
2008-01-12,35.341366
2008-01-13,26.059654
2008-01-14,22.431974
2008-01-15,28.474623
2008-01-16,36.301407
2008-01-17,33.544842
2008-01-18,14.526595
2008-01-19,14.430564
2008-01-20,19.755932
2008-01-21,19.428196
2008-01-22,20.314505
2008-01-23,23.281368
2008-01-24,21.087234
2008-01-25,19.884388
2008-01-26,20.325130
2008-01-27,14.285316
2008-01-28,16.983326
2008-01-29,21.084383
2008-01-30,22.379641
2008-01-31,17.339369
2008-02-01,15.308462
2008-02-02,20.509804
2008-02-03,23.397470
2008-02-04,23.819527
2008-02-05,50.155293
2008-02-06,34.111912
2008-02-07,26.446350
2008-02-08,27.871044
2008-02-09,53.730457
2008-02-10,56.624550
2008-02-11,57.268913
2008-02-12,32.183643
2008-02-13,38.580284
2008-02-14,49.772594
2008-02-15,45.055588
2008-02-16,33.098335
2008-02-17,29.625784
2008-02-18,29.462660
2008-02-19,32.196442
2008-02-20,46.924477
2008-02-21,51.934593
2008-02-22,37.796677
2008-02-23,35.884090
2008-02-24,47.682430
2008-02-25,50.925369
2008-02-26,38.026329
2008-02-27,26.099407
2008-02-28,25.280703
2008-02-29,30.411404
2008-03-01,35.542103
2008-03-02,40.742195
2008-03-03,34.162308
2008-03-04,28.217525
2008-03-05,28.924931
2008-03-06,29.126974
2008-03-07,30.854471
2008-03-08,21.590229
2008-03-09,22.553984
2008-03-10,20.973217
2008-03-11,11.794704
2008-03-12,13.747977
2008-03-13,18.046108
2008-03-14,21.644930
2008-03-15,14.925789
2008-03-16,10.231469
2008-03-17,12.838487
2008-03-18,14.251629
2008-03-19,14.239673
2008-03-20,14.070317
2008-03-21,18.949169
2008-03-22,28.469992
2008-03-23,44.781677
2008-03-24,32.357689
2008-03-25,32.316284
2008-03-26,20.720139
2008-03-27,18.995840
2008-03-28,26.834457
2008-03-29,22.252707
2008-03-30,22.470295
2008-03-31,20.663153
2008-04-01,29.215504
2008-04-02,35.140228
2008-04-03,31.197052
2008-04-04,30.559759
2008-04-05,39.502693
2008-04-06,31.679028
2008-04-07,25.955564
2008-04-08,26.528013
2008-04-09,39.853214
2008-04-10,34.267139
2008-04-11,33.471581
2008-04-12,35.254719
2008-04-13,45.574841
2008-04-14,38.935764
2008-04-15,32.724899
2008-04-16,20.536596
2008-04-17,28.592585
2008-04-18,21.323067
2008-04-19,22.239119
2008-04-20,15.834850
2008-04-21,15.134456
2008-04-22,33.322693
2008-04-23,38.552956
2008-04-24,36.075451
2008-04-25,18.443142
2008-04-26,16.954908
2008-04-27,14.838320
2008-04-28,20.022738
2008-04-29,23.959217
2008-04-30,26.260149
2008-05-01,22.477903
2008-05-02,14.957200
2008-05-03,12.118114
2008-05-04,14.375184
2008-05-05,20.898951
2008-05-06,16.614601
2008-05-07,22.619078
2008-05-08,27.257147
2008-05-09,25.204369
2008-05-10,24.733709
2008-05-11,26.837994
2008-05-12,42.585377
2008-05-13,49.111057
2008-05-14,53.476475
2008-05-15,46.608200
2008-05-16,43.429745
2008-05-17,30.136057
2008-05-18,23.952448
2008-05-19,25.625221
2008-05-20,49.304806
2008-05-21,48.744961
2008-05-22,46.543152
2008-05-23,47.233013
2008-05-24,54.937260
2008-05-25,55.328960
2008-05-26,48.394489
2008-05-27,44.821148
2008-05-28,42.026665
2008-05-29,39.426407
2008-05-30,40.575241
2008-05-31,35.612656
2008-06-01,29.000652
2008-06-02,28.541437
2008-06-03,27.058372
2008-06-04,22.111124
2008-06-05,17.574123
2008-06-06,19.936806
2008-06-07,25.779657
2008-06-08,44.919197
2008-06-09,47.394905
2008-06-10,37.676659
2008-06-11,36.825802
2008-06-12,38.007782
2008-06-13,33.536640
2008-06-14,32.494823
2008-06-15,37.682899
2008-06-16,45.703617
2008-06-17,45.663689
2008-06-18,46.167812
2008-06-19,38.168896
2008-06-20,31.702408
2008-06-21,33.334347
2008-06-22,42.686394
2008-06-23,41.744999
2008-06-24,32.616825
2008-06-25,33.002232
2008-06-26,42.324730
2008-06-27,38.138794
2008-06-28,38.683647
2008-06-29,40.848125
2008-06-30,43.401806
2008-07-01,43.022949
2008-07-02,39.023869
2008-07-03,41.838554
2008-07-04,44.229965
2008-07-05,37.025021
2008-07-06,37.701523
2008-07-07,42.263687
2008-07-08,43.538670
2008-07-09,44.819950
2008-07-10,46.224983
2008-07-11,46.069149
2008-07-12,44.937889
2008-07-13,47.436974
2008-07-14,59.899738
2008-07-15,65.499916
2008-07-16,67.593399
2008-07-17,59.116058
2008-07-18,47.214470
2008-07-19,45.693642
2008-07-20,45.755253
2008-07-21,47.985054
2008-07-22,47.041954
2008-07-23,46.936066
2008-07-24,45.357285
2008-07-25,45.173988
2008-07-26,41.962105
2008-07-27,36.882076
2008-07-28,35.164803
2008-07-29,33.756290
2008-07-30,32.635956
2008-07-31,32.973248
2008-08-01,34.823620
2008-08-02,32.924904
2008-08-03,31.504450
2008-08-04,27.311422
2008-08-05,27.080141
2008-08-06,28.374367
2008-08-07,29.470062
2008-08-08,31.403698
2008-08-09,32.996960
2008-08-10,33.577793
2008-08-11,31.887997
2008-08-12,33.520206
2008-08-13,33.738953
2008-08-14,33.808144
2008-08-15,33.523296
2008-08-16,31.930923
2008-08-17,32.021023
2008-08-18,35.221111
2008-08-19,36.666492
2008-08-20,35.759048
2008-08-21,34.311291
2008-08-22,34.358032
2008-08-23,34.090202
2008-08-24,34.351673
2008-08-25,34.333904
2008-08-26,35.619228
2008-08-27,37.622063
2008-08-28,39.060852
2008-08-29,54.103111
2008-08-30,52.321217
2008-08-31,52.140636
2008-09-01,42.827682
2008-09-02,36.702343
2008-09-03,34.878448
2008-09-04,36.484356
2008-09-05,35.633595
2008-09-06,37.211048
2008-09-07,36.883633
2008-09-08,32.945877
2008-09-09,33.115257
2008-09-10,37.779305
2008-09-11,40.820641
2008-09-12,39.498543
2008-09-13,37.911530
2008-09-14,39.675079
2008-09-15,41.713257
2008-09-16,41.953907
2008-09-17,33.041065
2008-09-18,25.030497
2008-09-19,22.103907
2008-09-20,18.052898
2008-09-21,18.460524
2008-09-22,25.528450
2008-09-23,18.979275
2008-09-24,15.887363
2008-09-25,17.728100
2008-09-26,34.064537
2008-09-27,41.156399
2008-09-28,45.284683
2008-09-29,44.813560
2008-09-30,45.081367
2008-10-01,45.948246
2008-10-02,44.853024
2008-10-03,32.340340
2008-10-04,29.522793
2008-10-05,28.848909
2008-10-06,26.470251
2008-10-07,31.918943
2008-10-08,28.087402
2008-10-09,20.679865
2008-10-10,18.141178
2008-10-11,19.289537
2008-10-12,25.170725
2008-10-13,19.050518
2008-10-14,19.896736
2008-10-15,23.802128
2008-10-16,35.548775
2008-10-17,52.693993
2008-10-18,52.553703
2008-10-19,69.661186
2008-10-20,58.995152
2008-10-21,53.903610
2008-10-22,53.088852
2008-10-23,51.722092
2008-10-24,51.298557
2008-10-25,57.677551
2008-10-26,51.892097
2008-10-27,46.499493
2008-10-28,37.693317
2008-10-29,36.657753
2008-10-30,31.882057
2008-10-31,29.169252
2008-11-01,31.328224
2008-11-02,16.442072
2008-11-03,15.033675
2008-11-04,20.083061
2008-11-05,21.797468
2008-11-06,26.581434
2008-11-07,35.722828
2008-11-08,28.194498
2008-11-09,23.497654
2008-11-10,24.168146
2008-11-11,28.489996
2008-11-12,24.629473
2008-11-13,35.560974
2008-11-14,48.594517
2008-11-15,43.563324
2008-11-16,50.869328
2008-11-17,57.562824
2008-11-18,57.095608
2008-11-19,75.108223
2008-11-20,61.584919
2008-11-21,67.376167
2008-11-22,50.487221
2008-11-23,44.514450
2008-11-24,43.277168
2008-11-25,53.543644
2008-11-26,52.220566
2008-11-27,47.273048
2008-11-28,53.200348
2008-11-29,39.394962
2008-11-30,30.857555
2008-12-01,43.625572
2008-12-02,60.303596
2008-12-03,59.630371
2008-12-04,51.376125
2008-12-05,52.217785
2008-12-06,48.166077
2008-12-07,39.149651
2008-12-08,34.499615
2008-12-09,28.693552
2008-12-10,51.322144
2008-12-11,45.805706
2008-12-12,26.210073
2008-12-13,27.590179
2008-12-14,46.770512
2008-12-15,43.027878
2008-12-16,38.798946
2008-12-17,42.596546
2008-12-18,41.748703
2008-12-19,60.991337
2008-12-20,51.427666
2008-12-21,34.111320
2008-12-22,26.962044
2008-12-23,32.030144
2008-12-24,49.179989
2008-12-25,55.586796
2008-12-26,60.479805
2008-12-27,61.382965
2008-12-28,44.128437
2008-12-29,37.984367
2008-12-30,44.986416
2008-12-31,35.814667
2009-01-01,23.990774
2009-01-02,24.308445
2009-01-03,24.478165
2009-01-04,33.243038
2009-01-05,37.363922
2009-01-06,55.541656
2009-01-07,66.244591
2009-01-08,57.512749
2009-01-09,30.528967
2009-01-10,26.155931
2009-01-11,32.667053
2009-01-12,26.361929
2009-01-13,39.149525
2009-01-14,60.296719
2009-01-15,40.893143
2009-01-16,60.203510
2009-01-17,40.014503
2009-01-18,35.376606
2009-01-19,41.155247
2009-01-20,34.579826
2009-01-21,51.703239
2009-01-22,63.664471
2009-01-23,56.079475
2009-01-24,38.940266
2009-01-25,58.129791
2009-01-26,37.602985
2009-01-27,41.516815
2009-01-28,41.144653
2009-01-29,35.578823
