#Variables:
#uas_bcc-csm1-1_rcp45(ms-1):Eastward Wind
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_uas_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,uas_bcc-csm1-1_rcp45(ms-1)"
2006-03-08,-2.975447
2006-03-09,-1.332209
2006-03-10,-1.944397
2006-03-11,0.222816
2006-03-12,-1.703664
2006-03-13,-0.523717
2006-03-14,-1.611547
2006-03-15,0.302437
2006-03-16,4.916579
2006-03-17,4.536801
2006-03-18,3.770498
2006-03-19,1.290722
2006-03-20,-0.722812
2006-03-21,-0.015551
2006-03-22,3.409915
2006-03-23,4.396952
2006-03-24,-0.883258
2006-03-25,-2.412493
2006-03-26,-0.917489
2006-03-27,1.255501
2006-03-28,-0.669574
2006-03-29,-0.014208
2006-03-30,0.899811
2006-03-31,-1.026269
2006-04-01,2.682732
2006-04-02,-3.410555
2006-04-03,-2.748419
2006-04-04,7.084419
2006-04-05,5.989589
2006-04-06,3.588046
2006-04-07,-2.988422
2006-04-08,-1.540973
2006-04-09,2.820751
2006-04-10,1.054079
2006-04-11,-0.271876
2006-04-12,-0.239985
2006-04-13,-2.462951
2006-04-14,-0.247063
2006-04-15,1.924180
2006-04-16,-1.445653
2006-04-17,-1.043351
2006-04-18,1.958955
2006-04-19,0.568269
2006-04-20,-0.647595
2006-04-21,2.747625
2006-04-22,6.104783
2006-04-23,4.479790
2006-04-24,2.765594
2006-04-25,-1.223515
2006-04-26,-2.377908
2006-04-27,-2.229247
2006-04-28,-2.076168
2006-04-29,0.100091
2006-04-30,-3.768140
2006-05-01,-2.446295
2006-05-02,-0.442339
2006-05-03,0.966235
2006-05-04,4.135786
2006-05-05,4.065732
2006-05-06,3.137863
2006-05-07,1.140597
2006-05-08,0.089090
2006-05-09,-1.971311
2006-05-10,0.144384
2006-05-11,-0.364098
2006-05-12,-0.519202
2006-05-13,-0.295893
2006-05-14,-0.657731
2006-05-15,-1.069314
2006-05-16,-0.892900
2006-05-17,-0.462483
2006-05-18,0.578095
2006-05-19,0.072071
2006-05-20,-6.008490
2006-05-21,-3.919034
2006-05-22,-0.532671
2006-05-23,-1.982836
2006-05-24,-1.376218
2006-05-25,-0.879072
2006-05-26,-5.594081
2006-05-27,-2.551178
2006-05-28,-0.148241
2006-05-29,0.570996
2006-05-30,1.163678
2006-05-31,1.001065
2006-06-01,0.391017
2006-06-02,-0.520659
2006-06-03,-1.728565
2006-06-04,-1.124596
2006-06-05,-1.323291
2006-06-06,-1.812169
2006-06-07,-1.855204
2006-06-08,-2.046302
2006-06-09,-2.746120
2006-06-10,-2.000292
2006-06-11,-2.355109
2006-06-12,-1.653134
2006-06-13,-1.289019
2006-06-14,-3.859312
2006-06-15,-2.902286
2006-06-16,-2.236842
2006-06-17,-1.756745
2006-06-18,0.273714
2006-06-19,0.239813
2006-06-20,1.565661
2006-06-21,1.172480
2006-06-22,-1.693143
2006-06-23,-3.404811
2006-06-24,-3.745776
2006-06-25,-2.402993
2006-06-26,-1.255580
2006-06-27,-0.535815
2006-06-28,-0.463112
2006-06-29,0.077372
2006-06-30,-0.065413
2006-07-01,-0.111813
2006-07-02,-0.706325
2006-07-03,-1.485010
2006-07-04,-0.663852
2006-07-05,0.001072
2006-07-06,-0.068850
2006-07-07,-0.267855
2006-07-08,-0.359691
2006-07-09,-0.917648
2006-07-10,-0.855221
2006-07-11,-1.151202
2006-07-12,-1.996572
2006-07-13,-2.442209
2006-07-14,-2.490888
2006-07-15,-2.457073
2006-07-16,-1.839815
2006-07-17,-1.032574
2006-07-18,-0.187872
2006-07-19,0.557500
2006-07-20,0.376960
2006-07-21,0.936158
2006-07-22,0.712394
2006-07-23,-0.925690
2006-07-24,-1.599802
2006-07-25,-1.588491
2006-07-26,-2.673096
2006-07-27,0.824091
2006-07-28,-0.102844
2006-07-29,0.029759
2006-07-30,1.399215
2006-07-31,1.978771
2006-08-01,0.969740
2006-08-02,-0.356332
2006-08-03,-0.911629
2006-08-04,0.819260
2006-08-05,-0.159156
2006-08-06,-2.739987
2006-08-07,-3.377403
2006-08-08,-2.747744
2006-08-09,-1.919554
2006-08-10,-0.958568
2006-08-11,-0.335535
2006-08-12,0.023550
2006-08-13,-0.694292
2006-08-14,-1.448044
2006-08-15,-1.047764
2006-08-16,-0.914836
2006-08-17,-1.248960
2006-08-18,-2.061720
2006-08-19,-2.838076
2006-08-20,-2.544394
2006-08-21,-1.658235
2006-08-22,-0.882154
2006-08-23,-0.963289
2006-08-24,-1.370070
2006-08-25,-2.161759
2006-08-26,-2.647935
2006-08-27,-2.633703
2006-08-28,-2.045172
2006-08-29,-1.567361
2006-08-30,-1.706431
2006-08-31,-2.218534
2006-09-01,-2.525643
2006-09-02,-2.515697
2006-09-03,-1.571747
2006-09-04,-0.824901
2006-09-05,-1.038622
2006-09-06,-1.100947
2006-09-07,-2.389158
2006-09-08,-3.435241
2006-09-09,-3.255926
2006-09-10,-2.175755
2006-09-11,-2.002812
2006-09-12,-2.190215
2006-09-13,-3.131852
2006-09-14,-3.942436
2006-09-15,-4.366235
2006-09-16,-4.213331
2006-09-17,-2.848596
2006-09-18,-1.035926
2006-09-19,-1.184582
2006-09-20,-0.637112
2006-09-21,-2.034410
2006-09-22,-1.994509
2006-09-23,-2.294246
2006-09-24,-2.022315
2006-09-25,-0.720198
2006-09-26,-1.852455
2006-09-27,-3.725513
2006-09-28,-2.690348
2006-09-29,-1.106431
2006-09-30,-0.778398
2006-10-01,-1.030659
2006-10-02,0.045094
2006-10-03,0.592489
2006-10-04,0.715980
2006-10-05,0.252042
2006-10-06,-1.818731
2006-10-07,-2.534647
2006-10-08,-0.419286
2006-10-09,-3.132144
2006-10-10,-0.451083
2006-10-11,5.188060
2006-10-12,4.918748
2006-10-13,-2.652406
2006-10-14,-2.414074
2006-10-15,-0.321113
2006-10-16,-2.213403
2006-10-17,-3.603815
2006-10-18,-1.967081
2006-10-19,-1.214948
2006-10-20,-2.548971
2006-10-21,-2.783900
2006-10-22,-2.848334
2006-10-23,-2.108521
2006-10-24,-0.773232
2006-10-25,-1.087958
2006-10-26,-0.581935
2006-10-27,-1.413860
2006-10-28,-2.020575
2006-10-29,-0.929383
2006-10-30,-2.456021
2006-10-31,-2.097260
2006-11-01,0.503870
2006-11-02,-1.389256
2006-11-03,-1.173371
2006-11-04,0.184105
2006-11-05,-3.177341
2006-11-06,-3.611150
2006-11-07,0.571616
2006-11-08,2.859338
2006-11-09,0.764736
2006-11-10,-2.479193
2006-11-11,-0.684709
2006-11-12,-0.791427
2006-11-13,-2.057036
2006-11-14,-2.378087
2006-11-15,-1.306659
2006-11-16,-1.712138
2006-11-17,-1.513160
2006-11-18,-1.079366
2006-11-19,-0.219418
2006-11-20,-3.990383
2006-11-21,-2.255806
2006-11-22,1.481951
2006-11-23,0.118374
2006-11-24,0.329795
2006-11-25,-1.352020
2006-11-26,-0.312585
2006-11-27,1.240888
2006-11-28,-0.998529
2006-11-29,0.668901
2006-11-30,1.267105
2006-12-01,-0.719360
2006-12-02,-1.881678
2006-12-03,1.056719
2006-12-04,1.253963
2006-12-05,1.820360
2006-12-06,2.610355
2006-12-07,1.566435
2006-12-08,-0.366040
2006-12-09,1.267853
2006-12-10,-0.200527
2006-12-11,2.141366
2006-12-12,2.579312
2006-12-13,2.041389
2006-12-14,1.190929
2006-12-15,-1.205746
2006-12-16,0.276363
2006-12-17,0.048837
2006-12-18,-2.480437
2006-12-19,-3.072977
2006-12-20,-1.789140
2006-12-21,0.889264
2006-12-22,4.461636
2006-12-23,2.103946
2006-12-24,2.582412
2006-12-25,0.026166
2006-12-26,3.082623
2006-12-27,2.952145
2006-12-28,-0.071858
2006-12-29,-2.239921
2006-12-30,-3.215197
2006-12-31,0.809750
2007-01-01,-3.183823
2007-01-02,-3.407866
2007-01-03,1.779303
2007-01-04,0.535578
2007-01-05,-3.405209
2007-01-06,-2.368015
2007-01-07,2.548922
2007-01-08,3.821518
2007-01-09,1.702995
2007-01-10,-2.287499
2007-01-11,1.699812
2007-01-12,-2.029010
2007-01-13,-1.308858
2007-01-14,3.118210
2007-01-15,2.275293
2007-01-16,-1.696422
2007-01-17,1.268845
2007-01-18,1.677696
2007-01-19,1.150954
2007-01-20,-1.387211
2007-01-21,1.141918
2007-01-22,1.946334
2007-01-23,2.738439
2007-01-24,3.338424
2007-01-25,3.638136
2007-01-26,1.189786
2007-01-27,-2.284161
2007-01-28,-3.457310
2007-01-29,-3.174006
2007-01-30,-3.445960
2007-01-31,-2.219080
2007-02-01,-0.090691
2007-02-02,1.894069
2007-02-03,-1.293229
2007-02-04,-1.890272
2007-02-05,0.879627
2007-02-06,-2.621177
2007-02-07,0.667849
2007-02-08,5.187577
2007-02-09,1.876750
2007-02-10,2.709848
2007-02-11,4.693824
2007-02-12,3.113068
2007-02-13,0.681751
2007-02-14,1.776971
2007-02-15,0.804056
2007-02-16,-3.940409
2007-02-17,-3.940296
2007-02-18,-2.165057
2007-02-19,-1.995652
2007-02-20,-1.341920
2007-02-21,-2.458299
2007-02-22,-2.024910
2007-02-23,-2.089300
2007-02-24,0.377801
2007-02-25,-3.941524
2007-02-26,-0.443520
2007-02-27,1.533395
2007-02-28,3.030999
2007-03-01,2.823740
2007-03-02,-1.738339
2007-03-03,-2.401621
2007-03-04,0.985637
2007-03-05,2.702289
2007-03-06,-3.680633
2007-03-07,-5.076273
2007-03-08,-4.077875
2007-03-09,-4.347962
2007-03-10,-2.724832
2007-03-11,-4.550509
2007-03-12,-3.753645
2007-03-13,-1.263600
2007-03-14,-1.668678
2007-03-15,-1.954298
2007-03-16,0.161058
2007-03-17,-2.137847
2007-03-18,-3.723960
2007-03-19,-3.726244
2007-03-20,-1.348548
2007-03-21,-0.218333
2007-03-22,0.349899
2007-03-23,-4.915694
2007-03-24,-4.940495
2007-03-25,-3.015410
2007-03-26,-3.213565
2007-03-27,-3.275067
2007-03-28,0.932327
2007-03-29,1.050790
2007-03-30,-0.827948
2007-03-31,-3.255044
2007-04-01,-5.192962
2007-04-02,-2.297953
2007-04-03,-0.592921
2007-04-04,0.375898
2007-04-05,3.846883
2007-04-06,-0.882894
2007-04-07,-3.127541
2007-04-08,0.719597
2007-04-09,0.440678
2007-04-10,3.207530
2007-04-11,-3.525569
2007-04-12,-2.497076
2007-04-13,-0.923686
2007-04-14,-0.628126
2007-04-15,1.423799
2007-04-16,-0.905907
2007-04-17,-2.833792
2007-04-18,-1.516174
2007-04-19,0.563572
2007-04-20,0.269657
2007-04-21,0.313174
2007-04-22,-1.352463
2007-04-23,-0.236005
2007-04-24,3.945532
2007-04-25,-0.629539
2007-04-26,-2.938872
2007-04-27,-2.465283
2007-04-28,-1.952715
2007-04-29,4.495820
2007-04-30,2.592160
2007-05-01,-1.554776
2007-05-02,-1.697766
2007-05-03,-0.918386
2007-05-04,-3.749707
2007-05-05,-5.995339
2007-05-06,-5.351415
2007-05-07,-5.362859
2007-05-08,-2.854494
2007-05-09,-0.446758
2007-05-10,-0.699337
2007-05-11,-2.258216
2007-05-12,-4.961003
2007-05-13,-4.162776
2007-05-14,-2.444227
2007-05-15,-2.137013
2007-05-16,-3.641646
2007-05-17,-3.468927
2007-05-18,0.243737
2007-05-19,1.448919
2007-05-20,1.188036
2007-05-21,-0.271407
2007-05-22,-1.678459
2007-05-23,-1.686990
2007-05-24,-0.044796
2007-05-25,-2.073126
2007-05-26,-5.223644
2007-05-27,-1.997400
2007-05-28,0.263227
2007-05-29,0.700468
2007-05-30,0.132913
2007-05-31,0.802977
2007-06-01,0.804285
2007-06-02,-0.119580
2007-06-03,0.029143
2007-06-04,0.369246
2007-06-05,-0.028446
2007-06-06,-2.119017
2007-06-07,-1.189671
2007-06-08,-0.277136
2007-06-09,-2.995217
2007-06-10,-2.240355
2007-06-11,0.145578
2007-06-12,0.492977
2007-06-13,-2.317434
2007-06-14,-2.008642
2007-06-15,-4.016529
2007-06-16,-2.307578
2007-06-17,-0.297519
2007-06-18,-0.638979
2007-06-19,-0.061101
2007-06-20,-0.482497
2007-06-21,-1.311306
2007-06-22,-2.026901
2007-06-23,-1.458173
2007-06-24,-0.737008
2007-06-25,-0.778107
2007-06-26,-1.845261
2007-06-27,-1.976042
2007-06-28,-2.108438
2007-06-29,-2.638678
2007-06-30,-2.453780
2007-07-01,-1.979666
2007-07-02,-2.132911
2007-07-03,-2.701329
2007-07-04,-2.260838
2007-07-05,-2.444110
2007-07-06,-1.886554
2007-07-07,-0.641895
2007-07-08,0.102290
2007-07-09,0.732231
2007-07-10,-0.250560
2007-07-11,-0.965796
2007-07-12,-0.645389
2007-07-13,-1.083485
2007-07-14,-0.031628
2007-07-15,0.422970
2007-07-16,-0.347804
2007-07-17,-2.118654
2007-07-18,-2.102200
2007-07-19,-2.869489
2007-07-20,-2.260611
2007-07-21,-1.410227
2007-07-22,-1.636537
2007-07-23,-1.868498
2007-07-24,-1.896234
2007-07-25,-2.025421
2007-07-26,-1.865438
2007-07-27,-1.531516
2007-07-28,-0.990258
2007-07-29,-0.039455
2007-07-30,1.317414
2007-07-31,-0.046745
2007-08-01,-2.435241
2007-08-02,-2.065389
2007-08-03,-2.076806
2007-08-04,-1.328625
2007-08-05,-1.394010
2007-08-06,-2.499901
2007-08-07,-2.629315
2007-08-08,-1.830791
2007-08-09,-1.383713
2007-08-10,-0.814182
2007-08-11,-0.721462
2007-08-12,-0.926561
2007-08-13,-1.163144
2007-08-14,-0.914480
2007-08-15,-0.188555
2007-08-16,-0.764495
2007-08-17,0.861056
2007-08-18,0.136074
2007-08-19,-0.966501
2007-08-20,-1.896595
2007-08-21,-0.661522
2007-08-22,-0.112663
2007-08-23,-0.610639
2007-08-24,-2.089309
2007-08-25,-3.098231
2007-08-26,-2.636023
2007-08-27,-1.594096
2007-08-28,-1.088075
2007-08-29,-1.365452
2007-08-30,-1.165144
2007-08-31,-0.959625
2007-09-01,-0.197631
2007-09-02,0.925923
2007-09-03,2.374448
2007-09-04,4.172249
2007-09-05,4.352311
2007-09-06,1.834210
2007-09-07,-2.190085
2007-09-08,-2.779596
2007-09-09,-1.965477
2007-09-10,-1.757705
2007-09-11,-0.959424
2007-09-12,-2.537232
2007-09-13,-3.795094
2007-09-14,-3.350492
2007-09-15,-2.792850
2007-09-16,-1.435475
2007-09-17,-0.018603
2007-09-18,0.003416
2007-09-19,-0.872715
2007-09-20,-2.348549
2007-09-21,-1.429968
2007-09-22,0.557046
2007-09-23,0.054844
2007-09-24,0.091243
2007-09-25,2.078061
2007-09-26,-2.659610
2007-09-27,-2.592598
2007-09-28,1.388573
2007-09-29,1.651324
2007-09-30,0.139745
2007-10-01,-0.414551
2007-10-02,-1.471277
2007-10-03,-0.441189
2007-10-04,-2.769682
2007-10-05,-2.032543
2007-10-06,-0.635598
2007-10-07,-1.051543
2007-10-08,-0.736478
2007-10-09,-1.474276
2007-10-10,-1.471857
2007-10-11,-1.150897
2007-10-12,2.430183
2007-10-13,0.497214
2007-10-14,-0.599866
2007-10-15,0.814348
2007-10-16,-0.705130
2007-10-17,-0.343331
2007-10-18,-1.393156
2007-10-19,-2.582443
2007-10-20,-2.647369
2007-10-21,-2.158604
2007-10-22,-0.168030
2007-10-23,0.566641
2007-10-24,-0.721697
2007-10-25,-2.903655
2007-10-26,-4.377329
2007-10-27,-3.860806
2007-10-28,-1.184558
2007-10-29,5.006086
2007-10-30,1.596965
2007-10-31,-2.495641
2007-11-01,-1.639075
2007-11-02,-1.174190
2007-11-03,-0.287298
2007-11-04,-0.018387
2007-11-05,1.689251
2007-11-06,1.329628
2007-11-07,-1.672915
2007-11-08,0.327110
2007-11-09,-2.346392
2007-11-10,-2.214961
2007-11-11,-0.630012
2007-11-12,1.204884
2007-11-13,-2.982717
2007-11-14,-2.557750
2007-11-15,-0.701560
2007-11-16,-2.032861
2007-11-17,-0.019123
2007-11-18,2.170419
2007-11-19,4.734611
2007-11-20,3.281549
2007-11-21,2.265787
2007-11-22,4.104352
2007-11-23,2.439897
2007-11-24,-0.274792
2007-11-25,-1.294799
2007-11-26,-3.277421
2007-11-27,2.130383
2007-11-28,6.196808
2007-11-29,6.737396
2007-11-30,4.752400
2007-12-01,3.696054
2007-12-02,2.192443
2007-12-03,2.150199
2007-12-04,5.576949
2007-12-05,2.162274
2007-12-06,-3.264648
2007-12-07,2.413823
2007-12-08,5.402584
2007-12-09,-0.742564
2007-12-10,-5.710212
2007-12-11,-3.924433
2007-12-12,2.063782
2007-12-13,1.265751
2007-12-14,2.320514
2007-12-15,2.326684
2007-12-16,1.253575
2007-12-17,2.320975
2007-12-18,-1.586289
2007-12-19,2.470023
2007-12-20,-2.099635
2007-12-21,-1.921893
2007-12-22,-4.221382
2007-12-23,-3.847494
2007-12-24,-3.406285
2007-12-25,-1.895407
2007-12-26,0.793425
2007-12-27,0.387849
2007-12-28,-1.094204
2007-12-29,-0.354474
2007-12-30,-0.222451
2007-12-31,0.246011
2008-01-01,2.776957
2008-01-02,3.259287
2008-01-03,1.857408
2008-01-04,0.959443
2008-01-05,-3.165531
2008-01-06,-1.158311
2008-01-07,4.928587
2008-01-08,4.132482
2008-01-09,2.675071
2008-01-10,0.912774
2008-01-11,2.524020
2008-01-12,2.304718
2008-01-13,4.407554
2008-01-14,0.575924
2008-01-15,0.037048
2008-01-16,-2.305007
2008-01-17,2.288179
2008-01-18,3.756354
2008-01-19,3.802908
2008-01-20,4.103481
2008-01-21,2.828081
2008-01-22,1.809740
2008-01-23,-0.829391
2008-01-24,2.592909
2008-01-25,4.060971
2008-01-26,4.395399
2008-01-27,4.563476
2008-01-28,4.083515
2008-01-29,2.775227
2008-01-30,3.656264
2008-01-31,1.464651
2008-02-01,0.718358
2008-02-02,-3.547268
2008-02-03,-3.001103
2008-02-04,-4.268845
2008-02-05,-4.488856
2008-02-06,-1.586551
2008-02-07,-2.324891
2008-02-08,-2.724802
2008-02-09,-3.433053
2008-02-10,-2.897589
2008-02-11,-3.499973
2008-02-12,3.207290
2008-02-13,-1.701888
2008-02-14,-2.852859
2008-02-15,1.742251
2008-02-16,1.865281
2008-02-17,2.657058
2008-02-18,1.142633
2008-02-19,0.406278
2008-02-20,0.626174
2008-02-21,0.273132
2008-02-22,0.691826
2008-02-23,-0.509592
2008-02-24,-1.467290
2008-02-25,-1.147996
2008-02-26,0.229828
2008-02-27,0.726696
2008-02-28,-0.459070
2008-02-29,-1.312909
2008-03-01,-2.166747
2008-03-02,-0.560435
2008-03-03,0.810592
2008-03-04,0.017160
2008-03-05,-1.430037
2008-03-06,-1.062947
2008-03-07,0.764628
2008-03-08,-1.888141
2008-03-09,-0.923137
2008-03-10,-1.837951
2008-03-11,2.823654
2008-03-12,2.489594
2008-03-13,-2.722707
2008-03-14,-1.720870
2008-03-15,0.618088
2008-03-16,1.558110
2008-03-17,0.210763
2008-03-18,-0.897835
2008-03-19,-3.362334
2008-03-20,-1.866674
2008-03-21,0.480213
2008-03-22,0.929562
2008-03-23,-4.597902
2008-03-24,-1.421296
2008-03-25,-2.376796
2008-03-26,1.606663
2008-03-27,4.970476
2008-03-28,-1.019394
2008-03-29,-2.429754
2008-03-30,-1.555298
2008-03-31,3.977980
2008-04-01,4.327827
2008-04-02,1.413760
2008-04-03,-1.066129
2008-04-04,-3.632023
2008-04-05,-1.857037
2008-04-06,1.478703
2008-04-07,-0.119127
2008-04-08,-4.187354
2008-04-09,-1.622715
2008-04-10,-3.395262
2008-04-11,-3.279826
2008-04-12,-3.681875
2008-04-13,0.204519
2008-04-14,1.386054
2008-04-15,0.577191
2008-04-16,2.672808
2008-04-17,0.309858
2008-04-18,3.419093
2008-04-19,-2.152452
2008-04-20,-0.106697
2008-04-21,-4.838504
2008-04-22,-4.010273
2008-04-23,-1.001233
2008-04-24,-0.850031
2008-04-25,1.021512
2008-04-26,-0.184778
2008-04-27,0.347096
2008-04-28,-3.973889
2008-04-29,-2.086722
2008-04-30,-1.748296
2008-05-01,-2.170561
2008-05-02,2.478082
2008-05-03,2.636556
2008-05-04,1.511037
2008-05-05,3.568413
2008-05-06,2.641463
2008-05-07,-2.426303
2008-05-08,-3.789116
2008-05-09,-2.689802
2008-05-10,-0.506169
2008-05-11,-3.287866
2008-05-12,-4.962864
2008-05-13,-4.833656
2008-05-14,-5.167730
2008-05-15,-5.269637
2008-05-16,-3.368300
2008-05-17,-0.710951
2008-05-18,0.512704
2008-05-19,-4.757098
2008-05-20,-6.263831
2008-05-21,-4.756816
2008-05-22,-2.657947
2008-05-23,-2.390793
2008-05-24,-2.410874
2008-05-25,-2.699992
2008-05-26,-4.432727
2008-05-27,-2.703965
2008-05-28,-2.037070
2008-05-29,-1.377049
2008-05-30,-1.960540
2008-05-31,-0.696047
2008-06-01,0.595029
2008-06-02,0.807072
2008-06-03,1.224485
2008-06-04,1.903945
2008-06-05,2.429107
2008-06-06,-1.647896
2008-06-07,-5.063573
2008-06-08,-5.035382
2008-06-09,-2.463849
2008-06-10,-1.027698
2008-06-11,-2.247289
2008-06-12,-3.085082
2008-06-13,-0.682620
2008-06-14,-0.036179
2008-06-15,-1.788471
2008-06-16,-2.925357
2008-06-17,-3.258796
2008-06-18,-1.838135
2008-06-19,0.047992
2008-06-20,0.485828
2008-06-21,-0.972090
2008-06-22,-1.511774
2008-06-23,-2.255100
2008-06-24,-1.428501
2008-06-25,-1.438559
2008-06-26,-2.010655
2008-06-27,-1.741691
2008-06-28,-2.255576
2008-06-29,-3.151595
2008-06-30,-3.450907
2008-07-01,-1.109938
2008-07-02,-1.880905
2008-07-03,-2.435190
2008-07-04,-1.920715
2008-07-05,-1.834386
2008-07-06,-2.389648
2008-07-07,-2.349115
2008-07-08,-3.005630
2008-07-09,-3.103506
2008-07-10,-2.085494
2008-07-11,-1.884984
2008-07-12,-3.543361
2008-07-13,-3.455820
2008-07-14,-2.570651
2008-07-15,-2.456118
2008-07-16,-2.809883
2008-07-17,-3.838046
2008-07-18,-3.886235
2008-07-19,-2.991692
2008-07-20,-2.762500
2008-07-21,-2.981745
2008-07-22,-2.741619
2008-07-23,-1.180695
2008-07-24,-0.916502
2008-07-25,-0.756053
2008-07-26,-0.111616
2008-07-27,0.181684
2008-07-28,-0.556062
2008-07-29,-1.253529
2008-07-30,-1.021002
2008-07-31,-0.845693
2008-08-01,-1.255276
2008-08-02,-0.591144
2008-08-03,0.148488
2008-08-04,-0.339796
2008-08-05,-0.055376
2008-08-06,-0.719401
2008-08-07,-1.827670
2008-08-08,-2.176092
2008-08-09,-2.465813
2008-08-10,-1.362018
2008-08-11,-0.334686
2008-08-12,-1.328389
2008-08-13,-2.159590
2008-08-14,-1.652759
2008-08-15,-0.804745
2008-08-16,1.204772
2008-08-17,-0.086412
2008-08-18,-2.207736
2008-08-19,-1.690864
2008-08-20,-1.186542
2008-08-21,-1.628662
2008-08-22,-1.311475
2008-08-23,-0.347776
2008-08-24,-0.644665
2008-08-25,-1.055870
2008-08-26,-1.881282
2008-08-27,-2.917239
2008-08-28,-3.571639
2008-08-29,-4.419836
2008-08-30,-4.392708
2008-08-31,-3.197655
2008-09-01,-2.549653
2008-09-02,-2.473551
2008-09-03,-1.237306
2008-09-04,-0.975728
2008-09-05,-0.817743
2008-09-06,-0.897417
2008-09-07,0.618530
2008-09-08,2.098319
2008-09-09,-0.568015
2008-09-10,-2.045175
2008-09-11,-2.528032
2008-09-12,-2.590109
2008-09-13,-2.539456
2008-09-14,-2.057024
2008-09-15,-2.592675
2008-09-16,-2.742395
2008-09-17,-1.909974
2008-09-18,-0.982693
2008-09-19,-0.921581
2008-09-20,0.642099
2008-09-21,-0.380806
2008-09-22,-1.420093
2008-09-23,-1.447872
2008-09-24,-0.773454
2008-09-25,-1.467632
2008-09-26,-0.789273
2008-09-27,-1.104437
2008-09-28,-1.955658
2008-09-29,-2.037653
2008-09-30,-1.955700
2008-10-01,-3.125676
2008-10-02,-2.511912
2008-10-03,-2.225174
2008-10-04,0.722125
2008-10-05,0.057481
2008-10-06,1.326062
2008-10-07,-0.766836
2008-10-08,-1.670509
2008-10-09,1.384022
2008-10-10,0.132909
2008-10-11,0.031678
2008-10-12,-3.652976
2008-10-13,-3.298450
2008-10-14,-0.030529
2008-10-15,-0.112717
2008-10-16,-0.835483
2008-10-17,-0.541550
2008-10-18,-0.208590
2008-10-19,-2.219720
2008-10-20,-0.458158
2008-10-21,-0.665508
2008-10-22,0.178461
2008-10-23,0.357466
2008-10-24,-0.689126
2008-10-25,-0.530909
2008-10-26,1.761809
2008-10-27,1.571450
2008-10-28,0.972135
2008-10-29,-1.011537
2008-10-30,-0.499709
2008-10-31,0.861504
2008-11-01,0.506424
2008-11-02,-2.507757
2008-11-03,1.338864
2008-11-04,0.195076
2008-11-05,0.708259
2008-11-06,-0.565186
2008-11-07,-1.152733
2008-11-08,1.145325
2008-11-09,3.898158
2008-11-10,2.082624
2008-11-11,-0.986056
2008-11-12,-1.089688
2008-11-13,-2.035950
2008-11-14,-1.535871
2008-11-15,0.610056
2008-11-16,-0.817052
2008-11-17,-2.700349
2008-11-18,-4.677791
2008-11-19,-3.368036
2008-11-20,-1.780650
2008-11-21,-2.222931
2008-11-22,0.203737
2008-11-23,3.287315
2008-11-24,0.054979
2008-11-25,-2.704158
2008-11-26,-1.539244
2008-11-27,-0.600404
2008-11-28,-0.609414
2008-11-29,1.941117
2008-11-30,2.234316
2008-12-01,-2.390016
2008-12-02,-2.278665
