#Variables:
#pr_bcc-csm1-1_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,pr_bcc-csm1-1_rcp85(mm)"
2006-09-14,0.460373
2006-09-15,0.000000
2006-09-16,0.000000
2006-09-17,0.000000
2006-09-18,0.000000
2006-09-19,0.000000
2006-09-20,2.421546
2006-09-21,4.298403
2006-09-22,10.921573
2006-09-23,0.656753
2006-09-24,45.291668
2006-09-25,14.528673
2006-09-26,8.839541
2006-09-27,0.000000
2006-09-28,0.000000
2006-09-29,0.000000
2006-09-30,0.372653
2006-10-01,0.306313
2006-10-02,0.000000
2006-10-03,0.000000
2006-10-04,0.000000
2006-10-05,0.000000
2006-10-06,0.000000
2006-10-07,0.000000
2006-10-08,0.000000
2006-10-09,0.000000
2006-10-10,0.000000
2006-10-11,0.342634
2006-10-12,5.709116
2006-10-13,1.085758
2006-10-14,30.617039
2006-10-15,42.528767
2006-10-16,0.000000
2006-10-17,0.000000
2006-10-18,0.000000
2006-10-19,3.537373
2006-10-20,2.524768
2006-10-21,21.723209
2006-10-22,3.536384
2006-10-23,0.000000
2006-10-24,0.000000
2006-10-25,0.000000
2006-10-26,0.000000
2006-10-27,0.943721
2006-10-28,27.339722
2006-10-29,0.000000
2006-10-30,0.492791
2006-10-31,0.000000
2006-11-01,0.000000
2006-11-02,0.000000
2006-11-03,1.381010
2006-11-04,23.875156
2006-11-05,47.129238
2006-11-06,19.606865
2006-11-07,1.412254
2006-11-08,0.000000
2006-11-09,1.463181
2006-11-10,0.611667
2006-11-11,0.000000
2006-11-12,10.261763
2006-11-13,0.617980
2006-11-14,0.000000
2006-11-15,0.000000
2006-11-16,0.000000
2006-11-17,0.000000
2006-11-18,0.000000
2006-11-19,13.986188
2006-11-20,0.902008
2006-11-21,0.000000
2006-11-22,0.000000
2006-11-23,0.000000
2006-11-24,1.206227
2006-11-25,0.000000
2006-11-26,0.000000
2006-11-27,0.000000
2006-11-28,0.000000
2006-11-29,0.302628
2006-11-30,0.000000
2006-12-01,15.604073
2006-12-02,10.094744
2006-12-03,0.000000
2006-12-04,0.000000
2006-12-05,0.000000
2006-12-06,0.000000
2006-12-07,0.414273
2006-12-08,10.787454
2006-12-09,0.000000
2006-12-10,1.262169
2006-12-11,0.000000
2006-12-12,0.000000
2006-12-13,0.000000
2006-12-14,0.000000
2006-12-15,0.000000
2006-12-16,0.000000
2006-12-17,0.000000
2006-12-18,7.188603
2006-12-19,0.442165
2006-12-20,0.000000
2006-12-21,0.000000
2006-12-22,0.000000
2006-12-23,0.000000
2006-12-24,0.000000
2006-12-25,0.000000
2006-12-26,0.000000
2006-12-27,0.000000
2006-12-28,0.000000
2006-12-29,0.000000
2006-12-30,0.000000
2006-12-31,0.000000
2007-01-01,0.000000
2007-01-02,0.000000
2007-01-03,1.254365
2007-01-04,3.305040
2007-01-05,5.286972
2007-01-06,0.000000
2007-01-07,0.000000
2007-01-08,0.000000
2007-01-09,0.282316
2007-01-10,18.633591
2007-01-11,9.857693
2007-01-12,0.000000
2007-01-13,0.000000
2007-01-14,0.837123
2007-01-15,0.000000
2007-01-16,0.000000
2007-01-17,0.000000
2007-01-18,0.000000
2007-01-19,0.000000
2007-01-20,0.000000
2007-01-21,0.000000
2007-01-22,0.000000
2007-01-23,0.000000
2007-01-24,0.000000
2007-01-25,0.668205
2007-01-26,2.405149
2007-01-27,0.495148
2007-01-28,0.000000
2007-01-29,0.000000
2007-01-30,0.000000
2007-01-31,0.000000
2007-02-01,0.000000
2007-02-02,2.978322
2007-02-03,3.075274
2007-02-04,2.811877
2007-02-05,0.597014
2007-02-06,0.000000
2007-02-07,0.000000
2007-02-08,41.530697
2007-02-09,37.976257
2007-02-10,9.550888
2007-02-11,0.000000
2007-02-12,0.000000
2007-02-13,0.000000
2007-02-14,0.706408
2007-02-15,1.005878
2007-02-16,0.000000
2007-02-17,1.220458
2007-02-18,0.000000
2007-02-19,0.000000
2007-02-20,0.000000
2007-02-21,0.000000
2007-02-22,3.922602
2007-02-23,0.000000
2007-02-24,0.000000
2007-02-25,0.000000
2007-02-26,0.000000
2007-02-27,0.000000
2007-02-28,0.000000
2007-03-01,0.000000
2007-03-02,0.000000
2007-03-03,0.000000
2007-03-04,0.000000
2007-03-05,0.000000
2007-03-06,0.000000
2007-03-07,0.000000
2007-03-08,0.000000
2007-03-09,0.000000
2007-03-10,0.000000
2007-03-11,0.000000
2007-03-12,0.000000
2007-03-13,0.321375
2007-03-14,0.000000
2007-03-15,0.000000
2007-03-16,0.000000
2007-03-17,0.000000
2007-03-18,0.000000
2007-03-19,0.752595
2007-03-20,0.000000
2007-03-21,0.000000
2007-03-22,0.000000
2007-03-23,0.000000
2007-03-24,0.000000
2007-03-25,0.000000
2007-03-26,0.000000
2007-03-27,0.000000
2007-03-28,0.000000
2007-03-29,0.000000
2007-03-30,0.000000
2007-03-31,0.000000
2007-04-01,0.000000
2007-04-02,0.000000
2007-04-03,0.000000
2007-04-04,0.000000
2007-04-05,0.000000
2007-04-06,0.000000
2007-04-07,0.000000
2007-04-08,0.000000
2007-04-09,0.000000
2007-04-10,0.000000
2007-04-11,0.673229
2007-04-12,0.000000
2007-04-13,8.125615
2007-04-14,18.352522
2007-04-15,0.476377
2007-04-16,0.000000
2007-04-17,0.000000
2007-04-18,0.000000
2007-04-19,0.000000
2007-04-20,0.000000
2007-04-21,0.000000
2007-04-22,0.000000
2007-04-23,0.000000
2007-04-24,0.000000
2007-04-25,0.000000
2007-04-26,0.000000
2007-04-27,0.000000
2007-04-28,4.443345
2007-04-29,4.373652
2007-04-30,0.851527
2007-05-01,0.000000
2007-05-02,0.000000
2007-05-03,0.000000
2007-05-04,0.000000
2007-05-05,0.000000
2007-05-06,0.000000
2007-05-07,0.000000
2007-05-08,0.000000
2007-05-09,18.311182
2007-05-10,0.000000
2007-05-11,0.000000
2007-05-12,0.000000
2007-05-13,0.000000
2007-05-14,0.000000
2007-05-15,13.488575
2007-05-16,6.154295
2007-05-17,7.599784
2007-05-18,4.319397
2007-05-19,0.000000
2007-05-20,0.741352
2007-05-21,2.024650
2007-05-22,0.000000
2007-05-23,0.000000
2007-05-24,0.000000
2007-05-25,0.000000
2007-05-26,0.000000
2007-05-27,0.000000
2007-05-28,0.000000
2007-05-29,0.318336
2007-05-30,7.676310
2007-05-31,2.612674
2007-06-01,2.931534
2007-06-02,0.420834
2007-06-03,0.000000
2007-06-04,2.152245
2007-06-05,0.000000
2007-06-06,0.000000
2007-06-07,0.000000
2007-06-08,0.000000
2007-06-09,0.000000
2007-06-10,0.000000
2007-06-11,0.000000
2007-06-12,0.573998
2007-06-13,0.000000
2007-06-14,1.044583
2007-06-15,0.000000
2007-06-16,0.000000
2007-06-17,0.000000
2007-06-18,0.350134
2007-06-19,0.680058
2007-06-20,0.000000
2007-06-21,2.187143
2007-06-22,0.000000
2007-06-23,0.000000
2007-06-24,0.000000
2007-06-25,0.000000
2007-06-26,0.000000
2007-06-27,0.000000
2007-06-28,0.000000
2007-06-29,0.000000
2007-06-30,0.000000
2007-07-01,0.000000
2007-07-02,0.000000
2007-07-03,0.000000
2007-07-04,0.000000
2007-07-05,0.000000
2007-07-06,0.000000
2007-07-07,1.267752
2007-07-08,4.260318
2007-07-09,0.000000
2007-07-10,0.000000
2007-07-11,0.000000
2007-07-12,0.000000
2007-07-13,2.713779
2007-07-14,6.124856
2007-07-15,0.000000
2007-07-16,0.391105
2007-07-17,0.000000
2007-07-18,0.393157
2007-07-19,0.000000
2007-07-20,0.000000
2007-07-21,0.000000
2007-07-22,0.000000
2007-07-23,0.000000
2007-07-24,0.000000
2007-07-25,0.000000
2007-07-26,0.000000
2007-07-27,0.000000
2007-07-28,0.000000
2007-07-29,0.000000
2007-07-30,0.532432
2007-07-31,0.707211
2007-08-01,2.439848
2007-08-02,0.000000
2007-08-03,0.000000
2007-08-04,0.000000
2007-08-05,0.000000
2007-08-06,0.000000
2007-08-07,0.000000
2007-08-08,0.000000
2007-08-09,0.000000
2007-08-10,0.000000
2007-08-11,0.000000
2007-08-12,0.000000
2007-08-13,0.000000
2007-08-14,0.000000
2007-08-15,0.000000
2007-08-16,0.000000
2007-08-17,0.000000
2007-08-18,0.000000
2007-08-19,0.000000
2007-08-20,0.603907
2007-08-21,0.000000
2007-08-22,0.000000
2007-08-23,0.000000
2007-08-24,0.326671
2007-08-25,0.938816
2007-08-26,0.000000
2007-08-27,0.000000
2007-08-28,0.000000
2007-08-29,0.000000
2007-08-30,0.000000
2007-08-31,0.000000
2007-09-01,0.000000
2007-09-02,0.000000
2007-09-03,0.000000
2007-09-04,0.000000
2007-09-05,0.000000
2007-09-06,0.000000
2007-09-07,0.000000
2007-09-08,0.712031
2007-09-09,0.000000
2007-09-10,0.000000
2007-09-11,3.428679
2007-09-12,0.909337
2007-09-13,0.000000
2007-09-14,0.487402
2007-09-15,0.000000
2007-09-16,0.000000
2007-09-17,0.429941
2007-09-18,0.000000
2007-09-19,0.000000
2007-09-20,0.000000
2007-09-21,0.000000
2007-09-22,0.000000
2007-09-23,0.000000
2007-09-24,0.000000
2007-09-25,0.000000
2007-09-26,0.000000
2007-09-27,0.000000
2007-09-28,1.948009
2007-09-29,16.486603
2007-09-30,48.813660
2007-10-01,1.761226
2007-10-02,0.000000
2007-10-03,0.000000
2007-10-04,0.000000
2007-10-05,0.376795
2007-10-06,0.443259
2007-10-07,0.000000
2007-10-08,0.323385
2007-10-09,3.637083
2007-10-10,28.622644
2007-10-11,48.870811
2007-10-12,1.499768
2007-10-13,0.000000
2007-10-14,0.000000
2007-10-15,0.449745
2007-10-16,0.000000
2007-10-17,0.918855
2007-10-18,2.479208
2007-10-19,3.747787
2007-10-20,1.575686
2007-10-21,3.175612
2007-10-22,25.463934
2007-10-23,9.455821
2007-10-24,0.000000
2007-10-25,0.000000
2007-10-26,0.000000
2007-10-27,0.000000
2007-10-28,0.000000
2007-10-29,0.000000
2007-10-30,0.000000
2007-10-31,0.000000
2007-11-01,13.129808
2007-11-02,21.050537
2007-11-03,1.071421
2007-11-04,0.000000
2007-11-05,0.000000
2007-11-06,0.834530
2007-11-07,18.676554
2007-11-08,0.000000
2007-11-09,0.000000
2007-11-10,0.000000
2007-11-11,0.000000
2007-11-12,0.000000
2007-11-13,0.000000
2007-11-14,0.000000
2007-11-15,0.000000
2007-11-16,0.000000
2007-11-17,7.529419
2007-11-18,0.000000
2007-11-19,0.000000
2007-11-20,2.634808
2007-11-21,0.000000
2007-11-22,0.000000
2007-11-23,4.188993
2007-11-24,0.000000
2007-11-25,0.000000
2007-11-26,0.000000
2007-11-27,0.000000
2007-11-28,0.000000
2007-11-29,0.000000
2007-11-30,0.000000
2007-12-01,0.000000
2007-12-02,0.000000
2007-12-03,0.000000
2007-12-04,0.000000
2007-12-05,0.000000
2007-12-06,3.739199
2007-12-07,0.380457
2007-12-08,0.000000
2007-12-09,0.000000
2007-12-10,0.000000
2007-12-11,0.000000
2007-12-12,0.285384
2007-12-13,0.388339
2007-12-14,0.000000
2007-12-15,3.594610
2007-12-16,11.415612
2007-12-17,12.677736
2007-12-18,10.423050
2007-12-19,7.910113
2007-12-20,0.000000
2007-12-21,2.028232
2007-12-22,0.000000
2007-12-23,0.398430
2007-12-24,0.000000
2007-12-25,0.000000
2007-12-26,0.000000
2007-12-27,0.000000
2007-12-28,0.000000
2007-12-29,0.000000
2007-12-30,0.832281
2007-12-31,2.107590
2008-01-01,1.253051
2008-01-02,0.000000
2008-01-03,2.008342
2008-01-04,9.722591
2008-01-05,1.896882
2008-01-06,1.518541
2008-01-07,0.000000
2008-01-08,0.000000
2008-01-09,0.000000
2008-01-10,0.000000
2008-01-11,0.000000
2008-01-12,0.000000
2008-01-13,1.291062
2008-01-14,0.000000
2008-01-15,0.783709
2008-01-16,7.670773
2008-01-17,0.000000
2008-01-18,0.000000
2008-01-19,0.504904
2008-01-20,2.432163
2008-01-21,0.000000
2008-01-22,0.583194
2008-01-23,3.505511
2008-01-24,8.039267
2008-01-25,1.321167
2008-01-26,0.000000
2008-01-27,0.744298
2008-01-28,2.622118
2008-01-29,2.750875
2008-01-30,0.651580
2008-01-31,3.109869
2008-02-01,0.660848
2008-02-02,0.000000
2008-02-03,0.496520
2008-02-04,0.000000
2008-02-05,0.000000
2008-02-06,0.000000
2008-02-07,0.000000
2008-02-08,0.000000
2008-02-09,0.000000
2008-02-10,0.000000
2008-02-11,2.608000
2008-02-12,0.000000
2008-02-13,0.998224
2008-02-14,1.026627
2008-02-15,7.294386
2008-02-16,0.000000
2008-02-17,0.000000
2008-02-18,0.000000
2008-02-19,0.000000
2008-02-20,5.883459
2008-02-21,3.379001
2008-02-22,0.000000
2008-02-23,0.000000
2008-02-24,0.000000
2008-02-25,0.000000
2008-02-26,6.879358
2008-02-27,2.156764
2008-02-28,0.000000
2008-02-29,1.096814
2008-03-01,2.193628
2008-03-02,0.510106
2008-03-03,2.146816
2008-03-04,5.434200
2008-03-05,0.503598
2008-03-06,0.000000
2008-03-07,0.000000
2008-03-08,0.000000
2008-03-09,3.253703
2008-03-10,0.000000
2008-03-11,14.055045
2008-03-12,14.499447
2008-03-13,4.192244
2008-03-14,18.718166
2008-03-15,6.369472
2008-03-16,0.563701
2008-03-17,0.000000
2008-03-18,0.000000
2008-03-19,0.000000
2008-03-20,0.000000
2008-03-21,0.000000
2008-03-22,4.605076
2008-03-23,7.758235
2008-03-24,1.488466
2008-03-25,1.113755
2008-03-26,1.166526
2008-03-27,0.000000
2008-03-28,2.284330
2008-03-29,2.656078
2008-03-30,1.933644
2008-03-31,0.535317
2008-04-01,0.656630
2008-04-02,0.000000
2008-04-03,0.000000
2008-04-04,0.000000
2008-04-05,1.322616
2008-04-06,5.763613
2008-04-07,0.000000
2008-04-08,0.000000
2008-04-09,0.000000
2008-04-10,0.321657
2008-04-11,10.787811
2008-04-12,0.000000
2008-04-13,0.000000
2008-04-14,0.000000
2008-04-15,0.000000
2008-04-16,0.000000
2008-04-17,0.000000
2008-04-18,5.601507
2008-04-19,30.387886
2008-04-20,1.867302
2008-04-21,0.697899
2008-04-22,0.000000
2008-04-23,0.000000
2008-04-24,2.331153
2008-04-25,4.677321
2008-04-26,0.000000
2008-04-27,0.000000
2008-04-28,0.000000
2008-04-29,0.000000
2008-04-30,0.000000
2008-05-01,0.000000
2008-05-02,0.000000
2008-05-03,0.000000
2008-05-04,0.000000
2008-05-05,0.000000
2008-05-06,0.000000
2008-05-07,0.000000
2008-05-08,0.000000
2008-05-09,0.000000
2008-05-10,0.000000
2008-05-11,0.594319
2008-05-12,8.405191
2008-05-13,28.819708
2008-05-14,12.732600
2008-05-15,10.692040
2008-05-16,0.000000
2008-05-17,0.000000
2008-05-18,0.000000
2008-05-19,0.000000
2008-05-20,0.000000
2008-05-21,0.477050
2008-05-22,0.000000
2008-05-23,0.000000
2008-05-24,0.000000
2008-05-25,0.000000
2008-05-26,0.000000
2008-05-27,6.487575
2008-05-28,0.576583
2008-05-29,0.645391
2008-05-30,0.000000
2008-05-31,0.000000
2008-06-01,0.000000
2008-06-02,0.000000
2008-06-03,2.565162
2008-06-04,9.250160
2008-06-05,0.000000
2008-06-06,0.000000
2008-06-07,0.000000
2008-06-08,0.000000
2008-06-09,0.000000
2008-06-10,0.000000
2008-06-11,0.000000
2008-06-12,0.000000
2008-06-13,0.497644
2008-06-14,0.000000
2008-06-15,2.025467
2008-06-16,1.370460
2008-06-17,5.536657
2008-06-18,0.000000
2008-06-19,0.000000
2008-06-20,0.000000
2008-06-21,0.309868
2008-06-22,0.000000
2008-06-23,0.000000
2008-06-24,0.922882
2008-06-25,0.000000
2008-06-26,0.000000
2008-06-27,0.000000
2008-06-28,0.000000
2008-06-29,0.000000
2008-06-30,0.000000
2008-07-01,0.000000
2008-07-02,0.000000
2008-07-03,0.000000
2008-07-04,0.000000
2008-07-05,0.000000
2008-07-06,0.000000
2008-07-07,0.441087
2008-07-08,0.000000
2008-07-09,5.883570
2008-07-10,5.040061
2008-07-11,0.000000
2008-07-12,0.000000
2008-07-13,0.000000
2008-07-14,0.000000
2008-07-15,0.575635
2008-07-16,0.000000
2008-07-17,0.000000
2008-07-18,0.000000
2008-07-19,0.000000
2008-07-20,3.923640
2008-07-21,15.952976
2008-07-22,8.436471
2008-07-23,0.000000
2008-07-24,7.544024
2008-07-25,7.919832
2008-07-26,3.324288
2008-07-27,0.317930
2008-07-28,0.581221
2008-07-29,0.000000
2008-07-30,0.000000
2008-07-31,0.000000
2008-08-01,0.000000
2008-08-02,0.000000
2008-08-03,0.000000
2008-08-04,0.000000
2008-08-05,0.000000
2008-08-06,0.000000
2008-08-07,0.000000
2008-08-08,0.000000
2008-08-09,0.000000
2008-08-10,0.000000
2008-08-11,0.000000
2008-08-12,0.000000
2008-08-13,0.000000
2008-08-14,0.000000
2008-08-15,0.000000
2008-08-16,0.000000
2008-08-17,0.000000
2008-08-18,0.000000
2008-08-19,0.000000
2008-08-20,1.856538
2008-08-21,1.212408
2008-08-22,3.331868
2008-08-23,0.000000
2008-08-24,0.000000
2008-08-25,0.000000
2008-08-26,0.000000
2008-08-27,0.000000
2008-08-28,0.000000
2008-08-29,0.000000
2008-08-30,1.237939
2008-08-31,0.000000
2008-09-01,0.964524
2008-09-02,1.270047
2008-09-03,1.935820
2008-09-04,0.000000
2008-09-05,1.891708
2008-09-06,0.000000
2008-09-07,0.000000
2008-09-08,0.000000
2008-09-09,1.256939
2008-09-10,0.000000
2008-09-11,0.000000
2008-09-12,0.000000
2008-09-13,0.428127
2008-09-14,0.298800
2008-09-15,0.000000
2008-09-16,6.098647
2008-09-17,21.267931
2008-09-18,1.569589
2008-09-19,0.000000
2008-09-20,0.000000
2008-09-21,0.000000
2008-09-22,0.000000
2008-09-23,0.000000
2008-09-24,0.463759
2008-09-25,0.000000
2008-09-26,0.451263
2008-09-27,0.456371
2008-09-28,0.000000
2008-09-29,0.352927
2008-09-30,0.000000
2008-10-01,0.000000
2008-10-02,11.969973
2008-10-03,1.101897
2008-10-04,0.000000
2008-10-05,0.000000
2008-10-06,0.000000
2008-10-07,0.000000
2008-10-08,0.000000
2008-10-09,0.000000
2008-10-10,0.000000
2008-10-11,7.237758
2008-10-12,4.506467
2008-10-13,0.000000
2008-10-14,0.000000
2008-10-15,0.000000
2008-10-16,0.401923
2008-10-17,0.442447
2008-10-18,2.562595
2008-10-19,0.734880
2008-10-20,0.732085
2008-10-21,0.591938
2008-10-22,0.000000
2008-10-23,1.058226
2008-10-24,0.000000
2008-10-25,0.000000
2008-10-26,0.000000
2008-10-27,0.000000
2008-10-28,0.000000
2008-10-29,0.000000
2008-10-30,0.584215
2008-10-31,0.000000
2008-11-01,0.000000
2008-11-02,0.000000
2008-11-03,0.000000
2008-11-04,0.000000
2008-11-05,0.000000
2008-11-06,0.000000
2008-11-07,0.000000
2008-11-08,0.000000
2008-11-09,0.000000
2008-11-10,0.000000
2008-11-11,0.000000
2008-11-12,0.000000
2008-11-13,0.000000
2008-11-14,0.000000
2008-11-15,0.000000
2008-11-16,0.000000
2008-11-17,41.956139
2008-11-18,8.237362
2008-11-19,13.984011
2008-11-20,0.000000
2008-11-21,0.000000
2008-11-22,0.000000
2008-11-23,0.000000
2008-11-24,23.048864
2008-11-25,3.816356
2008-11-26,0.000000
2008-11-27,0.000000
2008-11-28,1.909774
2008-11-29,0.000000
2008-11-30,10.129680
2008-12-01,22.025677
2008-12-02,0.000000
2008-12-03,0.000000
2008-12-04,0.000000
2008-12-05,0.700053
2008-12-06,0.000000
2008-12-07,12.798346
2008-12-08,5.254380
2008-12-09,0.000000
2008-12-10,0.000000
2008-12-11,2.305851
2008-12-12,2.075134
2008-12-13,15.443181
2008-12-14,2.521964
2008-12-15,0.000000
2008-12-16,12.780420
2008-12-17,60.109097
2008-12-18,26.356892
2008-12-19,18.725578
2008-12-20,0.000000
2008-12-21,0.922027
2008-12-22,0.000000
2008-12-23,0.000000
2008-12-24,0.000000
2008-12-25,0.000000
2008-12-26,0.776143
2008-12-27,0.815162
2008-12-28,0.788817
2008-12-29,0.000000
2008-12-30,0.000000
2008-12-31,0.446529
2009-01-01,2.653798
2009-01-02,0.911510
2009-01-03,0.000000
2009-01-04,0.000000
2009-01-05,0.000000
2009-01-06,0.000000
2009-01-07,0.000000
2009-01-08,0.000000
2009-01-09,0.000000
2009-01-10,1.933783
2009-01-11,7.555767
2009-01-12,7.670661
2009-01-13,6.613700
2009-01-14,0.000000
2009-01-15,0.000000
2009-01-16,28.024324
2009-01-17,42.885445
2009-01-18,0.000000
2009-01-19,0.000000
2009-01-20,0.000000
2009-01-21,0.000000
2009-01-22,0.000000
2009-01-23,0.000000
2009-01-24,0.000000
2009-01-25,0.000000
2009-01-26,0.000000
2009-01-27,0.000000
2009-01-28,0.000000
2009-01-29,0.000000
2009-01-30,0.000000
2009-01-31,0.000000
2009-02-01,0.000000
