#Variables:
#rsds_bcc-csm1-1_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_rsds_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,rsds_bcc-csm1-1_rcp45(Wm-2)"
2006-04-03,227.981064
2006-04-04,266.141479
2006-04-05,247.360840
2006-04-06,257.500946
2006-04-07,213.057983
2006-04-08,142.347443
2006-04-09,248.003586
2006-04-10,258.142242
2006-04-11,222.564087
2006-04-12,244.364441
2006-04-13,219.206421
2006-04-14,266.174896
2006-04-15,267.556122
2006-04-16,268.381439
2006-04-17,272.402283
2006-04-18,272.419952
2006-04-19,258.104950
2006-04-20,259.866241
2006-04-21,273.965210
2006-04-22,273.175079
2006-04-23,265.146332
2006-04-24,272.406494
2006-04-25,263.107330
2006-04-26,246.785797
2006-04-27,235.973831
2006-04-28,262.154846
2006-04-29,265.429688
2006-04-30,276.300507
2006-05-01,250.446701
2006-05-02,251.811066
2006-05-03,244.760010
2006-05-04,270.816498
2006-05-05,246.157181
2006-05-06,276.570648
2006-05-07,220.283676
2006-05-08,273.898743
2006-05-09,246.125351
2006-05-10,263.410278
2006-05-11,273.066376
2006-05-12,239.888046
2006-05-13,257.989502
2006-05-14,246.541641
2006-05-15,216.685043
2006-05-16,273.231812
2006-05-17,176.084763
2006-05-18,282.295258
2006-05-19,279.540497
2006-05-20,282.219452
2006-05-21,218.309433
2006-05-22,318.633636
2006-05-23,270.247986
2006-05-24,276.845703
2006-05-25,265.465546
2006-05-26,224.763870
2006-05-27,247.383728
2006-05-28,269.149445
2006-05-29,278.503235
2006-05-30,272.038940
2006-05-31,253.168579
2006-06-01,232.567032
2006-06-02,240.460953
2006-06-03,251.845642
2006-06-04,232.949066
2006-06-05,242.537430
2006-06-06,283.141418
2006-06-07,284.060059
2006-06-08,270.719482
2006-06-09,291.116394
2006-06-10,300.869873
2006-06-11,271.670166
2006-06-12,261.458710
2006-06-13,261.996704
2006-06-14,262.684570
2006-06-15,313.241669
2006-06-16,316.840942
2006-06-17,322.691132
2006-06-18,326.369476
2006-06-19,324.508789
2006-06-20,325.409851
2006-06-21,347.072632
2006-06-22,326.006958
2006-06-23,272.112640
2006-06-24,257.104095
2006-06-25,280.071747
2006-06-26,321.879242
2006-06-27,320.030548
2006-06-28,322.604950
2006-06-29,329.710999
2006-06-30,334.366302
2006-07-01,334.887604
2006-07-02,295.755219
2006-07-03,320.270630
2006-07-04,320.710968
2006-07-05,326.932587
2006-07-06,332.042755
2006-07-07,331.358734
2006-07-08,331.553741
2006-07-09,319.518646
2006-07-10,284.959564
2006-07-11,274.844513
2006-07-12,219.979507
2006-07-13,169.138565
2006-07-14,181.236908
2006-07-15,228.983032
2006-07-16,271.134430
2006-07-17,328.206665
2006-07-18,333.973236
2006-07-19,330.295105
2006-07-20,331.827850
2006-07-21,333.588593
2006-07-22,284.831635
2006-07-23,216.660522
2006-07-24,254.523880
2006-07-25,288.546021
2006-07-26,275.478790
2006-07-27,299.780975
2006-07-28,323.291504
2006-07-29,244.511093
2006-07-30,241.239639
2006-07-31,220.661972
2006-08-01,226.801331
2006-08-02,205.765427
2006-08-03,185.053085
2006-08-04,203.158569
2006-08-05,212.485596
2006-08-06,202.865814
2006-08-07,194.809418
2006-08-08,190.965988
2006-08-09,237.194229
2006-08-10,240.556824
2006-08-11,262.932770
2006-08-12,287.527954
2006-08-13,287.970581
2006-08-14,279.384491
2006-08-15,220.345337
2006-08-16,224.055283
2006-08-17,231.877914
2006-08-18,204.678818
2006-08-19,176.022751
2006-08-20,178.530167
2006-08-21,201.716125
2006-08-22,265.148956
2006-08-23,258.646027
2006-08-24,210.460953
2006-08-25,203.646286
2006-08-26,191.340637
2006-08-27,234.202362
2006-08-28,273.034515
2006-08-29,279.640747
2006-08-30,254.136627
2006-08-31,219.658035
2006-09-01,200.219498
2006-09-02,245.802887
2006-09-03,259.083710
2006-09-04,266.597931
2006-09-05,282.124451
2006-09-06,286.590607
2006-09-07,276.894165
2006-09-08,259.048492
2006-09-09,263.458435
2006-09-10,258.279297
2006-09-11,254.307922
2006-09-12,214.571106
2006-09-13,195.465622
2006-09-14,182.419128
2006-09-15,161.280075
2006-09-16,171.668655
2006-09-17,274.478241
2006-09-18,282.640564
2006-09-19,284.669800
2006-09-20,283.678528
2006-09-21,267.475189
2006-09-22,192.239059
2006-09-23,157.406525
2006-09-24,168.079376
2006-09-25,181.413315
2006-09-26,189.583664
2006-09-27,141.550186
2006-09-28,187.265778
2006-09-29,218.042236
2006-09-30,260.150726
2006-10-01,268.292358
2006-10-02,265.107819
2006-10-03,252.874237
2006-10-04,202.080338
2006-10-05,184.915054
2006-10-06,223.198151
2006-10-07,224.084579
2006-10-08,215.443146
2006-10-09,251.186279
2006-10-10,249.559784
2006-10-11,221.787018
2006-10-12,218.201263
2006-10-13,206.137299
2006-10-14,191.976929
2006-10-15,205.999908
2006-10-16,209.360199
2006-10-17,209.200989
2006-10-18,210.102570
2006-10-19,206.050781
2006-10-20,168.518875
2006-10-21,194.413712
2006-10-22,188.397156
2006-10-23,158.559799
2006-10-24,186.939545
2006-10-25,157.686020
2006-10-26,158.066315
2006-10-27,165.164566
2006-10-28,130.245071
2006-10-29,99.132622
2006-10-30,122.765839
2006-10-31,141.937851
2006-11-01,136.449646
2006-11-02,106.227386
2006-11-03,142.385834
2006-11-04,147.188507
2006-11-05,155.024368
2006-11-06,145.838852
2006-11-07,148.537720
2006-11-08,138.509903
2006-11-09,136.280670
2006-11-10,131.174835
2006-11-11,131.002960
2006-11-12,114.555420
2006-11-13,79.770187
2006-11-14,64.179337
2006-11-15,114.981880
2006-11-16,132.136856
2006-11-17,116.676788
2006-11-18,136.058121
2006-11-19,122.499657
2006-11-20,100.699860
2006-11-21,108.534775
2006-11-22,142.698761
2006-11-23,112.022438
2006-11-24,107.186943
2006-11-25,118.366592
2006-11-26,116.216034
2006-11-27,138.897308
2006-11-28,137.690842
2006-11-29,142.522629
2006-11-30,143.603256
2006-12-01,146.119415
2006-12-02,145.143463
2006-12-03,143.605515
2006-12-04,143.592667
2006-12-05,140.811493
2006-12-06,139.752457
2006-12-07,141.507141
2006-12-08,138.101517
2006-12-09,123.597275
2006-12-10,143.360626
2006-12-11,141.217026
2006-12-12,136.085968
2006-12-13,140.207199
2006-12-14,141.555176
2006-12-15,126.419426
2006-12-16,139.976791
2006-12-17,134.440140
2006-12-18,53.030254
2006-12-19,141.316666
2006-12-20,146.430832
2006-12-21,140.578369
2006-12-22,138.880447
2006-12-23,140.036087
2006-12-24,139.969315
2006-12-25,120.858185
2006-12-26,141.289719
2006-12-27,139.183563
2006-12-28,90.229202
2006-12-29,90.552299
2006-12-30,65.979065
2006-12-31,119.590622
2007-01-01,91.272850
2007-01-02,102.783073
2007-01-03,135.850861
2007-01-04,135.128494
2007-01-05,104.070107
2007-01-06,90.959755
2007-01-07,116.595482
2007-01-08,139.797775
2007-01-09,135.768463
2007-01-10,117.615562
2007-01-11,133.746567
2007-01-12,140.414169
2007-01-13,144.215240
2007-01-14,147.171753
2007-01-15,144.671112
2007-01-16,143.961441
2007-01-17,152.692566
2007-01-18,146.996277
2007-01-19,144.268143
2007-01-20,145.824020
2007-01-21,147.428436
2007-01-22,139.445160
2007-01-23,128.482758
2007-01-24,140.812088
2007-01-25,110.182098
2007-01-26,135.706039
2007-01-27,127.065552
2007-01-28,86.407433
2007-01-29,76.371590
2007-01-30,71.067291
2007-01-31,113.467537
2007-02-01,98.416306
2007-02-02,152.322464
2007-02-03,91.420158
2007-02-04,122.992744
2007-02-05,151.818848
2007-02-06,102.821411
2007-02-07,148.178864
2007-02-08,177.708725
2007-02-09,177.521027
2007-02-10,179.410538
2007-02-11,178.814804
2007-02-12,178.452225
2007-02-13,177.287598
2007-02-14,177.181641
2007-02-15,179.845139
2007-02-16,184.739380
2007-02-17,180.261475
2007-02-18,179.739487
2007-02-19,171.981018
2007-02-20,158.233704
2007-02-21,135.009781
2007-02-22,85.005936
2007-02-23,112.023727
2007-02-24,141.435455
2007-02-25,167.488525
2007-02-26,199.880508
2007-02-27,199.943924
2007-02-28,200.245895
2007-03-01,202.512024
2007-03-02,199.618561
2007-03-03,145.486679
2007-03-04,189.544098
2007-03-05,194.461365
2007-03-06,178.498322
2007-03-07,109.655922
2007-03-08,117.122787
2007-03-09,97.616714
2007-03-10,125.325615
2007-03-11,134.528595
2007-03-12,112.624153
2007-03-13,190.597443
2007-03-14,188.831497
2007-03-15,156.056671
2007-03-16,189.463577
2007-03-17,205.933563
2007-03-18,190.852798
2007-03-19,204.946365
2007-03-20,222.196365
2007-03-21,174.184036
2007-03-22,227.488388
2007-03-23,208.336365
2007-03-24,98.612755
2007-03-25,111.228539
2007-03-26,213.714401
2007-03-27,249.006714
2007-03-28,242.469116
2007-03-29,212.647705
2007-03-30,200.704941
2007-03-31,192.028397
2007-04-01,244.813461
2007-04-02,226.114044
2007-04-03,236.583801
2007-04-04,251.979111
2007-04-05,258.750824
2007-04-06,261.994751
2007-04-07,259.661865
2007-04-08,253.526230
2007-04-09,229.241577
2007-04-10,255.522446
2007-04-11,268.195984
2007-04-12,268.953278
2007-04-13,241.260483
2007-04-14,221.889740
2007-04-15,258.337311
2007-04-16,272.535126
2007-04-17,270.475555
2007-04-18,274.062347
2007-04-19,264.419525
2007-04-20,268.977356
2007-04-21,248.609131
2007-04-22,186.046768
2007-04-23,254.220901
2007-04-24,277.256378
2007-04-25,286.221008
2007-04-26,254.111542
2007-04-27,267.942383
2007-04-28,234.466873
2007-04-29,240.814270
2007-04-30,270.477844
2007-05-01,275.456177
2007-05-02,192.195923
2007-05-03,261.757294
2007-05-04,207.204803
2007-05-05,117.644516
2007-05-06,101.512680
2007-05-07,144.502167
2007-05-08,260.196411
2007-05-09,274.283386
2007-05-10,274.555939
2007-05-11,264.243378
2007-05-12,216.839050
2007-05-13,238.154663
2007-05-14,265.525024
2007-05-15,267.337097
2007-05-16,168.261993
2007-05-17,145.958038
2007-05-18,271.480316
2007-05-19,266.472961
2007-05-20,281.718292
2007-05-21,280.900391
2007-05-22,199.610580
2007-05-23,267.856812
2007-05-24,275.733307
2007-05-25,266.057831
2007-05-26,169.280991
2007-05-27,267.753784
2007-05-28,277.748138
2007-05-29,274.456665
2007-05-30,278.186371
2007-05-31,313.089508
2007-06-01,285.214691
2007-06-02,304.391388
2007-06-03,318.504547
2007-06-04,208.957413
2007-06-05,167.665665
2007-06-06,184.801544
2007-06-07,202.118591
2007-06-08,254.985123
2007-06-09,261.262543
2007-06-10,270.826019
2007-06-11,302.536469
2007-06-12,238.122665
2007-06-13,278.842285
2007-06-14,275.801666
2007-06-15,285.666809
2007-06-16,253.599579
2007-06-17,301.716614
2007-06-18,307.565704
2007-06-19,276.372406
2007-06-20,273.317810
2007-06-21,279.877411
2007-06-22,254.102890
2007-06-23,308.372772
2007-06-24,318.339325
2007-06-25,314.651917
2007-06-26,283.457947
2007-06-27,250.112274
2007-06-28,187.336456
2007-06-29,203.992477
2007-06-30,187.120102
2007-07-01,231.742905
2007-07-02,224.395981
2007-07-03,224.502319
2007-07-04,213.417130
2007-07-05,220.167877
2007-07-06,256.901367
2007-07-07,286.991577
2007-07-08,316.389526
2007-07-09,326.857086
2007-07-10,330.873108
2007-07-11,330.715149
2007-07-12,301.964691
2007-07-13,273.075317
2007-07-14,272.469086
2007-07-15,245.067871
2007-07-16,211.942886
2007-07-17,210.127594
2007-07-18,223.493774
2007-07-19,216.008682
2007-07-20,207.275436
2007-07-21,197.429733
2007-07-22,206.449783
2007-07-23,229.205460
2007-07-24,227.195526
2007-07-25,211.930984
2007-07-26,199.155838
2007-07-27,231.566498
2007-07-28,254.772888
2007-07-29,241.393265
2007-07-30,297.625397
2007-07-31,318.997009
2007-08-01,308.857697
2007-08-02,318.015930
2007-08-03,315.125671
2007-08-04,305.659698
2007-08-05,304.840057
2007-08-06,305.722137
2007-08-07,295.879211
2007-08-08,299.600250
2007-08-09,305.678314
2007-08-10,298.453461
2007-08-11,275.095856
2007-08-12,309.488586
2007-08-13,298.809845
2007-08-14,303.668854
2007-08-15,299.424408
2007-08-16,223.980453
2007-08-17,300.296997
2007-08-18,295.964966
2007-08-19,298.005920
2007-08-20,294.124420
2007-08-21,304.598907
2007-08-22,300.118378
2007-08-23,290.284363
2007-08-24,278.904755
2007-08-25,237.020523
2007-08-26,285.722778
2007-08-27,263.112152
2007-08-28,270.840759
2007-08-29,298.863770
2007-08-30,296.311432
2007-08-31,300.986511
2007-09-01,301.009308
2007-09-02,299.881378
2007-09-03,291.569397
2007-09-04,286.962585
2007-09-05,264.637512
2007-09-06,282.149628
2007-09-07,280.748962
2007-09-08,268.206390
2007-09-09,231.184570
2007-09-10,256.950714
2007-09-11,225.481674
2007-09-12,148.002823
2007-09-13,195.465591
2007-09-14,276.965759
2007-09-15,277.760864
2007-09-16,215.597382
2007-09-17,271.641418
2007-09-18,291.454498
2007-09-19,213.276062
2007-09-20,221.672211
2007-09-21,211.103271
2007-09-22,255.492676
2007-09-23,256.201538
2007-09-24,270.742584
2007-09-25,260.372131
2007-09-26,172.770020
2007-09-27,275.414215
2007-09-28,278.457916
2007-09-29,275.157257
2007-09-30,272.326172
2007-10-01,260.133942
2007-10-02,223.489471
2007-10-03,194.343842
2007-10-04,179.691452
2007-10-05,209.719849
2007-10-06,199.317688
2007-10-07,186.653488
2007-10-08,164.616516
2007-10-09,97.558067
2007-10-10,192.271500
2007-10-11,189.743607
2007-10-12,202.448624
2007-10-13,197.812622
2007-10-14,215.090424
2007-10-15,209.226120
2007-10-16,206.487457
2007-10-17,206.038574
2007-10-18,204.594833
2007-10-19,203.225372
2007-10-20,199.826355
2007-10-21,197.632538
2007-10-22,184.750046
2007-10-23,174.260941
2007-10-24,105.654282
2007-10-25,94.498665
2007-10-26,133.536987
2007-10-27,127.868263
2007-10-28,159.107529
2007-10-29,174.259140
2007-10-30,175.815796
2007-10-31,164.551331
2007-11-01,197.126602
2007-11-02,194.488205
2007-11-03,167.478790
2007-11-04,179.636932
2007-11-05,167.703018
2007-11-06,168.018433
2007-11-07,175.809296
2007-11-08,164.764816
2007-11-09,167.415741
2007-11-10,177.656586
2007-11-11,167.225052
2007-11-12,157.082016
2007-11-13,140.481049
2007-11-14,155.460312
2007-11-15,135.634552
2007-11-16,72.298050
2007-11-17,104.415054
2007-11-18,141.021820
2007-11-19,148.362259
2007-11-20,149.355331
2007-11-21,151.484497
2007-11-22,152.670425
2007-11-23,148.288803
2007-11-24,141.755432
2007-11-25,137.988937
2007-11-26,91.875984
2007-11-27,142.471069
2007-11-28,143.139435
2007-11-29,144.296097
2007-11-30,141.267670
2007-12-01,141.008820
2007-12-02,141.893021
2007-12-03,138.936310
2007-12-04,144.293121
2007-12-05,141.517380
2007-12-06,104.609772
2007-12-07,140.973099
2007-12-08,143.607513
2007-12-09,142.824203
2007-12-10,65.908981
2007-12-11,75.186859
2007-12-12,98.814552
2007-12-13,136.664352
2007-12-14,130.192947
2007-12-15,142.114212
2007-12-16,139.080322
2007-12-17,124.357513
2007-12-18,100.093689
2007-12-19,134.515900
2007-12-20,131.250916
2007-12-21,140.357086
2007-12-22,48.486866
2007-12-23,60.018993
2007-12-24,38.272194
2007-12-25,62.111492
2007-12-26,135.953674
2007-12-27,106.281708
2007-12-28,99.173103
2007-12-29,96.168571
2007-12-30,120.378494
2007-12-31,138.029648
2008-01-01,128.702271
2008-01-02,134.698288
2008-01-03,117.881973
2008-01-04,137.566483
2008-01-05,51.914028
2008-01-06,109.618378
2008-01-07,138.677612
2008-01-08,122.677780
2008-01-09,140.105316
2008-01-10,143.521866
2008-01-11,142.431381
2008-01-12,135.444061
2008-01-13,140.230576
2008-01-14,143.795135
2008-01-15,139.798126
2008-01-16,136.022888
2008-01-17,138.947815
2008-01-18,154.570221
2008-01-19,155.073578
2008-01-20,146.016327
2008-01-21,141.579391
2008-01-22,139.024872
2008-01-23,134.493927
2008-01-24,147.846283
2008-01-25,154.273651
2008-01-26,144.530869
2008-01-27,154.480667
2008-01-28,152.667130
2008-01-29,140.967346
2008-01-30,152.769287
2008-01-31,174.314987
2008-02-01,171.233093
2008-02-02,158.501419
2008-02-03,161.896225
2008-02-04,86.926338
2008-02-05,106.967651
2008-02-06,146.463730
2008-02-07,144.788071
2008-02-08,85.352737
2008-02-09,84.710129
2008-02-10,80.818428
2008-02-11,75.814041
2008-02-12,183.997421
2008-02-13,124.202499
2008-02-14,117.649345
2008-02-15,130.185028
2008-02-16,166.940186
2008-02-17,187.747726
2008-02-18,194.060867
2008-02-19,167.414276
2008-02-20,113.246742
2008-02-21,162.059998
2008-02-22,189.507858
2008-02-23,181.061737
2008-02-24,153.409546
2008-02-25,156.214874
2008-02-26,190.005768
2008-02-27,201.816330
2008-02-28,194.376312
2008-02-29,158.590454
2008-03-01,122.804581
2008-03-02,188.765900
2008-03-03,192.816879
2008-03-04,203.672134
2008-03-05,199.332062
2008-03-06,188.879578
2008-03-07,186.104675
2008-03-08,211.199188
2008-03-09,198.872696
2008-03-10,214.733765
2008-03-11,215.699707
2008-03-12,211.607590
2008-03-13,214.830017
2008-03-14,211.365555
2008-03-15,204.684052
2008-03-16,210.902359
2008-03-17,223.928802
2008-03-18,209.421783
2008-03-19,238.271332
2008-03-20,221.603439
2008-03-21,209.970627
2008-03-22,210.256226
2008-03-23,126.096107
2008-03-24,228.979233
2008-03-25,226.962646
2008-03-26,239.597595
2008-03-27,252.010681
2008-03-28,248.652710
2008-03-29,244.795990
2008-03-30,236.749969
2008-03-31,240.815552
2008-04-01,226.901031
2008-04-02,219.474319
2008-04-03,252.746933
2008-04-04,201.179306
2008-04-05,223.412323
2008-04-06,258.894226
2008-04-07,253.745728
2008-04-08,206.625381
2008-04-09,222.792297
2008-04-10,267.003815
2008-04-11,251.319916
2008-04-12,184.618195
2008-04-13,212.386688
2008-04-14,229.937683
2008-04-15,264.780426
2008-04-16,270.774292
2008-04-17,236.150299
2008-04-18,272.119049
2008-04-19,272.120575
2008-04-20,275.341980
2008-04-21,265.585938
2008-04-22,182.946548
2008-04-23,263.113739
2008-04-24,254.152634
2008-04-25,275.177856
2008-04-26,219.492172
2008-04-27,272.374512
2008-04-28,277.033844
2008-04-29,274.067535
2008-04-30,274.067047
2008-05-01,263.628052
2008-05-02,272.230042
2008-05-03,264.209473
2008-05-04,279.408234
2008-05-05,281.832428
2008-05-06,272.932953
2008-05-07,281.281006
2008-05-08,281.800476
2008-05-09,280.791473
2008-05-10,269.313965
2008-05-11,217.377289
2008-05-12,182.226349
2008-05-13,195.088837
2008-05-14,175.196838
2008-05-15,253.740326
2008-05-16,283.079041
2008-05-17,236.819489
2008-05-18,283.471130
2008-05-19,272.429321
2008-05-20,190.485199
2008-05-21,235.066254
2008-05-22,282.335693
2008-05-23,137.478699
2008-05-24,189.137741
2008-05-25,212.509995
2008-05-26,239.616592
2008-05-27,276.888153
2008-05-28,317.973267
2008-05-29,318.634399
2008-05-30,270.970978
2008-05-31,282.889313
2008-06-01,293.074829
2008-06-02,240.528732
2008-06-03,319.341125
2008-06-04,320.929352
2008-06-05,319.960480
2008-06-06,323.311859
2008-06-07,289.101532
2008-06-08,208.917480
2008-06-09,265.506836
2008-06-10,319.596497
2008-06-11,298.302490
2008-06-12,282.868744
2008-06-13,319.085815
2008-06-14,264.068329
2008-06-15,241.051437
2008-06-16,270.598572
2008-06-17,248.434784
2008-06-18,290.218933
2008-06-19,332.605835
2008-06-20,332.605835
2008-06-21,323.582184
2008-06-22,305.475647
2008-06-23,323.801025
2008-06-24,339.596313
2008-06-25,260.989746
2008-06-26,308.593781
2008-06-27,319.165527
2008-06-28,322.700745
2008-06-29,299.899628
2008-06-30,308.212585
2008-07-01,292.274139
2008-07-02,261.841949
2008-07-03,279.014038
2008-07-04,266.665466
2008-07-05,332.257233
2008-07-06,333.863983
2008-07-07,333.671448
2008-07-08,243.795303
2008-07-09,229.948624
2008-07-10,244.798889
2008-07-11,233.420700
2008-07-12,220.569626
2008-07-13,205.379547
2008-07-14,190.045609
2008-07-15,159.466858
2008-07-16,152.220047
2008-07-17,174.917038
2008-07-18,215.515274
2008-07-19,244.631088
2008-07-20,220.795074
2008-07-21,212.036301
2008-07-22,217.825592
2008-07-23,218.610107
2008-07-24,223.491730
2008-07-25,246.642776
2008-07-26,311.045624
2008-07-27,324.882599
2008-07-28,308.594940
2008-07-29,317.142853
2008-07-30,328.176483
2008-07-31,325.474640
2008-08-01,278.992035
2008-08-02,275.014679
2008-08-03,310.880920
2008-08-04,326.614166
2008-08-05,320.262604
2008-08-06,309.267090
2008-08-07,314.597443
2008-08-08,306.988831
2008-08-09,294.360352
2008-08-10,279.282227
2008-08-11,311.628998
2008-08-12,235.567444
2008-08-13,305.300476
2008-08-14,305.960175
2008-08-15,286.002899
2008-08-16,278.946289
2008-08-17,260.435608
2008-08-18,247.294800
2008-08-19,252.974777
2008-08-20,257.402069
2008-08-21,259.915802
2008-08-22,252.747650
2008-08-23,235.684769
2008-08-24,261.960999
2008-08-25,215.848099
2008-08-26,189.762924
2008-08-27,178.625275
2008-08-28,166.988098
2008-08-29,151.991913
2008-08-30,152.048584
2008-08-31,160.973068
2008-09-01,249.840683
2008-09-02,288.217651
2008-09-03,283.492950
2008-09-04,268.220734
2008-09-05,282.035400
2008-09-06,279.050964
2008-09-07,274.607574
2008-09-08,276.915894
2008-09-09,258.583984
2008-09-10,241.896240
2008-09-11,247.970703
2008-09-12,241.795761
2008-09-13,275.138275
2008-09-14,182.442703
2008-09-15,209.968781
2008-09-16,211.211136
2008-09-17,245.115158
2008-09-18,279.696655
2008-09-19,277.409058
2008-09-20,276.599701
2008-09-21,274.335236
2008-09-22,285.908325
2008-09-23,287.235809
2008-09-24,263.414398
2008-09-25,234.175385
2008-09-26,191.848862
2008-09-27,204.344498
2008-09-28,207.236099
2008-09-29,221.905334
2008-09-30,199.044342
2008-10-01,176.630127
2008-10-02,179.663116
2008-10-03,249.567139
2008-10-04,242.839096
2008-10-05,228.106918
2008-10-06,211.459045
2008-10-07,209.785675
2008-10-08,221.018875
2008-10-09,226.088943
2008-10-10,223.888046
2008-10-11,219.221115
2008-10-12,206.642044
2008-10-13,212.470276
2008-10-14,211.533035
2008-10-15,158.887039
2008-10-16,128.024002
2008-10-17,151.805984
2008-10-18,164.578201
2008-10-19,60.890278
2008-10-20,145.227386
2008-10-21,144.927139
2008-10-22,153.504379
2008-10-23,168.715332
2008-10-24,135.667175
2008-10-25,115.788879
2008-10-26,169.587448
2008-10-27,189.095810
2008-10-28,188.816757
2008-10-29,191.649948
2008-10-30,193.942719
2008-10-31,192.017273
2008-11-01,185.822723
2008-11-02,194.124832
2008-11-03,192.330338
2008-11-04,186.892365
2008-11-05,186.337326
2008-11-06,140.190460
2008-11-07,164.152802
2008-11-08,172.933578
2008-11-09,175.982956
2008-11-10,159.706528
2008-11-11,163.539352
2008-11-12,139.800003
2008-11-13,137.447784
2008-11-14,120.160233
2008-11-15,138.590332
2008-11-16,86.600235
2008-11-17,53.721912
2008-11-18,52.890194
2008-11-19,53.544270
2008-11-20,70.788376
2008-11-21,53.183357
2008-11-22,136.882248
2008-11-23,144.311188
2008-11-24,140.990250
2008-11-25,113.613884
2008-11-26,107.679657
2008-11-27,112.627136
2008-11-28,114.404800
2008-11-29,144.201004
2008-11-30,143.348602
2008-12-01,142.199036
2008-12-02,103.451851
2008-12-03,74.338509
2008-12-04,89.212685
2008-12-05,94.226051
2008-12-06,112.324242
2008-12-07,143.390854
2008-12-08,143.449432
2008-12-09,143.598892
2008-12-10,50.779881
2008-12-11,115.287010
2008-12-12,145.280518
2008-12-13,144.555115
2008-12-14,101.793526
2008-12-15,98.385246
2008-12-16,118.498192
2008-12-17,136.810852
2008-12-18,135.196884
2008-12-19,73.280708
2008-12-20,107.536362
2008-12-21,139.972565
2008-12-22,140.618530
2008-12-23,139.791504
2008-12-24,104.594231
2008-12-25,113.988670
2008-12-26,101.702705
2008-12-27,98.245461
2008-12-28,112.578644
2008-12-29,121.600014
2008-12-30,90.746971
2008-12-31,134.013794
2009-01-01,142.745544
2009-01-02,130.392349
2009-01-03,135.071732
2009-01-04,109.907127
2009-01-05,129.701859
2009-01-06,57.962132
2009-01-07,43.174450
2009-01-08,75.077431
2009-01-09,142.997742
2009-01-10,144.905029
2009-01-11,140.510742
2009-01-12,145.283585
2009-01-13,139.355972
2009-01-14,71.259697
2009-01-15,130.605560
2009-01-16,31.770065
2009-01-17,145.966019
2009-01-18,153.079544
2009-01-19,149.047867
2009-01-20,145.292313
2009-01-21,121.280983
2009-01-22,71.902939
2009-01-23,77.400917
2009-01-24,92.697098
2009-01-25,40.766556
2009-01-26,139.546631
2009-01-27,135.689682
2009-01-28,110.291023
