#Variables:
#tasmin_BNU-ESM_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_BNU-ESM_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_BNU-ESM_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_BNU-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_BNU-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_BNU-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_BNU-ESM_rcp45(K),tasmax_BNU-ESM_rcp45(K),pr_BNU-ESM_rcp45(mm)"
""
yyyy-mm-dd,tasmin_BNU-ESM_rcp45(K),tasmax_BNU-ESM_rcp45(K),pr_BNU-ESM_rcp45(mm)
2006-03-30,284.165314,301.473450,0.000000
2006-03-31,288.173920,301.998352,0.000000
2006-04-01,289.807739,301.599854,0.713871
2006-04-02,280.898956,298.702515,0.000000
2006-04-03,277.535217,290.835693,0.000000
2006-04-04,281.559509,291.793579,0.000000
2006-04-05,284.991760,291.870636,27.155975
2006-04-06,288.674408,296.926300,20.236242
2006-04-07,278.976135,291.984131,0.000000
2006-04-08,277.146332,288.879852,0.000000
2006-04-09,284.652954,292.898224,0.881535
2006-04-10,287.122620,298.398956,0.000000
2006-04-11,283.735962,297.302002,0.000000
2006-04-12,283.757721,297.559723,0.000000
2006-04-13,289.543793,297.202637,0.000000
2006-04-14,290.167114,296.636383,3.853542
2006-04-15,290.861023,295.041016,0.000000
2006-04-16,292.096771,296.770630,1.651843
2006-04-17,292.030487,301.759064,0.378252
2006-04-18,289.430573,303.731689,0.000000
2006-04-19,291.262085,299.633270,5.324471
2006-04-20,287.088654,297.819702,8.007515
2006-04-21,288.033203,302.342529,0.000000
2006-04-22,290.639679,301.382507,0.000000
2006-04-23,292.158203,302.228058,4.445934
2006-04-24,289.927612,304.628784,0.343795
2006-04-25,289.283020,303.386261,0.000000
2006-04-26,289.671051,305.048889,0.000000
2006-04-27,292.086609,302.709869,4.859312
2006-04-28,292.449280,295.885498,38.523777
2006-04-29,290.583679,293.875977,20.083744
2006-04-30,287.938232,287.938232,2.818977
2006-05-01,286.970825,295.498077,0.000000
2006-05-02,291.719696,297.751953,7.786521
2006-05-03,292.969574,300.860901,13.924839
2006-05-04,290.985291,301.948303,0.437403
2006-05-05,290.430878,302.894989,1.978357
2006-05-06,292.608978,302.770966,0.439577
2006-05-07,295.120148,302.009552,0.433532
2006-05-08,294.539551,296.450226,9.382905
2006-05-09,294.174194,297.928009,93.237129
2006-05-10,292.497070,297.476227,9.467807
2006-05-11,292.685760,300.856049,9.813496
2006-05-12,295.131042,298.716553,17.989008
2006-05-13,293.656738,296.154694,6.760945
2006-05-14,291.976593,297.782776,0.000000
2006-05-15,291.837341,298.208801,0.528530
2006-05-16,291.423248,298.163330,0.928639
2006-05-17,292.538513,299.514893,2.971821
2006-05-18,292.541779,302.621063,1.069812
2006-05-19,293.132446,306.472595,0.897402
2006-05-20,292.989227,305.344452,1.843557
2006-05-21,291.414307,303.322266,4.555256
2006-05-22,293.243256,303.966217,4.028694
2006-05-23,294.009125,303.291626,0.000000
2006-05-24,294.897736,302.037842,1.801243
2006-05-25,296.447937,302.770325,3.103428
2006-05-26,295.412994,302.633179,0.643063
2006-05-27,296.446564,304.737793,0.000000
2006-05-28,297.086853,305.109314,0.341006
2006-05-29,296.945374,304.397186,0.000000
2006-05-30,297.108093,305.345398,0.000000
2006-05-31,296.419250,307.264313,0.000000
2006-06-01,296.596893,306.295685,0.000000
2006-06-02,296.190063,307.468231,0.000000
2006-06-03,296.143097,309.444702,0.000000
2006-06-04,296.413574,308.686584,0.000000
2006-06-05,296.575623,307.791595,1.166464
2006-06-06,298.655945,304.015717,20.702404
2006-06-07,296.884003,308.628510,0.000000
2006-06-08,296.948242,308.903656,0.000000
2006-06-09,296.186279,308.306396,0.000000
2006-06-10,294.298462,308.056946,0.000000
2006-06-11,294.682220,308.471680,0.000000
2006-06-12,294.499817,308.194885,0.000000
2006-06-13,293.988312,307.400513,0.000000
2006-06-14,295.002411,308.456085,0.000000
2006-06-15,295.699646,308.621368,0.000000
2006-06-16,296.953979,309.330231,0.000000
2006-06-17,298.145233,309.512695,0.479548
2006-06-18,296.754761,303.920197,37.963524
2006-06-19,297.019165,300.547943,30.995438
2006-06-20,297.860016,304.041016,3.089037
2006-06-21,297.144806,306.248535,0.000000
2006-06-22,295.560120,306.111816,1.066736
2006-06-23,293.272095,307.724915,0.000000
2006-06-24,295.025299,309.455109,0.000000
2006-06-25,296.321503,309.683044,0.000000
2006-06-26,296.902740,309.643433,0.000000
2006-06-27,297.257843,309.619202,0.000000
2006-06-28,296.902283,309.421265,0.000000
2006-06-29,296.989227,309.200409,0.000000
2006-06-30,296.423309,308.457642,0.000000
2006-07-01,297.396118,308.611359,0.663744
2006-07-02,297.029572,308.056702,6.730644
2006-07-03,297.062195,304.863556,4.035654
2006-07-04,297.266541,304.768158,2.604851
2006-07-05,296.840546,304.904449,1.923520
2006-07-06,296.021606,306.188202,0.000000
2006-07-07,296.281708,307.486420,3.693551
2006-07-08,296.887726,307.353027,1.180663
2006-07-09,296.912170,307.536743,2.305950
2006-07-10,298.455597,307.693237,4.809367
2006-07-11,297.381958,308.169464,13.805009
2006-07-12,298.223694,305.472748,25.804607
2006-07-13,297.878754,303.460632,16.037308
2006-07-14,297.133514,301.158325,2.065868
2006-07-15,296.599335,305.116028,3.408981
2006-07-16,296.482391,305.690186,1.393741
2006-07-17,297.047485,305.721466,0.000000
2006-07-18,297.362976,305.948853,8.406565
2006-07-19,298.264191,306.383362,6.024205
2006-07-20,296.881104,307.771881,5.479066
2006-07-21,297.354248,307.228271,29.629774
2006-07-22,297.391602,303.352783,25.210649
2006-07-23,297.876526,306.209656,5.460126
2006-07-24,296.820160,306.143158,0.000000
2006-07-25,296.458374,306.545624,0.000000
2006-07-26,295.816742,308.147552,0.000000
2006-07-27,296.399628,309.619537,0.000000
2006-07-28,296.618103,309.619141,0.000000
2006-07-29,296.087646,309.135345,0.000000
2006-07-30,294.498352,307.956909,0.000000
2006-07-31,295.738464,308.396332,0.000000
2006-08-01,297.796417,308.094666,0.000000
2006-08-02,297.441772,308.107300,0.000000
2006-08-03,295.411285,308.055267,0.000000
2006-08-04,296.013031,308.559937,0.831266
2006-08-05,296.107391,307.302582,0.828683
2006-08-06,295.871674,307.702728,0.000000
2006-08-07,296.454498,308.392426,0.000000
2006-08-08,297.270325,308.786469,3.434221
2006-08-09,296.690643,307.982574,0.523292
2006-08-10,296.402618,307.914948,1.534931
2006-08-11,296.418304,308.388092,0.337426
2006-08-12,297.179626,308.313965,0.000000
2006-08-13,296.595245,308.434174,0.000000
2006-08-14,296.409973,309.035950,0.000000
2006-08-15,296.916534,308.026428,0.000000
2006-08-16,296.982849,308.817688,0.000000
2006-08-17,297.653473,310.787933,0.000000
2006-08-18,298.058472,312.270081,0.000000
2006-08-19,298.077454,314.298126,0.000000
2006-08-20,297.926331,313.822845,0.000000
2006-08-21,298.173187,312.618195,3.800068
2006-08-22,297.871033,310.908875,0.000000
2006-08-23,298.448669,310.080048,0.855390
2006-08-24,297.106842,307.320923,6.854716
2006-08-25,296.687836,302.391693,0.000000
2006-08-26,294.797180,303.787750,0.369309
2006-08-27,295.920441,304.221008,2.274209
2006-08-28,296.072937,306.569214,6.818371
2006-08-29,294.436279,301.351471,21.636192
2006-08-30,294.426056,304.069305,32.399948
2006-08-31,293.430115,303.027283,47.902710
2006-09-01,294.239746,301.953491,46.491718
2006-09-02,293.759369,299.682220,44.494774
2006-09-03,294.476318,299.841156,52.640263
2006-09-04,296.595337,304.068146,31.707872
2006-09-05,295.709198,304.501099,1.331444
2006-09-06,293.432098,303.581055,0.000000
2006-09-07,293.557739,304.010498,0.000000
2006-09-08,293.469086,304.835358,0.000000
2006-09-09,293.911072,305.746735,0.000000
2006-09-10,293.959930,306.193268,0.000000
2006-09-11,294.255066,306.649750,0.000000
2006-09-12,293.774017,306.359283,3.975729
2006-09-13,294.808990,306.660797,2.223061
2006-09-14,294.308044,304.248657,17.639801
2006-09-15,292.841675,300.730438,10.712438
2006-09-16,289.621338,299.614197,0.000000
2006-09-17,288.399414,302.369568,0.000000
2006-09-18,288.636047,304.312012,0.000000
2006-09-19,291.074158,305.060364,0.000000
2006-09-20,290.268768,305.582214,0.000000
2006-09-21,291.418884,305.443665,0.000000
2006-09-22,294.259430,303.664764,0.490951
2006-09-23,292.902069,304.795410,0.286677
2006-09-24,291.847351,306.082397,0.000000
2006-09-25,291.342560,305.371185,3.051375
2006-09-26,291.684387,303.864899,0.331852
2006-09-27,291.434387,302.785736,1.756167
2006-09-28,293.862122,302.625427,0.000000
2006-09-29,294.071045,301.184814,0.286832
2006-09-30,293.682465,301.482574,0.000000
2006-10-01,292.325714,304.738800,0.000000
2006-10-02,293.341217,301.957031,3.573242
2006-10-03,293.374634,298.729980,25.655958
2006-10-04,292.115692,299.468475,0.000000
2006-10-05,290.328644,300.543732,0.501221
2006-10-06,288.452728,293.038483,11.644651
2006-10-07,287.361267,294.649200,25.328352
2006-10-08,291.674408,295.064880,22.173338
2006-10-09,287.362610,295.992249,26.960539
2006-10-10,291.408722,300.871674,1.251177
2006-10-11,288.382721,295.402893,22.358889
2006-10-12,285.920807,301.808319,21.858442
2006-10-13,291.059204,302.007874,0.449353
2006-10-14,287.722473,304.106354,0.000000
2006-10-15,293.269409,304.659912,5.369203
2006-10-16,293.426605,298.532562,0.000000
2006-10-17,292.103149,300.808899,0.000000
2006-10-18,290.616974,299.783875,0.000000
2006-10-19,283.671570,295.808289,0.000000
2006-10-20,284.642670,300.945892,0.000000
2006-10-21,290.563293,306.283386,0.000000
2006-10-22,288.356445,301.748596,0.000000
2006-10-23,280.193909,294.858337,0.000000
2006-10-24,278.622498,290.922607,0.000000
2006-10-25,275.976959,293.322510,0.000000
2006-10-26,281.038757,298.742188,0.000000
2006-10-27,283.148346,300.138580,0.000000
2006-10-28,285.543121,302.860535,0.000000
2006-10-29,287.955994,299.717133,0.000000
2006-10-30,289.330261,298.919922,0.640465
2006-10-31,288.283264,298.461609,0.000000
2006-11-01,279.986176,295.159088,0.000000
2006-11-02,278.099304,295.701843,0.000000
2006-11-03,279.512054,297.578430,0.000000
2006-11-04,280.467072,299.293335,0.000000
2006-11-05,282.373108,301.360626,0.000000
2006-11-06,283.455811,302.511230,0.000000
2006-11-07,283.407166,302.042145,0.000000
2006-11-08,287.675232,303.544952,0.000000
2006-11-09,294.881531,303.566650,4.125763
2006-11-10,286.842529,299.142792,0.000000
2006-11-11,283.780243,295.847168,0.000000
2006-11-12,282.846161,292.677277,0.000000
2006-11-13,278.385254,289.981079,0.000000
2006-11-14,276.846191,286.140503,0.553649
2006-11-15,278.517029,292.018860,0.000000
2006-11-16,288.645416,299.760559,0.000000
2006-11-17,283.765259,299.523285,0.000000
2006-11-18,287.876495,296.778381,0.000000
2006-11-19,277.842102,294.251312,0.000000
2006-11-20,277.785431,288.477234,0.000000
2006-11-21,275.457794,289.424225,0.000000
2006-11-22,277.669495,294.808136,0.294041
2006-11-23,284.052246,300.978729,0.000000
2006-11-24,284.237549,301.443420,0.000000
2006-11-25,288.440643,297.296417,6.035989
2006-11-26,291.006104,296.988342,4.255111
2006-11-27,285.035156,295.421448,9.504179
2006-11-28,279.004791,289.806091,0.000000
2006-11-29,275.724365,285.426880,0.000000
2006-11-30,277.757812,285.648102,14.845831
2006-12-01,281.143982,288.333832,8.521625
2006-12-02,279.031952,287.521851,0.000000
2006-12-03,277.748657,282.502380,3.059609
2006-12-04,278.395660,281.596558,13.783792
2006-12-05,278.793060,283.560303,1.152456
2006-12-06,278.590118,287.085724,0.000000
2006-12-07,277.124268,291.310089,0.000000
2006-12-08,276.346680,287.290192,0.000000
2006-12-09,277.400330,288.364532,0.000000
2006-12-10,284.702972,293.189484,2.232430
2006-12-11,278.363831,294.907104,0.000000
2006-12-12,284.782623,296.990295,0.000000
2006-12-13,287.497650,298.988800,4.728779
2006-12-14,281.959747,293.917297,0.000000
2006-12-15,274.472534,285.942902,0.000000
2006-12-16,275.734406,283.572266,0.000000
2006-12-17,278.712250,288.295776,0.000000
2006-12-18,278.731354,289.660370,0.000000
2006-12-19,278.224670,291.559723,0.000000
2006-12-20,278.799377,294.650604,0.000000
2006-12-21,283.024597,296.352631,1.438133
2006-12-22,278.186554,294.313904,0.000000
2006-12-23,281.237518,290.804077,2.879993
2006-12-24,288.845581,299.604614,16.435658
2006-12-25,273.420654,288.428497,0.512534
2006-12-26,272.841034,290.433044,0.000000
2006-12-27,282.373077,289.427155,5.127779
2006-12-28,275.773438,285.785583,0.708333
2006-12-29,276.203918,293.047302,0.000000
2006-12-30,281.906250,297.154449,0.000000
2006-12-31,285.471069,294.174896,0.000000
2007-01-01,273.101868,287.342987,0.000000
2007-01-02,271.034302,282.273804,0.000000
2007-01-03,269.717102,283.277100,0.000000
2007-01-04,270.570282,285.397308,0.000000
2007-01-05,273.975525,284.227600,0.000000
2007-01-06,272.097443,286.832275,0.000000
2007-01-07,278.103546,286.410156,1.118917
2007-01-08,283.192993,289.739532,3.878611
2007-01-09,280.455505,289.403534,3.543619
2007-01-10,279.029541,290.279877,0.000000
2007-01-11,274.341675,293.655579,0.000000
2007-01-12,278.893005,290.830292,2.121910
2007-01-13,272.727478,286.446686,0.000000
2007-01-14,270.129578,288.463104,0.000000
2007-01-15,279.571442,294.165314,0.000000
2007-01-16,279.131531,290.210571,1.541560
2007-01-17,281.931396,288.844086,2.972220
2007-01-18,282.804291,290.318970,7.501541
2007-01-19,273.842224,289.621765,10.813747
2007-01-20,269.290771,280.507416,0.919001
2007-01-21,269.316162,281.239075,0.000000
2007-01-22,272.971680,282.119171,0.000000
2007-01-23,276.921417,282.477539,0.000000
2007-01-24,274.827332,285.169342,0.000000
2007-01-25,275.727753,291.109161,0.000000
2007-01-26,279.008636,296.642151,0.000000
2007-01-27,281.579865,300.085602,0.000000
2007-01-28,284.075043,296.800140,0.000000
2007-01-29,282.041870,298.984985,0.000000
2007-01-30,278.065918,293.062408,0.000000
2007-01-31,276.707520,291.556305,0.000000
2007-02-01,286.691467,294.413086,6.923584
2007-02-02,283.021637,293.968353,2.659775
2007-02-03,279.620392,292.047363,3.878293
2007-02-04,284.288055,293.699402,0.317081
2007-02-05,276.653168,296.385498,0.000000
2007-02-06,278.782593,300.188995,0.000000
2007-02-07,287.387939,297.060303,0.000000
2007-02-08,278.413116,296.834167,0.000000
2007-02-09,287.449615,301.386932,0.444642
2007-02-10,283.959656,298.151428,0.000000
2007-02-11,283.521454,296.119141,0.000000
2007-02-12,276.634430,292.577759,0.000000
2007-02-13,268.945740,282.476562,0.000000
2007-02-14,269.297424,288.345123,0.000000
2007-02-15,273.944885,291.198425,0.000000
2007-02-16,275.971527,294.204987,0.000000
2007-02-17,280.398438,294.475311,0.000000
2007-02-18,281.927643,290.916504,0.000000
2007-02-19,278.878845,292.361023,0.000000
2007-02-20,275.921844,293.122131,0.000000
2007-02-21,278.326935,294.661438,0.000000
2007-02-22,281.634247,296.098969,0.000000
2007-02-23,285.595459,298.686829,0.000000
2007-02-24,285.721375,299.427094,1.241036
2007-02-25,283.187775,295.181366,0.000000
2007-02-26,280.714325,298.836639,0.000000
2007-02-27,282.555054,296.244965,0.000000
2007-02-28,278.908081,300.960083,0.000000
2007-03-01,282.426147,297.202850,0.000000
2007-03-02,275.492676,290.041992,0.000000
2007-03-03,273.607086,290.260223,0.000000
2007-03-04,275.644165,293.880951,0.000000
2007-03-05,278.289490,297.249969,0.000000
2007-03-06,280.363068,298.773468,0.000000
2007-03-07,283.097015,297.101196,0.000000
2007-03-08,286.640686,296.182281,2.188514
2007-03-09,287.780670,300.211578,1.654573
2007-03-10,288.228516,300.693481,1.914776
2007-03-11,284.817871,299.139374,0.000000
2007-03-12,281.320435,290.292786,0.000000
2007-03-13,279.429871,291.921967,0.000000
2007-03-14,282.785797,298.515442,0.000000
2007-03-15,283.153107,301.440582,0.000000
2007-03-16,287.229462,304.763824,0.000000
2007-03-17,286.190765,304.752594,0.000000
2007-03-18,290.796875,302.959900,0.000000
2007-03-19,288.163727,303.597198,0.000000
2007-03-20,285.091370,302.743561,0.000000
2007-03-21,288.910004,305.446655,0.000000
2007-03-22,290.933411,303.965210,0.000000
2007-03-23,289.800323,302.661072,2.637638
2007-03-24,284.630737,297.743713,1.319061
2007-03-25,279.737030,292.903442,0.000000
2007-03-26,280.535889,294.743164,0.000000
2007-03-27,287.598541,298.552795,4.394107
2007-03-28,286.314911,303.725159,0.000000
2007-03-29,288.258392,302.788605,2.432898
2007-03-30,282.308289,297.153412,0.522739
2007-03-31,281.821564,301.660278,0.000000
2007-04-01,286.210632,300.857666,0.000000
2007-04-02,286.558746,298.953033,6.941555
2007-04-03,281.384064,290.245667,0.000000
2007-04-04,281.526123,295.912567,0.354112
2007-04-05,282.450409,304.968475,0.000000
2007-04-06,287.328583,305.014191,0.000000
2007-04-07,286.995911,303.986969,0.000000
2007-04-08,280.325348,294.406219,0.000000
2007-04-09,283.117523,298.619995,0.000000
2007-04-10,290.148651,300.576324,0.000000
2007-04-11,290.405823,300.203522,0.000000
2007-04-12,291.894745,295.536926,2.643857
2007-04-13,291.247528,301.124268,1.583376
2007-04-14,292.050598,302.790039,1.424907
2007-04-15,291.784302,303.958374,0.000000
2007-04-16,291.778870,299.958435,4.700272
2007-04-17,292.762085,300.939331,2.156842
2007-04-18,292.067749,301.018280,8.891783
2007-04-19,286.724030,299.857910,0.000000
2007-04-20,287.017853,305.264709,0.000000
2007-04-21,289.388214,303.297424,0.000000
2007-04-22,288.951141,303.538483,0.000000
2007-04-23,287.705078,304.062500,0.000000
2007-04-24,290.566101,303.408478,0.289249
2007-04-25,293.068085,302.720947,1.807757
2007-04-26,290.796112,303.733521,4.920555
2007-04-27,289.489258,301.905640,0.000000
2007-04-28,286.966888,303.330566,0.000000
2007-04-29,289.022766,302.990509,0.000000
2007-04-30,291.105072,304.043121,1.733075
2007-05-01,291.040314,305.453827,4.697027
2007-05-02,287.262726,302.717590,0.395025
2007-05-03,285.849548,297.301727,0.000000
2007-05-04,286.358826,300.237213,0.000000
2007-05-05,286.999176,302.794098,0.000000
2007-05-06,287.824890,300.854309,0.000000
2007-05-07,287.628815,301.105011,0.000000
2007-05-08,288.828278,304.418457,0.000000
2007-05-09,293.627808,304.741455,0.524299
2007-05-10,290.644226,302.076294,13.896756
2007-05-11,291.403229,306.428925,4.542903
2007-05-12,288.974640,304.572632,0.513751
2007-05-13,288.453308,302.006378,0.000000
2007-05-14,287.006317,303.613159,0.000000
2007-05-15,287.912567,304.423218,0.000000
2007-05-16,286.757477,304.978973,0.000000
2007-05-17,287.646271,305.134857,0.000000
2007-05-18,288.726624,304.756561,0.000000
2007-05-19,289.200348,306.340973,0.000000
2007-05-20,292.695465,307.105408,0.404476
2007-05-21,293.077454,307.551666,0.000000
2007-05-22,292.104370,306.994781,0.000000
2007-05-23,292.427216,307.500549,0.000000
2007-05-24,293.000824,306.772400,0.000000
2007-05-25,292.492737,306.166718,0.000000
2007-05-26,293.136139,305.198456,0.000000
2007-05-27,293.133789,305.655273,0.000000
2007-05-28,291.442474,304.731171,0.000000
2007-05-29,293.473114,306.314484,1.150633
2007-05-30,295.185913,309.531952,0.000000
2007-05-31,294.183380,311.161316,0.769115
2007-06-01,291.433990,309.839233,0.000000
2007-06-02,292.006927,307.991486,0.386659
2007-06-03,292.005768,303.881256,2.523764
2007-06-04,292.604126,305.344086,3.976226
2007-06-05,298.057098,303.395203,7.876861
2007-06-06,295.290344,305.395172,16.561268
2007-06-07,294.840912,309.508820,0.966037
2007-06-08,294.575745,311.892151,0.436765
2007-06-09,295.603241,311.188995,0.000000
2007-06-10,298.229828,309.920898,0.308762
2007-06-11,298.164520,309.555725,0.000000
2007-06-12,296.886414,308.398834,0.000000
2007-06-13,296.888031,306.359375,3.865349
2007-06-14,294.788483,306.294037,0.000000
2007-06-15,292.502014,306.250336,0.000000
2007-06-16,295.445038,308.890228,0.000000
2007-06-17,296.320221,308.823547,0.000000
2007-06-18,296.772980,307.850586,0.000000
2007-06-19,296.490692,307.745361,0.000000
2007-06-20,295.951843,307.670746,0.437666
2007-06-21,296.100220,305.050659,6.027129
2007-06-22,297.389771,303.075226,18.771076
2007-06-23,296.794159,301.011169,63.027954
2007-06-24,295.964081,295.964081,39.567680
2007-06-25,296.697113,297.011780,21.609892
2007-06-26,296.181793,298.330994,10.609816
2007-06-27,297.017670,298.357971,31.933577
2007-06-28,296.576172,300.217926,7.597451
2007-06-29,297.169250,304.736786,0.000000
2007-06-30,296.004272,307.474304,0.000000
2007-07-01,296.662170,308.738129,0.000000
2007-07-02,297.158325,311.008392,0.588277
2007-07-03,296.949188,312.920074,0.000000
2007-07-04,296.749084,313.201477,0.000000
2007-07-05,296.051727,312.683533,0.000000
2007-07-06,296.303802,312.410950,0.000000
2007-07-07,296.870239,311.658783,0.000000
2007-07-08,297.026703,310.687469,0.000000
2007-07-09,297.373566,310.343750,0.000000
2007-07-10,296.831787,308.608643,2.845501
2007-07-11,296.685791,308.086060,0.000000
2007-07-12,296.925323,308.871490,0.000000
2007-07-13,297.709686,309.490784,0.000000
2007-07-14,297.857513,308.700531,1.122370
2007-07-15,297.691254,311.371155,0.000000
2007-07-16,298.105377,311.184875,0.000000
2007-07-17,297.908752,311.297424,9.335033
2007-07-18,296.704865,310.338562,10.166796
2007-07-19,296.459686,306.869690,2.222475
2007-07-20,295.757629,306.852051,0.000000
2007-07-21,295.952637,307.558350,0.000000
2007-07-22,296.083801,309.693756,0.000000
2007-07-23,297.436676,312.001617,0.000000
2007-07-24,298.012573,312.648682,0.000000
2007-07-25,298.061951,312.549927,0.000000
2007-07-26,298.185425,311.693268,0.000000
2007-07-27,298.131287,309.879395,0.000000
2007-07-28,298.606506,309.643402,0.000000
2007-07-29,298.282135,311.676483,0.000000
2007-07-30,298.037659,313.251740,0.000000
2007-07-31,298.640167,312.780396,0.000000
2007-08-01,298.849396,312.253998,0.000000
2007-08-02,298.613647,310.187317,0.000000
2007-08-03,298.765106,308.663300,2.380066
2007-08-04,298.575684,307.342651,2.452379
2007-08-05,298.714386,309.048401,0.000000
2007-08-06,299.151123,312.308990,0.000000
2007-08-07,300.441711,313.082031,0.282262
2007-08-08,300.326202,312.819031,0.000000
2007-08-09,299.750641,312.498688,0.000000
2007-08-10,299.099792,311.452942,0.000000
2007-08-11,299.139740,310.340424,0.000000
2007-08-12,298.759491,309.849243,0.000000
2007-08-13,298.807404,311.080780,0.000000
