#Variables:
#tasmin_IPSL-CM5B-LR_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5B-LR_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5B-LR_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5B-LR_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5B-LR_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5B-LR_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5B-LR_rcp85(K),tasmax_IPSL-CM5B-LR_rcp85(K),pr_IPSL-CM5B-LR_rcp85(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5B-LR_rcp85(K),tasmax_IPSL-CM5B-LR_rcp85(K),pr_IPSL-CM5B-LR_rcp85(mm)
2006-03-16,274.902283,287.090332,11.569945
2006-03-17,273.277313,284.186768,2.589088
2006-03-18,277.720032,287.085327,5.271136
2006-03-19,277.703217,285.259216,5.452552
2006-03-20,273.610352,294.760284,0.000000
2006-03-21,276.197449,303.362091,0.000000
2006-03-22,282.691101,308.004486,0.000000
2006-03-23,285.689270,307.037567,0.000000
2006-03-24,287.769196,303.868835,0.000000
2006-03-25,281.043854,301.012115,0.000000
2006-03-26,284.362061,304.016174,0.000000
2006-03-27,290.376221,303.434052,0.000000
2006-03-28,290.855865,299.483154,10.693735
2006-03-29,289.692780,296.669678,7.461674
2006-03-30,282.658447,293.735168,1.147147
2006-03-31,280.400787,297.628662,0.000000
2006-04-01,281.366608,305.157562,0.000000
2006-04-02,288.003876,307.436035,0.000000
2006-04-03,289.562286,304.756622,0.000000
2006-04-04,285.816132,302.445465,0.558914
2006-04-05,280.146667,287.597107,16.475222
2006-04-06,280.671204,291.744324,1.840104
2006-04-07,282.587952,293.891388,0.499852
2006-04-08,290.306671,299.352417,20.173140
2006-04-09,288.090820,305.487732,0.000000
2006-04-10,288.921387,308.002075,0.000000
2006-04-11,287.744568,305.363281,0.000000
2006-04-12,285.798828,305.129761,0.000000
2006-04-13,282.184845,302.841125,0.000000
2006-04-14,284.568359,298.860413,0.000000
2006-04-15,280.871002,290.955780,0.000000
2006-04-16,278.129639,287.488434,0.000000
2006-04-17,278.871246,294.085419,0.000000
2006-04-18,280.455048,297.723236,0.000000
2006-04-19,285.575714,298.692230,0.000000
2006-04-20,286.176331,299.250305,0.000000
2006-04-21,291.353607,299.829346,16.048260
2006-04-22,286.619049,301.468140,11.675373
2006-04-23,290.221649,304.500732,8.341692
2006-04-24,290.985626,305.930145,4.798556
2006-04-25,288.047119,307.825470,0.000000
2006-04-26,289.645325,307.758850,0.000000
2006-04-27,291.684998,309.944336,0.000000
2006-04-28,288.522583,305.120850,0.000000
2006-04-29,287.761810,304.405182,0.000000
2006-04-30,289.964569,301.440216,0.000000
2006-05-01,288.628906,303.877899,0.000000
2006-05-02,294.145508,301.411743,0.000000
2006-05-03,292.202454,307.761810,0.000000
2006-05-04,294.141388,304.333313,0.767492
2006-05-05,295.560791,300.860840,31.115932
2006-05-06,287.158051,301.794037,0.000000
2006-05-07,286.683136,306.617188,0.000000
2006-05-08,291.501434,308.187073,0.000000
2006-05-09,293.462769,304.880981,0.000000
2006-05-10,288.643036,302.385773,0.000000
2006-05-11,291.482391,304.362579,0.000000
2006-05-12,293.236908,305.216827,0.000000
2006-05-13,293.754852,304.275238,0.905720
2006-05-14,294.646698,303.457672,4.284747
2006-05-15,291.308777,301.259796,3.262480
2006-05-16,291.918732,302.118713,0.000000
2006-05-17,292.034393,302.175812,0.000000
2006-05-18,293.453491,302.562988,0.000000
2006-05-19,294.710266,305.257324,1.184742
2006-05-20,294.376648,309.357788,0.000000
2006-05-21,294.440094,307.312347,0.000000
2006-05-22,294.827301,307.182922,0.000000
2006-05-23,294.132751,308.069672,8.911369
2006-05-24,295.264557,309.269104,0.000000
2006-05-25,295.359039,308.938446,10.209956
2006-05-26,297.312622,307.330444,14.441964
2006-05-27,291.093170,300.785675,0.294819
2006-05-28,291.725098,301.437531,0.000000
2006-05-29,292.610138,301.165131,10.492811
2006-05-30,293.217682,303.904572,0.836953
2006-05-31,291.733673,303.075256,0.567644
2006-06-01,291.365265,302.704926,0.806079
2006-06-02,292.535492,300.952026,22.383398
2006-06-03,289.778687,300.566650,6.337140
2006-06-04,292.929993,302.321594,7.314820
2006-06-05,291.326233,301.007446,10.144710
2006-06-06,293.271637,304.028778,3.397370
2006-06-07,293.886993,306.335663,8.927492
2006-06-08,294.102905,303.312500,0.571408
2006-06-09,287.202271,304.664032,0.000000
2006-06-10,290.478546,309.295441,0.000000
2006-06-11,293.839325,312.667633,0.000000
2006-06-12,295.956787,313.583984,0.000000
2006-06-13,295.803040,313.096649,0.000000
2006-06-14,296.787994,313.372284,0.000000
2006-06-15,297.576233,312.386688,0.000000
2006-06-16,297.205902,312.070862,0.000000
2006-06-17,297.427795,311.527374,0.000000
2006-06-18,296.991913,309.740173,0.000000
2006-06-19,295.963989,309.534454,0.000000
2006-06-20,297.218597,310.481323,0.000000
2006-06-21,297.726898,311.224640,1.641887
2006-06-22,297.535370,310.762543,0.398220
2006-06-23,297.510437,311.673248,0.000000
2006-06-24,297.680023,311.619781,0.000000
2006-06-25,297.747833,309.648804,0.000000
2006-06-26,296.696625,306.786438,2.066577
2006-06-27,297.630371,305.175049,12.251508
2006-06-28,297.126831,302.272858,31.172779
2006-06-29,297.312866,302.281219,34.554516
2006-06-30,298.267975,305.429901,39.850964
2006-07-01,297.731873,307.817261,4.863244
2006-07-02,296.920319,308.954468,0.000000
2006-07-03,296.608398,308.837585,0.000000
2006-07-04,296.211517,307.578613,0.000000
2006-07-05,295.919220,308.204102,0.000000
2006-07-06,295.924530,306.946411,0.000000
2006-07-07,296.041077,307.554382,1.790996
2006-07-08,296.013367,307.523834,9.530445
2006-07-09,297.118866,306.467072,13.825302
2006-07-10,296.641541,305.322418,18.284653
2006-07-11,295.855072,304.766541,0.312063
2006-07-12,295.914886,306.795319,11.624272
2006-07-13,295.828003,310.261475,1.412346
2006-07-14,296.832886,311.627930,0.313273
2006-07-15,297.106567,312.145416,0.000000
2006-07-16,297.757080,312.816681,0.000000
2006-07-17,298.770477,313.308380,0.000000
2006-07-18,299.151611,313.017975,0.000000
2006-07-19,299.076111,311.973724,0.000000
2006-07-20,298.560516,310.836456,0.611507
2006-07-21,297.999207,310.345795,0.566052
2006-07-22,297.701111,307.091888,3.600470
2006-07-23,296.775970,305.259338,7.374130
2006-07-24,296.570435,305.583191,3.933078
2006-07-25,297.312103,306.366547,12.532661
2006-07-26,296.044556,304.800568,34.632519
2006-07-27,295.275085,302.275055,28.656923
2006-07-28,296.330719,301.233459,3.059571
2006-07-29,297.373688,301.875610,9.584648
2006-07-30,298.114349,308.509064,23.332741
2006-07-31,298.101227,308.699738,5.464696
2006-08-01,297.726471,307.409760,11.870233
2006-08-02,297.424866,306.649048,6.324058
2006-08-03,298.192047,305.822968,10.354568
2006-08-04,298.184601,303.486908,26.216686
2006-08-05,294.251923,305.326935,0.000000
2006-08-06,291.828400,308.384827,0.000000
2006-08-07,295.892395,311.223755,0.000000
2006-08-08,296.661774,309.595764,0.405697
2006-08-09,296.321136,306.662445,1.009740
2006-08-10,295.750122,306.732788,0.281425
2006-08-11,295.297180,306.377747,0.653493
2006-08-12,296.098358,302.229370,5.895313
2006-08-13,297.765381,304.026001,31.222034
2006-08-14,298.510529,307.471924,2.703945
2006-08-15,298.576904,308.265137,5.006040
2006-08-16,298.097382,308.669250,1.580962
2006-08-17,298.486328,307.021057,2.426683
2006-08-18,298.663177,307.709991,0.000000
2006-08-19,298.418823,309.258026,0.546953
2006-08-20,298.525604,306.746033,1.864148
2006-08-21,298.235474,306.969025,0.000000
2006-08-22,298.328491,307.792664,0.000000
2006-08-23,298.368225,307.893738,0.740127
2006-08-24,298.360077,308.375580,0.000000
2006-08-25,298.537445,309.298218,0.000000
2006-08-26,299.557098,308.592865,0.000000
2006-08-27,298.420258,308.794556,0.000000
2006-08-28,297.427460,308.850403,0.000000
2006-08-29,296.803436,307.761688,0.678907
2006-08-30,297.236633,309.224457,0.849353
2006-08-31,296.947113,311.207550,0.366411
2006-09-01,298.704681,313.322662,0.000000
2006-09-02,300.171448,311.419952,0.358805
2006-09-03,297.749084,310.634521,11.325498
2006-09-04,295.719330,307.975189,4.978420
2006-09-05,295.956055,306.181000,3.605692
2006-09-06,295.777252,305.128326,4.501698
2006-09-07,296.506714,306.177979,1.260965
2006-09-08,295.095825,306.597473,0.000000
2006-09-09,293.929993,307.097992,0.000000
2006-09-10,294.559601,307.318817,0.000000
2006-09-11,295.122467,307.574219,0.000000
2006-09-12,295.173126,307.945190,0.000000
2006-09-13,294.499298,306.989380,0.000000
2006-09-14,294.825836,306.510590,0.000000
2006-09-15,295.650269,305.769287,0.000000
2006-09-16,295.409332,304.906830,16.858721
2006-09-17,294.720856,304.613403,15.825979
2006-09-18,291.623169,302.302429,0.911943
2006-09-19,290.976837,307.290619,0.000000
2006-09-20,294.635071,307.229248,0.000000
2006-09-21,295.052887,305.171692,0.000000
2006-09-22,294.986206,306.388947,0.000000
2006-09-23,295.321777,307.572388,0.000000
2006-09-24,295.655762,304.658386,4.065035
2006-09-25,290.279999,299.185303,1.581214
2006-09-26,291.876648,297.784363,10.252200
2006-09-27,292.245911,297.833832,41.627548
2006-09-28,286.605164,292.439850,18.512911
2006-09-29,285.783813,293.665283,0.803615
2006-09-30,287.565552,298.245880,0.399750
2006-10-01,287.887909,302.967773,0.000000
2006-10-02,290.534515,303.556702,1.658002
2006-10-03,293.270996,303.027008,2.865185
2006-10-04,292.258759,302.707977,0.415836
2006-10-05,291.223236,303.776428,0.000000
2006-10-06,290.004547,306.429840,0.000000
2006-10-07,291.792084,307.938873,0.000000
2006-10-08,292.724121,308.817444,0.000000
2006-10-09,291.995514,304.119843,0.000000
2006-10-10,289.321777,300.665894,0.000000
2006-10-11,287.619080,297.492126,5.516016
2006-10-12,285.384186,298.541107,0.000000
2006-10-13,288.748962,301.144653,0.000000
2006-10-14,288.837341,302.929077,0.000000
2006-10-15,292.183563,305.849091,0.000000
2006-10-16,294.523804,306.661255,0.000000
2006-10-17,294.389740,306.492737,0.000000
2006-10-18,288.676910,301.994019,0.000000
2006-10-19,285.070587,294.053162,0.000000
2006-10-20,285.959564,296.873627,0.000000
2006-10-21,287.627563,299.575470,0.000000
2006-10-22,291.500549,304.573151,0.000000
2006-10-23,290.613007,303.017120,0.000000
2006-10-24,288.013367,299.300446,0.000000
2006-10-25,286.699493,298.556458,0.000000
2006-10-26,289.075714,298.545685,0.000000
2006-10-27,291.609985,303.268372,1.193730
2006-10-28,288.956909,299.839478,0.000000
2006-10-29,280.144531,295.145813,0.000000
2006-10-30,286.428314,300.250641,0.000000
2006-10-31,291.425507,299.745392,2.561908
2006-11-01,288.985077,298.036591,1.287581
2006-11-02,281.125671,294.209747,0.000000
2006-11-03,280.258026,292.528046,0.000000
2006-11-04,283.719330,297.762543,0.000000
2006-11-05,284.749420,293.266754,3.867283
2006-11-06,288.159027,299.580536,2.622600
2006-11-07,289.512390,298.598083,0.284809
2006-11-08,279.496918,293.126465,0.000000
2006-11-09,280.095184,292.442322,0.000000
2006-11-10,284.038422,296.289978,0.000000
2006-11-11,288.946106,299.345367,0.294432
2006-11-12,287.061584,301.720886,0.000000
2006-11-13,289.157532,302.476959,0.000000
2006-11-14,287.494904,299.748047,0.000000
2006-11-15,284.152039,299.533417,0.000000
2006-11-16,285.674896,297.841248,0.000000
2006-11-17,285.253906,298.382477,0.000000
2006-11-18,289.295288,298.588287,7.890303
2006-11-19,291.609802,302.721436,83.590973
2006-11-20,288.820648,297.778625,0.000000
2006-11-21,279.264099,295.558075,0.000000
2006-11-22,283.356628,299.528687,2.032234
2006-11-23,279.251740,295.086792,12.451833
2006-11-24,275.340332,283.021088,0.000000
2006-11-25,273.404297,289.799866,0.000000
2006-11-26,277.137024,290.280426,0.000000
2006-11-27,275.950531,295.097534,0.000000
2006-11-28,280.350616,298.155212,0.000000
2006-11-29,281.564972,295.315002,0.000000
2006-11-30,276.935913,290.356506,16.929857
2006-12-01,277.746429,283.076965,0.000000
2006-12-02,276.818481,288.618622,0.000000
2006-12-03,277.028442,290.829010,0.000000
2006-12-04,278.074341,293.668091,0.000000
2006-12-05,286.835846,293.583038,0.000000
2006-12-06,284.207886,296.692352,0.000000
2006-12-07,287.360443,297.503784,0.000000
2006-12-08,285.453644,294.272064,0.000000
2006-12-09,286.870728,295.519501,0.000000
2006-12-10,281.740387,292.003906,0.000000
2006-12-11,287.252655,298.255615,0.000000
2006-12-12,290.374634,299.851349,1.684749
2006-12-13,291.255585,300.574585,0.385095
2006-12-14,290.155212,299.593842,0.000000
2006-12-15,281.730865,294.101959,0.000000
2006-12-16,280.835724,290.774445,0.000000
2006-12-17,283.318878,292.605255,0.371649
2006-12-18,279.267883,289.715546,0.000000
2006-12-19,278.293457,284.706085,5.971352
2006-12-20,277.648010,282.101929,15.658031
2006-12-21,275.507141,282.886871,0.000000
2006-12-22,276.253052,286.666992,0.000000
2006-12-23,280.823029,292.740448,0.000000
2006-12-24,274.449280,291.475494,1.852550
2006-12-25,273.557587,281.159119,4.408758
2006-12-26,278.775940,292.304779,0.000000
2006-12-27,285.542053,293.252930,0.000000
2006-12-28,281.945618,296.045593,0.000000
2006-12-29,285.316284,297.004150,0.000000
2006-12-30,285.473816,295.993988,0.000000
2006-12-31,278.773529,289.380310,0.000000
2007-01-01,277.972015,290.669983,0.000000
2007-01-02,282.261780,297.810699,0.000000
2007-01-03,286.800385,299.971222,0.000000
2007-01-04,285.319946,294.727783,1.084641
2007-01-05,283.258942,293.408173,0.000000
2007-01-06,283.650299,292.810699,0.000000
2007-01-07,283.791443,294.605194,0.000000
2007-01-08,289.454071,295.196533,3.662965
2007-01-09,290.179413,295.874969,21.865065
2007-01-10,282.080322,295.216705,21.061308
2007-01-11,278.961761,286.794495,1.246716
2007-01-12,278.122864,290.646912,0.000000
2007-01-13,279.978790,287.732208,0.000000
2007-01-14,279.607758,291.182343,0.000000
2007-01-15,283.966187,288.201111,1.913924
2007-01-16,286.284637,293.820831,5.285056
2007-01-17,286.532776,298.262909,0.525752
2007-01-18,284.954895,295.142944,0.000000
2007-01-19,279.066162,289.391296,0.000000
2007-01-20,279.448151,294.570465,0.000000
2007-01-21,282.768982,295.005646,0.000000
2007-01-22,284.075623,295.520538,0.000000
2007-01-23,285.461395,297.141449,0.000000
2007-01-24,287.988464,294.725220,0.741311
2007-01-25,284.752869,292.700623,1.688996
2007-01-26,278.862854,288.964661,0.000000
2007-01-27,278.649567,286.254272,1.666087
2007-01-28,275.674957,285.929321,0.000000
2007-01-29,277.167206,281.932587,5.081693
2007-01-30,277.182526,285.402374,0.000000
2007-01-31,274.671234,286.056091,0.000000
2007-02-01,273.503113,287.484772,0.000000
2007-02-02,276.219818,291.956848,0.000000
2007-02-03,280.386139,297.841766,0.000000
2007-02-04,286.237885,297.073639,0.000000
2007-02-05,271.542511,290.602783,0.000000
2007-02-06,271.085358,283.445251,0.000000
2007-02-07,275.121521,286.271057,0.000000
2007-02-08,275.767548,287.083527,1.292991
2007-02-09,278.207123,285.520508,5.585630
2007-02-10,280.544464,286.290955,36.560555
2007-02-11,278.849335,282.611755,5.009511
2007-02-12,277.748108,290.522644,0.000000
2007-02-13,279.804596,293.565826,0.000000
2007-02-14,282.515656,294.415955,1.333598
2007-02-15,282.493195,290.963470,9.740637
2007-02-16,279.211121,287.215363,6.638015
2007-02-17,277.732910,287.730499,0.860076
2007-02-18,278.670685,289.664917,0.000000
2007-02-19,278.220428,289.681671,0.000000
2007-02-20,279.633026,294.315674,0.000000
2007-02-21,284.982117,296.469086,1.041517
2007-02-22,288.617096,294.829620,6.303019
2007-02-23,282.738892,293.772552,0.673511
2007-02-24,284.224976,299.261230,0.000000
2007-02-25,285.528320,297.674164,0.000000
2007-02-26,286.301147,301.820129,0.000000
2007-02-27,290.071808,305.179413,0.000000
2007-02-28,287.363220,304.698212,0.000000
2007-03-01,289.618866,301.822388,0.000000
2007-03-02,284.198120,293.669983,0.000000
2007-03-03,288.345276,301.386139,0.314481
2007-03-04,289.740509,301.779968,0.000000
2007-03-05,288.500031,297.530853,0.000000
2007-03-06,285.308350,295.337555,0.000000
2007-03-07,282.561707,297.312134,0.000000
2007-03-08,282.500641,296.731323,0.000000
2007-03-09,283.995209,296.024445,0.000000
2007-03-10,287.080109,295.337006,0.000000
2007-03-11,287.958252,295.856964,1.361622
2007-03-12,288.099823,295.482025,0.983440
2007-03-13,279.686859,290.194489,0.000000
2007-03-14,279.899078,293.558167,0.000000
2007-03-15,283.431885,294.055450,0.000000
2007-03-16,286.017517,292.345978,0.000000
2007-03-17,286.026733,292.917938,0.954414
2007-03-18,288.067810,298.446747,9.534204
2007-03-19,285.475555,297.287659,1.075716
2007-03-20,282.548157,296.062164,0.000000
2007-03-21,284.522736,294.191589,0.000000
2007-03-22,285.246979,298.246460,0.400605
2007-03-23,288.055298,298.097412,1.432356
2007-03-24,283.446838,296.723297,5.149239
2007-03-25,279.328552,290.181274,5.894546
2007-03-26,288.405029,295.012268,20.543882
2007-03-27,288.299774,291.369873,6.155917
2007-03-28,284.617035,297.267548,3.513268
2007-03-29,286.713928,301.327026,1.174093
2007-03-30,289.098083,299.384521,0.000000
2007-03-31,289.362518,300.820923,0.000000
2007-04-01,289.676697,303.168701,0.000000
2007-04-02,288.074890,302.486420,0.000000
2007-04-03,291.741333,298.157837,0.000000
2007-04-04,287.595337,300.494812,0.000000
2007-04-05,287.643829,298.724396,0.000000
2007-04-06,286.516968,294.889954,0.000000
2007-04-07,283.454742,294.562805,0.000000
2007-04-08,285.805908,291.936371,0.000000
2007-04-09,284.385345,295.785034,0.628265
2007-04-10,281.596558,298.314453,0.000000
2007-04-11,288.486359,303.637726,0.000000
2007-04-12,288.989502,302.257660,0.000000
2007-04-13,291.742432,306.600616,0.000000
2007-04-14,291.618958,305.708313,0.000000
2007-04-15,291.316193,303.350983,0.000000
2007-04-16,290.783386,303.262634,1.384919
2007-04-17,289.045197,301.560364,0.000000
2007-04-18,288.945984,303.497467,0.000000
2007-04-19,289.997406,302.747803,0.000000
2007-04-20,290.656738,306.906403,0.000000
2007-04-21,292.448456,310.820129,0.000000
2007-04-22,294.642029,312.576996,0.000000
2007-04-23,295.259583,310.304901,0.000000
2007-04-24,293.228241,304.686127,0.000000
2007-04-25,290.675873,297.615784,1.584105
2007-04-26,286.125977,297.884491,0.000000
2007-04-27,286.776154,300.073700,0.000000
2007-04-28,290.114502,305.015015,0.000000
2007-04-29,293.259857,307.827881,0.000000
2007-04-30,292.448151,308.121399,0.000000
2007-05-01,294.288025,306.052185,0.352660
2007-05-02,294.326965,305.464752,0.798867
2007-05-03,293.176971,302.026886,12.113934
2007-05-04,292.414215,302.527802,0.613952
2007-05-05,293.210144,302.845825,0.000000
2007-05-06,295.003967,304.277039,0.000000
2007-05-07,294.186218,306.099030,0.000000
2007-05-08,295.080322,307.044159,0.000000
2007-05-09,294.162140,307.131134,0.000000
2007-05-10,293.901367,305.490997,0.000000
2007-05-11,294.118530,303.457947,0.000000
2007-05-12,294.396515,302.924744,0.000000
2007-05-13,294.263092,303.057526,0.000000
2007-05-14,295.686920,308.014771,3.826794
2007-05-15,295.253174,305.853546,1.003594
2007-05-16,297.033600,305.406250,11.119165
2007-05-17,296.115906,299.674347,44.497856
2007-05-18,292.599396,303.192200,13.762367
2007-05-19,293.717560,306.609802,0.000000
2007-05-20,292.323486,308.163666,0.000000
2007-05-21,293.544220,308.115967,0.000000
2007-05-22,292.545288,305.204376,0.000000
2007-05-23,293.447662,302.924927,0.000000
2007-05-24,294.778412,303.532837,3.158783
2007-05-25,293.923950,304.966248,0.000000
2007-05-26,293.258240,308.015991,0.507677
2007-05-27,294.354736,308.490051,0.000000
2007-05-28,294.959686,307.880951,0.000000
2007-05-29,295.074829,307.964508,0.000000
2007-05-30,296.541626,308.109070,0.000000
2007-05-31,297.068665,309.406403,0.000000
2007-06-01,296.915649,309.474060,0.000000
2007-06-02,296.858124,309.048431,0.000000
2007-06-03,297.731720,307.911377,0.000000
2007-06-04,296.839539,305.778259,0.421827
2007-06-05,296.973846,299.635284,6.495014
2007-06-06,295.031799,301.852692,0.000000
2007-06-07,290.590088,303.139374,0.000000
2007-06-08,291.703522,306.152740,0.000000
2007-06-09,295.143250,308.662537,0.000000
2007-06-10,297.139435,307.016785,0.000000
2007-06-11,295.364349,306.276947,0.894492
2007-06-12,295.353271,307.662720,0.000000
2007-06-13,296.230133,308.761932,1.280359
2007-06-14,296.528198,309.969666,1.498544
2007-06-15,296.338593,308.725861,0.361379
2007-06-16,295.199585,309.679932,0.409601
2007-06-17,295.672607,310.395264,0.000000
2007-06-18,295.745453,309.100494,0.000000
2007-06-19,296.569000,306.822937,0.000000
2007-06-20,296.566040,308.152130,0.000000
2007-06-21,297.552338,305.868164,1.950644
2007-06-22,297.611328,302.758331,1.958758
2007-06-23,296.117584,305.630066,23.291159
2007-06-24,295.675659,306.827759,3.834183
2007-06-25,296.112976,307.821503,0.000000
2007-06-26,297.209320,308.008698,0.397644
2007-06-27,297.415436,306.606689,0.402729
2007-06-28,297.401367,308.417328,0.000000
2007-06-29,297.235870,311.075043,0.000000
2007-06-30,297.208069,311.250488,0.000000
2007-07-01,297.768341,311.398682,0.000000
2007-07-02,297.928467,311.562927,0.000000
2007-07-03,298.311157,311.600403,0.000000
2007-07-04,298.385559,310.142029,0.000000
2007-07-05,298.134003,308.017181,0.000000
2007-07-06,297.520966,306.184570,8.388933
2007-07-07,294.540863,307.463745,0.000000
2007-07-08,295.541138,308.428192,0.302704
2007-07-09,296.492279,311.317444,0.329096
2007-07-10,297.705109,311.715424,0.000000
2007-07-11,297.917938,312.298920,0.000000
2007-07-12,298.890442,311.812439,0.309539
2007-07-13,297.467590,309.216339,1.807012
2007-07-14,296.717560,307.534973,1.556785
2007-07-15,296.512665,309.028687,0.000000
2007-07-16,297.357239,309.503937,0.000000
2007-07-17,297.519348,309.978607,0.000000
2007-07-18,297.120544,310.889252,0.000000
2007-07-19,297.783234,311.688690,0.000000
2007-07-20,298.268799,311.949341,0.000000
2007-07-21,298.988434,311.711914,0.000000
2007-07-22,298.704224,311.806915,0.000000
2007-07-23,298.953339,312.475250,0.000000
2007-07-24,299.130280,313.033295,0.000000
2007-07-25,299.463257,313.061554,0.000000
2007-07-26,300.204681,312.372986,0.000000
2007-07-27,299.345001,312.836609,0.000000
2007-07-28,299.244385,312.327057,0.000000
2007-07-29,297.792297,309.821777,0.000000
2007-07-30,297.778809,310.689117,0.465411
2007-07-31,297.156494,310.252411,0.000000
2007-08-01,297.037140,309.147278,0.000000
2007-08-02,296.482758,306.656036,6.210582
2007-08-03,296.583038,305.174194,10.145132
2007-08-04,296.485260,304.071655,34.543377
2007-08-05,296.476318,306.449280,32.898716
2007-08-06,296.957581,306.544556,2.446666
2007-08-07,296.966370,307.531311,2.836563
