#Variables:
#tasmin_NorESM1-M_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_NorESM1-M_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_NorESM1-M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_NorESM1-M_rcp45(K),tasmax_NorESM1-M_rcp45(K),pr_NorESM1-M_rcp45(mm)"
""
yyyy-mm-dd,tasmin_NorESM1-M_rcp45(K),tasmax_NorESM1-M_rcp45(K),pr_NorESM1-M_rcp45(mm)
2006-01-29,275.718384,283.543152,5.501894
2006-01-30,273.116516,280.201508,4.275950
2006-01-31,273.906403,279.784058,5.239830
2006-02-01,272.520508,285.301208,0.000000
2006-02-02,273.403656,287.111816,0.000000
2006-02-03,278.347382,291.080078,0.000000
2006-02-04,283.507935,297.245300,0.000000
2006-02-05,287.809448,295.489014,0.363198
2006-02-06,287.590515,293.810852,1.502386
2006-02-07,278.463989,289.638458,5.534261
2006-02-08,275.673462,285.678070,0.000000
2006-02-09,282.283142,293.251801,0.000000
2006-02-10,274.665894,286.458710,0.000000
2006-02-11,276.338989,288.921143,0.000000
2006-02-12,278.168304,292.015411,0.000000
2006-02-13,279.115265,292.315979,0.000000
2006-02-14,279.796539,296.578278,0.000000
2006-02-15,280.960236,299.172333,0.000000
2006-02-16,280.951904,300.699127,0.000000
2006-02-17,282.281250,300.040253,0.000000
2006-02-18,278.965576,292.596313,0.000000
2006-02-19,278.273926,291.950256,0.000000
2006-02-20,273.856506,289.652222,0.000000
2006-02-21,277.222260,298.220886,0.000000
2006-02-22,279.442017,295.160950,0.000000
2006-02-23,279.727631,291.480896,0.000000
2006-02-24,278.438629,293.821930,0.000000
2006-02-25,279.450989,295.373657,0.000000
2006-02-26,278.822052,292.004639,0.000000
2006-02-27,278.568512,297.002594,0.000000
2006-02-28,280.060913,297.948517,0.000000
2006-03-01,280.927734,299.136139,0.000000
2006-03-02,282.489014,300.303284,0.000000
2006-03-03,282.690826,295.158630,0.000000
2006-03-04,274.379333,288.255432,11.913159
2006-03-05,268.603088,285.526306,0.000000
2006-03-06,271.590698,291.204254,0.000000
2006-03-07,278.185577,286.099640,0.000000
2006-03-08,281.026459,289.017273,0.000000
2006-03-09,284.647156,294.158600,0.000000
2006-03-10,286.733612,293.896088,0.000000
2006-03-11,286.906708,293.507324,1.879063
2006-03-12,288.280457,295.791779,5.428150
2006-03-13,287.777771,292.744812,1.799040
2006-03-14,285.878418,299.322388,2.377188
2006-03-15,282.585480,298.469788,0.000000
2006-03-16,281.410675,298.477234,0.000000
2006-03-17,283.068268,292.567657,0.000000
2006-03-18,284.436401,294.348389,0.000000
2006-03-19,286.754578,293.106079,0.000000
2006-03-20,287.641754,295.043091,0.000000
2006-03-21,285.976044,301.609680,0.405189
2006-03-22,282.121216,301.026886,0.848241
2006-03-23,283.976257,300.677948,0.000000
2006-03-24,285.994171,304.601562,0.000000
2006-03-25,285.873505,297.105591,0.000000
2006-03-26,285.273621,297.809570,0.000000
2006-03-27,285.459473,301.401520,0.000000
2006-03-28,281.718384,298.799500,0.000000
2006-03-29,281.620056,301.114471,0.000000
2006-03-30,282.660004,295.835693,0.000000
2006-03-31,283.836365,296.754425,0.000000
2006-04-01,284.904358,300.982178,0.000000
2006-04-02,288.499298,302.756317,0.000000
2006-04-03,288.516144,301.507385,0.000000
2006-04-04,290.352081,302.994507,0.000000
2006-04-05,287.575836,304.899200,0.000000
2006-04-06,289.194214,304.399719,0.000000
2006-04-07,290.899658,305.149506,0.000000
2006-04-08,290.811005,305.144501,0.000000
2006-04-09,290.517273,305.607178,0.000000
2006-04-10,293.663025,302.635590,0.000000
2006-04-11,292.576691,301.647766,0.000000
2006-04-12,292.651978,301.906952,0.000000
2006-04-13,292.508484,302.552643,0.000000
2006-04-14,288.060791,298.190765,0.384151
2006-04-15,283.885193,298.162048,0.000000
2006-04-16,283.995880,300.731689,0.000000
2006-04-17,286.888275,302.639435,0.000000
2006-04-18,285.727722,303.369720,0.000000
2006-04-19,286.284760,303.153839,0.000000
2006-04-20,287.133698,303.792175,0.000000
2006-04-21,288.217957,302.631653,0.000000
2006-04-22,292.830811,304.674774,0.000000
2006-04-23,291.733765,302.358612,0.000000
2006-04-24,291.747620,298.438660,9.634027
2006-04-25,291.017761,300.466766,0.000000
2006-04-26,291.472687,298.431824,0.000000
2006-04-27,292.822754,301.297363,0.000000
2006-04-28,293.721344,300.999908,0.000000
2006-04-29,293.991028,301.648407,7.860363
2006-04-30,294.456940,305.705688,0.392487
2006-05-01,293.651642,304.402161,0.000000
2006-05-02,294.984955,303.888489,0.000000
2006-05-03,294.534363,304.328369,2.340915
2006-05-04,294.500214,302.937134,0.000000
2006-05-05,296.100677,302.042114,0.300432
2006-05-06,296.114441,304.606232,0.000000
2006-05-07,295.832703,306.488953,2.105149
2006-05-08,295.148621,308.365112,0.000000
2006-05-09,295.871674,307.537659,1.900947
2006-05-10,294.460541,304.422485,0.000000
2006-05-11,292.965424,303.592072,0.340493
2006-05-12,290.602692,303.955200,0.000000
2006-05-13,292.365417,307.463867,0.000000
2006-05-14,293.750916,306.167816,2.939198
2006-05-15,292.807404,303.766113,0.000000
2006-05-16,287.861969,303.075012,0.000000
2006-05-17,288.749786,304.457916,0.000000
2006-05-18,292.559906,308.269073,0.000000
2006-05-19,293.340607,308.555176,0.000000
2006-05-20,293.161804,308.746277,0.000000
2006-05-21,294.943451,308.502411,0.000000
2006-05-22,296.654358,307.406128,2.727535
2006-05-23,297.486206,307.184845,0.000000
2006-05-24,293.375092,305.985718,0.728473
2006-05-25,294.475677,305.928589,0.000000
2006-05-26,292.146851,308.314087,0.000000
2006-05-27,293.240326,307.751495,0.397557
2006-05-28,293.820801,307.876434,0.000000
2006-05-29,292.272247,308.353668,0.429130
2006-05-30,291.014374,308.200867,1.860693
2006-05-31,292.188049,309.333038,0.000000
2006-06-01,296.486237,309.748779,0.000000
2006-06-02,296.141205,306.560303,77.954453
2006-06-03,296.577057,303.255951,50.515923
2006-06-04,295.895660,305.881775,0.404716
2006-06-05,295.089630,306.377228,0.422878
2006-06-06,297.163208,306.931976,9.248015
2006-06-07,297.464569,305.153259,11.206740
2006-06-08,297.304382,307.786957,1.047666
2006-06-09,297.156647,309.275696,0.000000
2006-06-10,296.274261,308.943237,0.000000
2006-06-11,297.698303,309.057495,0.000000
2006-06-12,298.175598,311.322906,0.000000
2006-06-13,298.624359,313.848877,0.000000
2006-06-14,298.479980,314.001434,0.000000
2006-06-15,297.206909,311.671387,0.000000
2006-06-16,298.281067,311.900024,0.000000
2006-06-17,299.391083,313.250580,0.000000
2006-06-18,298.611298,314.028900,0.000000
2006-06-19,298.078674,314.119171,0.000000
2006-06-20,297.552673,313.279205,0.000000
2006-06-21,297.804352,313.225281,0.000000
2006-06-22,298.457214,312.962982,0.000000
2006-06-23,299.070343,313.032898,0.000000
2006-06-24,298.679047,313.081299,0.000000
2006-06-25,297.375977,312.686127,0.000000
2006-06-26,297.508667,313.852112,0.000000
2006-06-27,297.783356,314.523285,2.536213
2006-06-28,298.563538,313.055603,0.000000
2006-06-29,297.811157,310.484467,0.000000
2006-06-30,298.524811,308.499573,17.279875
2006-07-01,298.664398,309.185760,7.731573
2006-07-02,299.063568,309.666473,1.343645
2006-07-03,298.427979,312.063049,0.000000
2006-07-04,298.275024,312.501465,0.000000
2006-07-05,297.457153,311.114014,0.000000
2006-07-06,297.584045,309.484589,0.000000
2006-07-07,297.485779,309.757263,0.000000
2006-07-08,296.892822,310.967590,0.000000
2006-07-09,296.665955,311.515076,0.000000
2006-07-10,296.792145,311.591614,0.000000
2006-07-11,296.067993,312.142975,0.000000
2006-07-12,296.049622,310.408478,1.389607
2006-07-13,297.031616,308.162750,0.000000
2006-07-14,297.558746,309.875122,0.000000
2006-07-15,297.066132,311.453033,0.000000
2006-07-16,296.777649,312.112396,0.000000
2006-07-17,296.263062,310.756897,0.000000
2006-07-18,295.697144,309.852234,0.000000
2006-07-19,296.625824,310.559021,0.000000
2006-07-20,296.524963,311.632080,0.000000
2006-07-21,295.995667,311.480011,0.000000
2006-07-22,296.534485,311.083588,0.000000
2006-07-23,297.507446,309.915314,0.000000
2006-07-24,297.485535,309.803131,0.000000
2006-07-25,297.445038,309.777374,0.000000
2006-07-26,297.359833,309.249268,0.000000
2006-07-27,297.166321,308.922699,0.000000
2006-07-28,297.003326,309.135956,0.000000
2006-07-29,297.186737,309.849030,0.000000
2006-07-30,297.150116,311.301270,0.000000
2006-07-31,297.901276,311.739502,0.773458
2006-08-01,297.620880,311.260040,0.000000
2006-08-02,296.892883,311.281982,0.000000
2006-08-03,296.145447,311.045105,0.292434
2006-08-04,296.397125,310.559265,0.000000
2006-08-05,297.232941,312.198975,0.000000
2006-08-06,298.276184,312.243988,0.000000
2006-08-07,297.554352,311.190582,0.000000
2006-08-08,297.987030,311.605621,0.000000
2006-08-09,298.554474,312.899933,0.000000
2006-08-10,298.540009,312.328308,0.000000
2006-08-11,296.985352,311.959442,0.000000
2006-08-12,297.105011,311.497437,0.000000
2006-08-13,297.015686,311.847900,0.571445
2006-08-14,298.629639,312.675476,0.000000
2006-08-15,299.171234,312.618927,0.000000
2006-08-16,298.803162,313.406708,0.000000
2006-08-17,300.880371,312.779572,4.881809
2006-08-18,300.535614,310.918304,5.847760
2006-08-19,299.515381,307.840546,4.547245
2006-08-20,298.161957,306.217773,3.036676
2006-08-21,298.411743,306.310608,1.755945
2006-08-22,298.014709,305.604767,4.217438
2006-08-23,297.115723,305.420624,0.618380
2006-08-24,296.483459,305.184723,5.505257
2006-08-25,297.114441,305.031006,2.001917
2006-08-26,296.255981,304.886902,1.847411
2006-08-27,296.183990,305.022003,2.001590
2006-08-28,296.813293,306.056732,1.427458
2006-08-29,297.598999,306.359009,4.125384
2006-08-30,297.252625,304.767456,4.615242
2006-08-31,296.488129,305.580933,0.458504
2006-09-01,296.309113,306.991821,0.000000
2006-09-02,296.428314,307.127197,0.000000
2006-09-03,296.117981,308.328247,0.000000
2006-09-04,296.757568,308.977386,0.000000
2006-09-05,298.036194,308.630768,0.000000
2006-09-06,299.184296,307.842957,0.000000
2006-09-07,297.752747,306.764496,0.000000
2006-09-08,295.797241,306.341522,0.000000
2006-09-09,295.565063,307.095886,0.000000
2006-09-10,295.589355,308.343628,0.000000
2006-09-11,295.823273,308.781097,0.299841
2006-09-12,295.672211,306.842499,2.349003
2006-09-13,293.067535,306.533813,8.777757
2006-09-14,292.774597,303.734192,0.000000
2006-09-15,294.951080,306.031097,0.000000
2006-09-16,295.595154,306.890228,0.000000
2006-09-17,295.596405,305.774567,0.000000
2006-09-18,296.684692,306.116394,8.790427
2006-09-19,296.159607,307.026001,14.940660
2006-09-20,295.741180,305.302277,11.566841
2006-09-21,295.751038,304.993591,3.455564
2006-09-22,296.412476,304.843964,2.793665
2006-09-23,295.383423,303.923706,0.000000
2006-09-24,293.535950,304.451782,0.000000
2006-09-25,293.546265,304.375610,0.000000
2006-09-26,293.424530,304.198242,0.000000
2006-09-27,293.741730,303.769775,0.000000
2006-09-28,295.014893,305.852478,0.306673
2006-09-29,293.567688,305.792969,0.000000
2006-09-30,293.658447,306.063110,0.000000
2006-10-01,293.900818,308.456787,0.000000
2006-10-02,294.636353,308.956573,0.000000
2006-10-03,294.703918,310.890259,0.000000
2006-10-04,294.617859,309.012787,0.000000
2006-10-05,293.126953,307.152344,0.433091
2006-10-06,292.320618,303.096375,2.257145
2006-10-07,287.184448,294.807281,2.476952
2006-10-08,283.256073,283.256073,30.154058
2006-10-09,281.956696,282.170868,19.233879
2006-10-10,284.773254,288.502441,0.000000
2006-10-11,284.351746,292.714447,0.000000
2006-10-12,284.493011,298.892761,0.000000
2006-10-13,282.961212,298.003387,0.000000
2006-10-14,281.559814,298.859711,0.000000
2006-10-15,283.035217,299.735535,0.000000
2006-10-16,287.432983,302.001831,0.000000
2006-10-17,287.512604,301.643524,0.000000
2006-10-18,286.649689,302.923401,0.635252
2006-10-19,287.819214,303.091370,0.000000
2006-10-20,290.192322,305.214905,0.000000
2006-10-21,291.929443,306.404816,0.000000
2006-10-22,292.042023,305.116974,0.000000
2006-10-23,287.013672,299.239227,0.000000
2006-10-24,283.398376,299.373810,0.000000
2006-10-25,282.466736,300.744354,0.000000
2006-10-26,282.010681,302.060120,0.000000
2006-10-27,285.984924,300.929260,0.000000
2006-10-28,288.917053,294.687164,0.381718
2006-10-29,287.197693,294.642120,0.000000
2006-10-30,286.791290,294.217743,0.000000
2006-10-31,287.966156,296.369385,0.000000
2006-11-01,284.465881,299.706818,0.000000
2006-11-02,284.867310,296.473755,0.000000
2006-11-03,285.324738,297.988586,0.000000
2006-11-04,283.260254,299.587860,0.000000
2006-11-05,284.854431,301.447418,0.000000
2006-11-06,285.341644,297.635284,0.000000
2006-11-07,281.318451,299.168152,0.000000
2006-11-08,281.032013,294.768677,0.000000
2006-11-09,279.295013,288.720184,0.000000
2006-11-10,277.637665,293.688904,0.000000
2006-11-11,278.273224,289.503784,0.000000
2006-11-12,279.611389,286.792603,8.959504
2006-11-13,273.834106,282.994385,19.888956
2006-11-14,278.184143,287.391205,1.766662
2006-11-15,278.676941,291.488861,0.000000
2006-11-16,278.086334,297.180695,0.000000
2006-11-17,285.896942,295.266144,0.000000
2006-11-18,286.909454,291.727905,0.728720
2006-11-19,282.087799,289.972870,1.698957
2006-11-20,280.835999,284.699615,12.455753
2006-11-21,277.078156,283.242432,47.862324
2006-11-22,285.050476,295.265900,2.158326
2006-11-23,278.538666,293.352386,0.000000
2006-11-24,277.363708,291.339752,0.000000
2006-11-25,282.444855,290.373383,0.000000
2006-11-26,284.270447,288.589661,0.000000
2006-11-27,279.624603,288.078461,0.000000
2006-11-28,280.085632,288.715057,0.000000
2006-11-29,285.936768,298.854156,0.000000
2006-11-30,287.921021,301.694366,0.000000
2006-12-01,287.893646,299.834015,0.000000
2006-12-02,289.287323,298.599274,0.392175
2006-12-03,290.225769,299.323212,11.627057
2006-12-04,289.574493,301.802795,1.898654
2006-12-05,286.363922,299.153961,0.000000
2006-12-06,287.809174,299.571411,0.000000
2006-12-07,285.283020,293.927795,0.000000
2006-12-08,276.712463,295.276062,0.000000
2006-12-09,277.446808,292.871216,0.000000
2006-12-10,276.347046,288.044952,0.000000
2006-12-11,278.120941,289.423645,0.000000
2006-12-12,283.770844,290.277222,43.061909
2006-12-13,290.881409,293.249664,155.110046
2006-12-14,280.383942,288.912903,8.142622
2006-12-15,279.619629,289.145233,0.000000
2006-12-16,277.235260,291.944550,0.000000
2006-12-17,277.560730,292.657654,0.000000
2006-12-18,277.982544,292.160614,0.000000
2006-12-19,276.796600,293.188293,0.000000
2006-12-20,277.690491,291.712555,0.000000
2006-12-21,277.735748,293.004059,0.000000
2006-12-22,279.060455,297.213806,0.000000
2006-12-23,281.315094,295.786102,0.000000
2006-12-24,276.145325,294.756531,0.000000
2006-12-25,279.512573,297.021790,0.000000
2006-12-26,284.667480,298.982391,0.000000
2006-12-27,288.110809,297.128967,2.090570
2006-12-28,285.960510,294.167847,2.268736
2006-12-29,276.450897,290.884857,0.000000
2006-12-30,276.777740,294.230988,0.000000
2006-12-31,277.061890,292.464752,0.000000
2007-01-01,276.054169,293.475128,0.000000
2007-01-02,276.740295,292.374146,0.000000
2007-01-03,279.916016,290.301849,0.513960
2007-01-04,279.076813,290.643036,0.000000
2007-01-05,281.880188,291.950256,2.610657
2007-01-06,285.991394,293.975677,2.503972
2007-01-07,277.163879,290.362518,0.314340
2007-01-08,275.282776,280.994781,5.782928
2007-01-09,275.122528,287.440094,0.000000
2007-01-10,272.911041,288.438568,0.000000
2007-01-11,273.167389,287.445526,0.000000
2007-01-12,272.708801,288.209412,0.000000
2007-01-13,273.068604,286.502533,0.000000
2007-01-14,274.943787,287.289703,0.000000
2007-01-15,280.493134,292.295197,0.669826
2007-01-16,284.382874,295.281860,0.582395
2007-01-17,282.219513,294.540131,0.000000
2007-01-18,277.878448,293.641388,0.000000
2007-01-19,277.872894,296.479858,0.000000
2007-01-20,284.385162,298.842621,0.387478
2007-01-21,284.014160,297.367432,0.000000
2007-01-22,280.617401,296.761169,0.000000
2007-01-23,284.639801,300.039459,0.000000
2007-01-24,283.374451,299.866394,0.000000
2007-01-25,283.290222,298.731079,0.000000
2007-01-26,288.420441,298.643829,1.427227
2007-01-27,283.210846,299.120483,0.000000
2007-01-28,284.642883,294.402130,2.101762
2007-01-29,284.916901,294.836884,2.668901
2007-01-30,282.627106,294.006500,0.376831
2007-01-31,281.754089,298.178986,0.000000
2007-02-01,284.034546,302.271698,0.000000
2007-02-02,285.169403,304.095490,0.000000
2007-02-03,286.439148,299.099762,0.000000
2007-02-04,285.863129,295.774780,7.059815
2007-02-05,280.714111,296.326019,5.137307
2007-02-06,275.475098,286.428986,0.357015
2007-02-07,274.053223,281.429077,0.791544
2007-02-08,275.000000,278.188873,0.000000
2007-02-09,279.351593,284.119904,13.214331
2007-02-10,277.278137,282.844330,13.280444
2007-02-11,276.362701,289.123047,0.000000
2007-02-12,279.345520,288.930237,5.190942
2007-02-13,284.079102,294.243073,5.151472
2007-02-14,277.725067,290.545807,0.000000
2007-02-15,276.013306,288.803772,0.000000
2007-02-16,273.853851,290.245728,0.000000
2007-02-17,275.636139,293.527588,0.000000
2007-02-18,275.801605,294.950226,0.000000
2007-02-19,277.258942,292.824982,0.000000
2007-02-20,277.821228,294.104309,0.000000
2007-02-21,279.405884,293.875458,0.000000
2007-02-22,280.719238,295.698517,0.000000
2007-02-23,281.964417,297.621155,0.000000
2007-02-24,279.531281,297.059052,0.000000
2007-02-25,279.571716,297.799377,0.000000
2007-02-26,281.131256,298.820099,0.000000
2007-02-27,281.352936,299.630219,0.000000
2007-02-28,281.444916,298.398621,0.000000
2007-03-01,282.773254,296.927155,0.000000
2007-03-02,283.358673,295.999634,0.000000
2007-03-03,282.516632,294.145294,0.000000
2007-03-04,283.233673,290.643066,5.386014
2007-03-05,285.322479,293.519012,3.379753
2007-03-06,281.468536,296.900360,0.334300
2007-03-07,283.244995,298.703796,0.000000
2007-03-08,285.475952,294.788239,5.311506
2007-03-09,283.991333,296.705963,0.000000
2007-03-10,283.908203,297.337463,0.000000
2007-03-11,287.472321,302.131195,0.714572
2007-03-12,285.990082,305.790955,0.000000
2007-03-13,287.656372,301.706909,2.217809
2007-03-14,290.113922,300.614014,3.224718
2007-03-15,291.183228,305.618927,0.000000
2007-03-16,290.644989,304.733490,0.613065
2007-03-17,289.659637,302.720306,0.000000
2007-03-18,291.192627,300.479095,0.000000
2007-03-19,291.895782,299.230408,2.699701
2007-03-20,291.315002,301.739807,0.667157
2007-03-21,291.488831,302.807709,0.000000
2007-03-22,292.113098,305.488495,0.000000
2007-03-23,288.512543,303.240601,0.000000
2007-03-24,287.671143,303.358093,0.000000
2007-03-25,291.410461,302.245697,0.000000
2007-03-26,291.767487,301.481384,0.000000
2007-03-27,292.394043,299.188141,9.546489
2007-03-28,291.953796,297.553558,0.674446
2007-03-29,290.414062,297.635651,2.771568
2007-03-30,289.113495,298.484924,4.775018
2007-03-31,289.159943,301.804810,9.165791
2007-04-01,287.245361,304.849670,0.000000
2007-04-02,286.933441,302.678192,0.000000
2007-04-03,284.915375,303.532349,0.000000
2007-04-04,286.737671,305.566223,0.000000
2007-04-05,289.073792,305.109039,0.000000
2007-04-06,290.357300,304.720703,0.000000
2007-04-07,289.898499,299.706604,11.523722
2007-04-08,281.827881,292.225464,1.730562
2007-04-09,278.714966,291.043854,0.000000
2007-04-10,281.648865,291.584198,0.000000
2007-04-11,285.712067,297.437164,0.000000
2007-04-12,290.086060,300.059631,0.879890
2007-04-13,286.459930,301.750122,10.664568
2007-04-14,282.846283,301.467926,0.000000
2007-04-15,281.982147,296.778198,0.000000
2007-04-16,283.870361,293.557892,0.000000
2007-04-17,286.192200,296.451416,0.000000
2007-04-18,288.678314,295.722229,0.000000
2007-04-19,289.198700,295.607697,0.000000
2007-04-20,291.520782,299.217163,0.356731
2007-04-21,291.015015,303.291870,0.000000
2007-04-22,291.382507,304.053223,0.000000
2007-04-23,288.560303,299.702820,0.322895
2007-04-24,285.069550,299.784119,0.000000
2007-04-25,283.966614,302.010712,0.000000
2007-04-26,284.797302,303.617554,0.000000
2007-04-27,285.825195,305.261292,0.000000
2007-04-28,287.705353,305.140686,0.000000
2007-04-29,287.816803,302.895386,0.000000
2007-04-30,288.363129,302.746857,0.000000
2007-05-01,290.718750,305.386902,5.853025
2007-05-02,292.375610,308.249084,0.000000
2007-05-03,291.950684,309.614136,5.653551
2007-05-04,294.856903,308.418274,14.142796
2007-05-05,295.313599,307.629364,5.748930
2007-05-06,294.387817,303.252136,14.376231
2007-05-07,293.007507,306.354614,2.188141
2007-05-08,294.794495,308.550842,0.000000
2007-05-09,293.588745,305.082550,0.000000
2007-05-10,294.726379,304.412140,0.000000
2007-05-11,293.892395,303.468475,0.000000
2007-05-12,293.555359,304.840820,0.000000
2007-05-13,291.417084,305.871460,0.000000
2007-05-14,292.880096,303.457428,0.621394
2007-05-15,287.053040,303.433655,0.000000
2007-05-16,286.199127,304.271118,0.000000
2007-05-17,287.103973,307.167358,0.000000
2007-05-18,288.599121,306.931610,0.402742
2007-05-19,291.471008,303.242126,0.425842
2007-05-20,292.435120,299.153351,26.847343
2007-05-21,293.875610,302.311523,11.973051
2007-05-22,294.295715,302.593109,3.244817
2007-05-23,294.140717,305.773895,0.000000
2007-05-24,295.272552,305.356567,0.000000
2007-05-25,295.650848,303.972534,1.795083
2007-05-26,295.674408,302.897217,7.066947
2007-05-27,295.859589,303.060333,4.573460
2007-05-28,297.660034,306.555206,1.427829
2007-05-29,296.320160,309.504242,2.016714
2007-05-30,295.946564,310.099731,0.784800
2007-05-31,293.450531,306.971466,20.887253
2007-06-01,295.418701,305.774078,13.963172
2007-06-02,296.083405,307.198639,7.182800
2007-06-03,296.488159,307.808411,5.307847
2007-06-04,296.199585,307.369629,1.018322
2007-06-05,295.586456,307.592102,0.000000
2007-06-06,294.381714,307.834747,0.000000
2007-06-07,294.379120,308.750763,0.000000
2007-06-08,295.656738,309.519379,0.000000
2007-06-09,296.363159,311.819702,0.676229
2007-06-10,296.973511,310.721069,3.493659
2007-06-11,297.441833,311.921173,0.670863
2007-06-12,297.545807,310.182922,4.340833
2007-06-13,297.718506,308.412354,11.698594
2007-06-14,297.203033,304.941650,33.172024
2007-06-15,296.440125,300.738861,29.758419
2007-06-16,295.973053,299.169891,30.051155
2007-06-17,295.808655,302.272919,0.953662
2007-06-18,292.995850,301.577728,0.000000
2007-06-19,292.942352,301.986206,0.000000
2007-06-20,293.902374,302.928131,0.000000
2007-06-21,294.364716,303.831268,0.000000
2007-06-22,294.077240,304.792938,0.000000
2007-06-23,294.609802,307.634125,0.000000
2007-06-24,295.654510,308.901520,0.000000
2007-06-25,295.748993,308.129089,0.000000
2007-06-26,296.121735,306.723480,1.116275
2007-06-27,296.209290,306.196106,0.000000
2007-06-28,296.170959,308.342316,0.000000
2007-06-29,296.649933,309.266266,0.000000
2007-06-30,296.551117,306.585663,0.000000
2007-07-01,296.970367,303.455017,2.467613
2007-07-02,296.693787,304.310120,4.381909
2007-07-03,296.002228,305.153809,0.000000
2007-07-04,295.820648,307.438110,0.000000
2007-07-05,296.549805,308.208160,0.681118
2007-07-06,296.061005,308.438171,0.000000
2007-07-07,296.695801,309.107025,0.000000
2007-07-08,296.583557,309.881134,0.000000
2007-07-09,296.186401,309.934967,0.000000
2007-07-10,295.567383,309.406830,0.000000
2007-07-11,295.530090,308.449036,0.000000
2007-07-12,294.893127,307.350067,0.000000
2007-07-13,294.830261,308.090790,0.000000
2007-07-14,295.370697,308.921875,0.000000
2007-07-15,295.186035,304.043152,4.164962
2007-07-16,295.894928,306.097656,0.000000
2007-07-17,295.585297,307.705475,0.000000
2007-07-18,295.631989,309.599304,0.000000
2007-07-19,295.998199,311.653107,0.000000
2007-07-20,296.776855,312.814758,0.000000
2007-07-21,298.080170,312.435303,0.000000
2007-07-22,297.369171,309.954163,0.000000
2007-07-23,296.888977,309.105743,0.000000
2007-07-24,296.459259,309.713470,0.000000
2007-07-25,296.191864,310.191284,0.000000
2007-07-26,296.557648,309.733215,0.000000
2007-07-27,296.988037,309.960175,0.000000
2007-07-28,297.649658,310.831573,0.682377
2007-07-29,297.709442,312.503540,0.000000
2007-07-30,297.177338,313.380920,0.000000
2007-07-31,296.062958,312.092377,0.000000
2007-08-01,296.079498,311.767334,0.000000
2007-08-02,296.934784,312.803284,0.000000
2007-08-03,295.316772,310.838043,1.106660
2007-08-04,295.490814,308.641479,1.495405
2007-08-05,295.949371,307.404785,3.458144
2007-08-06,297.247467,306.753387,5.312770
2007-08-07,296.639038,306.384705,7.497226
2007-08-08,296.208832,306.978912,0.524642
2007-08-09,295.959167,309.126312,0.000000
2007-08-10,296.983978,309.678192,0.000000
2007-08-11,296.927399,310.266602,0.000000
2007-08-12,297.157806,310.489594,0.000000
2007-08-13,296.100830,309.800781,0.000000
