#Variables:
#tasmin_CanESM2_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CanESM2_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_CanESM2_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CanESM2_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CanESM2_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CanESM2_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CanESM2_rcp85(K),tasmax_CanESM2_rcp85(K),pr_CanESM2_rcp85(mm)"
""
yyyy-mm-dd,tasmin_CanESM2_rcp85(K),tasmax_CanESM2_rcp85(K),pr_CanESM2_rcp85(mm)
2006-10-09,287.362823,301.568542,1.811238
2006-10-10,286.570068,301.605225,0.000000
2006-10-11,286.784424,301.720673,0.000000
2006-10-12,286.645325,302.169525,0.000000
2006-10-13,287.339355,303.896942,0.000000
2006-10-14,288.860840,304.941132,0.000000
2006-10-15,288.212067,304.396240,0.000000
2006-10-16,290.783936,305.332458,0.000000
2006-10-17,291.199005,298.876373,0.000000
2006-10-18,285.250793,296.237976,0.000000
2006-10-19,283.049896,301.663788,0.000000
2006-10-20,287.396515,305.649963,0.000000
2006-10-21,288.485260,305.682556,0.000000
2006-10-22,292.224640,301.218231,0.000000
2006-10-23,292.935852,301.693787,0.000000
2006-10-24,291.213165,296.892792,0.000000
2006-10-25,293.047363,294.369843,3.970380
2006-10-26,290.414581,299.776276,29.356369
2006-10-27,293.339233,299.260986,6.553247
2006-10-28,292.453949,303.603912,0.000000
2006-10-29,285.280121,299.482910,0.359282
2006-10-30,279.601746,294.667725,0.000000
2006-10-31,280.504700,296.052063,0.000000
2006-11-01,283.184723,291.874176,0.000000
2006-11-02,279.774811,292.723663,0.000000
2006-11-03,277.736389,296.927826,0.544661
2006-11-04,278.268646,298.053162,0.000000
2006-11-05,281.168274,298.337280,0.000000
2006-11-06,282.455078,300.581390,0.000000
2006-11-07,283.944977,298.452820,0.000000
2006-11-08,282.462097,293.576874,0.000000
2006-11-09,279.547028,294.714325,0.000000
2006-11-10,282.432312,294.884216,0.000000
2006-11-11,281.129913,298.357666,0.000000
2006-11-12,284.538513,301.068237,0.000000
2006-11-13,288.591064,301.794250,0.000000
2006-11-14,289.426880,304.748291,0.352075
2006-11-15,286.340179,305.167206,0.000000
2006-11-16,281.889740,305.739990,0.000000
2006-11-17,287.362335,306.262024,0.000000
2006-11-18,287.961334,299.948975,0.000000
2006-11-19,289.605560,296.222290,0.000000
2006-11-20,284.743835,294.356476,0.976216
2006-11-21,279.552246,297.492676,0.000000
2006-11-22,287.243988,299.940094,0.000000
2006-11-23,289.591400,298.335693,3.574840
2006-11-24,292.530029,299.037201,29.370047
2006-11-25,278.521027,289.075104,0.000000
2006-11-26,277.227325,292.495575,0.000000
2006-11-27,281.895630,289.388580,0.000000
2006-11-28,277.063080,287.044006,0.000000
2006-11-29,273.181854,290.402954,0.000000
2006-11-30,274.755981,288.608032,0.000000
2006-12-01,276.432892,290.019226,0.000000
2006-12-02,275.816132,287.983612,7.332101
2006-12-03,276.759735,290.102356,0.000000
2006-12-04,279.369415,292.031616,0.000000
2006-12-05,286.226257,298.370300,0.000000
2006-12-06,277.225555,288.226929,0.000000
2006-12-07,267.028351,280.277527,0.000000
2006-12-08,266.852081,280.313538,0.000000
2006-12-09,270.544800,282.721130,0.000000
2006-12-10,271.915314,284.626648,0.000000
2006-12-11,277.009735,280.389313,0.000000
2006-12-12,275.868988,283.511322,22.747265
2006-12-13,278.152313,284.712982,0.531944
2006-12-14,280.958649,287.044220,0.000000
2006-12-15,284.201996,286.813721,0.000000
2006-12-16,277.579407,290.493530,0.000000
2006-12-17,278.940277,289.053162,0.000000
2006-12-18,280.980988,291.996918,0.000000
2006-12-19,281.321808,294.612610,0.000000
2006-12-20,277.699890,290.006287,2.458377
2006-12-21,276.347351,282.002594,0.000000
2006-12-22,273.268250,286.099487,0.000000
2006-12-23,275.746826,283.759094,0.000000
2006-12-24,285.819427,295.186218,31.059893
2006-12-25,284.029541,288.994965,22.433310
2006-12-26,277.477478,285.341309,0.311751
2006-12-27,275.256897,287.578644,0.000000
2006-12-28,274.296112,291.303894,0.000000
2006-12-29,281.134186,288.687286,0.000000
2006-12-30,275.735443,290.427429,0.000000
2006-12-31,275.806580,294.267181,0.000000
2007-01-01,276.938080,294.303162,0.000000
2007-01-02,277.751984,293.584808,0.000000
2007-01-03,282.758667,292.375702,0.000000
2007-01-04,286.001648,293.698120,0.000000
2007-01-05,287.361755,292.792145,0.791579
2007-01-06,287.378632,292.563599,1.188417
2007-01-07,285.733521,291.797760,0.000000
2007-01-08,282.059814,290.638306,14.270383
2007-01-09,283.123016,288.341797,2.968574
2007-01-10,283.510498,293.578949,0.380098
2007-01-11,287.318481,295.116180,4.732500
2007-01-12,283.673950,290.145874,5.469835
2007-01-13,276.731873,290.937439,3.375201
2007-01-14,276.904175,289.390411,0.329479
2007-01-15,274.313385,286.649475,4.330328
2007-01-16,274.461609,291.999542,0.528458
2007-01-17,278.541534,295.376373,0.000000
2007-01-18,279.067841,291.773376,0.000000
2007-01-19,272.824860,280.689880,0.000000
2007-01-20,269.383087,280.583710,0.000000
2007-01-21,269.961609,281.551208,0.000000
2007-01-22,270.011292,282.182770,0.000000
2007-01-23,269.100281,283.355621,0.000000
2007-01-24,270.110779,285.645172,0.000000
2007-01-25,281.116425,292.652252,0.398243
2007-01-26,286.737518,299.545319,1.418460
2007-01-27,280.069916,298.093964,0.000000
2007-01-28,274.878662,289.806671,0.993248
2007-01-29,273.343170,278.420624,0.691446
2007-01-30,275.196106,281.223328,5.975154
2007-01-31,275.929779,284.377899,2.405349
2007-02-01,273.331787,287.594666,0.000000
2007-02-02,285.225159,293.744781,7.385005
2007-02-03,277.311401,289.291412,0.303808
2007-02-04,275.813843,288.971161,0.000000
2007-02-05,282.235229,295.564392,0.000000
2007-02-06,283.633545,299.037445,0.798088
2007-02-07,277.620636,293.693329,0.000000
2007-02-08,275.793976,288.066956,0.000000
2007-02-09,275.143768,291.680511,0.000000
2007-02-10,278.119659,290.344269,0.000000
2007-02-11,277.574982,287.876007,0.672689
2007-02-12,272.742584,278.766449,0.389810
2007-02-13,273.074951,274.834167,2.213425
2007-02-14,273.394531,279.696136,0.000000
2007-02-15,276.088470,288.558105,0.000000
2007-02-16,280.525940,288.601257,0.000000
2007-02-17,285.531281,300.913330,4.393810
2007-02-18,282.632568,296.495697,0.000000
2007-02-19,277.847229,298.962524,0.000000
2007-02-20,279.935364,295.562012,0.000000
2007-02-21,274.540924,288.719788,0.000000
2007-02-22,278.715851,291.640228,0.000000
2007-02-23,285.177399,300.013672,0.454176
2007-02-24,279.963562,295.143616,0.000000
2007-02-25,272.583191,282.597809,0.000000
2007-02-26,269.578583,278.931915,0.000000
2007-02-27,267.931244,286.593109,0.000000
2007-02-28,270.339325,293.313263,0.000000
2007-03-01,278.164764,299.258972,0.000000
2007-03-02,279.152557,301.130066,0.000000
2007-03-03,287.793610,298.111786,0.000000
2007-03-04,287.598755,305.694489,0.294727
2007-03-05,282.992157,305.007965,0.804785
2007-03-06,282.825623,299.350525,0.281697
2007-03-07,279.668457,292.588562,0.336954
2007-03-08,283.410156,294.197418,27.798300
2007-03-09,269.879700,284.618591,0.000000
2007-03-10,278.971466,283.993896,0.000000
2007-03-11,284.130859,288.683624,4.754016
2007-03-12,286.279083,296.663361,1.003891
2007-03-13,288.022217,301.464355,0.000000
2007-03-14,292.775818,304.007446,0.000000
2007-03-15,284.806030,301.188690,0.000000
2007-03-16,279.825653,295.547760,0.000000
2007-03-17,280.637238,290.039307,0.000000
2007-03-18,282.186798,292.366669,0.000000
2007-03-19,283.474579,288.475616,1.025676
2007-03-20,278.010956,287.084930,7.389207
2007-03-21,277.757263,291.767303,0.000000
2007-03-22,280.203064,293.483337,0.000000
2007-03-23,280.817169,294.460938,0.000000
2007-03-24,284.584076,302.676239,0.000000
2007-03-25,289.243134,301.336151,0.000000
2007-03-26,290.202606,303.851807,0.000000
2007-03-27,283.243469,304.668060,0.000000
2007-03-28,289.261322,300.759796,0.873053
2007-03-29,291.945099,303.234192,0.843294
2007-03-30,285.792755,300.865753,0.000000
2007-03-31,286.379028,299.202393,0.000000
2007-04-01,282.322388,293.345886,0.000000
2007-04-02,281.239014,290.694916,0.946108
2007-04-03,278.011871,292.668640,0.000000
2007-04-04,278.780823,297.528381,0.000000
2007-04-05,283.307343,298.389038,0.000000
2007-04-06,288.630035,300.171234,1.359269
2007-04-07,287.810059,293.259796,1.719533
2007-04-08,281.319489,294.532013,0.000000
2007-04-09,281.899597,296.309753,0.000000
2007-04-10,282.109802,299.663086,0.000000
2007-04-11,286.353027,304.245117,0.000000
2007-04-12,290.063965,303.595764,1.202995
2007-04-13,288.391022,303.480988,0.000000
2007-04-14,287.726868,304.629333,0.000000
2007-04-15,288.450684,304.838806,0.000000
2007-04-16,289.608002,303.887390,0.000000
2007-04-17,287.843384,301.279236,0.000000
2007-04-18,287.210541,303.646393,0.000000
2007-04-19,289.460846,306.067657,0.000000
2007-04-20,290.970642,306.813599,0.000000
2007-04-21,291.864380,302.479156,0.000000
2007-04-22,289.539886,299.705109,0.000000
2007-04-23,290.043854,309.384125,0.000000
2007-04-24,291.394379,305.638092,0.000000
2007-04-25,287.653503,304.590576,0.000000
2007-04-26,286.464569,303.272400,0.000000
2007-04-27,287.901428,303.257904,0.000000
2007-04-28,291.330322,306.102173,0.000000
2007-04-29,292.108337,302.382050,0.000000
2007-04-30,286.678558,303.259583,2.690695
2007-05-01,288.479431,300.249878,0.000000
2007-05-02,288.921051,303.764923,0.000000
2007-05-03,291.930176,305.036530,0.000000
2007-05-04,292.772430,304.210785,1.413691
2007-05-05,291.488800,303.597473,15.381610
2007-05-06,293.090607,300.470276,0.000000
2007-05-07,287.442505,302.584473,0.000000
2007-05-08,287.505524,304.188629,0.000000
2007-05-09,289.979156,304.371948,0.000000
2007-05-10,288.326080,305.033966,0.000000
2007-05-11,289.058197,305.457397,0.000000
2007-05-12,290.404358,305.405975,0.000000
2007-05-13,293.554688,304.474762,0.000000
2007-05-14,294.702576,307.454773,0.000000
2007-05-15,295.760040,310.850464,0.000000
2007-05-16,295.653625,309.976532,1.435966
2007-05-17,296.294586,308.716888,0.852568
2007-05-18,296.341797,307.370209,31.687235
2007-05-19,298.185608,307.601532,30.045177
2007-05-20,295.333893,303.679749,5.386995
2007-05-21,294.160156,305.221252,17.936821
2007-05-22,294.180267,306.148102,13.486064
2007-05-23,295.787994,307.372009,0.000000
2007-05-24,296.104309,308.325256,0.000000
2007-05-25,295.650146,306.286102,0.000000
2007-05-26,295.627472,304.626373,0.000000
2007-05-27,295.911530,305.462860,0.000000
2007-05-28,296.292175,307.485535,0.000000
2007-05-29,296.499725,307.420441,0.000000
2007-05-30,296.395569,305.487366,4.045289
2007-05-31,298.072998,310.212341,0.317419
2007-06-01,299.062469,311.134827,2.373780
2007-06-02,298.021790,311.288696,1.260956
2007-06-03,298.812958,311.238983,0.000000
2007-06-04,298.811096,312.711578,1.845013
2007-06-05,299.784607,311.960785,1.680114
2007-06-06,299.664307,310.099213,5.517013
2007-06-07,299.052826,311.148590,0.000000
2007-06-08,298.786163,311.630890,0.000000
2007-06-09,297.241974,309.024994,0.311016
2007-06-10,298.295074,307.793152,1.042321
2007-06-11,298.715027,309.728760,0.294531
2007-06-12,296.525513,309.882324,0.284983
2007-06-13,297.839569,310.967529,0.000000
2007-06-14,298.454315,310.296448,0.758623
2007-06-15,298.415436,309.641174,0.000000
2007-06-16,297.711273,310.812836,3.067082
2007-06-17,298.166809,310.980316,0.000000
2007-06-18,297.444550,311.297974,0.000000
2007-06-19,298.117157,310.586548,0.000000
2007-06-20,298.178406,309.226013,0.000000
2007-06-21,297.544861,309.430725,0.000000
2007-06-22,297.119141,309.949341,0.000000
2007-06-23,296.172760,308.831207,2.177967
2007-06-24,296.540619,307.153717,13.295082
2007-06-25,296.979645,301.684265,26.513004
2007-06-26,295.465851,305.477234,2.263850
2007-06-27,295.068237,305.309662,0.000000
2007-06-28,296.169006,307.417786,0.329824
2007-06-29,296.661743,307.901917,0.000000
2007-06-30,297.186707,309.092224,1.148860
2007-07-01,297.482513,310.602753,0.000000
2007-07-02,297.811432,310.742462,0.000000
2007-07-03,297.884308,310.307587,0.000000
2007-07-04,297.100037,307.727966,0.000000
2007-07-05,297.511810,309.422424,0.000000
2007-07-06,298.149139,309.370178,0.000000
2007-07-07,297.097443,309.166962,0.000000
2007-07-08,297.147705,309.740601,0.000000
2007-07-09,297.818451,309.531982,0.000000
2007-07-10,296.653137,309.326752,0.000000
2007-07-11,296.865845,309.203674,0.000000
2007-07-12,297.223389,310.107574,0.000000
2007-07-13,297.921295,310.001953,0.000000
2007-07-14,297.542267,309.947357,0.000000
2007-07-15,298.754395,309.474609,0.000000
2007-07-16,297.420990,309.886353,0.000000
2007-07-17,297.052551,310.192932,0.000000
2007-07-18,296.820007,309.214020,0.000000
2007-07-19,296.832336,308.863098,0.000000
2007-07-20,297.139252,309.509827,0.000000
2007-07-21,297.440308,308.764923,0.000000
2007-07-22,297.024048,309.264069,1.224193
2007-07-23,297.682770,309.203705,0.315189
2007-07-24,297.796021,306.383911,8.317588
2007-07-25,296.187256,304.011993,8.061218
2007-07-26,292.732391,300.325378,6.047498
2007-07-27,295.666595,305.675903,0.862492
2007-07-28,296.036499,307.161163,0.000000
2007-07-29,297.500153,302.424835,7.645833
2007-07-30,297.190765,307.294983,0.000000
2007-07-31,297.096527,308.114441,0.000000
2007-08-01,297.198608,308.541443,0.000000
2007-08-02,296.433380,308.548431,0.000000
2007-08-03,297.459625,309.182037,0.000000
2007-08-04,297.283813,310.182159,0.000000
2007-08-05,297.462341,309.575348,0.000000
2007-08-06,297.386230,309.249451,0.000000
2007-08-07,298.002930,309.353821,0.000000
2007-08-08,298.092926,310.089417,0.000000
2007-08-09,298.585419,309.892273,6.098855
2007-08-10,298.095734,311.028687,0.000000
2007-08-11,298.103363,310.679718,0.000000
2007-08-12,298.352631,309.660645,2.387169
2007-08-13,299.110779,309.542297,6.049318
2007-08-14,296.901215,308.402344,0.000000
2007-08-15,296.023132,309.242981,0.000000
