#Variables:
#tasmin_HadGEM2-ES365_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-ES365_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-ES365_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-ES365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-ES365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-ES365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-ES365_rcp85(K),tasmax_HadGEM2-ES365_rcp85(K),pr_HadGEM2-ES365_rcp85(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-ES365_rcp85(K),tasmax_HadGEM2-ES365_rcp85(K),pr_HadGEM2-ES365_rcp85(mm)
2006-04-16,286.514648,298.898468,3.187636
2006-04-17,281.217010,298.013275,0.000000
2006-04-18,284.128052,302.207703,0.000000
2006-04-19,288.773926,304.235626,1.115114
2006-04-20,290.599731,302.793213,8.615208
2006-04-21,288.229126,300.340912,0.000000
2006-04-22,285.883820,299.679688,0.000000
2006-04-23,285.199097,301.748077,0.000000
2006-04-24,286.320862,304.755524,0.000000
2006-04-25,288.609436,306.518555,0.000000
2006-04-26,290.378326,304.994690,0.720067
2006-04-27,291.421844,301.686127,0.600970
2006-04-28,292.141937,299.189392,1.699661
2006-04-29,290.740417,299.564789,0.624017
2006-04-30,290.818848,298.903076,0.000000
2006-05-01,291.964539,297.692596,0.000000
2006-05-02,292.500702,297.806732,0.000000
2006-05-03,292.816956,298.782043,0.659176
2006-05-04,293.117065,301.259399,0.000000
2006-05-05,293.053741,301.087494,6.301839
2006-05-06,293.990112,299.877197,22.190546
2006-05-07,294.455322,299.881134,49.558216
2006-05-08,294.546844,299.980743,36.087757
2006-05-09,292.857758,301.284027,19.800438
2006-05-10,293.376099,303.081604,0.000000
2006-05-11,293.048248,304.630402,0.743048
2006-05-12,293.246765,304.402466,5.972356
2006-05-13,293.115143,304.033997,0.000000
2006-05-14,292.306610,305.894409,0.000000
2006-05-15,294.170502,304.127136,0.408943
2006-05-16,294.997040,304.165222,6.235863
2006-05-17,295.754974,305.164001,2.215237
2006-05-18,295.977264,305.883179,0.000000
2006-05-19,295.268982,306.173157,0.000000
2006-05-20,294.525146,305.218567,0.000000
2006-05-21,293.410370,306.533539,0.000000
2006-05-22,293.915222,304.310425,0.000000
2006-05-23,289.719940,302.759094,0.000000
2006-05-24,287.337341,304.011505,0.000000
2006-05-25,287.608734,305.208435,0.000000
2006-05-26,289.403564,307.533386,1.493714
2006-05-27,292.616882,307.224609,0.000000
2006-05-28,294.891327,305.688416,1.672366
2006-05-29,296.609070,305.784241,6.294876
2006-05-30,296.495148,305.833588,11.274349
2006-05-31,296.426025,304.550140,15.496328
2006-06-01,297.567810,306.959595,1.793093
2006-06-02,296.218048,306.995026,0.000000
2006-06-03,295.641083,307.016083,0.669841
2006-06-04,296.220123,306.652771,0.394215
2006-06-05,296.219543,308.580780,0.441892
2006-06-06,297.007629,309.791626,0.000000
2006-06-07,297.602264,309.787384,0.000000
2006-06-08,297.046600,309.288025,0.329442
2006-06-09,296.035767,309.393280,0.000000
2006-06-10,296.413239,310.409882,0.000000
2006-06-11,297.165131,311.089722,0.000000
2006-06-12,296.679260,310.994690,0.000000
2006-06-13,296.007019,311.993317,0.000000
2006-06-14,296.474426,312.992188,0.000000
2006-06-15,296.178802,313.025299,0.000000
2006-06-16,296.268890,312.433685,0.000000
2006-06-17,296.634674,310.746521,0.000000
2006-06-18,297.523987,309.639343,0.369644
2006-06-19,297.093201,309.195862,0.000000
2006-06-20,296.199127,309.716644,0.000000
2006-06-21,295.794403,309.833618,0.000000
2006-06-22,295.873077,310.224640,0.000000
2006-06-23,295.995972,310.799713,0.000000
2006-06-24,295.337555,311.119629,0.000000
2006-06-25,295.374054,310.952698,0.000000
2006-06-26,296.733521,312.900696,0.000000
2006-06-27,298.103973,313.730682,0.000000
2006-06-28,298.697235,314.824768,0.000000
2006-06-29,298.945068,315.059753,0.000000
2006-06-30,299.487915,315.105438,0.000000
2006-07-01,298.860992,313.447754,0.000000
2006-07-02,298.367706,311.253387,0.000000
2006-07-03,298.717712,310.111908,7.156234
2006-07-04,297.697601,306.488922,19.966455
2006-07-05,297.505432,304.453247,54.978840
2006-07-06,298.196991,305.391724,16.996655
2006-07-07,298.753571,305.490875,4.385790
2006-07-08,298.444885,307.587463,3.798366
2006-07-09,297.479187,308.876923,0.474749
2006-07-10,296.820404,309.119385,0.000000
2006-07-11,296.816406,309.227264,0.000000
2006-07-12,296.987946,308.667114,0.000000
2006-07-13,296.765015,308.740936,0.000000
2006-07-14,296.771729,309.045349,0.000000
2006-07-15,296.817688,309.821350,0.000000
2006-07-16,297.191345,310.123627,0.000000
2006-07-17,297.634338,310.595123,0.000000
2006-07-18,297.960175,310.907288,0.000000
2006-07-19,298.199921,310.330811,1.636592
2006-07-20,298.418579,310.344452,0.000000
2006-07-21,298.660736,309.853333,0.000000
2006-07-22,297.618713,310.345795,0.320971
2006-07-23,298.242035,310.345367,0.000000
2006-07-24,297.726532,310.346039,0.000000
2006-07-25,298.248199,309.965851,0.000000
2006-07-26,298.066559,310.344604,0.000000
2006-07-27,297.554352,310.328003,0.000000
2006-07-28,297.123016,310.838623,0.000000
2006-07-29,297.050232,310.920471,0.000000
2006-07-30,296.925293,309.949219,0.000000
2006-07-31,297.799011,310.594635,0.000000
2006-08-01,298.772522,310.013611,0.000000
2006-08-02,297.578369,310.208466,0.000000
2006-08-03,298.303833,309.484711,1.691341
2006-08-04,297.885651,309.972473,0.000000
2006-08-05,297.645477,309.566803,1.788371
2006-08-06,298.389526,309.942749,4.574774
2006-08-07,298.279053,310.446472,0.000000
2006-08-08,297.779816,310.482483,0.000000
2006-08-09,297.002075,310.581238,0.000000
2006-08-10,297.715485,310.799042,0.379768
2006-08-11,297.540283,310.759033,0.000000
2006-08-12,297.497833,311.573151,0.000000
2006-08-13,297.533630,312.331604,0.000000
2006-08-14,298.239960,311.197266,0.000000
2006-08-15,298.281250,310.148193,0.387518
2006-08-16,297.769104,310.353119,0.000000
2006-08-17,298.081116,311.501068,0.000000
2006-08-18,298.811768,312.945557,0.000000
2006-08-19,299.404602,313.930786,0.000000
2006-08-20,298.777283,313.351562,0.000000
2006-08-21,298.750427,313.070160,0.000000
2006-08-22,299.604279,313.154999,0.000000
2006-08-23,299.541840,312.916779,0.000000
2006-08-24,299.062012,312.403473,0.000000
2006-08-25,298.155975,311.389252,0.000000
2006-08-26,298.119476,311.394043,0.000000
2006-08-27,297.682495,310.751526,0.000000
2006-08-28,296.818970,310.218445,0.000000
2006-08-29,294.972748,309.205109,0.000000
2006-08-30,294.904755,309.251923,0.000000
2006-08-31,296.312927,309.913147,0.000000
2006-09-01,297.216370,310.931427,0.000000
2006-09-02,297.502411,312.273224,0.000000
2006-09-03,297.549561,311.641937,0.000000
2006-09-04,297.706268,309.245514,0.545410
2006-09-05,297.861115,308.478088,0.483504
2006-09-06,298.479889,308.530884,0.504869
2006-09-07,298.771118,308.591156,0.763956
2006-09-08,298.262665,308.570953,0.000000
2006-09-09,297.916962,308.657135,0.638519
2006-09-10,297.377686,307.508942,2.477583
2006-09-11,297.225250,307.203400,1.637787
2006-09-12,296.343719,308.505310,0.000000
2006-09-13,295.459839,309.993011,0.000000
2006-09-14,296.605865,311.349426,0.000000
2006-09-15,297.584137,311.733582,0.000000
2006-09-16,297.262787,310.745209,0.000000
2006-09-17,297.416046,309.485565,0.000000
2006-09-18,292.974396,307.789459,0.000000
2006-09-19,288.910156,306.591827,0.000000
2006-09-20,292.023621,308.928345,0.000000
2006-09-21,295.375031,309.276123,0.000000
2006-09-22,295.306152,310.002777,0.000000
2006-09-23,295.853760,311.057739,0.000000
2006-09-24,297.288300,310.748962,0.000000
2006-09-25,298.925507,310.279175,0.000000
2006-09-26,298.329010,310.198853,0.000000
2006-09-27,297.585846,309.615021,0.000000
2006-09-28,297.599152,309.762482,0.000000
2006-09-29,296.642426,309.518890,0.000000
2006-09-30,294.971405,308.993134,0.000000
2006-10-01,294.159424,307.654846,0.000000
2006-10-02,294.419006,307.292419,0.000000
2006-10-03,290.649933,307.890869,0.000000
2006-10-04,290.243011,308.073578,0.000000
2006-10-05,289.905182,307.825745,0.000000
2006-10-06,290.849152,308.231140,0.000000
2006-10-07,290.831116,308.683075,0.000000
2006-10-08,291.912018,309.020569,0.000000
2006-10-09,292.078522,308.810059,0.000000
2006-10-10,292.878265,308.681244,0.000000
2006-10-11,293.431946,308.405548,0.000000
2006-10-12,292.824738,308.383972,0.000000
2006-10-13,291.515747,308.470245,0.000000
2006-10-14,295.088043,308.812469,0.000000
2006-10-15,296.044342,309.344055,0.000000
2006-10-16,295.558014,306.663330,0.579961
2006-10-17,294.644958,307.639099,0.000000
2006-10-18,294.190063,307.780365,0.000000
2006-10-19,295.169647,308.652771,0.000000
2006-10-20,296.294098,308.670502,0.000000
2006-10-21,295.191864,307.639343,0.000000
2006-10-22,294.055237,308.041504,0.000000
2006-10-23,292.781433,307.376190,0.000000
2006-10-24,293.555298,307.309265,0.000000
2006-10-25,293.997955,307.457092,0.000000
2006-10-26,293.410583,307.111755,0.000000
2006-10-27,293.643494,306.650024,0.000000
2006-10-28,293.676361,307.839020,0.000000
2006-10-29,293.315613,306.709991,0.000000
2006-10-30,293.175690,307.678650,0.000000
2006-10-31,292.792908,306.919464,0.000000
2006-11-01,290.630371,304.633057,0.000000
2006-11-02,289.780426,306.146698,0.000000
2006-11-03,293.942322,307.320862,1.621049
2006-11-04,286.729187,305.667053,0.000000
2006-11-05,275.394379,292.006439,0.000000
2006-11-06,276.210754,288.953094,0.000000
2006-11-07,275.893219,294.369019,0.000000
2006-11-08,274.609863,298.266602,0.000000
2006-11-09,280.650879,301.286652,0.000000
2006-11-10,286.821686,303.123138,0.000000
2006-11-11,278.855804,300.478882,0.000000
2006-11-12,273.486877,286.948578,0.000000
2006-11-13,271.698090,284.532288,0.000000
2006-11-14,272.067780,288.254333,0.000000
2006-11-15,273.224518,290.254791,0.000000
2006-11-16,275.474091,291.915192,0.000000
2006-11-17,283.365265,298.072937,0.000000
2006-11-18,289.006409,301.876862,0.401776
2006-11-19,290.964264,303.502594,0.000000
2006-11-20,290.784271,303.396332,0.000000
2006-11-21,285.842529,302.433380,1.177438
2006-11-22,278.223663,294.167175,5.103608
2006-11-23,274.364319,288.401581,0.000000
2006-11-24,273.481079,293.055054,0.000000
2006-11-25,276.458008,296.528778,0.000000
2006-11-26,279.273560,299.747528,0.000000
2006-11-27,284.142456,300.111877,0.000000
2006-11-28,287.309235,299.973755,0.000000
2006-11-29,287.167114,300.841766,0.000000
2006-11-30,282.669189,297.102631,0.000000
2006-12-01,281.201691,294.385071,0.000000
2006-12-02,286.420746,298.566742,1.917473
2006-12-03,287.540009,302.098816,0.785374
2006-12-04,287.966248,301.955841,1.256908
2006-12-05,286.099060,299.396362,0.000000
2006-12-06,276.479462,298.375122,0.000000
2006-12-07,278.886871,298.325500,0.000000
2006-12-08,281.605865,298.823517,0.000000
2006-12-09,277.416229,300.040344,0.000000
2006-12-10,278.465271,300.263733,0.000000
2006-12-11,278.367340,297.639069,0.000000
2006-12-12,276.989136,300.063141,0.000000
2006-12-13,280.602814,301.508759,0.000000
2006-12-14,285.647003,300.500824,0.000000
2006-12-15,288.973206,301.157288,0.000000
2006-12-16,288.596771,301.512299,0.929045
2006-12-17,277.475128,297.591217,1.378081
2006-12-18,273.941956,283.176208,0.000000
2006-12-19,276.378174,285.341217,0.000000
2006-12-20,279.230255,287.326660,0.000000
2006-12-21,280.351501,293.376709,0.000000
2006-12-22,284.171448,298.190277,0.000000
2006-12-23,282.964600,291.907806,1.663248
2006-12-24,280.373688,285.589417,23.306469
2006-12-25,273.938812,278.256744,18.002693
2006-12-26,266.282074,274.909790,0.000000
2006-12-27,271.516724,282.973480,0.000000
2006-12-28,279.452515,291.640350,1.196481
2006-12-29,284.517517,292.009521,7.570343
2006-12-30,278.276855,291.214844,0.763032
2006-12-31,286.937500,296.270844,0.791466
2007-01-01,287.166687,295.251709,2.507648
2007-01-02,279.728149,292.314545,4.719896
2007-01-03,274.703705,286.972809,0.000000
2007-01-04,270.586090,286.018188,0.000000
2007-01-05,277.982086,291.792175,0.000000
2007-01-06,266.013824,288.712311,0.000000
2007-01-07,263.185913,270.852722,0.547029
2007-01-08,260.375031,269.942383,0.000000
2007-01-09,263.268463,272.383850,0.000000
2007-01-10,265.406342,281.153229,0.000000
2007-01-11,271.301605,281.758087,0.000000
2007-01-12,274.123688,281.703125,0.000000
2007-01-13,277.157837,284.046112,0.000000
2007-01-14,276.759155,289.598602,0.000000
2007-01-15,281.136444,294.875488,0.000000
2007-01-16,278.889160,294.259583,0.000000
2007-01-17,276.800812,288.515259,0.000000
2007-01-18,274.867950,281.627136,1.583119
2007-01-19,277.524506,282.941681,14.976681
2007-01-20,274.126160,276.493256,13.830041
2007-01-21,273.882996,280.798523,0.000000
2007-01-22,274.439697,284.757568,0.000000
2007-01-23,277.253448,285.732452,0.000000
2007-01-24,277.600616,284.318848,0.622546
2007-01-25,279.063416,284.741028,5.556342
2007-01-26,280.480286,285.794403,5.537804
2007-01-27,280.679749,288.755859,7.313092
2007-01-28,281.209808,293.340088,0.000000
2007-01-29,281.078552,293.491638,0.000000
2007-01-30,277.584106,289.664185,0.000000
2007-01-31,272.858063,284.679504,0.000000
2007-02-01,272.291748,286.541718,0.000000
2007-02-02,272.946991,289.106537,0.000000
2007-02-03,276.872192,291.954193,0.000000
2007-02-04,276.379211,292.036285,0.000000
2007-02-05,265.462097,279.074310,0.000000
2007-02-06,261.056732,273.144257,0.000000
2007-02-07,265.357605,279.567047,0.000000
2007-02-08,273.486694,287.001862,0.000000
2007-02-09,280.177094,292.929443,0.512995
2007-02-10,284.628021,296.832245,1.173832
2007-02-11,286.903015,294.617767,5.865278
2007-02-12,290.655273,296.650604,10.255752
2007-02-13,290.579803,300.250122,1.982074
2007-02-14,283.573944,296.233734,0.961431
2007-02-15,275.951141,288.973175,1.179656
2007-02-16,277.754669,287.893799,0.431292
2007-02-17,278.096680,288.632935,1.178234
2007-02-18,274.121765,284.478271,2.882208
2007-02-19,274.069794,279.013367,0.337901
2007-02-20,275.764679,280.490021,0.000000
2007-02-21,277.751678,282.484131,0.000000
2007-02-22,278.300781,287.739014,0.000000
2007-02-23,280.159027,290.984131,0.000000
2007-02-24,280.096710,289.874939,0.000000
2007-02-25,277.215027,287.745728,0.000000
2007-02-26,278.122253,286.400116,0.000000
2007-02-27,276.157684,283.173248,0.000000
2007-02-28,277.612000,284.410278,0.000000
2007-03-01,278.738312,285.265472,1.678316
2007-03-02,279.948059,284.646362,4.874337
2007-03-03,282.477020,290.741364,0.383821
2007-03-04,283.952484,296.475067,0.000000
2007-03-05,285.531311,294.801331,0.000000
2007-03-06,283.659637,293.807495,8.493935
2007-03-07,286.644196,290.806732,18.838295
2007-03-08,285.950348,296.737183,0.000000
2007-03-09,286.805573,296.580414,0.000000
2007-03-10,287.173126,294.299622,0.000000
2007-03-11,288.046417,293.515045,1.283889
2007-03-12,288.669373,295.731506,0.000000
2007-03-13,289.233246,294.889862,0.000000
2007-03-14,289.232880,299.886810,4.291924
2007-03-15,281.933228,297.230652,0.000000
2007-03-16,283.268738,298.222260,0.000000
2007-03-17,286.667480,301.001526,0.000000
2007-03-18,288.598297,299.036987,0.000000
2007-03-19,287.194275,296.403992,0.000000
2007-03-20,284.419342,292.474945,0.000000
2007-03-21,288.427216,298.246399,2.182886
2007-03-22,289.129639,302.661591,2.214098
2007-03-23,289.499451,304.347687,0.000000
2007-03-24,290.030334,304.544128,0.000000
2007-03-25,290.257233,302.089813,0.444421
2007-03-26,288.970764,298.366577,1.126627
2007-03-27,289.956146,299.639801,6.145472
2007-03-28,287.845978,299.528564,7.493073
2007-03-29,284.826965,292.624420,4.906455
2007-03-30,283.669342,293.590881,1.588124
2007-03-31,284.870667,294.566040,0.000000
2007-04-01,283.074005,295.562103,0.000000
2007-04-02,285.696686,295.168549,0.000000
2007-04-03,289.069672,293.954773,2.022559
2007-04-04,285.637115,292.941803,0.000000
2007-04-05,282.927246,292.230499,0.000000
2007-04-06,284.146545,291.378113,0.000000
2007-04-07,286.490173,300.217072,0.319367
2007-04-08,286.985535,305.650177,0.000000
2007-04-09,286.486694,306.909882,0.000000
2007-04-10,288.916473,305.280090,0.000000
2007-04-11,284.820496,298.998688,0.000000
2007-04-12,281.015778,298.802368,0.000000
2007-04-13,282.023865,300.356323,0.000000
2007-04-14,283.312531,302.312469,0.000000
2007-04-15,286.167877,302.869232,0.000000
2007-04-16,289.370514,305.527802,0.000000
2007-04-17,290.069214,307.300629,0.000000
2007-04-18,289.146515,306.469757,0.000000
2007-04-19,287.811066,304.687225,0.000000
2007-04-20,286.003418,300.016357,0.000000
2007-04-21,284.926849,296.149750,0.000000
2007-04-22,286.520935,296.830231,0.000000
2007-04-23,287.675598,294.780060,0.000000
2007-04-24,288.813507,298.925964,0.000000
2007-04-25,288.900665,304.235077,0.000000
2007-04-26,289.113953,306.009857,0.000000
2007-04-27,291.124969,306.914520,0.000000
2007-04-28,290.777283,304.797668,0.000000
2007-04-29,289.163361,303.140717,0.743239
2007-04-30,289.141296,305.396149,0.377183
2007-05-01,291.294312,303.557434,0.000000
2007-05-02,291.143524,301.647980,0.000000
2007-05-03,292.658234,303.355408,0.000000
2007-05-04,293.590973,305.212769,0.000000
2007-05-05,294.180908,304.047150,0.413352
2007-05-06,295.087006,304.658508,11.939691
2007-05-07,296.051697,303.202057,17.194933
2007-05-08,295.054962,300.575378,20.924339
2007-05-09,290.668732,297.708344,0.000000
2007-05-10,284.828400,296.033020,0.000000
2007-05-11,285.327637,298.968475,0.000000
2007-05-12,287.918427,300.901825,0.000000
2007-05-13,290.305969,300.950989,0.000000
2007-05-14,291.281281,300.052795,0.000000
2007-05-15,293.355286,303.772888,0.000000
2007-05-16,294.650482,305.222382,0.592795
2007-05-17,294.401306,309.286133,0.000000
2007-05-18,293.020966,310.325104,0.000000
2007-05-19,294.738281,309.117340,0.000000
2007-05-20,294.947693,305.953644,4.064374
2007-05-21,294.570496,299.903809,3.850574
2007-05-22,295.483154,304.460754,6.419218
2007-05-23,293.528625,304.988922,6.234986
2007-05-24,291.642914,306.236847,0.000000
2007-05-25,293.822083,309.489197,0.000000
2007-05-26,294.583923,309.753754,0.000000
2007-05-27,296.552490,309.716400,0.000000
2007-05-28,298.670685,309.221527,3.771170
2007-05-29,295.179016,306.117462,22.604509
2007-05-30,296.275543,305.199890,0.819789
2007-05-31,295.595459,307.675201,0.000000
2007-06-01,295.875824,307.614502,0.000000
2007-06-02,295.087463,307.292664,0.000000
2007-06-03,295.445557,308.101959,0.000000
2007-06-04,296.210815,308.512360,1.452117
2007-06-05,296.748749,309.957581,0.366766
2007-06-06,296.416016,310.146423,0.000000
2007-06-07,296.118073,309.077332,2.290152
2007-06-08,295.376526,309.787750,0.000000
2007-06-09,297.615021,308.036377,0.000000
2007-06-10,296.679138,306.012177,17.929220
2007-06-11,295.199738,307.159943,27.883183
2007-06-12,297.931488,305.386566,13.660638
2007-06-13,298.115601,303.937256,15.553355
2007-06-14,296.327972,305.702393,2.897384
2007-06-15,295.519806,306.461029,0.000000
2007-06-16,295.013824,307.082733,0.000000
2007-06-17,295.565918,308.771942,0.000000
2007-06-18,295.764771,309.570038,0.000000
2007-06-19,296.270355,309.600098,0.000000
2007-06-20,297.072144,310.530090,1.312841
2007-06-21,298.561127,311.272339,0.000000
2007-06-22,299.078217,310.959106,0.000000
2007-06-23,299.412903,310.412720,0.000000
2007-06-24,298.451630,309.702087,0.000000
2007-06-25,297.395386,310.004883,0.000000
2007-06-26,297.646606,310.667297,0.000000
2007-06-27,298.695160,310.421509,0.512811
2007-06-28,298.569977,310.250092,0.000000
2007-06-29,299.033447,309.929321,0.000000
2007-06-30,299.393463,310.066071,0.000000
2007-07-01,297.879517,309.965759,0.000000
2007-07-02,296.769287,310.347961,0.000000
2007-07-03,296.977722,310.188599,2.800320
2007-07-04,297.149963,309.829224,0.000000
2007-07-05,297.160004,309.979980,0.000000
2007-07-06,297.726044,311.327850,0.000000
2007-07-07,298.287354,311.566925,0.000000
2007-07-08,298.106171,310.583496,0.000000
2007-07-09,297.305695,309.973694,0.000000
2007-07-10,297.551483,310.205963,0.000000
2007-07-11,298.197388,310.589813,0.000000
2007-07-12,297.686218,311.428711,0.000000
2007-07-13,297.365997,310.802490,0.000000
2007-07-14,297.159241,310.017883,0.000000
2007-07-15,297.522614,311.919373,0.000000
2007-07-16,297.650452,312.402161,0.000000
2007-07-17,298.418884,312.251801,0.000000
2007-07-18,298.653748,311.859985,0.000000
2007-07-19,298.465393,311.662231,0.000000
2007-07-20,298.375305,312.383026,0.000000
2007-07-21,298.247223,312.539307,0.000000
2007-07-22,298.334747,312.359314,0.000000
2007-07-23,298.965942,312.212341,0.000000
2007-07-24,298.584473,312.187531,0.000000
2007-07-25,298.849640,312.460114,0.000000
2007-07-26,298.231628,312.357910,0.000000
2007-07-27,299.254272,312.321777,0.000000
2007-07-28,299.501221,312.326630,0.000000
2007-07-29,298.903809,311.389435,0.000000
2007-07-30,299.017578,310.804382,1.708211
2007-07-31,298.406647,310.788086,0.460551
2007-08-01,299.232147,310.779541,0.729757
2007-08-02,298.954315,311.664001,0.000000
2007-08-03,299.669189,313.051910,0.000000
2007-08-04,299.813721,313.207397,0.000000
2007-08-05,299.503876,312.754852,0.000000
2007-08-06,298.600372,312.278198,0.000000
2007-08-07,298.284790,312.333466,0.000000
2007-08-08,298.080444,312.530701,0.000000
2007-08-09,298.891541,313.082336,0.000000
