#Variables:
#tasmin_CSIRO-Mk3-6-0_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CSIRO-Mk3-6-0_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_CSIRO-Mk3-6-0_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CSIRO-Mk3-6-0_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CSIRO-Mk3-6-0_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CSIRO-Mk3-6-0_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_rcp85(K),tasmax_CSIRO-Mk3-6-0_rcp85(K),pr_CSIRO-Mk3-6-0_rcp85(mm)"
""
yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_rcp85(K),tasmax_CSIRO-Mk3-6-0_rcp85(K),pr_CSIRO-Mk3-6-0_rcp85(mm)
2006-02-18,281.474274,298.524811,0.000000
2006-02-19,285.279114,303.356873,0.000000
2006-02-20,281.551849,301.460571,0.000000
2006-02-21,280.990173,298.510681,0.000000
2006-02-22,283.948578,295.344360,4.204864
2006-02-23,286.306793,298.578125,4.314116
2006-02-24,279.651123,294.932892,0.000000
2006-02-25,280.712219,290.916046,0.000000
2006-02-26,283.939056,295.235931,1.853954
2006-02-27,279.362061,299.067352,0.000000
2006-02-28,283.377991,298.839935,0.000000
2006-03-01,287.082703,295.749023,1.758328
2006-03-02,288.678436,291.937866,1.312555
2006-03-03,289.214783,293.701843,0.454320
2006-03-04,287.332275,296.315186,0.000000
2006-03-05,288.416107,297.781647,0.000000
2006-03-06,290.192108,295.667084,0.000000
2006-03-07,290.568909,299.684845,0.000000
2006-03-08,290.488129,299.717041,0.000000
2006-03-09,289.024384,298.800903,7.612838
2006-03-10,272.198975,291.219208,0.000000
2006-03-11,269.468903,290.207367,0.000000
2006-03-12,276.387726,296.056183,0.000000
2006-03-13,282.398163,298.421509,0.000000
2006-03-14,286.184723,298.416931,1.188727
2006-03-15,289.439331,297.999207,5.060064
2006-03-16,290.210754,297.918152,2.580460
2006-03-17,291.011993,301.199677,9.759993
2006-03-18,281.572266,302.281921,1.024957
2006-03-19,279.947815,298.673706,0.000000
2006-03-20,277.203461,287.982574,0.000000
2006-03-21,278.043060,294.308899,0.000000
2006-03-22,282.418640,300.179169,0.000000
2006-03-23,287.137360,303.427338,0.000000
2006-03-24,289.762512,301.994690,0.000000
2006-03-25,291.283722,304.248260,0.000000
2006-03-26,287.550262,303.527039,0.000000
2006-03-27,285.524414,304.148712,0.000000
2006-03-28,285.576202,304.668671,0.000000
2006-03-29,286.720703,305.106537,0.000000
2006-03-30,287.998871,305.029968,0.000000
2006-03-31,288.332703,304.473511,0.000000
2006-04-01,287.770294,299.951721,0.000000
2006-04-02,288.784668,295.961609,0.891474
2006-04-03,288.689087,292.083862,15.898427
2006-04-04,289.000366,296.400055,4.535956
2006-04-05,288.721527,304.012238,0.000000
2006-04-06,289.879761,304.922058,0.000000
2006-04-07,289.918884,304.301300,0.000000
2006-04-08,292.114594,303.165863,16.018515
2006-04-09,283.354187,295.958008,14.935209
2006-04-10,281.712524,295.711945,0.401532
2006-04-11,284.072815,294.703430,0.000000
2006-04-12,282.422485,297.666626,0.000000
2006-04-13,287.532867,298.878906,0.000000
2006-04-14,289.523529,299.684296,0.000000
2006-04-15,288.968231,298.840424,0.000000
2006-04-16,289.621399,298.605194,0.000000
2006-04-17,289.290009,300.152893,0.000000
2006-04-18,289.586578,299.302643,0.000000
2006-04-19,289.580261,298.818848,0.000000
2006-04-20,290.006470,300.375092,0.674316
2006-04-21,290.288269,303.608307,2.363635
2006-04-22,287.262238,305.119263,0.000000
2006-04-23,289.716675,304.440674,0.000000
2006-04-24,290.350525,303.126007,0.000000
2006-04-25,289.292114,304.903717,0.000000
2006-04-26,289.673004,304.958954,0.000000
2006-04-27,289.292816,304.014069,0.000000
2006-04-28,289.539307,302.523743,0.000000
2006-04-29,283.021881,298.726959,0.000000
2006-04-30,287.601105,303.067871,0.000000
2006-05-01,286.785400,305.999237,0.000000
2006-05-02,291.230255,305.764130,3.978542
2006-05-03,289.651794,308.419800,0.000000
2006-05-04,293.947937,308.405762,3.272982
2006-05-05,294.785095,305.951111,22.388813
2006-05-06,288.867432,301.457336,15.497498
2006-05-07,284.589447,297.881561,0.000000
2006-05-08,286.094666,303.262329,0.000000
2006-05-09,292.960052,302.971161,0.000000
2006-05-10,293.934357,307.004181,0.000000
2006-05-11,293.969208,306.262665,0.000000
2006-05-12,292.918427,304.695557,0.000000
2006-05-13,291.726471,304.781189,0.000000
2006-05-14,288.964996,305.450684,0.000000
2006-05-15,288.842346,306.442078,0.000000
2006-05-16,287.879028,304.343628,0.000000
2006-05-17,289.283905,303.345856,0.000000
2006-05-18,290.765778,303.151672,0.000000
2006-05-19,292.302063,303.291443,4.800542
2006-05-20,294.133331,301.650482,1.639068
2006-05-21,293.936920,302.677765,0.677253
2006-05-22,293.877899,304.507904,1.104861
2006-05-23,294.516388,305.380524,8.848674
2006-05-24,294.866150,305.629303,9.934558
2006-05-25,295.089050,306.990417,0.000000
2006-05-26,293.735535,304.587006,0.000000
2006-05-27,293.080688,303.313049,0.817502
2006-05-28,295.397644,304.295105,0.000000
2006-05-29,294.656464,307.015106,0.000000
2006-05-30,295.655457,307.202789,0.000000
2006-05-31,296.233795,305.746277,5.649613
2006-06-01,296.584961,306.356781,1.313428
2006-06-02,294.941895,302.062134,25.451609
2006-06-03,294.743500,299.663147,21.987345
2006-06-04,294.982361,302.553802,1.417780
2006-06-05,296.341492,304.665985,1.028951
2006-06-06,296.828674,303.982666,0.000000
2006-06-07,295.392792,303.865540,1.291172
2006-06-08,294.397430,301.493713,6.629621
2006-06-09,294.736450,300.144531,12.937718
2006-06-10,293.418671,299.063690,14.368936
2006-06-11,296.005554,304.600464,1.324531
2006-06-12,296.955688,305.992462,1.088299
2006-06-13,296.592041,307.244720,0.000000
2006-06-14,296.123352,307.039429,0.000000
2006-06-15,295.258911,306.483765,0.000000
2006-06-16,295.834412,308.065582,0.000000
2006-06-17,296.848083,309.210632,0.000000
2006-06-18,297.541077,309.577606,0.000000
2006-06-19,297.445282,309.633453,0.000000
2006-06-20,296.789062,308.981049,0.000000
2006-06-21,296.189789,308.190674,0.000000
2006-06-22,296.651367,308.383728,0.000000
2006-06-23,297.001404,307.856049,1.014358
2006-06-24,296.944061,307.301300,2.977175
2006-06-25,297.655640,307.789398,0.000000
2006-06-26,297.882050,308.760681,0.974813
2006-06-27,297.993408,308.856293,0.000000
2006-06-28,298.267029,308.595428,0.000000
2006-06-29,297.803162,307.826843,0.416478
2006-06-30,296.796997,309.025177,0.431642
2006-07-01,297.331879,308.743256,0.000000
2006-07-02,297.151031,308.917877,0.000000
2006-07-03,297.672913,309.739044,0.992683
2006-07-04,297.798859,310.453430,1.261316
2006-07-05,297.217590,309.142517,0.000000
2006-07-06,296.557556,308.433167,0.000000
2006-07-07,296.367920,308.917816,0.000000
2006-07-08,297.255341,308.919891,0.000000
2006-07-09,297.967773,309.117065,0.000000
2006-07-10,297.401337,308.879303,0.000000
2006-07-11,297.405762,308.906311,0.000000
2006-07-12,297.539551,308.471344,0.000000
2006-07-13,296.798798,304.814087,5.450960
2006-07-14,296.325806,301.597687,26.741558
2006-07-15,296.293762,305.479431,0.557422
2006-07-16,295.934845,307.053040,0.000000
2006-07-17,295.605286,309.128601,0.000000
2006-07-18,296.184845,310.883820,0.000000
2006-07-19,296.713135,312.939362,0.000000
2006-07-20,298.094635,311.055725,5.020684
2006-07-21,297.489624,308.601410,0.000000
2006-07-22,296.462280,308.680298,0.000000
2006-07-23,297.360229,310.365662,0.000000
2006-07-24,298.137787,313.002899,0.526717
2006-07-25,299.119263,313.704590,0.000000
2006-07-26,299.158875,313.948059,0.000000
2006-07-27,298.186249,314.335754,0.000000
2006-07-28,299.873688,315.202484,0.000000
2006-07-29,301.844513,315.241852,3.527107
2006-07-30,302.799316,315.557739,0.000000
2006-07-31,299.904694,313.693817,0.731450
2006-08-01,299.002747,313.778778,0.000000
2006-08-02,298.256958,311.579620,0.000000
2006-08-03,297.497589,310.827148,0.000000
2006-08-04,296.720886,310.231750,0.000000
2006-08-05,297.553040,309.685394,0.000000
2006-08-06,298.534546,310.988098,0.405781
2006-08-07,298.471710,307.937500,0.000000
2006-08-08,297.722321,306.876404,3.741772
2006-08-09,297.586670,308.892242,3.366395
2006-08-10,296.890076,309.461578,0.000000
2006-08-11,297.966431,310.771362,2.357177
2006-08-12,298.242310,312.295807,0.000000
2006-08-13,301.701477,313.199829,7.004013
2006-08-14,300.014282,311.002686,15.291280
2006-08-15,298.944092,308.555573,67.369682
2006-08-16,297.669769,303.393951,185.615723
2006-08-17,297.380859,304.563995,31.003866
2006-08-18,295.951141,302.743988,4.540916
2006-08-19,295.254730,302.957306,0.000000
2006-08-20,295.054321,303.968079,0.000000
2006-08-21,293.339630,304.578522,0.000000
2006-08-22,291.340576,305.731354,0.000000
2006-08-23,294.153687,304.205933,0.000000
2006-08-24,294.460724,304.593292,6.716420
2006-08-25,296.674744,306.320862,7.882805
2006-08-26,296.486053,304.831177,0.000000
2006-08-27,296.608673,303.917664,3.027103
2006-08-28,294.440918,301.733398,15.561328
2006-08-29,294.365082,302.985596,1.687882
2006-08-30,293.538788,304.781128,0.000000
2006-08-31,293.669403,306.581360,0.000000
2006-09-01,295.341187,306.328888,2.150229
2006-09-02,294.775116,306.123993,0.000000
2006-09-03,294.525208,304.940735,3.984067
2006-09-04,294.964905,304.253479,3.277549
2006-09-05,295.248047,306.438416,0.827225
2006-09-06,295.909241,307.350098,0.000000
2006-09-07,295.676849,307.387939,0.000000
2006-09-08,295.607147,308.362610,0.000000
2006-09-09,296.570251,308.354614,0.000000
2006-09-10,296.607819,307.109680,0.000000
2006-09-11,295.581085,307.799316,0.000000
2006-09-12,295.802399,308.358429,0.913183
2006-09-13,296.725983,308.091370,0.571212
2006-09-14,296.939880,306.462555,0.576427
2006-09-15,296.139679,307.662750,0.366408
2006-09-16,296.433289,305.919830,1.074096
2006-09-17,295.324402,305.554199,4.583471
2006-09-18,295.412994,304.815063,0.000000
2006-09-19,294.377838,302.680603,0.000000
2006-09-20,290.369232,298.348541,0.000000
2006-09-21,287.408295,298.351074,0.000000
2006-09-22,285.503235,300.973389,0.000000
2006-09-23,288.080872,303.853455,0.000000
2006-09-24,289.748535,304.023041,3.038496
2006-09-25,292.662720,304.068909,5.456718
2006-09-26,288.365967,304.525391,0.000000
2006-09-27,287.774963,304.840973,0.000000
2006-09-28,292.995850,306.087616,0.000000
2006-09-29,292.700897,306.454620,0.000000
2006-09-30,292.703552,308.043701,0.000000
2006-10-01,293.421143,308.128021,0.000000
2006-10-02,295.597382,310.042999,2.914449
2006-10-03,296.938232,310.285980,0.000000
2006-10-04,296.702972,306.371246,26.201643
2006-10-05,295.296295,305.271088,1.784954
2006-10-06,287.656738,306.121643,0.000000
2006-10-07,290.652649,305.271881,9.200562
2006-10-08,292.917145,302.595062,8.591726
2006-10-09,294.942810,308.275482,0.000000
2006-10-10,294.051270,309.030762,0.000000
2006-10-11,288.824738,305.389221,0.000000
2006-10-12,288.782227,302.668854,0.000000
2006-10-13,294.542664,309.920410,0.000000
2006-10-14,295.053253,310.340546,0.000000
2006-10-15,296.678131,308.669434,0.919420
2006-10-16,294.387695,307.461365,5.687556
2006-10-17,287.941864,303.104431,37.764614
2006-10-18,281.227386,289.740417,31.285542
2006-10-19,283.559845,291.693878,0.000000
2006-10-20,288.231140,301.328522,0.000000
2006-10-21,292.489563,302.730743,0.000000
2006-10-22,279.861176,298.355103,0.000000
2006-10-23,283.342224,287.842743,8.135386
2006-10-24,282.044250,288.357269,0.757314
2006-10-25,281.713531,294.777893,0.000000
2006-10-26,282.005005,292.962158,0.000000
2006-10-27,282.154724,294.503998,0.000000
2006-10-28,286.389954,300.225861,0.000000
2006-10-29,286.513824,300.099304,0.000000
2006-10-30,286.000488,299.463135,0.000000
2006-10-31,285.010590,299.898956,0.000000
2006-11-01,286.145935,300.420532,0.000000
2006-11-02,287.701935,300.701965,0.000000
2006-11-03,288.243683,303.468262,0.000000
2006-11-04,286.242126,300.636292,0.000000
2006-11-05,283.994720,296.781647,0.000000
2006-11-06,287.057404,297.335999,0.000000
2006-11-07,288.027832,296.570404,0.765214
2006-11-08,281.975189,292.888336,0.685726
2006-11-09,283.209595,289.657990,0.000000
2006-11-10,280.015442,295.127472,0.000000
2006-11-11,285.255035,294.949371,0.000000
2006-11-12,281.629364,300.414459,0.000000
2006-11-13,285.289581,299.599640,0.000000
2006-11-14,285.423065,301.066071,0.000000
2006-11-15,288.714539,303.775848,0.000000
2006-11-16,284.962677,300.737549,0.000000
2006-11-17,280.759552,299.976257,0.802932
2006-11-18,283.413239,300.732971,0.000000
2006-11-19,287.555450,305.010681,0.000000
2006-11-20,289.411407,304.534882,0.320149
2006-11-21,287.442841,302.979431,0.286431
2006-11-22,284.501129,302.306274,0.000000
2006-11-23,287.780304,299.149750,0.000000
2006-11-24,274.963928,294.042938,0.000000
2006-11-25,277.027985,296.275269,0.000000
2006-11-26,285.811615,300.927612,0.000000
2006-11-27,289.755371,300.514008,0.434887
2006-11-28,280.395752,297.990936,0.000000
2006-11-29,273.716736,295.240326,0.000000
2006-11-30,282.489838,299.775574,0.000000
2006-12-01,285.179474,297.831421,0.298951
2006-12-02,278.981812,293.010162,0.000000
2006-12-03,278.827332,297.518158,0.000000
2006-12-04,288.271332,301.580658,0.000000
2006-12-05,288.940186,302.177063,0.000000
2006-12-06,289.769897,301.514130,0.283165
2006-12-07,290.766144,302.285187,0.607766
2006-12-08,284.474915,300.833130,0.000000
2006-12-09,276.445435,294.343048,0.000000
2006-12-10,284.373077,294.377197,0.000000
2006-12-11,285.606110,291.429504,5.168336
2006-12-12,284.462555,292.587372,2.349375
2006-12-13,281.088623,293.847382,0.000000
2006-12-14,277.773071,289.141693,0.000000
2006-12-15,278.897858,288.050659,11.303764
2006-12-16,276.072479,286.722473,0.421997
2006-12-17,270.122314,284.808655,0.000000
2006-12-18,273.511536,285.656616,0.351973
2006-12-19,275.455841,285.219482,1.123616
2006-12-20,270.123932,288.649506,0.000000
2006-12-21,275.025574,291.187958,0.000000
2006-12-22,282.038300,293.186584,0.000000
2006-12-23,285.187195,297.650055,0.000000
2006-12-24,285.007782,296.501770,0.000000
2006-12-25,286.959930,298.587769,0.283683
2006-12-26,282.089661,296.021790,6.810279
2006-12-27,273.675873,289.727936,0.000000
2006-12-28,273.180511,292.239410,0.000000
2006-12-29,281.212616,296.441620,0.000000
2006-12-30,276.452515,291.888367,0.000000
2006-12-31,278.543457,294.705292,0.000000
2007-01-01,278.750946,299.574036,0.000000
2007-01-02,276.834198,293.576630,1.058708
2007-01-03,265.360474,282.426147,0.508651
2007-01-04,272.313446,288.734650,0.000000
2007-01-05,273.438812,291.607941,0.000000
2007-01-06,275.542542,296.268372,0.000000
2007-01-07,279.225128,300.643677,0.000000
2007-01-08,278.250824,297.146118,0.000000
2007-01-09,271.373932,291.377014,2.248879
2007-01-10,265.547821,274.123413,3.596784
2007-01-11,267.067688,271.733917,5.101584
2007-01-12,269.115814,278.039398,3.852247
2007-01-13,277.912354,294.656281,3.776296
2007-01-14,279.023071,292.271454,0.000000
2007-01-15,274.196899,292.249847,0.000000
2007-01-16,275.283447,290.515625,0.000000
2007-01-17,276.043549,286.735870,0.000000
2007-01-18,276.748993,287.554779,0.000000
2007-01-19,278.479065,290.867767,0.000000
2007-01-20,278.447357,295.964569,0.000000
2007-01-21,280.074524,293.861115,0.000000
2007-01-22,277.336670,290.875946,0.000000
2007-01-23,276.983521,291.273834,0.000000
2007-01-24,278.862579,291.726471,0.000000
2007-01-25,279.807220,296.148987,0.000000
2007-01-26,281.231384,297.482208,0.000000
2007-01-27,282.243561,297.261719,0.000000
2007-01-28,283.424103,299.316223,0.000000
2007-01-29,283.239471,298.354797,0.000000
2007-01-30,275.668427,292.353333,0.000000
2007-01-31,272.158508,294.403320,0.000000
2007-02-01,278.083954,300.957306,0.000000
2007-02-02,284.495941,302.915222,0.000000
2007-02-03,285.535248,302.460144,0.000000
2007-02-04,279.083801,299.834717,0.000000
2007-02-05,274.603027,291.168518,0.000000
2007-02-06,279.293335,300.289734,0.000000
2007-02-07,280.438843,298.354401,0.000000
2007-02-08,270.764923,288.207489,0.000000
2007-02-09,271.403412,292.978943,0.000000
2007-02-10,274.624084,297.165619,0.000000
2007-02-11,281.092896,301.457611,0.000000
2007-02-12,285.257355,301.810059,0.000000
2007-02-13,278.428802,300.304260,0.000000
2007-02-14,279.409332,289.860840,0.000000
2007-02-15,282.037567,290.810181,0.000000
2007-02-16,282.317322,290.373596,0.000000
2007-02-17,284.044464,291.546967,0.000000
2007-02-18,280.823120,295.281128,0.000000
2007-02-19,283.955780,294.283875,0.000000
2007-02-20,284.431427,292.118622,0.000000
2007-02-21,287.913147,296.451630,2.678554
2007-02-22,288.140411,301.990540,0.576523
2007-02-23,283.796234,300.010071,0.000000
2007-02-24,278.259613,293.065857,0.000000
2007-02-25,281.235870,298.556763,0.000000
2007-02-26,284.730835,301.243896,0.000000
2007-02-27,287.184692,302.297974,0.000000
2007-02-28,287.277679,308.203430,0.000000
2007-03-01,284.441223,305.677002,0.000000
2007-03-02,279.826630,302.563049,0.000000
2007-03-03,279.551971,279.910156,1.940742
2007-03-04,279.787354,285.953979,31.653067
2007-03-05,279.530243,283.928558,16.228436
2007-03-06,279.768372,286.354675,12.740551
2007-03-07,280.183502,292.357727,0.000000
2007-03-08,286.041901,298.775726,0.000000
2007-03-09,284.680389,300.420959,0.000000
2007-03-10,281.799042,295.391174,0.000000
2007-03-11,279.404938,291.288147,0.000000
2007-03-12,284.768097,291.768097,3.814682
2007-03-13,286.721588,296.065094,13.081393
2007-03-14,288.300018,299.182953,2.026752
2007-03-15,282.350647,294.990082,0.000000
2007-03-16,286.079071,294.358887,2.129425
2007-03-17,288.347473,297.955963,3.363530
2007-03-18,282.127380,295.595154,0.000000
2007-03-19,281.307617,296.017059,0.000000
2007-03-20,281.425690,298.657959,0.000000
2007-03-21,284.782837,302.282257,0.000000
2007-03-22,288.039642,304.073242,0.000000
2007-03-23,289.010956,304.366486,0.000000
2007-03-24,288.761871,302.344177,0.000000
2007-03-25,282.166107,290.977112,0.000000
2007-03-26,280.673187,284.261932,0.000000
2007-03-27,285.088837,294.161102,0.000000
2007-03-28,288.204803,298.629852,0.000000
2007-03-29,291.001221,297.710724,0.000000
2007-03-30,292.926605,301.161804,0.000000
2007-03-31,283.953796,302.497925,0.000000
2007-04-01,281.871307,298.852875,0.000000
2007-04-02,281.386383,295.659637,0.000000
2007-04-03,285.628113,295.378571,0.000000
2007-04-04,291.464569,301.353546,0.292805
2007-04-05,290.987549,301.371857,4.589534
2007-04-06,288.596924,297.982697,5.364516
2007-04-07,277.146729,290.325928,0.000000
2007-04-08,279.237518,288.355133,0.000000
2007-04-09,280.190826,284.517700,8.873279
2007-04-10,285.091034,290.357666,8.473951
2007-04-11,289.215546,300.329315,11.222475
2007-04-12,285.375916,298.905212,0.000000
2007-04-13,286.777191,295.400421,0.000000
2007-04-14,289.808899,296.851318,0.000000
2007-04-15,291.568726,300.277130,0.000000
2007-04-16,291.606476,303.127197,0.000000
2007-04-17,291.042267,301.878784,0.000000
2007-04-18,289.570740,302.034088,0.000000
2007-04-19,289.116211,300.174377,0.000000
2007-04-20,292.264465,305.671600,0.000000
2007-04-21,291.626221,302.466003,8.651134
2007-04-22,291.270416,302.318054,0.000000
2007-04-23,291.849945,304.392822,0.000000
2007-04-24,290.730591,304.603088,0.000000
2007-04-25,291.538910,304.142670,0.000000
2007-04-26,292.310699,305.150269,0.000000
2007-04-27,294.141479,308.763763,0.000000
2007-04-28,295.406860,309.645752,0.000000
2007-04-29,294.705872,308.733826,0.000000
2007-04-30,295.054688,307.665771,0.000000
2007-05-01,289.317474,308.184326,0.000000
2007-05-02,292.534332,308.254547,0.000000
2007-05-03,293.050049,309.196411,0.000000
2007-05-04,295.597412,308.588257,0.000000
2007-05-05,294.197357,307.281158,0.000000
2007-05-06,293.699158,307.623322,0.000000
2007-05-07,293.780792,306.744141,0.000000
2007-05-08,294.386810,305.894165,0.000000
2007-05-09,293.628082,304.757812,0.574734
2007-05-10,293.616058,305.494659,0.000000
2007-05-11,292.783356,305.338348,0.000000
2007-05-12,293.067841,305.390625,0.000000
2007-05-13,290.816498,304.954926,0.000000
2007-05-14,293.016357,305.645355,0.000000
2007-05-15,293.126984,306.019257,0.000000
2007-05-16,293.030731,303.521912,14.377771
2007-05-17,293.029968,301.238312,11.697720
2007-05-18,291.939056,302.846924,2.231827
2007-05-19,291.420837,303.131470,0.000000
2007-05-20,293.013336,304.702637,0.000000
2007-05-21,293.996887,306.284760,0.000000
2007-05-22,294.459442,307.374115,0.000000
2007-05-23,293.359070,307.441772,0.000000
2007-05-24,293.612946,305.660004,0.000000
2007-05-25,292.852203,303.839020,0.000000
2007-05-26,293.016327,303.456207,0.000000
2007-05-27,293.095978,303.300537,0.000000
2007-05-28,291.506256,304.302338,0.000000
2007-05-29,292.386475,304.507812,0.000000
2007-05-30,293.055267,304.771790,0.000000
2007-05-31,292.046356,306.453278,0.000000
2007-06-01,294.966248,306.335541,8.270004
2007-06-02,295.170441,306.739166,8.825425
2007-06-03,297.310089,307.170441,3.938810
2007-06-04,296.544830,306.840759,21.139994
2007-06-05,296.444977,306.617126,23.101912
2007-06-06,296.644318,304.734955,5.638105
2007-06-07,297.272186,307.813293,9.187341
2007-06-08,296.725037,306.216766,22.761383
2007-06-09,298.711334,308.668915,0.000000
2007-06-10,299.005890,311.052521,0.000000
2007-06-11,300.231445,313.110809,0.000000
2007-06-12,298.803925,313.069000,0.000000
2007-06-13,297.864105,311.730774,0.000000
2007-06-14,298.780060,312.051575,0.000000
2007-06-15,299.381165,312.025818,0.000000
2007-06-16,298.344421,312.650513,0.000000
2007-06-17,299.283539,313.098328,0.000000
2007-06-18,299.825897,310.302460,2.482594
2007-06-19,297.370026,308.839264,0.000000
2007-06-20,296.582214,306.798767,0.000000
2007-06-21,296.121613,308.384338,0.000000
2007-06-22,296.085297,308.320679,0.000000
2007-06-23,296.946503,309.441803,0.000000
2007-06-24,297.568573,309.857910,0.000000
2007-06-25,297.283295,309.803162,0.000000
2007-06-26,296.750977,307.946777,6.917944
2007-06-27,297.811279,307.780426,0.000000
2007-06-28,297.542236,306.441437,0.000000
2007-06-29,298.224121,305.050873,1.837876
2007-06-30,297.551727,307.295929,5.523925
2007-07-01,297.004852,308.756866,2.328494
2007-07-02,296.847717,309.656006,0.000000
2007-07-03,298.125336,311.707306,0.000000
2007-07-04,299.382568,311.911072,5.543044
2007-07-05,299.462463,313.026489,0.000000
2007-07-06,298.686829,313.631531,0.000000
2007-07-07,299.019562,313.393127,0.000000
2007-07-08,299.065857,313.313385,0.000000
2007-07-09,298.109375,312.345642,0.000000
2007-07-10,297.673920,310.400391,0.000000
2007-07-11,298.598694,307.797760,12.301601
2007-07-12,296.899017,305.379272,5.632694
2007-07-13,297.648407,308.015808,3.860595
2007-07-14,296.949280,307.399048,0.000000
2007-07-15,296.854614,308.357086,0.000000
2007-07-16,297.029327,308.325409,0.000000
2007-07-17,296.882599,308.645691,0.000000
2007-07-18,297.127228,309.895660,0.000000
2007-07-19,296.909027,310.995789,0.556415
2007-07-20,297.388214,309.136230,0.000000
2007-07-21,297.280487,306.876984,0.000000
2007-07-22,296.512421,307.043304,0.000000
2007-07-23,297.389648,308.282867,0.000000
2007-07-24,297.806610,309.469025,0.000000
2007-07-25,297.331085,309.696838,0.000000
2007-07-26,297.040009,311.340515,0.000000
2007-07-27,298.635712,311.465637,0.000000
2007-07-28,298.556091,311.474304,0.000000
2007-07-29,297.710510,310.473633,0.000000
2007-07-30,297.981018,311.211456,0.000000
2007-07-31,299.030975,311.084625,0.000000
2007-08-01,297.829254,309.981995,0.000000
2007-08-02,296.666229,310.216736,0.000000
2007-08-03,297.315002,311.004486,0.000000
2007-08-04,296.690155,310.957581,0.000000
2007-08-05,296.750031,310.678467,0.000000
