#Variables:
#tasmin_HadGEM2-CC365_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-CC365_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-CC365_rcp45(K),tasmax_HadGEM2-CC365_rcp45(K),pr_HadGEM2-CC365_rcp45(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-CC365_rcp45(K),tasmax_HadGEM2-CC365_rcp45(K),pr_HadGEM2-CC365_rcp45(mm)
2006-03-22,285.683197,294.536804,0.000000
2006-03-23,282.433014,300.054840,0.000000
2006-03-24,285.364105,297.888550,0.000000
2006-03-25,286.174133,298.562744,1.189022
2006-03-26,285.719879,296.739441,0.000000
2006-03-27,285.548553,296.967804,0.000000
2006-03-28,285.909668,294.182526,3.819959
2006-03-29,287.621674,296.458160,8.444514
2006-03-30,284.214203,290.069580,13.411194
2006-03-31,284.074219,291.347809,4.700433
2006-04-01,282.732849,294.234039,0.000000
2006-04-02,282.513092,293.985901,0.000000
2006-04-03,287.911316,294.274384,0.000000
2006-04-04,288.727112,295.690002,1.985629
2006-04-05,283.227081,291.998810,0.479228
2006-04-06,280.134033,295.978271,0.000000
2006-04-07,282.740753,299.533661,0.000000
2006-04-08,287.357574,301.454865,0.000000
2006-04-09,290.366272,301.206696,0.323053
2006-04-10,289.497650,297.900055,10.481612
2006-04-11,289.461090,294.881256,4.016191
2006-04-12,289.303833,296.083557,1.791104
2006-04-13,281.424652,289.815247,0.473161
2006-04-14,277.263336,289.981293,0.000000
2006-04-15,277.583588,294.298859,0.000000
2006-04-16,279.349060,297.165527,0.000000
2006-04-17,283.567352,296.194397,0.000000
2006-04-18,286.928864,297.178436,0.000000
2006-04-19,289.486572,299.978394,0.000000
2006-04-20,290.703949,301.222443,0.000000
2006-04-21,292.098663,302.713074,0.000000
2006-04-22,293.020416,303.955597,0.000000
2006-04-23,292.286591,303.426819,0.000000
2006-04-24,291.930603,302.516632,0.000000
2006-04-25,291.400146,302.057922,0.900240
2006-04-26,291.054199,302.746948,0.000000
2006-04-27,291.261108,302.932556,0.000000
2006-04-28,292.014069,304.057434,0.000000
2006-04-29,292.450104,305.759827,0.000000
2006-04-30,292.733215,304.821320,0.000000
2006-05-01,293.562683,302.961761,0.000000
2006-05-02,295.043030,304.289124,0.000000
2006-05-03,292.831970,302.777618,0.381176
2006-05-04,287.184021,298.981659,0.000000
2006-05-05,288.819305,298.069733,17.332205
2006-05-06,288.215027,294.527161,37.000446
2006-05-07,283.937531,290.859436,9.614909
2006-05-08,282.553162,296.420593,0.000000
2006-05-09,285.266693,300.372009,0.000000
2006-05-10,289.485535,301.553131,0.000000
2006-05-11,291.651031,301.343506,0.000000
2006-05-12,291.197754,301.147675,0.000000
2006-05-13,290.170258,301.531860,0.000000
2006-05-14,291.712311,305.563904,0.000000
2006-05-15,292.997742,305.656372,0.000000
2006-05-16,291.656708,303.258270,10.656133
2006-05-17,294.144379,302.503143,14.079885
2006-05-18,293.643921,301.412933,1.586597
2006-05-19,293.479279,301.592590,0.000000
2006-05-20,293.347076,304.941742,0.503971
2006-05-21,293.291290,307.833679,0.000000
2006-05-22,294.721832,308.232574,0.000000
2006-05-23,296.563751,309.688110,0.000000
2006-05-24,293.943115,307.383667,0.000000
2006-05-25,296.433319,304.949677,0.000000
2006-05-26,295.813446,307.117432,0.000000
2006-05-27,295.233734,310.024384,0.000000
2006-05-28,297.999817,310.200378,0.000000
2006-05-29,296.497253,310.304749,0.000000
2006-05-30,297.483551,309.349945,0.000000
2006-05-31,297.722809,308.268127,0.000000
2006-06-01,298.080688,307.909149,0.000000
2006-06-02,297.514679,308.476776,0.000000
2006-06-03,296.857941,309.142975,0.000000
2006-06-04,296.692444,309.786285,0.000000
2006-06-05,296.213470,309.746033,0.000000
2006-06-06,295.504150,307.616852,8.261480
2006-06-07,295.176849,305.440704,34.922974
2006-06-08,295.377563,299.069855,38.029018
2006-06-09,296.447357,303.413361,25.574831
2006-06-10,298.264374,306.542633,0.320203
2006-06-11,298.082642,306.789215,0.000000
2006-06-12,297.937134,307.220612,0.000000
2006-06-13,297.197845,306.049103,4.225663
2006-06-14,295.762238,303.055420,0.508681
2006-06-15,294.966553,304.979614,0.000000
2006-06-16,294.923523,307.808594,0.000000
2006-06-17,296.478424,308.414642,0.000000
2006-06-18,296.830750,307.928741,0.000000
2006-06-19,296.584442,307.946198,0.000000
2006-06-20,295.939178,307.935303,0.000000
2006-06-21,296.385895,306.646515,2.334780
2006-06-22,296.266388,305.271210,31.174267
2006-06-23,297.267975,303.409088,36.454155
2006-06-24,296.871765,305.318420,1.626957
2006-06-25,297.695068,303.835999,7.362484
2006-06-26,297.374420,305.390594,0.366740
2006-06-27,297.689301,306.079041,0.000000
2006-06-28,296.600128,306.936188,0.000000
2006-06-29,295.070221,307.627380,0.000000
2006-06-30,295.129456,309.002960,0.000000
2006-07-01,295.996338,308.822052,0.000000
2006-07-02,296.500580,309.428589,0.000000
2006-07-03,297.101166,310.257568,0.000000
2006-07-04,297.125549,310.827881,0.000000
2006-07-05,296.776794,309.924347,0.000000
2006-07-06,296.627533,308.651855,0.000000
2006-07-07,296.694427,307.976379,1.078034
2006-07-08,296.437500,308.750702,0.000000
2006-07-09,295.987793,310.760406,0.000000
2006-07-10,296.286194,311.675537,0.000000
2006-07-11,296.101501,312.800049,0.000000
2006-07-12,296.543610,313.179138,0.000000
2006-07-13,297.662720,312.199615,0.000000
2006-07-14,298.339966,310.288971,0.000000
2006-07-15,298.541199,308.485535,0.670172
2006-07-16,298.025482,308.058960,3.575563
2006-07-17,297.473236,307.949829,0.000000
2006-07-18,297.410187,306.971252,0.000000
2006-07-19,297.391113,306.138184,2.703907
2006-07-20,295.618927,300.529663,69.140640
2006-07-21,295.023712,298.272583,156.076691
2006-07-22,295.761536,299.151367,104.085579
2006-07-23,295.626465,300.800781,70.518494
2006-07-24,295.826813,300.200104,48.382214
2006-07-25,297.235901,299.458221,27.544418
2006-07-26,297.626556,300.088287,28.487009
2006-07-27,295.842682,299.989502,51.589615
2006-07-28,296.110138,300.456940,70.501640
2006-07-29,296.366699,302.359070,27.175898
2006-07-30,297.877716,303.516357,5.457383
2006-07-31,297.383972,304.771332,3.283814
2006-08-01,296.303436,305.176666,3.119187
2006-08-02,295.673187,304.868713,0.000000
2006-08-03,295.674072,305.152771,0.000000
2006-08-04,296.060242,304.915436,1.067420
2006-08-05,295.724457,305.099762,0.000000
2006-08-06,296.329163,303.613281,1.790251
2006-08-07,295.319794,304.915497,0.000000
2006-08-08,291.493744,305.141174,0.000000
2006-08-09,290.968323,305.312897,0.000000
2006-08-10,295.579865,303.931244,3.164310
2006-08-11,295.704651,303.122894,5.323669
2006-08-12,294.239532,304.365082,3.085316
2006-08-13,293.063110,305.417694,1.182757
2006-08-14,290.923218,305.159302,0.508618
2006-08-15,292.675690,305.011383,0.000000
2006-08-16,294.684265,305.178284,0.000000
2006-08-17,295.294006,305.334381,0.000000
2006-08-18,295.867462,306.217987,0.000000
2006-08-19,295.629883,306.686371,0.000000
2006-08-20,295.725006,306.857849,0.000000
2006-08-21,295.613617,306.787689,0.000000
2006-08-22,295.862091,306.704376,0.000000
2006-08-23,295.327271,306.197845,0.000000
2006-08-24,294.563385,307.228058,2.273700
2006-08-25,293.955688,307.003693,0.000000
2006-08-26,295.608490,306.625427,0.941968
2006-08-27,296.151794,307.622772,0.000000
2006-08-28,295.762726,307.694733,0.000000
2006-08-29,294.446442,307.150635,0.000000
2006-08-30,294.444580,307.407104,4.250629
2006-08-31,296.552399,306.033661,3.055697
2006-09-01,294.991028,303.198395,28.631628
2006-09-02,291.199646,296.848755,67.958099
2006-09-03,288.759796,297.160736,77.316353
2006-09-04,290.432373,296.491425,43.292656
2006-09-05,290.978058,297.180817,10.947597
2006-09-06,293.894775,298.929810,20.869791
2006-09-07,294.987823,299.483337,6.580819
2006-09-08,292.617462,302.056976,2.301912
2006-09-09,292.660034,301.967346,6.073199
2006-09-10,293.052185,299.426270,6.816400
2006-09-11,293.720154,297.857330,9.772923
2006-09-12,292.959290,300.495544,21.501354
2006-09-13,290.641357,298.426117,0.000000
2006-09-14,293.085419,298.615570,0.000000
2006-09-15,292.300629,301.138245,0.000000
2006-09-16,291.234558,303.152557,0.000000
2006-09-17,290.486023,304.481384,0.000000
2006-09-18,289.742371,303.985382,0.000000
2006-09-19,289.003021,303.984467,0.000000
2006-09-20,287.486053,303.667206,0.000000
2006-09-21,287.075378,302.850037,0.000000
2006-09-22,288.728851,301.706177,0.000000
2006-09-23,291.031372,301.970673,0.000000
2006-09-24,292.407043,303.404236,0.000000
2006-09-25,291.883331,302.268707,0.000000
2006-09-26,287.867096,298.353851,0.000000
2006-09-27,283.251587,295.539246,0.000000
2006-09-28,287.597076,300.976105,0.000000
2006-09-29,289.140076,301.634399,0.000000
2006-09-30,288.688446,301.074585,0.000000
2006-10-01,287.577271,301.301849,0.000000
2006-10-02,287.601288,301.959991,0.000000
2006-10-03,288.084534,302.261139,0.000000
2006-10-04,288.092072,303.077484,0.000000
2006-10-05,287.542725,304.174866,0.000000
2006-10-06,288.186432,304.381378,0.000000
2006-10-07,289.482361,301.968536,0.000000
2006-10-08,291.594391,300.238953,0.000000
2006-10-09,291.165863,300.680786,1.077605
2006-10-10,291.181915,300.478577,0.000000
2006-10-11,284.808167,295.528229,11.837430
2006-10-12,284.085419,291.490875,0.000000
2006-10-13,281.359192,295.795013,0.000000
2006-10-14,285.067902,292.752655,0.000000
2006-10-15,287.145355,297.707214,5.555082
2006-10-16,291.147034,301.979523,0.000000
2006-10-17,291.823975,302.403137,0.000000
2006-10-18,290.041931,300.428772,0.000000
2006-10-19,290.006348,303.502014,0.000000
2006-10-20,292.972351,302.954559,0.439458
2006-10-21,292.773315,303.234192,0.000000
2006-10-22,293.657104,303.235718,0.000000
2006-10-23,293.871857,301.656281,0.000000
2006-10-24,287.806671,297.199829,0.000000
2006-10-25,288.304932,299.541138,0.000000
2006-10-26,292.019623,299.027283,0.000000
2006-10-27,289.050018,299.805634,0.404911
2006-10-28,288.827667,301.760864,0.000000
2006-10-29,290.634430,299.719574,1.107399
2006-10-30,289.627350,300.938538,11.225753
2006-10-31,285.690704,297.768250,0.607411
2006-11-01,278.987823,291.219635,0.000000
2006-11-02,274.806091,290.594238,0.000000
2006-11-03,273.345551,291.808685,0.000000
2006-11-04,273.775940,294.755615,0.000000
2006-11-05,274.660950,297.043762,0.000000
2006-11-06,279.696747,297.702545,0.000000
2006-11-07,286.045258,297.649200,0.000000
2006-11-08,289.382050,298.555328,2.755431
2006-11-09,287.727448,295.872253,5.376328
2006-11-10,288.049988,297.911865,16.027260
2006-11-11,285.610748,300.079010,1.661806
2006-11-12,284.716400,296.783081,2.779021
2006-11-13,281.143311,290.988434,0.000000
2006-11-14,277.609406,288.353973,0.000000
2006-11-15,275.408752,290.887543,0.000000
2006-11-16,276.878052,293.569550,0.000000
2006-11-17,277.714600,294.650024,0.000000
2006-11-18,278.922852,293.303314,0.000000
2006-11-19,282.488312,290.737946,0.000000
2006-11-20,286.356689,290.492126,0.950112
2006-11-21,287.369598,291.819122,0.557309
2006-11-22,287.329926,292.250793,0.579598
2006-11-23,286.450592,293.631256,0.000000
2006-11-24,288.085266,296.043762,0.000000
2006-11-25,290.385681,298.342560,0.000000
2006-11-26,289.114960,297.506195,0.622503
2006-11-27,283.472473,299.014282,0.000000
2006-11-28,280.059204,298.933319,0.000000
2006-11-29,284.321564,296.248566,0.296907
2006-11-30,281.535339,292.582947,0.000000
2006-12-01,276.262970,292.125916,0.000000
2006-12-02,276.818665,293.487366,0.000000
2006-12-03,278.437378,294.426575,0.000000
2006-12-04,282.769775,293.799042,0.000000
2006-12-05,284.543396,294.045227,0.000000
2006-12-06,285.208191,296.232544,0.000000
2006-12-07,287.944733,298.792847,0.000000
2006-12-08,287.362305,298.032379,2.734400
2006-12-09,285.414124,294.575500,0.000000
2006-12-10,284.630402,292.711243,0.338015
2006-12-11,280.595337,289.729828,0.000000
2006-12-12,280.014526,289.638611,1.512714
2006-12-13,279.332794,286.145508,5.330157
2006-12-14,275.734344,286.344971,0.000000
2006-12-15,274.285217,288.560028,0.000000
2006-12-16,275.760315,288.136383,0.000000
2006-12-17,275.800079,289.311829,0.000000
2006-12-18,275.008881,290.628082,0.000000
2006-12-19,271.215393,292.068695,0.000000
2006-12-20,274.328583,293.615143,0.000000
2006-12-21,277.190338,294.327789,0.000000
2006-12-22,277.524414,291.006927,0.000000
2006-12-23,279.367004,287.939331,0.862884
2006-12-24,279.842407,292.113708,4.953208
2006-12-25,279.406952,292.167053,0.000000
2006-12-26,279.185516,288.480194,0.000000
2006-12-27,277.258423,284.713074,0.000000
2006-12-28,279.173462,288.034393,0.000000
2006-12-29,284.449768,294.743683,0.000000
2006-12-30,278.484741,292.244812,0.000000
2006-12-31,267.952515,278.728790,0.000000
2007-01-01,273.707153,282.030823,0.000000
2007-01-02,275.006287,282.598541,0.000000
2007-01-03,270.026703,281.186462,0.000000
2007-01-04,270.778809,288.401825,0.000000
2007-01-05,275.996582,289.968079,0.396212
2007-01-06,277.910889,287.647339,4.714625
2007-01-07,280.008270,289.578674,7.437624
2007-01-08,278.419495,289.681183,0.000000
2007-01-09,277.156219,288.439575,0.000000
2007-01-10,276.682281,286.391724,0.000000
2007-01-11,278.792389,286.573578,0.000000
2007-01-12,274.411713,285.477753,0.000000
2007-01-13,275.630157,287.514313,0.000000
2007-01-14,275.354340,290.692352,0.000000
2007-01-15,276.892639,293.610199,0.000000
2007-01-16,277.245087,297.130554,0.000000
2007-01-17,279.466125,296.582642,0.000000
2007-01-18,281.367065,296.201172,0.000000
2007-01-19,282.962311,299.882660,0.000000
2007-01-20,279.308990,296.875793,0.000000
2007-01-21,275.080750,290.346283,0.000000
2007-01-22,274.537659,290.583923,0.000000
2007-01-23,281.999420,295.054260,0.000000
2007-01-24,285.393158,297.141449,5.257368
2007-01-25,283.224030,299.034454,0.922477
2007-01-26,284.614838,297.332062,0.000000
2007-01-27,288.067169,293.595947,26.330194
2007-01-28,288.192688,297.892700,48.731964
2007-01-29,278.378693,294.800293,12.669359
2007-01-30,275.496429,292.188599,0.000000
2007-01-31,275.111115,289.070801,0.000000
2007-02-01,274.536346,284.956970,0.000000
2007-02-02,273.455688,282.316315,1.077092
2007-02-03,271.268799,278.860626,26.579325
2007-02-04,268.722504,274.092133,8.122803
2007-02-05,270.153015,276.415283,0.316531
2007-02-06,270.817474,279.528534,0.000000
2007-02-07,271.233887,283.346161,0.000000
2007-02-08,273.606140,286.466278,0.000000
2007-02-09,275.377930,291.044403,0.000000
2007-02-10,276.108337,293.197662,0.000000
2007-02-11,276.734650,292.706146,0.000000
2007-02-12,277.301819,291.551910,0.000000
2007-02-13,282.296051,294.028137,0.000000
2007-02-14,281.615021,294.653809,0.000000
2007-02-15,273.845581,287.163727,0.000000
2007-02-16,274.352325,283.734467,0.000000
2007-02-17,275.959076,287.374420,0.000000
2007-02-18,278.322937,288.229187,0.000000
2007-02-19,282.143219,288.354523,6.370742
2007-02-20,282.173187,296.324066,2.612340
2007-02-21,280.849945,296.273346,0.000000
2007-02-22,277.163910,292.184357,0.000000
2007-02-23,276.582367,290.318359,0.000000
2007-02-24,278.882507,291.198730,0.000000
2007-02-25,279.431091,294.202820,0.000000
2007-02-26,283.688934,295.953125,0.000000
2007-02-27,286.195007,295.396912,1.217483
2007-02-28,285.190582,295.060211,5.688569
2007-03-01,284.039215,292.581299,8.699810
2007-03-02,286.388000,297.272491,7.479722
2007-03-03,282.097473,293.898468,5.356517
2007-03-04,280.567688,286.411072,3.914772
2007-03-05,281.119934,289.793488,0.000000
2007-03-06,281.843292,292.290222,0.000000
2007-03-07,282.119598,293.662628,0.000000
2007-03-08,285.615417,292.893921,1.204246
2007-03-09,285.956116,297.299591,45.112934
2007-03-10,284.050140,296.058136,0.500539
2007-03-11,281.375275,295.621185,0.000000
2007-03-12,280.291290,301.077911,0.000000
2007-03-13,286.027100,302.386414,0.000000
2007-03-14,287.993500,303.236725,0.000000
2007-03-15,288.833771,304.115784,0.000000
2007-03-16,289.083374,305.904724,0.000000
2007-03-17,289.528931,305.352295,0.000000
2007-03-18,289.975464,307.545807,0.000000
2007-03-19,280.507996,300.500305,0.000000
2007-03-20,278.696259,294.507416,0.000000
2007-03-21,277.661774,295.843140,0.000000
2007-03-22,279.751892,300.759644,0.556466
2007-03-23,281.455902,302.780121,0.000000
2007-03-24,283.963043,302.080750,0.000000
2007-03-25,286.437195,298.784607,0.000000
2007-03-26,286.918671,297.877136,0.000000
2007-03-27,280.507812,292.886047,0.290870
2007-03-28,279.468689,289.138153,0.584204
2007-03-29,279.606445,295.560547,0.000000
2007-03-30,278.968048,296.116699,0.000000
2007-03-31,277.119232,284.735840,1.755209
2007-04-01,277.160156,284.810669,0.000000
2007-04-02,279.879456,289.773285,0.000000
2007-04-03,284.665955,295.698700,0.000000
2007-04-04,288.637726,298.093567,0.000000
2007-04-05,290.558502,301.760162,0.000000
2007-04-06,286.155701,299.345581,0.000000
2007-04-07,279.236694,299.522430,0.000000
2007-04-08,280.474884,299.811310,0.000000
2007-04-09,282.363861,299.246399,0.000000
2007-04-10,282.368805,300.657410,0.000000
2007-04-11,285.670898,302.293365,0.000000
2007-04-12,287.993896,303.855896,0.000000
2007-04-13,287.720062,304.538879,0.000000
2007-04-14,288.130066,303.909698,0.000000
2007-04-15,288.717712,303.772217,0.000000
2007-04-16,287.374817,303.626434,0.000000
2007-04-17,287.898529,303.232147,0.000000
2007-04-18,286.908752,304.670502,0.000000
2007-04-19,285.621185,305.116150,0.000000
2007-04-20,288.234711,304.829529,0.000000
2007-04-21,290.183807,303.035706,0.000000
2007-04-22,291.015320,302.856445,7.887176
2007-04-23,290.198944,298.620544,30.531593
2007-04-24,291.539856,294.044830,36.450481
2007-04-25,291.623322,297.029388,36.749889
2007-04-26,289.969543,298.909424,6.303490
2007-04-27,291.575165,304.816132,0.000000
2007-04-28,292.249176,305.830536,0.000000
2007-04-29,294.347412,305.577789,0.000000
2007-04-30,293.280365,304.931732,0.000000
2007-05-01,290.602081,299.962128,4.588871
2007-05-02,289.079468,296.599915,0.000000
2007-05-03,291.493622,302.936127,0.000000
2007-05-04,293.277008,305.920593,0.000000
2007-05-05,296.337341,306.808807,0.000000
2007-05-06,294.779114,307.515991,1.108193
2007-05-07,287.898926,302.928101,1.590791
2007-05-08,281.139313,295.558502,0.000000
2007-05-09,283.795563,297.864075,0.000000
2007-05-10,288.252838,301.175690,0.000000
2007-05-11,293.677307,303.804047,0.000000
2007-05-12,293.953369,303.674316,0.000000
2007-05-13,294.162018,303.781403,10.413262
2007-05-14,294.078125,303.825684,31.134020
2007-05-15,294.503967,302.067444,27.698875
2007-05-16,293.664978,302.666748,13.691957
2007-05-17,295.375397,303.024506,26.454084
2007-05-18,295.702759,302.797577,13.552917
2007-05-19,295.074982,304.502686,3.831804
2007-05-20,295.679016,306.448761,2.445019
2007-05-21,295.353149,305.379456,0.000000
2007-05-22,295.348846,304.391968,0.000000
2007-05-23,296.314728,302.683075,0.997059
2007-05-24,296.848602,301.011902,19.335739
2007-05-25,294.804718,300.856903,27.362223
2007-05-26,293.817871,299.811432,0.361805
2007-05-27,293.003601,301.362946,0.000000
2007-05-28,292.986237,301.805573,0.000000
2007-05-29,291.564301,302.374725,0.000000
2007-05-30,291.177063,301.957825,0.000000
2007-05-31,292.915680,301.910522,0.405434
2007-06-01,293.243988,303.005371,0.000000
2007-06-02,293.616394,303.715698,0.000000
2007-06-03,293.419708,303.964417,0.000000
2007-06-04,292.413910,305.003479,0.000000
2007-06-05,292.473572,305.431549,0.000000
2007-06-06,294.582855,305.908234,0.000000
2007-06-07,295.250275,306.054565,0.000000
2007-06-08,295.607605,306.519135,0.000000
2007-06-09,295.549377,306.507690,0.000000
2007-06-10,295.258118,307.009064,0.000000
2007-06-11,295.592102,308.085815,0.000000
2007-06-12,294.467468,307.736359,8.126925
2007-06-13,295.992126,306.355865,9.181499
2007-06-14,293.169281,306.189453,0.395683
2007-06-15,291.432739,307.278534,0.000000
2007-06-16,292.060791,307.683411,0.000000
2007-06-17,293.248047,308.380188,0.000000
2007-06-18,293.825073,309.345978,0.000000
2007-06-19,294.772827,308.589478,0.000000
2007-06-20,295.154510,308.735931,0.000000
2007-06-21,295.743378,311.159363,0.000000
2007-06-22,297.267059,310.958527,0.000000
2007-06-23,295.705719,308.555878,0.000000
2007-06-24,296.378082,307.774414,0.000000
2007-06-25,297.681122,306.855316,2.849420
2007-06-26,297.332397,306.319855,6.326633
2007-06-27,297.407593,306.662201,4.920657
2007-06-28,297.646210,306.559601,0.000000
2007-06-29,297.559814,307.686676,0.000000
2007-06-30,297.239532,309.418457,0.000000
2007-07-01,296.375031,309.924713,0.000000
2007-07-02,295.812103,311.127808,0.000000
2007-07-03,295.825836,312.051208,0.000000
2007-07-04,295.948792,313.072845,0.000000
2007-07-05,296.068207,312.613495,0.000000
2007-07-06,296.326782,311.544312,0.000000
2007-07-07,297.597382,310.846649,0.000000
2007-07-08,298.633057,311.399445,0.000000
2007-07-09,297.336639,311.350128,0.000000
2007-07-10,297.434875,311.164276,0.000000
2007-07-11,297.511810,311.170227,0.000000
2007-07-12,297.572296,311.587830,0.000000
2007-07-13,297.026550,311.523712,0.000000
2007-07-14,296.773987,311.489899,0.000000
2007-07-15,297.666138,310.250610,0.000000
2007-07-16,298.096375,310.179565,0.000000
2007-07-17,298.239319,310.216187,0.000000
2007-07-18,297.534607,310.218170,0.000000
2007-07-19,296.454132,309.315857,0.000000
2007-07-20,296.383759,309.682526,0.000000
2007-07-21,295.994751,310.499939,0.000000
2007-07-22,296.420319,311.714996,0.000000
2007-07-23,296.715729,312.346771,0.000000
2007-07-24,297.269501,311.370819,0.000000
2007-07-25,297.227661,311.335480,0.000000
2007-07-26,297.691620,311.960144,0.000000
2007-07-27,297.799316,312.539459,0.000000
2007-07-28,297.586395,312.409241,0.000000
2007-07-29,297.933807,309.867035,0.000000
2007-07-30,297.188934,308.531067,2.764971
2007-07-31,297.238068,309.007874,1.001799
2007-08-01,296.026245,310.941620,0.000000
2007-08-02,296.887451,311.609802,0.000000
2007-08-03,297.004486,311.525482,1.394213
2007-08-04,297.331268,310.213226,0.000000
2007-08-05,297.702179,308.468872,1.657441
2007-08-06,296.612946,308.599335,0.000000
2007-08-07,294.428131,309.616760,0.000000
2007-08-08,295.664795,309.391296,0.000000
2007-08-09,296.037415,310.769135,0.000000
