#Variables:
#tasmin_MIROC5_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC5_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC5_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC5_rcp45(K),tasmax_MIROC5_rcp45(K),pr_MIROC5_rcp45(mm)"
""
yyyy-mm-dd,tasmin_MIROC5_rcp45(K),tasmax_MIROC5_rcp45(K),pr_MIROC5_rcp45(mm)
2006-05-01,292.733887,299.043182,0.000000
2006-05-02,291.442139,296.214386,0.000000
2006-05-03,293.817535,299.636719,0.000000
2006-05-04,294.516724,300.126648,0.526269
2006-05-05,293.619263,303.397766,9.319911
2006-05-06,294.139252,308.327698,11.103905
2006-05-07,286.778137,312.067444,0.000000
2006-05-08,290.358063,311.563873,0.000000
2006-05-09,291.807678,311.203918,0.322797
2006-05-10,293.579773,312.237091,0.000000
2006-05-11,295.536957,312.850677,0.000000
2006-05-12,295.770844,311.925629,0.000000
2006-05-13,295.050690,312.886017,0.000000
2006-05-14,296.467712,312.699493,0.619019
2006-05-15,296.938324,310.616669,0.000000
2006-05-16,294.727692,306.880676,0.000000
2006-05-17,293.639648,304.841644,0.000000
2006-05-18,292.306305,300.921204,0.000000
2006-05-19,293.966675,301.589111,3.477257
2006-05-20,294.994812,301.700531,0.000000
2006-05-21,294.533325,305.234741,0.000000
2006-05-22,294.332489,306.424500,0.000000
2006-05-23,295.669739,302.710785,0.000000
2006-05-24,296.160248,300.679108,0.803594
2006-05-25,295.611908,301.614075,0.000000
2006-05-26,294.896515,304.645172,0.000000
2006-05-27,294.588745,306.813873,0.000000
2006-05-28,294.677704,303.877136,0.000000
2006-05-29,296.625275,308.687286,0.000000
2006-05-30,298.334808,309.206940,0.850124
2006-05-31,297.668060,309.664490,8.248845
2006-06-01,297.446625,309.639587,0.000000
2006-06-02,296.809875,309.535675,0.000000
2006-06-03,295.584290,309.586945,0.000000
2006-06-04,296.141113,308.443085,0.000000
2006-06-05,296.271545,307.052887,0.000000
2006-06-06,294.189789,308.483978,0.000000
2006-06-07,295.997253,310.551727,0.000000
2006-06-08,296.228882,311.599579,0.000000
2006-06-09,296.771210,311.764374,0.000000
2006-06-10,297.811707,312.868164,0.000000
2006-06-11,298.516510,313.716064,0.000000
2006-06-12,297.444214,313.247742,0.000000
2006-06-13,296.198486,310.426758,0.000000
2006-06-14,296.585815,310.378906,0.000000
2006-06-15,295.986206,310.933105,0.000000
2006-06-16,296.385406,309.921783,0.000000
2006-06-17,295.650574,308.368011,0.000000
2006-06-18,295.638031,307.874969,0.000000
2006-06-19,296.304993,304.230957,1.980024
2006-06-20,296.099823,305.254974,3.131304
2006-06-21,295.956390,306.433807,3.087174
2006-06-22,295.435211,307.265442,0.000000
2006-06-23,297.331055,305.842560,0.000000
2006-06-24,296.775665,307.695160,0.000000
2006-06-25,296.006165,308.626617,0.000000
2006-06-26,297.531281,308.554962,0.000000
2006-06-27,296.893677,308.512634,0.000000
2006-06-28,296.650146,306.673279,0.000000
2006-06-29,295.569916,301.992523,18.587542
2006-06-30,295.801727,301.349091,31.997984
2006-07-01,295.041504,301.826599,15.992617
2006-07-02,296.077881,302.307465,27.978313
2006-07-03,295.038452,302.666687,15.281668
2006-07-04,296.546265,306.616516,3.902851
2006-07-05,296.105591,306.805695,0.000000
2006-07-06,296.324463,307.120453,0.000000
2006-07-07,296.520630,307.566528,0.000000
2006-07-08,296.066071,307.280640,0.000000
2006-07-09,295.858643,307.025757,0.000000
2006-07-10,296.401093,307.400513,0.000000
2006-07-11,296.757141,308.026978,0.000000
2006-07-12,296.471375,308.373016,0.000000
2006-07-13,295.792664,307.032623,0.000000
2006-07-14,295.792389,307.452087,0.000000
2006-07-15,296.606293,306.376526,0.283934
2006-07-16,296.384644,305.931091,0.000000
2006-07-17,295.867004,307.676239,0.000000
2006-07-18,296.275787,309.255371,0.000000
2006-07-19,296.416931,305.941559,0.288634
2006-07-20,295.887268,305.451996,1.405066
2006-07-21,296.351135,304.495239,2.267429
2006-07-22,295.883545,306.388855,0.000000
2006-07-23,295.439972,308.461548,0.000000
2006-07-24,296.704102,309.645599,0.000000
2006-07-25,297.576935,309.650269,0.000000
2006-07-26,297.310181,308.462585,0.509701
2006-07-27,296.820892,308.212616,3.508001
2006-07-28,297.350494,308.204834,0.000000
2006-07-29,296.146545,306.288818,0.311565
2006-07-30,295.560760,306.959625,0.389461
2006-07-31,295.772980,308.415100,0.000000
2006-08-01,296.789032,307.078186,0.389498
2006-08-02,296.133087,308.608521,0.728694
2006-08-03,296.557465,309.361176,0.000000
2006-08-04,295.654541,309.489929,0.798065
2006-08-05,296.728027,310.434387,0.429384
2006-08-06,296.209595,308.571960,2.990737
2006-08-07,297.568542,306.471313,0.000000
2006-08-08,297.866852,308.648163,1.627745
2006-08-09,297.593109,308.630646,0.450405
2006-08-10,297.863403,311.344879,0.388866
2006-08-11,297.699585,310.378571,0.815403
2006-08-12,295.772125,310.066925,0.000000
2006-08-13,295.908020,311.214478,0.000000
2006-08-14,298.249542,311.801727,0.000000
2006-08-15,297.011627,310.141724,0.000000
2006-08-16,297.088593,309.827515,0.000000
2006-08-17,297.034119,309.040741,0.000000
2006-08-18,296.596252,309.096130,0.471543
2006-08-19,296.974335,308.549591,0.000000
2006-08-20,296.729919,309.344330,0.000000
2006-08-21,297.955688,310.839233,0.000000
2006-08-22,297.550140,310.442444,0.000000
2006-08-23,296.076202,310.897522,0.000000
2006-08-24,296.901489,310.631378,0.000000
2006-08-25,297.939117,311.179016,1.574841
2006-08-26,296.714539,311.756989,0.000000
2006-08-27,295.862427,311.521606,0.000000
2006-08-28,296.945435,311.610992,0.000000
2006-08-29,297.493561,311.203491,0.000000
2006-08-30,296.243500,309.848846,0.000000
2006-08-31,296.256714,309.702515,0.421143
2006-09-01,297.177979,309.842621,0.000000
2006-09-02,297.276337,307.107330,0.000000
2006-09-03,298.005005,304.244812,33.975269
2006-09-04,292.036591,297.463196,35.783089
2006-09-05,292.300140,297.093719,35.588642
2006-09-06,294.169250,302.206818,8.442009
2006-09-07,295.162872,300.165070,0.806134
2006-09-08,294.858154,301.091095,0.000000
2006-09-09,293.537811,304.044312,0.000000
2006-09-10,293.920990,305.146240,0.000000
2006-09-11,295.341217,304.069580,0.000000
2006-09-12,296.953705,303.977753,0.798609
2006-09-13,295.861664,303.828735,0.000000
2006-09-14,295.964569,305.697540,2.213261
2006-09-15,296.190247,304.020050,5.616503
2006-09-16,294.188904,305.097137,3.463384
2006-09-17,288.987122,305.235687,0.000000
2006-09-18,291.131226,304.228027,0.000000
2006-09-19,294.119659,302.764099,0.000000
2006-09-20,292.088531,303.738525,0.000000
2006-09-21,294.142090,303.192780,1.012383
2006-09-22,295.563812,304.022919,1.284757
2006-09-23,296.218170,302.188995,0.000000
2006-09-24,295.594360,303.330261,15.629597
2006-09-25,295.621643,304.712433,23.388161
2006-09-26,294.172394,302.281799,7.607181
2006-09-27,294.085907,298.386719,3.763879
2006-09-28,293.813904,301.047882,1.840501
2006-09-29,293.143768,301.433533,0.427091
2006-09-30,293.142609,302.152802,1.045573
2006-10-01,292.123840,305.645355,0.393235
2006-10-02,290.591248,304.964081,0.000000
2006-10-03,289.311920,304.067596,0.000000
2006-10-04,289.380676,303.342682,0.000000
2006-10-05,289.861664,304.213470,0.000000
2006-10-06,293.398010,303.921204,2.504005
2006-10-07,291.750061,301.380707,2.331763
2006-10-08,292.998718,300.788727,10.095328
2006-10-09,287.421356,296.204712,0.000000
2006-10-10,287.334259,294.676636,0.000000
2006-10-11,284.794098,299.235046,0.000000
2006-10-12,285.751556,302.056366,0.000000
2006-10-13,286.588043,307.351074,0.000000
2006-10-14,293.441376,306.868042,0.000000
2006-10-15,288.616302,305.568115,0.000000
2006-10-16,283.982666,300.484528,0.000000
2006-10-17,283.485260,301.853912,0.000000
2006-10-18,285.522583,300.066223,0.000000
2006-10-19,287.445618,302.482361,0.000000
2006-10-20,290.798218,300.087158,0.000000
2006-10-21,290.123657,302.345123,0.294003
2006-10-22,291.822235,301.322327,1.322054
2006-10-23,291.534393,300.145813,5.633945
2006-10-24,290.033081,296.035339,1.509358
2006-10-25,284.701996,295.571869,19.106123
2006-10-26,285.948944,289.444153,12.595100
2006-10-27,281.725677,294.144531,0.000000
2006-10-28,283.196869,295.717010,0.563849
2006-10-29,288.739441,293.905426,1.060453
2006-10-30,289.163513,303.958771,0.000000
2006-10-31,285.350586,299.201996,0.000000
2006-11-01,280.615356,291.547211,0.000000
2006-11-02,282.167480,290.518616,0.000000
2006-11-03,279.109253,295.127136,0.000000
2006-11-04,280.735596,298.556427,0.000000
2006-11-05,281.799469,300.551270,0.000000
2006-11-06,284.550659,299.171143,0.000000
2006-11-07,280.518494,297.030762,0.000000
2006-11-08,283.617462,299.573151,0.000000
2006-11-09,281.987701,294.332062,0.000000
2006-11-10,283.131195,297.733032,0.000000
2006-11-11,287.714813,300.446930,0.000000
2006-11-12,288.735260,304.184723,0.000000
2006-11-13,288.668030,305.241730,0.000000
2006-11-14,288.098419,302.209625,0.000000
2006-11-15,283.342072,295.051086,0.000000
2006-11-16,284.359589,290.010132,0.427905
2006-11-17,288.196381,297.650604,9.224838
2006-11-18,281.984314,294.586914,0.000000
2006-11-19,281.395325,289.647308,0.000000
2006-11-20,278.941345,296.310944,0.000000
2006-11-21,282.794373,299.625641,0.000000
2006-11-22,288.750061,298.585724,0.000000
2006-11-23,279.213318,296.280090,0.000000
2006-11-24,283.369904,301.377167,0.000000
2006-11-25,287.018585,299.324280,0.000000
2006-11-26,281.416748,294.046295,0.000000
2006-11-27,275.892273,290.027191,0.000000
2006-11-28,275.569977,292.217133,0.000000
2006-11-29,276.755829,295.035339,0.000000
2006-11-30,277.655823,297.706696,0.000000
2006-12-01,281.042664,293.052734,0.000000
2006-12-02,278.778809,295.943085,0.000000
2006-12-03,279.395325,293.993073,0.000000
2006-12-04,279.307648,298.840149,0.000000
2006-12-05,280.948578,300.027222,0.000000
2006-12-06,278.472839,295.650330,0.000000
2006-12-07,270.723938,282.243774,0.000000
2006-12-08,269.065552,287.033752,0.000000
2006-12-09,280.604431,294.789001,0.000000
2006-12-10,287.008240,295.247101,6.015059
2006-12-11,280.366516,290.669861,5.699969
2006-12-12,280.212402,289.586823,8.954085
2006-12-13,286.921783,290.187744,9.183705
2006-12-14,276.846680,284.331421,0.510858
2006-12-15,269.986542,282.606567,0.000000
2006-12-16,271.906372,282.499054,0.000000
2006-12-17,269.068939,281.319946,0.000000
2006-12-18,268.853760,286.233887,0.000000
2006-12-19,273.295471,291.198547,0.000000
2006-12-20,276.841064,293.659180,0.000000
2006-12-21,276.903931,291.508392,0.000000
2006-12-22,277.311371,288.756348,0.000000
2006-12-23,274.386353,290.016846,0.000000
2006-12-24,275.665497,292.628021,0.000000
2006-12-25,277.943573,293.190186,0.000000
2006-12-26,279.301422,291.123322,0.000000
2006-12-27,277.492645,293.555298,0.000000
2006-12-28,281.406555,298.109283,0.000000
2006-12-29,280.333679,293.266113,0.000000
2006-12-30,274.331360,287.073639,0.000000
2006-12-31,273.622955,288.140747,0.000000
2007-01-01,282.814026,290.251648,1.689104
2007-01-02,287.527161,295.924377,8.947586
2007-01-03,277.967560,296.375031,0.872754
2007-01-04,281.166016,293.209778,0.000000
2007-01-05,279.269226,294.209229,0.000000
2007-01-06,279.695709,290.562531,0.000000
2007-01-07,278.270782,294.925568,0.000000
2007-01-08,282.193970,290.166016,1.642157
2007-01-09,278.190613,290.366760,1.464313
2007-01-10,277.529968,296.243805,0.000000
2007-01-11,279.839752,298.027405,0.000000
2007-01-12,283.739807,297.504059,0.000000
2007-01-13,283.287415,293.976471,0.000000
2007-01-14,274.384857,289.359650,0.639594
2007-01-15,271.021179,288.770203,0.000000
2007-01-16,273.420685,287.393555,0.000000
2007-01-17,275.567322,289.860077,0.000000
2007-01-18,277.038391,292.666962,0.000000
2007-01-19,281.024689,289.779205,0.000000
2007-01-20,275.923248,291.529236,0.000000
2007-01-21,277.130249,294.846100,0.000000
2007-01-22,280.068268,292.437317,0.000000
2007-01-23,279.552979,295.575012,0.000000
2007-01-24,279.536987,292.815430,0.000000
2007-01-25,277.937408,292.533844,0.000000
2007-01-26,280.757355,297.074585,0.000000
2007-01-27,279.003754,294.680359,0.000000
2007-01-28,271.840698,287.980591,0.000000
2007-01-29,269.010590,278.787903,0.583620
2007-01-30,269.696289,277.705963,5.010271
2007-01-31,267.081329,272.583679,0.000000
2007-02-01,265.924744,280.914337,0.000000
2007-02-02,271.332642,289.857452,0.000000
2007-02-03,276.343170,295.490814,0.000000
2007-02-04,277.627808,296.177551,0.000000
2007-02-05,280.045776,296.601593,0.000000
2007-02-06,279.917999,300.831818,0.000000
2007-02-07,281.522675,302.069183,0.000000
2007-02-08,285.030884,300.359009,0.000000
2007-02-09,277.248535,297.115112,0.000000
2007-02-10,268.139832,286.329865,0.000000
2007-02-11,276.078705,301.120514,0.000000
2007-02-12,286.005035,302.052673,0.000000
2007-02-13,281.252319,297.985474,0.000000
2007-02-14,272.754791,287.868591,0.000000
2007-02-15,277.917847,288.223877,0.327509
2007-02-16,272.175140,283.484100,0.000000
2007-02-17,274.261566,285.253967,0.000000
2007-02-18,281.148346,286.468658,2.281591
2007-02-19,283.125397,291.046112,7.559057
2007-02-20,285.347931,292.395081,2.148347
2007-02-21,284.491028,295.785736,0.000000
2007-02-22,284.154480,301.944672,0.000000
2007-02-23,283.915222,298.520416,0.000000
2007-02-24,276.993042,292.390625,0.000000
2007-02-25,275.592285,289.240448,0.000000
2007-02-26,276.639465,293.555511,0.000000
2007-02-27,278.777679,297.269897,0.000000
2007-02-28,279.960388,294.265289,0.000000
2007-03-01,282.193268,296.490509,0.000000
2007-03-02,284.710785,294.849121,0.000000
2007-03-03,268.547150,284.886169,0.000000
2007-03-04,274.593781,278.007263,11.731865
2007-03-05,270.245728,295.018066,0.000000
2007-03-06,284.243225,302.451263,0.000000
2007-03-07,277.493805,296.275146,0.000000
2007-03-08,281.749146,289.053101,0.000000
2007-03-09,283.939423,294.103943,0.000000
2007-03-10,288.568420,295.153442,4.260890
2007-03-11,289.419952,302.347015,0.000000
2007-03-12,287.167267,299.401459,0.000000
2007-03-13,286.435883,298.331116,0.000000
2007-03-14,290.008911,302.038452,2.069081
2007-03-15,285.173676,299.164948,0.000000
2007-03-16,285.499725,295.551819,0.000000
2007-03-17,281.348053,298.428497,0.000000
2007-03-18,287.522034,300.652863,0.000000
2007-03-19,289.923126,305.299988,0.000000
2007-03-20,288.611572,305.142456,0.000000
2007-03-21,289.460297,301.780273,0.500944
2007-03-22,278.886292,298.278625,0.000000
2007-03-23,277.928680,286.078949,0.000000
2007-03-24,278.826324,291.737488,0.000000
2007-03-25,286.319733,291.303314,0.000000
2007-03-26,280.019592,290.367889,2.067788
2007-03-27,273.925934,282.496490,0.000000
2007-03-28,277.883362,283.747894,0.515633
2007-03-29,277.484497,288.033325,0.000000
2007-03-30,279.623810,298.047699,0.000000
2007-03-31,288.393555,297.201080,0.000000
2007-04-01,281.728271,289.666595,0.965761
2007-04-02,284.148285,290.563660,16.258608
2007-04-03,280.201996,286.001801,9.301690
2007-04-04,276.467926,289.277344,0.000000
2007-04-05,280.276001,292.162201,0.000000
2007-04-06,284.089935,292.318817,0.000000
2007-04-07,288.191956,293.048553,1.142088
2007-04-08,291.134277,304.205994,0.893105
2007-04-09,286.358917,301.041534,0.295839
2007-04-10,280.605896,301.625427,0.000000
2007-04-11,285.251617,306.299530,0.000000
2007-04-12,286.849121,304.881775,0.000000
2007-04-13,290.091156,304.745422,0.000000
2007-04-14,288.296448,302.412537,0.000000
2007-04-15,289.993988,298.568054,0.000000
2007-04-16,288.646973,298.070892,0.000000
2007-04-17,290.707550,299.575470,0.726284
2007-04-18,292.395691,299.741608,6.305401
2007-04-19,292.267120,299.769836,7.020842
2007-04-20,289.858490,300.615143,2.369070
2007-04-21,286.342957,303.831451,0.000000
2007-04-22,287.294373,303.708282,0.000000
2007-04-23,286.811066,305.978821,0.000000
2007-04-24,286.650391,306.376862,0.000000
2007-04-25,287.163239,303.627014,0.000000
2007-04-26,289.140167,301.140808,0.000000
2007-04-27,290.885925,301.556549,0.000000
2007-04-28,290.833008,298.807068,2.177313
2007-04-29,291.059509,300.949982,0.000000
2007-04-30,291.474823,303.723175,0.438700
2007-05-01,290.797882,304.822418,0.000000
2007-05-02,290.120544,305.702911,0.000000
2007-05-03,289.554047,306.372131,0.000000
2007-05-04,291.113647,306.328186,0.000000
2007-05-05,289.791443,306.352905,0.000000
2007-05-06,290.654541,305.613861,0.000000
2007-05-07,290.985168,302.754730,0.000000
2007-05-08,294.289612,301.604431,0.280827
2007-05-09,293.350983,299.827972,3.228064
2007-05-10,292.873047,304.812500,0.000000
2007-05-11,293.212524,307.670685,0.000000
2007-05-12,293.541382,308.552551,0.000000
2007-05-13,295.035095,308.079346,3.111709
2007-05-14,295.294891,309.860321,0.000000
2007-05-15,295.295685,309.436096,0.000000
2007-05-16,292.283325,306.499146,0.000000
2007-05-17,289.753571,306.538300,0.000000
2007-05-18,289.241638,306.524078,0.000000
2007-05-19,291.538513,305.542114,0.000000
2007-05-20,293.225098,307.567749,0.000000
2007-05-21,292.020264,307.966125,0.000000
2007-05-22,292.990662,308.929901,0.000000
2007-05-23,293.410675,309.755676,0.000000
2007-05-24,295.676025,310.705139,0.000000
2007-05-25,296.562012,310.072021,0.000000
2007-05-26,295.231750,308.774414,0.000000
2007-05-27,293.454865,307.348877,0.000000
2007-05-28,291.438416,307.697388,0.000000
2007-05-29,292.191193,308.191284,0.000000
2007-05-30,292.292694,309.632202,0.000000
2007-05-31,297.018280,312.560791,0.000000
2007-06-01,295.884399,307.962097,0.984724
2007-06-02,295.144043,301.902740,0.606199
2007-06-03,294.760925,299.936218,5.011073
2007-06-04,294.231964,300.635315,0.000000
2007-06-05,294.930847,300.854492,0.000000
2007-06-06,295.486969,299.102539,0.515139
2007-06-07,295.277374,300.363739,0.000000
2007-06-08,295.444427,306.742371,0.000000
2007-06-09,294.160370,308.145538,0.000000
2007-06-10,295.251068,309.022522,0.000000
2007-06-11,294.807709,310.764648,0.000000
2007-06-12,294.746307,310.663727,0.000000
2007-06-13,297.157990,309.448883,0.000000
2007-06-14,296.765167,309.142578,0.000000
2007-06-15,297.012817,308.936005,0.000000
2007-06-16,296.950226,310.766327,0.000000
2007-06-17,297.038452,312.518372,0.000000
2007-06-18,296.949921,312.706909,0.000000
2007-06-19,296.711853,311.895752,0.000000
2007-06-20,296.920197,310.016266,0.000000
2007-06-21,297.090546,307.518768,1.751065
2007-06-22,296.010071,308.425171,0.000000
2007-06-23,296.195221,308.478638,0.000000
2007-06-24,297.019592,308.418823,0.000000
2007-06-25,297.343353,306.380859,4.528569
2007-06-26,297.482269,306.002563,2.189278
2007-06-27,297.012909,309.652710,1.889168
2007-06-28,300.195679,307.673676,0.955642
2007-06-29,297.437042,303.331665,3.170698
2007-06-30,296.106476,305.422852,3.988713
2007-07-01,295.967682,306.127472,0.000000
2007-07-02,296.683411,306.544830,0.373634
2007-07-03,297.027039,308.071075,0.000000
2007-07-04,297.883148,309.590332,0.000000
2007-07-05,296.330017,310.342468,0.000000
2007-07-06,296.067719,310.640076,0.000000
2007-07-07,296.260315,310.223358,0.000000
2007-07-08,296.454224,309.320068,0.000000
2007-07-09,296.512726,308.332123,0.000000
2007-07-10,296.939636,308.064453,0.000000
2007-07-11,296.751953,307.101196,0.000000
2007-07-12,295.988342,308.831757,0.000000
2007-07-13,296.720612,307.564941,0.000000
2007-07-14,296.478790,308.680817,0.000000
2007-07-15,297.179535,307.927734,0.000000
2007-07-16,296.095520,303.937592,0.670872
2007-07-17,295.610474,304.675079,0.321180
2007-07-18,296.213074,308.432373,0.381883
2007-07-19,295.618591,308.993896,0.832240
2007-07-20,297.285858,309.421692,2.600319
2007-07-21,296.478729,309.864441,0.000000
2007-07-22,297.010437,309.491852,0.000000
2007-07-23,296.020782,307.810394,0.000000
2007-07-24,296.729553,309.208801,0.000000
2007-07-25,296.743408,310.276215,0.299184
2007-07-26,297.204224,310.373657,0.336489
2007-07-27,297.028229,309.439636,0.336987
2007-07-28,296.464417,312.042084,0.000000
2007-07-29,298.650269,311.160492,0.000000
2007-07-30,297.489929,312.222321,0.000000
2007-07-31,298.580261,313.410004,0.000000
2007-08-01,299.012604,313.727234,0.000000
2007-08-02,298.150909,313.551575,0.000000
2007-08-03,297.454407,313.074463,0.750906
2007-08-04,297.829865,312.328674,3.195326
2007-08-05,297.432037,312.899933,0.357730
2007-08-06,297.115448,309.823029,2.478490
2007-08-07,298.999420,310.372925,1.130206
2007-08-08,298.159729,312.738312,0.000000
2007-08-09,298.623718,312.012512,0.000000
2007-08-10,297.258148,311.235443,0.000000
2007-08-11,297.173798,309.990051,0.304942
2007-08-12,297.862396,307.192810,0.000000
2007-08-13,295.947021,304.749146,11.933784
2007-08-14,296.120880,304.311401,6.063210
2007-08-15,296.664154,302.075104,6.502720
