#Variables:
#tasmin_CanESM2_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CanESM2_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_CanESM2_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CanESM2_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CanESM2_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CanESM2_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CanESM2_rcp45(K),tasmax_CanESM2_rcp45(K),pr_CanESM2_rcp45(mm)"
""
yyyy-mm-dd,tasmin_CanESM2_rcp45(K),tasmax_CanESM2_rcp45(K),pr_CanESM2_rcp45(mm)
2006-06-14,293.312683,307.422913,0.000000
2006-06-15,296.024719,310.580994,0.000000
2006-06-16,297.542419,311.963989,0.000000
2006-06-17,298.406799,311.395142,2.785661
2006-06-18,298.313080,310.330658,5.916657
2006-06-19,298.285522,309.822693,6.108847
2006-06-20,298.334412,308.422607,0.000000
2006-06-21,297.010925,308.200073,1.168686
2006-06-22,296.812744,308.069824,0.000000
2006-06-23,297.734100,308.325745,0.000000
2006-06-24,298.004456,308.099518,0.000000
2006-06-25,298.585510,307.757782,0.376389
2006-06-26,297.125031,308.231598,0.000000
2006-06-27,297.165466,308.843536,0.000000
2006-06-28,297.283264,311.109497,0.323137
2006-06-29,297.798798,311.683838,0.000000
2006-06-30,297.369141,311.130890,0.000000
2006-07-01,296.233337,309.505157,0.000000
2006-07-02,296.320923,308.225433,0.000000
2006-07-03,297.276459,306.947784,0.418139
2006-07-04,296.326813,306.526337,0.000000
2006-07-05,296.458893,307.241364,0.000000
2006-07-06,296.653931,308.680634,1.660628
2006-07-07,296.333038,308.421753,0.776341
2006-07-08,297.135956,308.291382,0.000000
2006-07-09,297.000092,309.257538,0.000000
2006-07-10,297.140564,310.201019,0.000000
2006-07-11,298.725067,310.389191,0.000000
2006-07-12,298.347412,309.843994,0.000000
2006-07-13,297.513947,309.435822,0.000000
2006-07-14,297.511414,308.637329,0.000000
2006-07-15,298.258484,306.541199,5.665487
2006-07-16,296.613251,305.065491,1.537014
2006-07-17,297.495178,306.005249,0.000000
2006-07-18,297.512360,306.923889,15.914412
2006-07-19,297.311249,308.610229,4.012976
2006-07-20,297.683289,308.045959,6.148312
2006-07-21,297.070374,304.025940,1.217024
2006-07-22,292.907288,303.557861,1.095796
2006-07-23,295.181549,305.068848,0.000000
2006-07-24,295.900726,306.943146,0.000000
2006-07-25,296.525024,308.744690,0.000000
2006-07-26,296.683563,309.554657,0.000000
2006-07-27,296.766968,309.709839,0.000000
2006-07-28,297.891449,311.484406,0.000000
2006-07-29,298.574646,310.764832,0.000000
2006-07-30,298.590637,312.270294,0.000000
2006-07-31,298.659729,312.995056,0.000000
2006-08-01,298.781219,314.073059,0.000000
2006-08-02,298.769440,313.675049,0.000000
2006-08-03,299.136719,312.657806,0.000000
2006-08-04,298.906982,313.075775,0.000000
2006-08-05,298.878387,312.909821,0.000000
2006-08-06,299.113770,312.989441,0.000000
2006-08-07,298.752808,312.661316,0.000000
2006-08-08,297.364532,310.949005,0.000000
2006-08-09,297.510925,312.274689,1.370297
2006-08-10,298.458221,311.922974,2.280923
2006-08-11,297.362213,311.758087,2.068433
2006-08-12,298.890015,313.612152,2.545725
2006-08-13,298.309723,311.978851,4.236110
2006-08-14,298.935425,310.400879,0.587895
2006-08-15,298.005341,309.897461,0.000000
2006-08-16,297.658386,310.478424,0.000000
2006-08-17,297.780273,310.201965,0.000000
2006-08-18,298.780365,308.654633,0.000000
2006-08-19,298.435089,309.600616,0.362541
2006-08-20,297.535980,309.072388,0.000000
2006-08-21,297.764679,310.276703,0.000000
2006-08-22,297.630463,310.408844,0.000000
2006-08-23,297.917603,310.109467,0.000000
2006-08-24,297.885712,310.368713,0.000000
2006-08-25,296.565857,311.653412,0.000000
2006-08-26,297.162903,311.279724,0.000000
2006-08-27,297.038879,311.539215,0.000000
2006-08-28,297.417908,312.687103,0.000000
2006-08-29,297.647583,313.992371,0.000000
2006-08-30,298.175598,315.096832,0.842037
2006-08-31,297.504547,314.900787,0.000000
2006-09-01,299.021759,311.929626,0.000000
2006-09-02,298.099701,308.045990,0.000000
2006-09-03,296.075623,306.784637,0.000000
2006-09-04,296.324310,306.847900,0.000000
2006-09-05,296.134430,307.523926,0.000000
2006-09-06,294.098907,308.022034,0.000000
2006-09-07,295.711487,308.329742,0.307677
2006-09-08,298.009369,308.303314,0.000000
2006-09-09,298.084106,307.983185,0.000000
2006-09-10,297.883270,307.620300,0.000000
2006-09-11,295.661011,307.361572,0.000000
2006-09-12,295.574432,307.614227,0.000000
2006-09-13,297.165924,307.714813,0.320973
2006-09-14,295.979858,307.759857,0.000000
2006-09-15,294.685455,308.885162,1.695921
2006-09-16,295.739655,307.576538,3.045415
2006-09-17,293.808380,307.172150,0.000000
2006-09-18,294.692505,305.940216,0.000000
2006-09-19,294.663300,305.397095,0.306614
2006-09-20,295.432159,307.165039,0.000000
2006-09-21,295.358551,307.794159,0.000000
2006-09-22,295.315155,307.889557,0.000000
2006-09-23,295.892303,306.756409,0.334334
2006-09-24,296.332367,306.446259,6.594323
2006-09-25,296.513000,306.563721,7.185800
2006-09-26,297.311554,307.177460,7.133417
2006-09-27,294.762390,306.204529,4.494085
2006-09-28,293.823395,305.867188,1.094542
2006-09-29,293.410828,306.446503,0.000000
2006-09-30,289.072632,306.762268,0.000000
2006-10-01,289.577332,306.115356,0.000000
2006-10-02,292.186829,305.161102,0.000000
2006-10-03,292.686798,303.627899,0.000000
2006-10-04,290.163086,304.005981,0.000000
2006-10-05,290.554810,304.177704,0.000000
2006-10-06,292.407135,305.435364,0.000000
2006-10-07,291.883789,305.979218,0.000000
2006-10-08,294.322723,303.538483,0.000000
2006-10-09,295.967651,307.808105,0.469329
2006-10-10,294.304993,308.636749,0.000000
2006-10-11,298.218292,305.315369,0.000000
2006-10-12,293.732117,305.331268,0.000000
2006-10-13,295.281494,304.246887,11.125711
2006-10-14,295.272675,305.157043,8.993599
2006-10-15,294.081818,301.808838,25.540787
2006-10-16,284.230225,293.053467,8.906269
2006-10-17,286.273468,294.093140,9.368074
2006-10-18,284.731567,299.234253,0.000000
2006-10-19,293.038208,303.325500,1.339917
2006-10-20,294.085632,304.987274,0.000000
2006-10-21,290.539154,298.612427,2.949164
2006-10-22,280.971619,296.342682,0.000000
2006-10-23,282.927063,296.589539,0.000000
2006-10-24,280.412292,298.568604,0.000000
2006-10-25,282.981171,300.474121,0.000000
2006-10-26,284.816284,303.190338,0.000000
2006-10-27,285.278381,303.310638,0.000000
2006-10-28,286.734039,302.537415,0.000000
2006-10-29,286.847656,302.506470,0.000000
2006-10-30,288.252838,302.194855,0.000000
2006-10-31,288.633667,302.581787,0.000000
2006-11-01,289.044983,301.641571,0.000000
2006-11-02,288.067169,299.601776,0.000000
2006-11-03,290.785278,298.500214,0.000000
2006-11-04,288.554840,298.434174,2.736493
2006-11-05,289.003326,298.585846,0.473386
2006-11-06,288.110138,298.292725,0.000000
2006-11-07,287.208679,296.929352,0.000000
2006-11-08,289.777405,297.500183,0.000000
2006-11-09,290.581604,296.062805,2.877899
2006-11-10,290.561951,296.357727,0.634736
2006-11-11,289.859222,295.005219,6.404503
2006-11-12,290.337646,296.092377,2.058303
2006-11-13,293.919708,302.863251,12.147087
2006-11-14,289.358948,298.942932,8.112640
2006-11-15,289.325287,294.365479,10.805570
2006-11-16,288.077271,294.773163,0.474018
2006-11-17,285.746643,293.110474,0.000000
2006-11-18,283.356689,295.319763,0.000000
2006-11-19,280.713104,294.177307,0.605500
2006-11-20,286.832947,295.489014,2.913658
2006-11-21,287.137634,299.238281,0.000000
2006-11-22,283.319763,298.955902,0.000000
2006-11-23,286.627930,299.444061,0.000000
2006-11-24,280.120331,293.830048,2.965797
2006-11-25,277.120514,286.001526,0.000000
2006-11-26,278.842468,285.862640,0.000000
2006-11-27,284.111908,299.677460,0.000000
2006-11-28,289.985382,301.594788,1.582608
2006-11-29,280.400848,297.434204,0.000000
2006-11-30,287.001984,300.603424,0.000000
2006-12-01,289.609009,297.620850,1.829988
2006-12-02,273.527924,293.460632,3.156072
2006-12-03,269.709900,282.444336,0.000000
2006-12-04,274.450287,288.269409,0.000000
2006-12-05,277.608978,285.335419,0.690441
2006-12-06,280.378296,289.244537,7.551573
2006-12-07,285.716400,297.723114,0.554735
2006-12-08,283.918793,293.863098,0.000000
2006-12-09,279.602905,288.122650,0.000000
2006-12-10,281.919159,293.590729,4.240621
2006-12-11,278.172943,290.754089,0.351074
2006-12-12,271.626648,286.939911,0.000000
2006-12-13,271.005829,288.475372,0.000000
2006-12-14,275.872101,285.535767,0.000000
2006-12-15,280.043243,288.716431,3.179123
2006-12-16,281.525970,285.437592,11.150948
2006-12-17,283.775299,291.885376,12.014091
2006-12-18,282.644775,290.333679,11.859275
2006-12-19,277.089264,285.297150,0.000000
2006-12-20,277.042084,283.503937,1.302398
2006-12-21,278.744843,287.168243,1.321692
2006-12-22,276.897034,290.374237,0.000000
2006-12-23,277.514343,290.078400,0.000000
2006-12-24,275.510376,286.055511,0.000000
2006-12-25,270.175171,286.959015,0.000000
2006-12-26,274.932556,290.214447,0.000000
2006-12-27,282.639099,287.649597,0.653163
2006-12-28,276.448792,288.408875,0.000000
2006-12-29,278.202454,285.834137,7.639929
2006-12-30,274.859039,284.106873,7.162568
2006-12-31,274.027985,287.681915,0.000000
2007-01-01,275.510529,293.368835,0.000000
2007-01-02,277.437164,295.720276,0.000000
2007-01-03,278.837463,297.795074,0.000000
2007-01-04,280.186646,294.357330,0.000000
2007-01-05,277.180573,296.219604,0.000000
2007-01-06,276.920380,296.913544,0.000000
2007-01-07,281.056915,291.108459,0.000000
2007-01-08,276.325317,289.365662,0.000000
2007-01-09,271.500061,291.870239,0.000000
2007-01-10,272.739441,293.530853,0.000000
2007-01-11,278.086731,291.600250,0.000000
2007-01-12,284.254639,289.416107,2.216521
2007-01-13,282.394745,290.776550,0.574291
2007-01-14,279.246887,293.816101,0.000000
2007-01-15,281.059540,290.177185,0.000000
2007-01-16,274.463318,290.325684,0.000000
2007-01-17,272.015656,292.084137,0.000000
2007-01-18,275.056030,294.216431,0.000000
2007-01-19,276.601898,295.781189,0.000000
2007-01-20,280.202698,296.754059,0.388882
2007-01-21,284.263733,294.057251,1.824014
2007-01-22,284.737976,295.571594,0.000000
2007-01-23,282.192871,294.194061,0.000000
2007-01-24,282.004364,291.989899,0.000000
2007-01-25,285.076843,291.982849,0.814774
2007-01-26,280.583893,291.727173,0.000000
2007-01-27,276.269379,292.764252,0.000000
2007-01-28,277.245026,296.297211,0.000000
2007-01-29,282.853088,298.777069,0.000000
2007-01-30,283.053131,295.814026,0.000000
2007-01-31,274.123535,288.242401,0.000000
2007-02-01,277.139557,284.134827,0.000000
2007-02-02,277.279877,296.505280,0.000000
2007-02-03,279.871460,301.201508,0.000000
2007-02-04,287.718536,301.033661,0.000000
2007-02-05,277.367523,295.185577,0.559935
2007-02-06,267.659241,285.431244,0.000000
2007-02-07,274.615265,291.418396,0.000000
2007-02-08,273.263763,291.011536,0.000000
2007-02-09,276.528870,294.788208,0.000000
2007-02-10,275.555908,288.451050,0.000000
2007-02-11,267.613403,286.291016,0.000000
2007-02-12,267.980408,288.444794,0.000000
2007-02-13,275.335754,295.809265,0.000000
2007-02-14,278.573090,301.593475,0.000000
2007-02-15,282.484253,300.832703,0.000000
2007-02-16,281.289124,304.056091,0.000000
2007-02-17,282.528290,305.342957,0.000000
2007-02-18,283.214661,304.877869,0.000000
2007-02-19,284.490417,303.243561,0.000000
2007-02-20,286.501709,303.546631,1.518031
2007-02-21,279.436798,294.610718,6.679294
2007-02-22,272.275726,285.780762,0.000000
2007-02-23,272.348206,287.319550,0.000000
2007-02-24,273.078156,290.719696,0.000000
2007-02-25,276.436340,296.696625,0.000000
2007-02-26,280.782440,300.290375,0.000000
2007-02-27,283.337219,301.374329,0.000000
2007-02-28,283.733429,301.916656,0.000000
2007-03-01,283.368988,302.520172,0.000000
2007-03-02,284.117462,305.392670,0.000000
2007-03-03,286.503448,304.496735,0.000000
2007-03-04,286.792816,304.739746,0.000000
2007-03-05,286.585327,304.381287,0.000000
2007-03-06,288.789886,305.900146,0.000000
2007-03-07,288.148468,305.153748,0.000000
2007-03-08,291.388245,306.547638,0.509444
2007-03-09,287.863098,303.412994,0.000000
2007-03-10,275.499268,300.531586,0.000000
2007-03-11,282.213074,305.065826,0.000000
2007-03-12,282.750549,303.874390,0.000000
2007-03-13,280.736877,305.176300,0.000000
2007-03-14,285.162506,304.685913,0.000000
2007-03-15,287.610718,305.403687,0.000000
2007-03-16,284.985413,301.465088,0.000000
2007-03-17,274.531403,296.910828,0.000000
2007-03-18,280.196899,300.422333,0.000000
2007-03-19,287.985687,300.996674,0.000000
2007-03-20,284.385559,306.576813,0.000000
2007-03-21,283.389954,308.356659,0.000000
2007-03-22,292.468658,306.769989,0.000000
2007-03-23,280.725098,303.878632,0.000000
2007-03-24,274.029938,295.124817,0.000000
2007-03-25,278.853302,299.188904,0.000000
2007-03-26,284.963226,303.047913,0.000000
2007-03-27,292.606140,305.414154,0.896369
2007-03-28,290.438843,305.416534,0.469296
2007-03-29,292.501923,301.298706,4.302167
2007-03-30,291.322052,301.201813,1.833683
2007-03-31,289.951721,294.588287,7.174171
2007-04-01,291.793640,298.196655,11.920943
2007-04-02,291.250244,304.008118,0.311909
2007-04-03,284.787598,300.387146,0.000000
2007-04-04,281.603699,294.230682,0.000000
2007-04-05,283.992065,296.950775,0.000000
2007-04-06,289.034119,304.146332,0.000000
2007-04-07,284.881226,304.256561,0.458599
2007-04-08,291.706604,303.784027,0.000000
2007-04-09,291.421722,295.880585,1.234188
2007-04-10,291.439056,297.873260,2.715076
2007-04-11,290.718140,300.922516,1.443927
2007-04-12,290.300629,301.183960,0.421058
2007-04-13,292.041107,305.681274,0.000000
2007-04-14,293.549713,306.989471,0.000000
2007-04-15,287.355316,305.095490,0.000000
2007-04-16,285.643707,302.199219,0.000000
2007-04-17,283.360107,305.870239,0.000000
2007-04-18,286.225677,305.805969,0.000000
2007-04-19,288.619934,306.138184,0.000000
2007-04-20,294.152863,308.725677,0.000000
2007-04-21,288.173248,308.051422,0.000000
2007-04-22,285.049744,309.442657,0.000000
2007-04-23,286.857025,303.707397,0.000000
2007-04-24,286.106110,301.866730,0.000000
2007-04-25,289.886871,306.772552,0.398991
2007-04-26,292.471283,306.762390,0.000000
2007-04-27,288.566345,306.832550,2.376230
2007-04-28,292.251801,309.288239,0.000000
2007-04-29,295.289520,309.077942,0.000000
2007-04-30,294.466583,308.254791,0.000000
2007-05-01,294.465759,306.938965,0.000000
2007-05-02,294.978577,306.930054,0.000000
2007-05-03,295.844177,307.157990,0.000000
2007-05-04,296.209625,302.296844,6.507161
2007-05-05,294.218384,297.856537,28.794733
2007-05-06,287.859955,300.441681,0.000000
2007-05-07,293.125488,301.477753,0.000000
2007-05-08,294.913147,303.364594,0.355084
2007-05-09,293.537170,302.261108,0.000000
2007-05-10,294.182983,303.458313,2.499699
2007-05-11,293.204590,304.745636,0.000000
2007-05-12,294.377594,309.467285,0.000000
2007-05-13,294.981781,310.511536,0.000000
2007-05-14,296.750946,307.293335,0.000000
2007-05-15,297.871033,306.876434,0.000000
2007-05-16,295.013306,303.060181,1.583539
2007-05-17,293.276184,303.876190,0.000000
2007-05-18,294.378571,306.989746,0.000000
2007-05-19,295.670715,309.115204,0.000000
2007-05-20,296.524078,306.868774,0.519437
2007-05-21,296.841522,306.286896,0.698088
2007-05-22,296.657837,304.698029,3.113609
2007-05-23,295.353241,303.443909,1.320305
2007-05-24,295.942078,305.453094,0.000000
2007-05-25,296.255798,307.061157,7.034403
2007-05-26,295.382874,307.836823,1.991692
2007-05-27,295.817810,308.174835,0.000000
2007-05-28,295.951477,310.777771,0.000000
2007-05-29,296.507294,309.913239,0.000000
2007-05-30,295.525574,308.980988,0.000000
2007-05-31,296.468231,307.735901,0.000000
2007-06-01,296.219360,308.812164,0.000000
2007-06-02,297.463531,310.588593,0.000000
2007-06-03,297.907166,310.443756,0.000000
2007-06-04,296.717102,309.931610,0.000000
2007-06-05,295.447906,306.826019,0.000000
2007-06-06,296.063538,307.289856,3.174770
2007-06-07,298.295654,310.966248,0.310261
2007-06-08,298.604340,311.722748,4.644694
2007-06-09,299.613068,312.092590,6.486478
2007-06-10,299.431091,314.406860,8.352283
2007-06-11,298.724823,311.249786,0.358228
2007-06-12,297.074707,310.430237,0.347243
2007-06-13,298.167297,309.524750,0.000000
2007-06-14,298.166931,305.765808,1.970093
2007-06-15,297.846680,307.739075,0.000000
2007-06-16,297.305481,308.017639,0.000000
2007-06-17,298.043335,308.818542,0.000000
2007-06-18,296.814301,308.660736,0.000000
2007-06-19,297.160828,309.905914,0.000000
2007-06-20,297.512390,309.808167,4.152699
2007-06-21,296.431580,309.225372,2.159172
2007-06-22,296.860413,307.164673,3.827698
2007-06-23,296.354004,305.633575,0.875691
2007-06-24,296.333008,306.466461,3.851517
2007-06-25,297.326080,306.420624,0.000000
2007-06-26,297.215210,307.762878,1.988493
2007-06-27,296.852783,309.672577,0.000000
2007-06-28,295.873199,310.478119,0.448168
2007-06-29,297.688049,309.078491,0.000000
2007-06-30,297.071564,308.410645,0.000000
2007-07-01,298.242889,307.265625,0.000000
2007-07-02,297.977600,309.696442,0.000000
2007-07-03,297.364929,311.742249,0.000000
2007-07-04,297.668427,310.876373,0.000000
2007-07-05,296.477661,309.522003,0.000000
2007-07-06,297.316193,308.885651,0.693799
2007-07-07,297.431824,309.460205,0.000000
2007-07-08,296.698761,311.637115,0.000000
2007-07-09,298.647644,312.979736,0.000000
2007-07-10,299.375946,311.363678,0.000000
2007-07-11,298.938141,310.051971,1.779110
2007-07-12,298.426575,309.968719,7.462477
2007-07-13,298.207642,308.680298,2.129669
2007-07-14,299.758972,309.672150,10.855928
2007-07-15,296.871918,303.532257,18.111734
2007-07-16,296.727448,301.823486,46.006477
2007-07-17,296.604950,302.663452,37.627598
2007-07-18,297.059448,303.559784,24.317266
2007-07-19,296.207428,296.669922,4.671814
2007-07-20,296.702972,303.216370,4.348008
2007-07-21,296.888580,303.198212,4.232435
2007-07-22,292.462585,292.743347,34.615414
2007-07-23,297.180389,304.328461,0.000000
2007-07-24,297.180054,304.699585,0.000000
2007-07-25,297.804138,306.251923,0.000000
2007-07-26,297.584869,308.458954,0.000000
2007-07-27,298.525208,310.063782,0.000000
2007-07-28,298.437744,310.375214,0.000000
2007-07-29,297.425354,309.806427,0.000000
2007-07-30,297.395142,312.110474,2.283477
2007-07-31,297.234344,312.814636,0.000000
2007-08-01,298.015564,313.228363,0.288029
2007-08-02,300.495789,311.703949,1.393254
2007-08-03,298.680023,310.443665,1.164301
2007-08-04,297.877625,310.150909,0.000000
2007-08-05,298.182220,309.677887,0.000000
2007-08-06,299.186707,309.461182,0.610277
2007-08-07,296.809296,308.876068,0.000000
2007-08-08,296.265778,309.703430,0.000000
2007-08-09,296.062103,310.166016,0.000000
2007-08-10,296.470459,309.940674,0.000000
2007-08-11,297.293121,310.521820,0.000000
2007-08-12,297.159393,310.164368,0.000000
2007-08-13,297.912628,310.614288,0.000000
2007-08-14,298.855133,311.351166,0.000000
2007-08-15,299.526642,311.715912,0.000000
