#Variables:
#tasmin_HadGEM2-CC365_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-CC365_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-CC365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-CC365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-CC365_rcp85(K),tasmax_HadGEM2-CC365_rcp85(K),pr_HadGEM2-CC365_rcp85(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-CC365_rcp85(K),tasmax_HadGEM2-CC365_rcp85(K),pr_HadGEM2-CC365_rcp85(mm)
2006-07-14,296.207458,309.767242,0.000000
2006-07-15,297.290344,309.085388,0.000000
2006-07-16,297.949677,309.141663,0.000000
2006-07-17,297.179291,309.586639,0.000000
2006-07-18,296.887085,309.356110,0.000000
2006-07-19,296.961212,308.644165,0.000000
2006-07-20,296.840759,305.871704,3.651879
2006-07-21,295.793457,303.486176,10.964554
2006-07-22,296.419250,306.550385,8.858761
2006-07-23,296.812714,306.474579,4.696662
2006-07-24,296.916718,305.784882,4.795958
2006-07-25,296.916962,304.939819,3.627083
2006-07-26,296.974365,304.887787,8.599269
2006-07-27,296.838409,306.011169,6.584629
2006-07-28,296.132294,308.555115,1.828067
2006-07-29,296.043121,308.806824,1.737722
2006-07-30,294.292114,309.601776,0.483035
2006-07-31,294.951202,310.100708,0.000000
2006-08-01,295.622223,310.072418,0.614379
2006-08-02,296.170471,310.390503,0.000000
2006-08-03,296.419525,310.647247,0.977317
2006-08-04,296.773346,309.622620,0.000000
2006-08-05,296.919800,310.029816,0.000000
2006-08-06,296.357239,310.461700,0.000000
2006-08-07,296.790527,311.170837,0.000000
2006-08-08,297.350037,312.833588,0.000000
2006-08-09,297.060699,312.644684,0.000000
2006-08-10,297.684052,311.849457,0.000000
2006-08-11,297.472656,311.462799,0.000000
2006-08-12,297.593323,311.715332,0.000000
2006-08-13,297.840149,311.164551,0.000000
2006-08-14,298.158997,311.008881,0.000000
2006-08-15,298.805481,311.044769,0.000000
2006-08-16,297.625122,310.980194,0.000000
2006-08-17,295.361908,310.972046,0.000000
2006-08-18,296.843292,310.800598,0.000000
2006-08-19,298.534271,310.596649,1.020050
2006-08-20,298.839294,310.476624,4.000557
2006-08-21,297.760864,309.842773,3.895303
2006-08-22,297.525177,309.335907,9.223470
2006-08-23,298.230194,309.437286,4.517434
2006-08-24,298.748260,309.127594,4.726333
2006-08-25,298.314331,308.772339,2.052887
2006-08-26,297.716217,309.904358,0.000000
2006-08-27,298.358429,309.941895,0.000000
2006-08-28,298.034973,310.126068,0.000000
2006-08-29,297.610413,310.218781,0.000000
2006-08-30,298.423187,309.845184,0.000000
2006-08-31,298.908844,309.327118,0.000000
2006-09-01,298.467743,309.320770,0.000000
2006-09-02,297.211090,309.500244,1.549888
2006-09-03,297.090057,308.850128,0.848078
2006-09-04,296.899414,308.867615,0.000000
2006-09-05,296.848511,307.780304,0.000000
2006-09-06,295.834747,307.570374,0.000000
2006-09-07,294.560974,306.621613,0.753920
2006-09-08,295.953979,306.092285,6.967037
2006-09-09,296.838776,307.676453,6.456726
2006-09-10,297.829529,309.112305,1.525334
2006-09-11,298.933197,308.661896,0.000000
2006-09-12,298.607056,307.729736,1.791263
2006-09-13,296.149628,308.475433,6.579217
2006-09-14,295.352631,305.576538,4.967373
2006-09-15,294.251587,304.466492,3.001353
2006-09-16,293.847656,306.071533,0.000000
2006-09-17,294.286163,307.165741,0.000000
2006-09-18,294.424103,306.820587,0.352356
2006-09-19,292.941071,305.962433,0.779322
2006-09-20,291.385193,305.785614,0.000000
2006-09-21,293.102631,307.484375,13.378626
2006-09-22,295.761383,305.230377,38.381542
2006-09-23,295.966248,304.445129,67.367226
2006-09-24,296.767944,304.361237,4.954866
2006-09-25,296.977020,302.318176,1.775747
2006-09-26,295.670044,302.230316,1.790320
2006-09-27,293.634766,302.232727,2.039946
2006-09-28,291.578308,302.550476,2.699351
2006-09-29,293.331543,301.923492,0.000000
2006-09-30,290.644348,302.578766,5.907465
2006-10-01,296.244049,304.722473,0.925757
2006-10-02,296.565918,304.191620,0.000000
2006-10-03,295.464783,304.505188,0.000000
2006-10-04,294.087830,303.891724,1.360147
2006-10-05,293.811676,303.187317,0.000000
2006-10-06,292.875824,301.643799,0.378959
2006-10-07,292.969269,302.684052,0.000000
2006-10-08,293.635010,302.734589,0.000000
2006-10-09,292.691650,302.670471,0.000000
2006-10-10,293.237854,302.756439,0.000000
2006-10-11,293.855255,302.764496,0.911938
2006-10-12,293.727631,303.398773,1.413713
2006-10-13,292.278809,301.300262,4.000459
2006-10-14,284.956909,301.672760,0.000000
2006-10-15,285.144196,302.428284,0.000000
2006-10-16,287.046539,301.520233,0.000000
2006-10-17,287.774963,301.933624,0.000000
2006-10-18,289.341888,302.026794,0.819316
2006-10-19,290.072266,299.114410,0.403308
2006-10-20,289.762299,299.051331,2.208123
2006-10-21,289.010223,296.622864,5.608911
2006-10-22,288.720703,296.101776,10.706269
2006-10-23,287.584686,292.671234,0.963270
2006-10-24,288.770508,294.158295,10.301990
2006-10-25,287.217865,295.233276,5.988049
2006-10-26,290.125122,295.256622,6.611184
2006-10-27,288.672760,294.460907,14.614114
2006-10-28,289.587952,297.777100,0.280753
2006-10-29,288.116913,300.007507,0.000000
2006-10-30,285.718811,300.074921,0.000000
2006-10-31,285.716370,300.586456,0.000000
2006-11-01,288.323975,301.814545,0.000000
2006-11-02,290.166077,302.313354,0.000000
2006-11-03,287.399261,299.562103,0.000000
2006-11-04,284.001984,299.483887,0.000000
2006-11-05,286.460938,298.031158,0.000000
2006-11-06,280.404602,293.084534,0.000000
2006-11-07,275.749542,295.862183,0.000000
2006-11-08,280.239655,299.913269,0.000000
2006-11-09,282.469055,301.076691,0.000000
2006-11-10,284.826965,300.130676,0.000000
2006-11-11,288.154022,297.902283,11.803640
2006-11-12,284.958862,295.199646,13.797250
2006-11-13,286.952484,301.711578,0.000000
2006-11-14,286.893646,302.456970,0.000000
2006-11-15,283.489838,295.641388,0.000000
2006-11-16,279.790771,288.369568,0.000000
2006-11-17,278.752747,284.683685,0.000000
2006-11-18,279.858704,284.787231,8.814195
2006-11-19,281.934631,290.373138,16.668898
2006-11-20,283.475037,292.434357,2.972268
2006-11-21,287.474213,296.510376,0.610066
2006-11-22,289.601501,299.204956,0.403953
2006-11-23,291.133789,300.121918,0.427381
2006-11-24,291.341827,300.899475,0.000000
2006-11-25,290.515656,301.888092,0.000000
2006-11-26,286.866211,300.795227,0.000000
2006-11-27,282.917511,298.356201,1.384658
2006-11-28,281.583679,296.033539,0.000000
2006-11-29,285.021851,299.162781,0.000000
2006-11-30,288.463776,300.859192,0.000000
2006-12-01,290.004211,301.190277,0.000000
2006-12-02,290.685547,301.259308,0.000000
2006-12-03,288.378418,301.296295,0.413507
2006-12-04,281.769562,299.749573,0.000000
2006-12-05,281.178101,297.564117,0.000000
2006-12-06,278.471954,297.632111,0.000000
2006-12-07,283.839264,296.488800,0.000000
2006-12-08,288.288666,299.460144,0.000000
2006-12-09,287.893158,298.900940,1.612262
2006-12-10,282.207214,292.998047,0.000000
2006-12-11,276.587769,288.546570,0.435201
2006-12-12,276.065308,286.662170,0.000000
2006-12-13,275.074554,282.697723,0.000000
2006-12-14,274.639832,281.677948,1.475748
2006-12-15,276.196625,284.036835,0.476964
2006-12-16,279.663147,285.962555,0.000000
2006-12-17,279.822357,284.717163,0.340367
2006-12-18,278.635925,282.488068,6.157528
2006-12-19,277.882446,283.212189,1.632885
2006-12-20,272.417084,281.076782,0.000000
2006-12-21,274.014648,281.632263,0.000000
2006-12-22,275.924316,286.308807,0.000000
2006-12-23,275.830017,292.614777,0.000000
2006-12-24,280.880035,294.123871,0.000000
2006-12-25,284.102539,296.037079,0.000000
2006-12-26,275.883362,293.133453,0.000000
2006-12-27,275.157959,282.059174,0.357929
2006-12-28,277.874512,287.249847,0.000000
2006-12-29,282.108704,293.749512,0.000000
2006-12-30,286.589325,298.256256,0.000000
2006-12-31,289.589355,300.368439,0.000000
2007-01-01,289.172211,301.180359,2.197665
2007-01-02,287.843018,297.618225,0.352773
2007-01-03,287.431641,298.456818,5.947857
2007-01-04,285.346741,296.575653,1.522295
2007-01-05,275.364807,290.068481,0.000000
2007-01-06,274.458374,293.813293,0.000000
2007-01-07,277.561005,296.948914,0.000000
2007-01-08,278.230377,298.527588,0.000000
2007-01-09,280.896820,298.031311,0.000000
2007-01-10,285.209106,299.807861,0.000000
2007-01-11,284.196960,299.873535,0.000000
2007-01-12,285.190369,301.025635,0.000000
2007-01-13,287.358551,300.568756,0.000000
2007-01-14,288.501190,300.828339,0.000000
2007-01-15,287.436554,299.386353,0.000000
2007-01-16,279.063263,297.479248,0.000000
2007-01-17,280.811829,298.672516,0.000000
2007-01-18,286.449585,299.672882,0.304546
2007-01-19,278.580933,296.971466,10.266531
2007-01-20,274.636902,284.910278,5.500716
2007-01-21,275.391296,285.286163,1.867548
2007-01-22,276.876617,290.999969,0.000000
2007-01-23,275.548187,288.946381,0.000000
2007-01-24,275.107086,290.926392,0.000000
2007-01-25,278.040314,295.137115,0.000000
2007-01-26,281.201569,297.239105,0.000000
2007-01-27,282.100342,297.916595,0.000000
2007-01-28,278.174957,294.150208,0.000000
2007-01-29,275.502167,294.362274,0.000000
2007-01-30,280.811859,297.183655,0.000000
2007-01-31,286.035278,297.993652,0.000000
2007-02-01,283.615601,300.014313,0.000000
2007-02-02,280.643311,300.040161,0.000000
2007-02-03,278.493011,299.715973,0.000000
2007-02-04,283.026001,301.089233,0.336901
2007-02-05,284.215424,299.461334,0.000000
2007-02-06,278.656311,289.277039,0.305730
2007-02-07,277.322144,290.722351,0.000000
2007-02-08,278.776947,299.102753,0.000000
2007-02-09,279.614777,298.339447,0.000000
2007-02-10,278.756897,293.522766,0.000000
2007-02-11,277.613190,288.706909,0.827302
2007-02-12,271.903992,283.289734,0.000000
2007-02-13,266.508911,279.537598,0.000000
2007-02-14,268.787903,281.435242,0.000000
2007-02-15,276.265930,286.071594,1.021215
2007-02-16,280.183594,290.892456,3.699075
2007-02-17,280.311523,291.456818,4.156166
2007-02-18,279.675415,295.437988,2.830267
2007-02-19,277.760010,293.842041,0.000000
2007-02-20,275.838257,289.866608,0.000000
2007-02-21,272.409882,288.685669,0.000000
2007-02-22,274.638672,293.615387,0.000000
2007-02-23,279.774994,294.130096,0.000000
2007-02-24,284.875275,295.328827,0.800994
2007-02-25,285.942871,299.727570,0.583148
2007-02-26,284.208862,302.592194,0.000000
2007-02-27,283.455994,302.478058,0.000000
2007-02-28,284.846710,301.674377,0.000000
2007-03-01,285.516174,301.877899,0.000000
2007-03-02,288.099304,301.355804,0.000000
2007-03-03,289.702728,303.740448,0.000000
2007-03-04,291.287781,304.545746,5.559432
2007-03-05,283.804779,298.918610,1.787947
2007-03-06,279.424469,293.972870,10.517201
2007-03-07,278.185547,295.659546,0.000000
2007-03-08,281.411743,302.834808,0.000000
2007-03-09,282.897217,306.431030,0.000000
2007-03-10,286.159271,306.692322,0.000000
2007-03-11,284.456207,302.419250,0.000000
2007-03-12,286.710724,305.324219,0.000000
2007-03-13,282.284607,301.693054,0.000000
2007-03-14,279.164795,295.760376,0.000000
2007-03-15,283.133026,295.506348,0.000000
2007-03-16,288.261078,298.788116,0.000000
2007-03-17,290.450745,302.491669,2.726216
2007-03-18,287.217316,306.301544,1.165519
2007-03-19,287.579346,304.201569,0.000000
2007-03-20,282.911438,297.227844,0.000000
2007-03-21,278.128204,293.833435,0.000000
2007-03-22,278.050110,297.338959,0.000000
2007-03-23,282.481628,295.673920,0.000000
2007-03-24,288.407166,302.507629,0.000000
2007-03-25,279.574677,301.245422,0.000000
2007-03-26,279.047668,290.732361,0.000000
2007-03-27,278.549072,290.421204,0.000000
2007-03-28,279.504669,291.646576,0.000000
2007-03-29,283.344147,300.028503,1.990563
2007-03-30,283.112640,298.025208,0.866602
2007-03-31,278.632996,298.891113,0.000000
2007-04-01,282.200073,301.883453,0.000000
2007-04-02,284.515991,300.075592,0.000000
2007-04-03,277.346130,291.763428,0.000000
2007-04-04,276.485779,296.814575,0.000000
2007-04-05,279.848267,300.518768,0.000000
2007-04-06,287.599579,297.863007,0.000000
2007-04-07,290.603058,302.052002,0.000000
2007-04-08,290.719513,302.909821,4.559118
2007-04-09,284.602295,297.844208,9.091225
2007-04-10,280.451324,293.619965,0.000000
2007-04-11,280.723114,299.668304,0.000000
2007-04-12,285.000183,304.879944,0.000000
2007-04-13,289.847473,304.322815,0.000000
2007-04-14,286.755219,298.551422,2.333478
2007-04-15,284.297058,297.702484,0.000000
2007-04-16,283.544220,298.245361,0.000000
2007-04-17,284.838684,298.084686,0.000000
2007-04-18,285.388916,296.569916,0.000000
2007-04-19,283.920929,297.693512,0.000000
2007-04-20,281.901245,298.961182,0.000000
2007-04-21,286.361664,299.208801,0.000000
2007-04-22,293.059448,301.942474,10.329937
2007-04-23,288.639679,298.283051,13.985826
2007-04-24,283.917694,290.323792,0.000000
2007-04-25,284.009460,289.347992,0.000000
2007-04-26,284.555664,296.538940,0.000000
2007-04-27,286.978455,298.759766,0.000000
2007-04-28,289.552582,300.237976,0.000000
2007-04-29,290.837372,304.457703,0.386819
2007-04-30,290.960632,307.385376,0.000000
2007-05-01,292.141113,305.654175,0.000000
2007-05-02,292.186340,306.075775,1.457634
2007-05-03,289.266541,306.752258,0.891199
2007-05-04,293.669708,306.247711,0.414130
2007-05-05,293.558868,306.536987,0.000000
2007-05-06,292.130859,308.481049,0.000000
2007-05-07,292.993500,308.455383,0.000000
2007-05-08,294.627136,306.721405,0.000000
2007-05-09,294.056641,307.802551,0.000000
2007-05-10,291.818451,309.174683,0.000000
2007-05-11,292.332336,307.805206,0.000000
2007-05-12,293.874695,308.676117,0.000000
2007-05-13,294.773743,309.681091,0.000000
2007-05-14,295.408966,312.148376,1.031525
2007-05-15,293.846130,310.918640,24.189491
2007-05-16,290.333588,295.889862,6.238737
2007-05-17,292.184387,300.458496,6.588535
2007-05-18,293.576141,302.415680,0.000000
2007-05-19,292.075745,304.275696,0.000000
2007-05-20,292.725159,306.288300,0.000000
2007-05-21,294.266144,306.145416,1.041448
2007-05-22,293.522797,307.967957,0.000000
2007-05-23,293.164734,307.854736,0.000000
2007-05-24,293.848328,306.949310,1.162685
2007-05-25,293.656250,304.147980,8.378023
2007-05-26,293.888824,305.024292,2.515085
2007-05-27,293.953430,306.517761,0.000000
2007-05-28,295.154877,304.974792,0.843077
2007-05-29,294.290497,304.847717,3.939366
2007-05-30,294.578857,306.339142,2.794038
2007-05-31,295.505493,306.859283,0.804678
2007-06-01,293.677094,305.666656,1.927039
2007-06-02,294.982513,308.477234,2.974100
2007-06-03,296.778351,311.002594,0.000000
2007-06-04,297.152100,312.300934,0.000000
2007-06-05,298.058380,311.243317,3.772755
2007-06-06,299.505951,311.428558,8.353989
2007-06-07,298.340576,309.561279,0.000000
2007-06-08,296.615997,309.873260,0.000000
2007-06-09,296.542450,310.862549,0.000000
2007-06-10,296.952118,311.074554,0.000000
2007-06-11,296.949860,311.857971,0.000000
2007-06-12,297.060638,312.156494,0.000000
2007-06-13,297.184540,312.392548,0.000000
2007-06-14,297.755768,312.599579,0.000000
2007-06-15,297.398376,312.162354,0.000000
2007-06-16,296.937439,313.456940,0.000000
2007-06-17,295.850159,314.798645,0.000000
2007-06-18,295.213226,315.838409,0.000000
2007-06-19,296.773346,315.056000,0.000000
2007-06-20,297.049438,312.529205,0.000000
2007-06-21,297.359070,309.656219,2.323399
2007-06-22,297.959259,309.656738,1.850699
2007-06-23,298.435883,309.130890,6.869408
2007-06-24,298.039368,306.482574,17.275549
2007-06-25,298.615448,305.509216,21.938793
2007-06-26,298.898560,307.060425,8.272622
2007-06-27,298.259338,306.331238,4.145621
2007-06-28,297.611969,307.673187,0.000000
2007-06-29,296.592163,309.223663,0.000000
2007-06-30,296.605042,310.423492,0.000000
2007-07-01,297.039795,310.835449,0.000000
2007-07-02,297.899475,312.035187,0.000000
2007-07-03,298.429688,312.092285,0.000000
2007-07-04,298.550079,311.684174,0.000000
2007-07-05,297.724365,310.447937,0.000000
2007-07-06,297.348236,310.096710,0.000000
2007-07-07,297.171600,309.884064,0.000000
2007-07-08,296.529480,310.017334,0.000000
2007-07-09,296.585297,310.486328,0.000000
2007-07-10,297.030548,310.796783,0.000000
2007-07-11,296.794952,310.017609,0.000000
2007-07-12,297.098175,310.026886,0.000000
2007-07-13,297.898682,310.232819,0.000000
2007-07-14,298.157471,310.096741,0.310697
2007-07-15,298.135437,309.832825,0.000000
2007-07-16,297.591827,309.931610,0.000000
2007-07-17,297.195312,310.189667,0.000000
2007-07-18,297.218414,310.456238,0.000000
2007-07-19,297.262909,311.152740,0.000000
2007-07-20,297.616486,311.451172,0.000000
2007-07-21,297.991150,312.864563,0.000000
2007-07-22,298.345245,313.049744,0.000000
2007-07-23,298.966248,312.924225,0.000000
2007-07-24,299.263977,312.088989,0.000000
2007-07-25,298.644073,311.872650,0.000000
2007-07-26,298.149445,311.774902,0.000000
2007-07-27,298.033600,312.243103,0.000000
2007-07-28,297.830719,312.614227,0.000000
2007-07-29,297.540527,311.491760,0.000000
2007-07-30,297.674805,310.553528,0.000000
2007-07-31,298.568024,309.274384,0.952371
2007-08-01,298.359650,309.889801,0.000000
2007-08-02,298.192566,309.537048,0.000000
2007-08-03,299.071716,310.056519,0.000000
2007-08-04,298.162537,311.228943,0.000000
2007-08-05,298.159760,311.832825,1.161868
2007-08-06,298.048889,311.719879,0.000000
2007-08-07,298.249084,312.587372,0.000000
2007-08-08,298.163818,311.917480,0.000000
2007-08-09,297.599182,311.878448,0.000000
