#Variables:
#tasmin_MIROC-ESM_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM_rcp45(K),tasmax_MIROC-ESM_rcp45(K),pr_MIROC-ESM_rcp45(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM_rcp45(K),tasmax_MIROC-ESM_rcp45(K),pr_MIROC-ESM_rcp45(mm)
2006-04-27,287.080994,296.244659,14.602742
2006-04-28,285.376312,300.655334,0.338530
2006-04-29,292.437622,297.953339,22.951099
2006-04-30,291.254639,302.682312,0.000000
2006-05-01,291.170013,308.389313,0.000000
2006-05-02,292.871338,300.454712,0.299205
2006-05-03,291.723572,301.276306,0.520126
2006-05-04,289.491211,305.412689,0.000000
2006-05-05,292.855042,305.408447,0.446911
2006-05-06,286.956207,301.888214,0.000000
2006-05-07,286.526428,300.352966,0.000000
2006-05-08,286.728302,298.122467,0.000000
2006-05-09,287.373291,301.652496,0.000000
2006-05-10,291.571472,299.987274,47.553635
2006-05-11,291.104828,295.949860,16.152283
2006-05-12,286.546509,300.384613,0.000000
2006-05-13,291.120026,301.283997,0.785989
2006-05-14,289.975739,297.876953,1.023571
2006-05-15,288.475281,299.927795,1.196356
2006-05-16,291.520905,300.290894,0.394519
2006-05-17,286.777161,299.747528,0.000000
2006-05-18,286.628723,299.582520,2.222389
2006-05-19,284.126801,300.922302,0.000000
2006-05-20,291.534363,306.334106,0.000000
2006-05-21,294.219086,303.428864,0.599096
2006-05-22,292.210999,303.034882,3.689389
2006-05-23,288.225555,303.867615,0.000000
2006-05-24,289.837006,310.944702,0.552643
2006-05-25,293.741089,305.630402,0.000000
2006-05-26,292.536713,303.276733,0.000000
2006-05-27,293.643555,304.920288,0.000000
2006-05-28,292.192322,305.530609,0.000000
2006-05-29,293.060883,306.750946,0.000000
2006-05-30,294.669373,305.226715,0.000000
2006-05-31,295.192139,305.774170,8.288440
2006-06-01,294.479370,306.763916,0.000000
2006-06-02,293.014618,307.802643,0.351573
2006-06-03,290.739349,311.693176,0.000000
2006-06-04,293.651367,306.692261,1.184161
2006-06-05,293.601898,306.627289,0.000000
2006-06-06,294.765961,307.541687,2.544201
2006-06-07,295.295013,306.302826,0.000000
2006-06-08,294.821777,306.210632,0.337417
2006-06-09,294.481384,305.182861,10.125658
2006-06-10,297.124146,306.092957,9.082476
2006-06-11,294.393738,306.251953,1.185438
2006-06-12,296.143066,308.514160,0.317553
2006-06-13,296.674133,311.291077,0.000000
2006-06-14,297.605560,309.403748,0.326032
2006-06-15,297.575684,305.901306,8.458373
2006-06-16,296.607178,307.602570,0.925714
2006-06-17,295.758392,308.394745,0.000000
2006-06-18,296.289642,308.273132,0.000000
2006-06-19,296.091675,307.576874,0.000000
2006-06-20,295.880829,308.579285,0.000000
2006-06-21,295.294342,308.843170,0.000000
2006-06-22,295.483704,307.419159,0.000000
2006-06-23,294.605377,304.553650,0.000000
2006-06-24,293.842834,302.497131,0.000000
2006-06-25,294.102783,302.587830,0.000000
2006-06-26,294.403351,304.741882,0.000000
2006-06-27,294.378845,305.713928,0.000000
2006-06-28,294.634338,305.334991,0.000000
2006-06-29,294.655121,305.785461,0.000000
2006-06-30,295.705200,308.474304,0.000000
2006-07-01,296.561249,306.484589,0.000000
2006-07-02,295.641113,304.695526,0.000000
2006-07-03,296.280212,306.908020,0.000000
2006-07-04,297.114990,310.385529,0.000000
2006-07-05,296.659058,310.817993,0.000000
2006-07-06,297.603638,309.776642,0.000000
2006-07-07,298.280212,309.047729,4.655821
2006-07-08,296.274445,305.953552,1.345555
2006-07-09,296.139923,307.440063,0.000000
2006-07-10,295.680450,305.820435,0.821450
2006-07-11,295.923920,306.957672,0.000000
2006-07-12,296.485229,308.104095,0.000000
2006-07-13,296.974854,307.765442,0.000000
2006-07-14,296.767242,307.951172,0.000000
2006-07-15,296.356873,308.201355,0.000000
2006-07-16,297.125061,308.261505,0.000000
2006-07-17,296.865387,308.292969,0.000000
2006-07-18,296.075989,307.195618,0.000000
2006-07-19,295.457062,307.517487,0.000000
2006-07-20,296.313599,308.305023,0.000000
2006-07-21,295.828247,306.784210,0.000000
2006-07-22,295.624512,305.922943,0.000000
2006-07-23,295.734924,304.178772,0.000000
2006-07-24,295.845490,304.618164,0.000000
2006-07-25,296.314087,305.637238,0.000000
2006-07-26,295.702148,305.158020,1.716197
2006-07-27,296.509583,302.648743,0.411956
2006-07-28,295.873627,305.863678,0.000000
2006-07-29,295.934845,308.241638,0.000000
2006-07-30,294.999725,309.309875,0.000000
2006-07-31,296.028198,309.645844,0.000000
2006-08-01,295.528412,308.720734,0.000000
2006-08-02,295.373718,310.173584,0.000000
2006-08-03,295.499298,313.305573,1.686713
2006-08-04,295.408386,313.640381,0.000000
2006-08-05,297.103027,314.166168,0.000000
2006-08-06,298.001373,315.638153,0.376664
2006-08-07,298.424011,310.651428,1.000153
2006-08-08,296.807892,310.259674,0.000000
2006-08-09,297.600464,308.251892,0.370226
2006-08-10,297.173676,308.989197,0.000000
2006-08-11,297.466949,309.381348,0.000000
2006-08-12,296.422333,310.498108,0.282361
2006-08-13,296.601044,308.690643,0.531569
2006-08-14,296.662506,309.537476,0.000000
2006-08-15,296.802551,309.724396,0.000000
2006-08-16,296.608276,310.986603,0.000000
2006-08-17,298.391876,311.654877,0.000000
2006-08-18,297.447021,310.607910,0.000000
2006-08-19,297.919861,310.646210,0.000000
2006-08-20,298.493652,312.306213,0.000000
2006-08-21,298.620483,311.663025,5.224147
2006-08-22,297.926300,309.137268,0.407593
2006-08-23,295.939240,307.111115,0.000000
2006-08-24,296.115417,307.777618,0.000000
2006-08-25,296.792755,308.797424,0.503158
2006-08-26,297.397217,310.592773,0.000000
2006-08-27,298.432831,310.884491,0.000000
2006-08-28,298.191772,312.425781,7.891850
2006-08-29,298.210663,310.939423,2.265038
2006-08-30,296.711853,308.427795,2.367611
2006-08-31,295.451996,307.160736,0.616544
2006-09-01,295.005768,305.197540,0.000000
2006-09-02,294.907227,306.158020,0.000000
2006-09-03,294.464600,305.247284,0.000000
2006-09-04,295.498871,306.170654,0.000000
2006-09-05,296.288544,307.263000,0.000000
2006-09-06,295.859802,308.145172,0.000000
2006-09-07,294.976654,307.657623,0.000000
2006-09-08,294.502869,306.485901,0.000000
2006-09-09,295.475769,306.677460,2.168668
2006-09-10,294.527313,305.616058,8.377315
2006-09-11,294.761566,305.308929,4.368114
2006-09-12,295.754913,304.529846,9.500689
2006-09-13,294.416260,304.980438,0.000000
2006-09-14,294.937439,305.955200,0.000000
2006-09-15,295.355286,305.457184,0.000000
2006-09-16,295.811981,306.625061,4.982642
2006-09-17,294.754547,304.565613,29.248131
2006-09-18,292.663513,303.690430,31.677851
2006-09-19,290.251587,298.737823,0.923493
2006-09-20,289.389496,300.537964,0.304396
2006-09-21,290.459106,302.552002,1.146260
2006-09-22,289.472656,302.431519,0.000000
2006-09-23,290.050995,302.897644,0.000000
2006-09-24,289.849701,303.639618,0.000000
2006-09-25,289.864746,303.027863,3.150533
2006-09-26,290.550964,302.445435,0.000000
2006-09-27,291.135925,302.186890,0.000000
2006-09-28,294.372955,305.159760,0.000000
2006-09-29,293.643036,307.832672,0.000000
2006-09-30,293.228088,304.008881,0.000000
2006-10-01,288.906586,302.662842,0.000000
2006-10-02,287.683563,299.744385,1.384423
2006-10-03,286.475647,300.657654,23.261972
2006-10-04,293.338074,302.667511,29.178139
2006-10-05,292.005463,300.021515,99.020081
2006-10-06,290.882202,299.874695,36.746708
2006-10-07,290.021637,300.820862,2.575505
2006-10-08,287.394775,299.318970,0.000000
2006-10-09,286.780151,301.958221,0.000000
2006-10-10,288.145996,304.357361,0.000000
2006-10-11,290.600342,305.106232,0.000000
2006-10-12,291.432861,305.698578,0.000000
2006-10-13,295.222107,306.030609,0.000000
2006-10-14,290.549988,301.584106,0.389819
2006-10-15,286.546051,301.578430,0.000000
2006-10-16,285.718384,301.910675,0.000000
2006-10-17,287.148926,299.764771,0.000000
2006-10-18,283.212067,297.787201,0.000000
2006-10-19,282.889191,299.145966,0.000000
2006-10-20,285.441284,305.645721,0.000000
2006-10-21,287.843475,305.207977,0.000000
2006-10-22,289.732635,299.632660,7.354465
2006-10-23,285.971741,298.636780,0.000000
2006-10-24,287.046570,300.959412,0.000000
2006-10-25,288.804810,302.883606,0.000000
2006-10-26,288.637482,304.819641,0.000000
2006-10-27,288.557129,305.274384,0.000000
2006-10-28,290.198578,305.038147,0.000000
2006-10-29,287.874329,301.239746,0.000000
2006-10-30,285.088409,301.137360,0.000000
2006-10-31,292.323578,301.864990,4.225101
2006-11-01,283.078796,303.487213,0.000000
2006-11-02,284.748688,302.799133,0.000000
2006-11-03,291.806793,303.119324,0.000000
2006-11-04,285.570526,299.917206,0.000000
2006-11-05,283.606720,299.291504,0.000000
2006-11-06,289.697937,301.029999,0.000000
2006-11-07,288.070312,297.753296,0.000000
2006-11-08,278.045929,296.397491,0.000000
2006-11-09,279.854828,297.777588,0.000000
2006-11-10,277.567169,291.557434,0.000000
2006-11-11,278.880524,295.611237,0.000000
2006-11-12,284.195679,294.331360,0.582936
2006-11-13,280.357574,297.469849,0.000000
2006-11-14,282.398834,300.719025,0.000000
2006-11-15,281.685242,297.892273,0.000000
2006-11-16,285.405975,303.272705,0.000000
2006-11-17,283.235443,297.622833,0.000000
2006-11-18,277.727570,293.415100,0.000000
2006-11-19,286.186005,300.574585,0.000000
2006-11-20,285.024658,295.067749,0.000000
2006-11-21,274.131073,287.804352,0.000000
2006-11-22,274.987701,289.002930,0.000000
2006-11-23,278.879791,297.904144,0.000000
2006-11-24,283.063446,299.959045,1.210069
2006-11-25,284.138092,293.092865,0.362566
2006-11-26,278.226837,298.849945,0.000000
2006-11-27,283.954254,302.882568,0.000000
2006-11-28,285.742645,302.534576,0.000000
2006-11-29,285.660889,298.722809,0.000000
2006-11-30,278.115265,303.071198,0.000000
2006-12-01,283.820526,300.827484,0.000000
2006-12-02,286.097687,296.525330,3.842121
2006-12-03,288.639374,297.475433,0.884899
2006-12-04,289.107117,296.912964,1.213119
2006-12-05,284.074829,296.257477,0.000000
2006-12-06,278.364136,295.068634,0.000000
2006-12-07,281.891052,300.016510,0.000000
2006-12-08,286.351501,299.950500,0.000000
2006-12-09,285.562134,298.528778,0.000000
2006-12-10,279.291382,297.519562,0.000000
2006-12-11,283.444214,299.340454,0.000000
2006-12-12,284.550537,293.067230,0.000000
2006-12-13,285.615845,297.728638,1.906262
2006-12-14,282.014923,296.326935,18.025517
2006-12-15,272.029114,287.318604,0.000000
2006-12-16,278.094604,291.253021,0.000000
2006-12-17,277.367218,285.270844,3.841023
2006-12-18,270.965607,287.969452,0.000000
2006-12-19,276.687408,290.948547,0.000000
2006-12-20,274.393768,291.200043,0.000000
2006-12-21,272.619019,284.213715,0.000000
2006-12-22,279.505859,286.149963,22.758772
2006-12-23,260.350006,273.220032,3.137262
2006-12-24,266.749084,280.323792,0.000000
2006-12-25,269.178864,282.778473,0.000000
2006-12-26,271.677948,284.271210,0.000000
2006-12-27,271.151489,284.714600,0.000000
2006-12-28,272.778748,286.849487,0.000000
2006-12-29,276.424133,292.480591,0.000000
2006-12-30,281.172058,297.504883,0.000000
2006-12-31,287.931641,297.088654,0.000000
2007-01-01,285.945465,296.896454,0.000000
2007-01-02,285.075073,297.916443,0.000000
2007-01-03,277.027679,292.306885,0.000000
2007-01-04,279.102661,286.056305,0.000000
2007-01-05,271.977325,285.896545,0.000000
2007-01-06,276.992371,293.745026,0.000000
2007-01-07,281.657318,293.186493,0.000000
2007-01-08,277.968140,295.268799,0.000000
2007-01-09,283.215607,302.217377,0.000000
2007-01-10,287.515198,296.011780,0.486326
2007-01-11,277.713196,288.450165,0.000000
2007-01-12,273.348694,294.146301,0.000000
2007-01-13,278.093384,295.792389,0.298927
2007-01-14,283.825348,290.838318,0.000000
2007-01-15,278.082825,294.300171,0.000000
2007-01-16,278.029541,291.903503,0.000000
2007-01-17,273.786774,290.863068,0.000000
2007-01-18,276.606323,294.245605,0.000000
2007-01-19,277.835052,296.780762,0.000000
2007-01-20,278.396271,293.063385,0.000000
2007-01-21,276.110596,291.775513,0.000000
2007-01-22,278.804382,295.650208,0.000000
2007-01-23,282.280640,297.941772,0.000000
2007-01-24,281.037964,298.454193,0.000000
2007-01-25,281.689728,300.374817,0.000000
2007-01-26,280.443878,295.447815,0.000000
2007-01-27,278.127045,295.680084,0.000000
2007-01-28,279.253235,297.151733,0.000000
2007-01-29,283.239441,298.150330,0.538642
2007-01-30,281.749603,295.514557,4.229330
2007-01-31,285.179840,293.555237,0.000000
2007-02-01,273.009186,291.482758,0.000000
2007-02-02,272.269135,285.833405,0.000000
2007-02-03,269.250824,289.565582,0.000000
2007-02-04,278.315430,300.668274,0.000000
2007-02-05,280.328064,294.860352,0.000000
2007-02-06,265.888428,275.730225,0.000000
2007-02-07,267.062897,285.028564,0.000000
2007-02-08,274.041992,292.907837,0.000000
2007-02-09,274.129578,292.590393,0.000000
2007-02-10,277.378815,296.328583,0.000000
2007-02-11,278.414429,289.043823,0.000000
2007-02-12,282.689362,291.367889,34.614365
2007-02-13,271.711456,279.070282,2.076336
2007-02-14,274.520172,281.097198,0.642300
2007-02-15,283.873535,296.407776,6.280390
2007-02-16,286.528900,298.996979,0.924924
2007-02-17,289.854614,293.743042,1.572792
2007-02-18,277.563629,290.614929,0.000000
2007-02-19,279.079590,297.951019,0.000000
2007-02-20,280.574585,297.814728,0.000000
2007-02-21,288.616852,301.357330,0.750383
2007-02-22,289.880981,299.763916,0.765421
2007-02-23,281.812653,294.615906,0.000000
2007-02-24,279.342072,297.268616,0.000000
2007-02-25,284.231079,293.635590,5.638939
2007-02-26,287.205719,305.725372,5.535163
2007-02-27,287.871552,299.528442,0.000000
2007-02-28,281.529785,294.197479,0.000000
2007-03-01,280.060150,290.371674,0.000000
2007-03-02,277.938080,294.626282,0.000000
2007-03-03,280.005707,299.999359,0.000000
2007-03-04,283.029816,304.532959,0.000000
2007-03-05,280.665710,294.908478,0.000000
2007-03-06,274.591980,291.906799,0.000000
2007-03-07,279.845367,287.664581,1.529270
2007-03-08,282.386108,290.816986,6.794818
2007-03-09,276.532349,287.682159,0.000000
2007-03-10,275.766083,284.282623,0.601223
2007-03-11,271.734131,293.473541,0.000000
2007-03-12,278.187622,293.901520,0.000000
2007-03-13,276.024841,287.679962,0.577378
2007-03-14,275.781281,285.448242,31.526966
2007-03-15,271.657379,283.245819,1.377364
2007-03-16,273.272430,284.697571,4.534667
2007-03-17,277.303162,286.895294,0.676827
2007-03-18,278.623322,288.131897,17.302961
2007-03-19,280.666687,290.481567,1.444746
2007-03-20,279.688873,295.197266,0.000000
2007-03-21,282.251556,298.765686,0.000000
2007-03-22,288.254761,302.109314,1.695531
2007-03-23,289.921295,298.728088,1.202956
2007-03-24,283.313873,296.450958,0.000000
2007-03-25,282.989380,298.381836,0.808472
2007-03-26,289.494934,297.655182,1.210617
2007-03-27,283.501953,298.854462,0.000000
2007-03-28,286.925079,297.772308,6.500129
2007-03-29,278.607269,297.716278,0.301229
2007-03-30,283.450958,300.922424,0.000000
2007-03-31,287.690552,295.698334,1.848369
2007-04-01,280.373199,291.242828,0.641193
2007-04-02,289.464172,294.728760,2.999524
2007-04-03,288.620941,299.949707,0.000000
2007-04-04,283.356262,301.193787,0.000000
2007-04-05,284.779846,298.556335,0.000000
2007-04-06,286.962555,293.816803,2.106050
2007-04-07,286.786804,291.104584,0.988493
2007-04-08,286.637115,290.622681,1.983676
2007-04-09,284.879395,287.417114,4.147730
2007-04-10,280.755371,291.235260,0.000000
2007-04-11,283.003906,299.756531,0.000000
2007-04-12,290.376984,303.707672,0.000000
2007-04-13,287.332916,301.781860,0.000000
2007-04-14,288.960480,298.828613,0.000000
2007-04-15,285.275177,303.111023,0.000000
2007-04-16,287.098694,303.735565,0.000000
2007-04-17,290.963776,303.999023,0.000000
2007-04-18,288.007721,303.664825,0.000000
2007-04-19,288.455353,304.391296,0.000000
2007-04-20,290.018433,301.710083,0.000000
2007-04-21,285.162476,298.629944,0.000000
2007-04-22,285.738129,301.768951,0.285882
2007-04-23,290.527863,298.532104,14.701702
2007-04-24,284.592621,292.434052,32.291695
2007-04-25,287.990570,300.719238,0.971015
2007-04-26,288.013062,299.635345,1.078188
2007-04-27,285.181000,297.355469,0.000000
2007-04-28,282.981354,298.287933,0.000000
2007-04-29,284.840149,308.673065,0.000000
2007-04-30,292.445801,303.330353,2.552740
2007-05-01,292.219849,300.033386,0.000000
2007-05-02,287.095917,300.805756,0.000000
2007-05-03,287.639648,300.376587,0.000000
2007-05-04,291.226288,303.653564,0.395087
2007-05-05,290.211060,304.244171,0.000000
2007-05-06,290.880768,303.439331,0.000000
2007-05-07,294.613312,307.112183,0.000000
2007-05-08,294.189789,306.739044,0.000000
2007-05-09,291.288330,308.995697,0.000000
2007-05-10,293.352142,308.218536,0.000000
2007-05-11,295.927734,306.489258,0.480154
2007-05-12,295.686554,306.696564,0.000000
2007-05-13,295.153229,306.529999,0.000000
2007-05-14,295.866791,302.739044,6.486266
2007-05-15,293.721313,303.463440,0.000000
2007-05-16,286.688690,309.592987,0.000000
2007-05-17,293.941925,305.487823,0.000000
2007-05-18,291.847595,307.763123,0.000000
2007-05-19,295.393921,307.923676,0.000000
2007-05-20,295.208923,304.125214,1.602388
2007-05-21,296.074280,305.097900,0.000000
2007-05-22,294.729340,306.733948,0.000000
2007-05-23,295.280334,309.244446,0.000000
2007-05-24,294.541595,304.309540,19.632778
2007-05-25,294.623688,305.891968,2.378389
2007-05-26,295.895874,308.257050,2.250617
2007-05-27,294.136932,303.156311,8.053815
2007-05-28,295.992432,310.850708,9.053336
2007-05-29,295.921814,304.318512,10.219963
2007-05-30,296.133606,308.037354,0.000000
2007-05-31,296.548706,306.784882,2.408679
2007-06-01,296.165833,303.375702,15.052806
2007-06-02,294.939117,302.963074,13.814525
2007-06-03,293.178070,311.010010,0.000000
2007-06-04,294.275177,306.849060,0.000000
2007-06-05,296.201355,302.706726,8.977684
2007-06-06,293.421539,308.687775,0.302616
2007-06-07,295.509003,310.530670,0.000000
2007-06-08,296.572510,307.834961,1.811052
2007-06-09,297.026825,310.229736,1.196769
2007-06-10,296.138672,307.778748,0.000000
2007-06-11,295.430939,311.916748,0.000000
2007-06-12,296.757263,312.040863,0.000000
2007-06-13,297.601746,310.536377,0.000000
2007-06-14,297.572998,304.174408,14.634678
2007-06-15,295.837585,306.717560,4.296238
2007-06-16,296.394836,306.575256,29.698221
2007-06-17,295.582153,313.641052,0.863613
2007-06-18,295.903503,309.561401,0.000000
2007-06-19,297.354889,310.133331,0.000000
2007-06-20,297.542206,310.936707,3.538599
2007-06-21,297.342529,309.539795,0.000000
2007-06-22,295.690704,307.815460,0.000000
2007-06-23,295.657227,305.614166,0.000000
2007-06-24,295.742523,307.372223,0.000000
2007-06-25,296.071228,308.960480,0.000000
2007-06-26,295.381134,307.114807,0.000000
2007-06-27,295.924042,306.713348,0.000000
2007-06-28,296.950500,308.890533,0.000000
2007-06-29,298.058075,310.487244,1.211922
2007-06-30,297.823883,309.165100,0.000000
2007-07-01,296.110168,306.242035,1.269112
2007-07-02,295.620605,306.756104,0.000000
2007-07-03,296.045319,307.338654,1.093805
2007-07-04,296.272705,306.319733,3.125543
2007-07-05,296.555145,306.595306,0.360237
2007-07-06,295.947876,306.190308,0.000000
2007-07-07,296.393646,305.175110,0.000000
2007-07-08,296.030304,303.765839,1.440840
2007-07-09,295.795319,303.148621,0.419356
2007-07-10,295.268372,303.530884,0.453876
2007-07-11,294.355530,304.144379,0.364601
2007-07-12,295.733215,307.112793,0.000000
2007-07-13,296.032562,311.370667,0.000000
2007-07-14,295.813599,308.545532,0.000000
2007-07-15,295.234253,309.486816,0.000000
2007-07-16,296.352081,310.786072,0.000000
2007-07-17,296.383911,309.234283,0.000000
2007-07-18,296.276398,307.861267,0.000000
2007-07-19,296.267487,307.597260,0.295864
2007-07-20,295.727051,309.014862,0.330935
2007-07-21,295.989563,308.509827,0.000000
2007-07-22,295.317413,310.379364,0.000000
2007-07-23,295.969116,311.632599,0.000000
2007-07-24,296.645874,311.666626,0.000000
2007-07-25,297.501556,310.890625,0.000000
2007-07-26,297.166107,309.179504,0.950671
2007-07-27,297.219330,310.650513,0.000000
2007-07-28,297.601105,310.217377,0.000000
2007-07-29,299.284637,311.680145,0.000000
2007-07-30,299.876190,312.394287,1.894406
2007-07-31,298.328003,310.696686,2.847303
2007-08-01,297.252686,305.292511,9.680550
2007-08-02,294.491943,303.681641,3.309077
2007-08-03,294.065277,304.778717,0.000000
2007-08-04,295.169952,307.693970,0.000000
2007-08-05,296.418854,305.954742,2.289068
2007-08-06,295.920532,306.260651,7.616483
2007-08-07,294.875854,306.247498,0.380512
2007-08-08,295.413116,307.338409,0.376142
2007-08-09,295.340698,307.947144,0.000000
2007-08-10,295.545868,312.111176,0.000000
2007-08-11,295.498779,308.696106,0.000000
2007-08-12,295.067169,308.609131,0.000000
