#Variables:
#tasmin_CNRM-CM5_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_CNRM-CM5_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CNRM-CM5_rcp85(K),tasmax_CNRM-CM5_rcp85(K),pr_CNRM-CM5_rcp85(mm)"
""
yyyy-mm-dd,tasmin_CNRM-CM5_rcp85(K),tasmax_CNRM-CM5_rcp85(K),pr_CNRM-CM5_rcp85(mm)
2006-02-16,283.800079,294.112640,4.893673
2006-02-17,273.078308,284.784973,0.000000
2006-02-18,271.643768,286.644257,0.000000
2006-02-19,275.257324,288.979614,0.000000
2006-02-20,277.007080,291.699493,0.000000
2006-02-21,280.469452,291.168793,27.320415
2006-02-22,278.540161,288.689941,0.000000
2006-02-23,275.423950,291.082153,0.000000
2006-02-24,281.685577,290.045563,23.809145
2006-02-25,280.068878,285.243347,16.140888
2006-02-26,282.338959,288.460236,0.000000
2006-02-27,272.792053,283.839264,0.000000
2006-02-28,275.348175,286.505402,0.000000
2006-03-01,275.290344,292.733673,0.000000
2006-03-02,279.113953,295.199738,0.000000
2006-03-03,280.436707,300.410614,0.000000
2006-03-04,283.952271,301.332672,0.000000
2006-03-05,287.090668,299.325928,0.000000
2006-03-06,287.443390,299.497070,0.609116
2006-03-07,285.534241,301.660706,0.000000
2006-03-08,286.700256,298.448669,1.022992
2006-03-09,282.883606,301.244385,0.000000
2006-03-10,284.888123,303.745819,0.000000
2006-03-11,286.162598,303.050964,0.000000
2006-03-12,285.073029,301.125916,0.000000
2006-03-13,286.665771,302.321014,0.345516
2006-03-14,286.706635,303.796783,0.315878
2006-03-15,287.585541,301.179291,0.000000
2006-03-16,287.866455,297.257172,0.396307
2006-03-17,288.509735,297.610138,3.261493
2006-03-18,290.060699,302.917786,0.965578
2006-03-19,288.148041,299.766571,0.000000
2006-03-20,277.343414,288.556122,0.000000
2006-03-21,279.031738,294.155029,0.000000
2006-03-22,285.514984,294.913940,0.000000
2006-03-23,290.279968,298.355896,3.933905
2006-03-24,293.620361,300.778290,0.906357
2006-03-25,288.094055,298.822998,0.414365
2006-03-26,282.620300,294.289185,0.000000
2006-03-27,280.847351,293.320953,0.000000
2006-03-28,277.839844,295.844086,0.000000
2006-03-29,279.883698,298.006226,0.000000
2006-03-30,282.706512,301.965576,0.000000
2006-03-31,285.368103,300.148987,0.000000
2006-04-01,290.785767,298.017090,1.148196
2006-04-02,290.235413,298.787537,0.290902
2006-04-03,292.156921,300.784363,1.314576
2006-04-04,285.602936,302.135071,0.899226
2006-04-05,288.668793,303.416534,0.939318
2006-04-06,288.595551,299.922729,0.000000
2006-04-07,281.538757,294.254547,0.000000
2006-04-08,288.902191,290.414734,0.000000
2006-04-09,289.162170,294.129120,13.360001
2006-04-10,289.584717,297.238464,0.000000
2006-04-11,288.662262,297.135315,0.000000
2006-04-12,292.136810,304.368713,0.000000
2006-04-13,291.092590,301.702789,0.000000
2006-04-14,289.734253,296.350525,0.503009
2006-04-15,288.488434,299.582550,17.735096
2006-04-16,285.817688,299.689484,0.000000
2006-04-17,287.574341,304.257812,0.000000
2006-04-18,286.785095,300.759857,0.000000
2006-04-19,285.320740,303.481476,0.000000
2006-04-20,291.841644,307.808716,0.000000
2006-04-21,287.728119,304.603180,0.000000
2006-04-22,286.340576,302.447144,0.000000
2006-04-23,288.578308,304.358978,0.000000
2006-04-24,291.272095,306.946136,0.000000
2006-04-25,292.467224,304.421295,0.000000
2006-04-26,283.173859,304.257019,0.000000
2006-04-27,286.475677,301.750977,0.000000
2006-04-28,286.740051,303.529602,0.000000
2006-04-29,291.420898,307.219238,0.000000
2006-04-30,296.111725,306.438446,0.000000
2006-05-01,292.178284,307.655304,0.000000
2006-05-02,289.852631,307.305695,0.000000
2006-05-03,295.269226,310.658295,0.000000
2006-05-04,292.117371,307.954468,0.000000
2006-05-05,290.690857,309.469604,0.000000
2006-05-06,292.276733,307.799347,0.000000
2006-05-07,293.855865,311.497467,0.000000
2006-05-08,295.280304,311.737061,0.751574
2006-05-09,298.526520,309.946564,0.000000
2006-05-10,294.463135,311.621613,0.000000
2006-05-11,297.217407,309.392914,0.000000
2006-05-12,295.073029,309.949951,0.000000
2006-05-13,296.454407,309.041260,0.000000
2006-05-14,295.813354,307.816071,0.000000
2006-05-15,297.859711,305.981232,2.974381
2006-05-16,295.795441,305.580109,11.102246
2006-05-17,294.264282,307.047760,25.657606
2006-05-18,294.204010,299.611023,26.748348
2006-05-19,294.925659,304.393982,32.740124
2006-05-20,295.449005,308.091278,11.100721
2006-05-21,296.291595,308.405487,5.376682
2006-05-22,295.181671,302.894836,12.929569
2006-05-23,293.782593,302.443665,11.093630
2006-05-24,291.471466,304.160339,5.219956
2006-05-25,291.486053,305.823761,0.000000
2006-05-26,293.519043,306.609344,0.000000
2006-05-27,294.084290,306.072418,1.187454
2006-05-28,295.700073,308.290741,0.000000
2006-05-29,295.728516,310.310272,0.000000
2006-05-30,295.049072,308.963104,0.000000
2006-05-31,295.956604,305.751007,29.886158
2006-06-01,295.421204,303.446472,22.865997
2006-06-02,294.880402,303.176758,3.166671
2006-06-03,294.977173,306.568939,0.000000
2006-06-04,295.572632,308.196106,0.000000
2006-06-05,296.624939,310.187500,0.000000
2006-06-06,297.551941,308.227509,0.000000
2006-06-07,295.411926,304.403351,6.952190
2006-06-08,299.072449,309.194702,0.413799
2006-06-09,299.605347,310.172211,0.620528
2006-06-10,297.841064,311.207001,0.000000
2006-06-11,297.445862,310.143341,0.000000
2006-06-12,295.757751,309.550476,0.000000
2006-06-13,296.403046,310.164520,0.000000
2006-06-14,295.653839,309.230591,0.000000
2006-06-15,295.168365,306.785492,0.000000
2006-06-16,295.504059,307.098755,0.000000
2006-06-17,295.170441,307.116791,0.000000
2006-06-18,295.479919,304.679657,0.000000
2006-06-19,294.111755,305.286591,0.000000
2006-06-20,294.573639,306.030212,0.000000
2006-06-21,295.407776,305.138000,0.466426
2006-06-22,294.657562,305.482666,0.000000
2006-06-23,295.998962,306.897034,0.000000
2006-06-24,296.571655,307.392731,0.000000
2006-06-25,296.241211,309.014374,0.000000
2006-06-26,296.788391,309.389374,0.000000
2006-06-27,296.850555,309.813354,0.000000
2006-06-28,297.602142,310.391998,0.000000
2006-06-29,297.726685,310.836945,0.000000
2006-06-30,297.062561,312.848267,0.000000
2006-07-01,297.456726,312.830780,0.000000
2006-07-02,296.946289,311.782837,0.000000
2006-07-03,296.915314,313.449768,0.000000
2006-07-04,297.548950,313.841461,0.000000
2006-07-05,297.244904,314.299805,0.000000
2006-07-06,297.185760,314.310913,0.000000
2006-07-07,297.277618,314.044434,0.000000
2006-07-08,298.018555,313.604095,0.000000
2006-07-09,296.977631,312.960175,0.000000
2006-07-10,297.405151,311.171173,0.000000
2006-07-11,296.578766,309.288574,0.000000
2006-07-12,296.453796,308.877411,0.000000
2006-07-13,296.771179,305.653564,15.673550
2006-07-14,295.696625,306.472656,0.354191
2006-07-15,295.883545,307.716156,0.000000
2006-07-16,296.312866,308.647278,0.000000
2006-07-17,296.930573,308.920227,0.326536
2006-07-18,296.709930,309.206879,0.999833
2006-07-19,297.145966,309.601440,0.000000
2006-07-20,297.689056,309.549194,0.000000
2006-07-21,297.727142,306.239319,11.539575
2006-07-22,295.138885,300.735962,15.583447
2006-07-23,298.087372,305.749115,6.998886
2006-07-24,297.088745,309.003693,0.000000
2006-07-25,298.570099,310.741394,0.000000
2006-07-26,298.435669,311.751465,0.000000
2006-07-27,299.082916,313.092834,0.595514
2006-07-28,299.576355,313.464935,0.485466
2006-07-29,300.385132,313.732483,0.000000
2006-07-30,300.431732,311.422852,0.000000
2006-07-31,298.931030,308.838867,5.160346
2006-08-01,297.971161,305.866882,1.761329
2006-08-02,295.754486,307.179749,1.853841
2006-08-03,296.768494,304.567108,5.907358
2006-08-04,296.483124,306.899719,5.602217
2006-08-05,297.405609,307.758636,1.867714
2006-08-06,298.117340,310.264709,0.740680
2006-08-07,298.839050,310.238983,0.000000
2006-08-08,298.942871,310.603455,1.755917
2006-08-09,297.519440,310.695557,5.006895
2006-08-10,298.712799,310.311371,5.631109
2006-08-11,299.783936,309.121307,0.000000
2006-08-12,297.691162,309.789612,0.000000
2006-08-13,296.055817,308.810669,0.000000
2006-08-14,295.944183,310.421204,0.000000
2006-08-15,295.773285,310.894531,0.000000
2006-08-16,296.301514,311.187775,0.000000
2006-08-17,296.493469,310.839172,0.000000
2006-08-18,296.125977,308.970428,0.000000
2006-08-19,295.500885,307.655548,12.576056
2006-08-20,297.569733,302.904053,15.716675
2006-08-21,296.492798,306.474518,0.000000
2006-08-22,297.320068,307.420715,0.000000
2006-08-23,295.922028,307.933655,0.000000
2006-08-24,295.478912,310.063995,0.000000
2006-08-25,296.354370,310.794739,0.288073
2006-08-26,297.112671,304.518738,8.663673
2006-08-27,297.864288,303.967865,1.233931
2006-08-28,294.227509,308.262482,0.000000
2006-08-29,293.828156,308.438812,0.000000
2006-08-30,295.602325,309.907288,0.295682
2006-08-31,296.626007,309.147003,0.000000
2006-09-01,295.426178,308.890533,0.000000
2006-09-02,293.661316,309.106110,0.000000
2006-09-03,294.782013,308.580231,0.000000
2006-09-04,297.685028,308.547882,30.468798
2006-09-05,297.678131,305.416626,4.131618
2006-09-06,297.035797,304.759094,0.981092
2006-09-07,295.460968,306.675751,0.000000
2006-09-08,296.380981,304.569885,0.291678
2006-09-09,296.819855,305.435547,15.558306
2006-09-10,296.711304,299.538269,29.309664
2006-09-11,291.834564,297.296387,12.106719
2006-09-12,292.700684,304.250793,0.000000
2006-09-13,292.038452,304.202362,0.000000
2006-09-14,291.996826,305.287415,0.000000
2006-09-15,291.409576,306.146118,0.000000
2006-09-16,290.933411,305.819733,0.000000
2006-09-17,291.138977,304.546204,0.000000
2006-09-18,288.328003,305.595581,0.000000
2006-09-19,286.859222,305.653870,0.000000
2006-09-20,287.689575,305.630676,0.000000
2006-09-21,288.750702,307.055695,0.000000
2006-09-22,292.753784,306.930756,0.000000
2006-09-23,293.109680,307.634308,0.000000
2006-09-24,294.034302,307.677399,0.000000
2006-09-25,294.379150,307.891235,0.000000
2006-09-26,294.742554,306.374084,0.000000
2006-09-27,295.440948,304.832001,3.548154
2006-09-28,294.774841,305.404877,0.000000
2006-09-29,293.018677,306.642975,0.000000
2006-09-30,294.279633,307.785980,0.000000
2006-10-01,295.353577,304.824738,0.000000
2006-10-02,290.131378,302.540161,0.000000
2006-10-03,293.018219,304.672943,3.219022
2006-10-04,285.995728,299.836395,0.000000
2006-10-05,285.918549,300.487457,0.000000
2006-10-06,288.684723,305.598999,0.000000
2006-10-07,291.875458,307.847168,0.000000
2006-10-08,294.300507,309.659790,0.000000
2006-10-09,295.512512,309.108887,0.000000
2006-10-10,295.042419,308.829865,0.000000
2006-10-11,295.028992,309.744904,0.000000
2006-10-12,293.998810,308.565399,0.000000
2006-10-13,293.485413,305.652283,19.109118
2006-10-14,294.885834,302.217041,11.567766
2006-10-15,295.524567,303.018982,10.123737
2006-10-16,294.615967,304.629242,0.000000
2006-10-17,288.862701,305.157959,0.000000
2006-10-18,291.678009,302.442566,0.000000
2006-10-19,292.017731,299.848663,0.000000
2006-10-20,285.743683,297.360138,0.000000
2006-10-21,284.088776,299.797791,0.000000
2006-10-22,285.424530,300.074646,2.578727
2006-10-23,286.578827,298.841187,0.000000
2006-10-24,286.993805,301.090393,0.000000
2006-10-25,287.624023,302.237915,0.000000
2006-10-26,292.443420,303.529053,0.000000
2006-10-27,288.384216,298.248108,0.000000
2006-10-28,279.994141,300.922791,0.000000
2006-10-29,287.702271,303.867859,0.000000
2006-10-30,291.625122,303.445374,15.595934
2006-10-31,287.026947,302.430115,41.616924
2006-11-01,283.323853,292.622406,8.967070
2006-11-02,276.496399,290.529510,0.000000
2006-11-03,274.605286,293.530457,0.000000
2006-11-04,285.991547,301.743530,0.000000
2006-11-05,291.335052,302.685303,0.000000
2006-11-06,290.039795,298.063568,0.000000
2006-11-07,276.506744,289.921173,0.000000
2006-11-08,276.570282,292.586273,0.000000
2006-11-09,278.846832,296.297974,0.000000
2006-11-10,285.866455,298.765869,0.000000
2006-11-11,286.079834,299.452057,0.000000
2006-11-12,285.994019,298.424011,0.000000
2006-11-13,285.442780,298.816528,0.000000
2006-11-14,287.354675,298.163208,0.000000
2006-11-15,290.368408,301.147980,2.108853
2006-11-16,290.882019,300.390717,0.401294
2006-11-17,283.876404,297.000336,0.000000
2006-11-18,280.114044,299.914551,0.000000
2006-11-19,289.496033,302.521515,0.000000
2006-11-20,289.747253,301.384308,0.000000
2006-11-21,287.931000,294.202606,0.828302
2006-11-22,288.961456,300.002228,24.827509
2006-11-23,279.502899,294.643616,4.138265
2006-11-24,276.007507,290.653717,0.945151
2006-11-25,279.152863,293.214417,0.000000
2006-11-26,277.870148,295.433777,0.000000
2006-11-27,278.533966,294.832916,0.000000
2006-11-28,278.663239,295.926727,0.000000
2006-11-29,278.931854,294.552216,0.000000
2006-11-30,277.351257,294.727814,0.000000
2006-12-01,276.876862,294.633118,0.000000
2006-12-02,277.723083,293.126221,0.000000
2006-12-03,277.219788,290.682312,0.000000
2006-12-04,276.578094,292.908112,0.000000
2006-12-05,281.895386,294.153198,1.800120
2006-12-06,283.048309,297.379364,0.000000
2006-12-07,285.375183,291.341217,0.284554
2006-12-08,276.621857,294.732635,0.000000
2006-12-09,279.891876,299.066711,0.000000
2006-12-10,281.772705,301.121704,0.000000
2006-12-11,287.208282,302.155121,0.000000
2006-12-12,285.391266,300.769531,0.000000
2006-12-13,285.854095,300.468475,0.000000
2006-12-14,285.980896,301.113068,0.000000
2006-12-15,284.828400,301.044250,0.000000
2006-12-16,286.031860,301.240662,0.000000
2006-12-17,287.778076,301.009186,0.000000
2006-12-18,288.174866,299.486450,0.000000
2006-12-19,278.892639,293.057465,0.000000
2006-12-20,280.193817,298.836426,0.000000
2006-12-21,283.405151,294.312622,0.000000
2006-12-22,261.888824,283.385803,0.000000
2006-12-23,261.179840,272.827240,0.000000
2006-12-24,264.986633,282.435516,0.000000
2006-12-25,273.197113,288.078491,0.000000
2006-12-26,285.215637,291.696289,0.000000
2006-12-27,285.632172,299.396393,0.000000
2006-12-28,257.027008,293.131409,0.000000
2006-12-29,256.272369,273.195740,0.000000
2006-12-30,258.437836,278.596375,0.000000
2006-12-31,265.741302,283.158173,0.000000
2007-01-01,273.697205,280.703308,0.000000
2007-01-02,274.691620,284.237732,0.000000
2007-01-03,273.971069,287.408875,0.000000
2007-01-04,279.288757,289.251892,0.000000
2007-01-05,275.082947,290.734589,0.000000
2007-01-06,275.107361,291.160156,0.000000
2007-01-07,275.094147,292.477020,0.000000
2007-01-08,277.056824,293.535797,0.000000
2007-01-09,282.405762,290.863800,51.573895
2007-01-10,282.499481,286.104279,31.293112
2007-01-11,276.563538,282.430145,13.866767
2007-01-12,271.748047,282.765350,0.000000
2007-01-13,272.912720,289.744171,0.000000
2007-01-14,276.547974,293.869568,0.000000
2007-01-15,281.885986,297.734375,0.000000
2007-01-16,279.708862,297.024292,0.000000
2007-01-17,281.606750,299.685486,0.000000
2007-01-18,283.035400,300.007324,0.000000
2007-01-19,283.224030,296.393219,0.000000
2007-01-20,279.107574,297.571655,0.000000
2007-01-21,281.614380,298.459991,0.000000
2007-01-22,283.025024,300.560638,0.000000
2007-01-23,272.108704,290.329498,0.000000
2007-01-24,270.533661,282.972290,0.000000
2007-01-25,272.302063,285.650238,0.000000
2007-01-26,275.100281,289.944122,0.000000
2007-01-27,281.039886,292.406677,0.000000
2007-01-28,285.141418,295.046204,1.746874
2007-01-29,285.826813,295.534027,3.922154
2007-01-30,278.012238,291.700806,0.000000
2007-01-31,275.001678,284.889923,0.000000
2007-02-01,279.552460,288.816864,0.000000
2007-02-02,276.027985,291.663391,0.000000
2007-02-03,278.531189,297.315948,0.000000
2007-02-04,280.003143,299.527740,0.000000
2007-02-05,283.823669,294.769775,0.000000
2007-02-06,288.483582,298.757507,2.661747
2007-02-07,289.070099,296.734711,0.991487
2007-02-08,280.997162,292.546295,3.967514
2007-02-09,275.551514,284.826691,0.336701
2007-02-10,279.605164,286.068481,0.000000
2007-02-11,276.574860,294.545197,0.000000
2007-02-12,278.862976,295.151581,0.000000
2007-02-13,283.427338,290.877502,0.309779
2007-02-14,284.348816,289.262726,13.346237
2007-02-15,283.093719,293.263153,3.201978
2007-02-16,280.192810,292.811798,0.000000
2007-02-17,280.724487,293.122650,0.000000
2007-02-18,282.249603,294.154480,2.771251
2007-02-19,281.217468,293.684021,19.301754
2007-02-20,272.585419,282.324493,0.000000
2007-02-21,274.912659,290.187408,0.000000
2007-02-22,277.399414,293.798492,0.000000
2007-02-23,279.439331,299.066986,0.000000
2007-02-24,283.092529,301.835541,0.000000
2007-02-25,287.293884,304.253326,0.000000
2007-02-26,284.984283,305.941925,0.000000
2007-02-27,280.365051,299.407379,0.000000
2007-02-28,278.566193,296.826477,0.000000
2007-03-01,280.114594,298.470337,0.000000
2007-03-02,273.432129,288.362579,0.000000
2007-03-03,276.275269,287.444916,0.445370
2007-03-04,285.281647,302.044647,0.000000
2007-03-05,288.887695,305.517090,0.000000
2007-03-06,274.470245,301.279877,0.000000
2007-03-07,264.874298,279.959106,0.000000
2007-03-08,262.663788,281.977386,0.000000
2007-03-09,271.608337,291.506744,0.000000
2007-03-10,281.351654,299.640991,0.000000
2007-03-11,285.812866,300.350403,0.000000
2007-03-12,288.143799,302.022034,0.000000
2007-03-13,287.767242,303.818085,0.000000
2007-03-14,289.702423,304.031708,0.000000
2007-03-15,284.570282,303.600739,0.000000
2007-03-16,286.756958,300.996368,0.000000
2007-03-17,278.365112,301.048859,0.000000
2007-03-18,283.102264,304.353180,0.000000
2007-03-19,286.666656,301.176941,0.000000
2007-03-20,279.573578,296.734985,0.000000
2007-03-21,283.450134,300.732941,0.000000
2007-03-22,287.270355,303.553589,0.000000
2007-03-23,288.700836,304.468414,0.000000
2007-03-24,290.184570,303.975433,0.000000
2007-03-25,291.937653,302.752350,3.499598
2007-03-26,289.063507,300.481201,1.172186
2007-03-27,283.944244,301.366058,0.000000
2007-03-28,286.869110,302.619812,0.000000
2007-03-29,285.635773,302.949219,0.000000
2007-03-30,289.057007,299.787903,3.292365
2007-03-31,288.211578,295.905060,0.402484
2007-04-01,278.814850,296.775848,0.000000
2007-04-02,282.379761,298.842651,0.000000
2007-04-03,285.498627,300.866455,0.000000
2007-04-04,289.852020,298.701385,0.316518
2007-04-05,286.793884,286.793884,0.000000
2007-04-06,288.721985,291.921387,0.000000
2007-04-07,289.887543,304.266083,0.850258
2007-04-08,291.240906,300.925171,0.000000
2007-04-09,288.819611,305.151978,0.000000
2007-04-10,290.463867,305.731964,0.000000
2007-04-11,290.059265,306.113007,0.000000
2007-04-12,288.990936,306.581970,0.000000
2007-04-13,290.498627,304.031708,0.000000
2007-04-14,291.020233,301.871124,0.000000
2007-04-15,289.372742,302.667572,1.840316
2007-04-16,286.791107,303.283478,0.000000
2007-04-17,287.921875,304.850555,0.000000
2007-04-18,292.009796,304.254608,0.000000
2007-04-19,290.239258,303.955261,0.000000
2007-04-20,285.239777,305.216888,1.263290
2007-04-21,286.525604,307.275421,0.000000
2007-04-22,288.934509,308.896027,0.000000
2007-04-23,288.401550,305.389893,0.000000
2007-04-24,289.105042,301.601471,0.000000
2007-04-25,288.223541,300.851593,0.000000
2007-04-26,290.015961,302.813171,0.000000
2007-04-27,293.407623,305.475403,10.325559
2007-04-28,288.876862,304.667206,0.953058
2007-04-29,288.101227,301.392639,0.000000
2007-04-30,290.671692,304.139313,0.000000
2007-05-01,292.747559,302.421753,0.000000
2007-05-02,291.916748,299.653625,1.604804
2007-05-03,290.481232,294.953827,4.654313
2007-05-04,293.200714,296.816376,2.215163
2007-05-05,293.854553,298.712616,9.704858
2007-05-06,295.007538,299.080536,6.041457
2007-05-07,290.389923,298.271240,34.703159
2007-05-08,292.015167,296.166656,9.071966
2007-05-09,292.165497,298.294952,0.000000
2007-05-10,292.640228,302.867371,0.000000
2007-05-11,294.278076,305.919037,0.000000
2007-05-12,294.291168,304.528839,0.000000
2007-05-13,296.352356,305.835205,0.000000
2007-05-14,295.010010,303.640717,0.000000
2007-05-15,294.506195,303.459900,2.336086
2007-05-16,294.684174,300.872314,0.593407
2007-05-17,295.640869,304.001007,0.000000
2007-05-18,295.209930,304.526306,0.000000
2007-05-19,294.549133,304.568146,0.000000
2007-05-20,294.642273,304.696411,0.000000
2007-05-21,295.641418,304.397247,0.000000
2007-05-22,296.164459,304.723206,0.438035
2007-05-23,294.639496,305.621735,6.563306
2007-05-24,286.045837,303.346893,0.000000
2007-05-25,286.720062,296.378479,0.000000
2007-05-26,291.415863,297.921936,0.000000
2007-05-27,293.324707,298.708496,9.474507
2007-05-28,294.963135,301.228790,11.124858
2007-05-29,294.721497,303.988617,7.851903
2007-05-30,294.100952,304.727203,2.576971
2007-05-31,292.682190,302.505585,16.915709
2007-06-01,293.197571,306.095184,5.945943
2007-06-02,293.673706,306.006073,0.000000
2007-06-03,294.204132,303.849365,2.415776
2007-06-04,292.989990,303.683960,3.919367
2007-06-05,293.691528,304.193726,2.485827
2007-06-06,295.375702,304.623962,0.000000
2007-06-07,293.503693,304.481018,2.079180
2007-06-08,292.526062,306.306061,0.000000
2007-06-09,292.309387,305.711792,0.000000
2007-06-10,293.365173,306.938171,0.000000
2007-06-11,295.621338,306.707367,0.000000
2007-06-12,295.637024,306.561920,0.000000
2007-06-13,295.867645,306.651672,0.000000
2007-06-14,295.969727,307.372375,0.000000
2007-06-15,296.822357,305.953491,0.000000
2007-06-16,297.252930,305.916687,0.000000
2007-06-17,297.651855,308.128387,0.000000
2007-06-18,299.106842,309.824799,1.304188
2007-06-19,296.302826,306.616608,41.001644
2007-06-20,297.545715,302.619751,22.581598
2007-06-21,295.877045,304.189636,1.958398
2007-06-22,296.407959,306.071564,0.000000
2007-06-23,296.307678,307.345947,0.000000
2007-06-24,297.167542,307.517761,0.453851
2007-06-25,296.522858,308.828888,0.000000
2007-06-26,296.066406,305.780060,23.335304
2007-06-27,295.714417,300.501587,18.547800
2007-06-28,295.513397,301.634979,30.594212
2007-06-29,294.072845,302.103271,6.125528
2007-06-30,294.263885,304.077789,11.255429
2007-07-01,291.501617,299.025543,30.220230
2007-07-02,295.094910,295.094910,99.289238
2007-07-03,295.755981,296.454926,93.609497
2007-07-04,295.942749,300.930298,19.441147
2007-07-05,296.123016,302.631378,1.035791
2007-07-06,295.437988,303.029541,3.223223
2007-07-07,296.067505,305.724274,0.000000
2007-07-08,296.595428,307.233490,0.000000
2007-07-09,297.559357,307.876831,0.000000
2007-07-10,298.948212,308.227386,0.000000
2007-07-11,298.374481,307.050842,7.202296
2007-07-12,298.036133,305.120117,14.524504
2007-07-13,296.906128,302.767181,2.306227
2007-07-14,295.141266,303.623993,2.614461
2007-07-15,293.514343,303.961823,3.570563
2007-07-16,295.489471,302.625092,7.686137
2007-07-17,295.606079,301.869324,0.805283
2007-07-18,294.320923,303.808197,0.000000
2007-07-19,295.614105,301.758881,0.490411
2007-07-20,295.026611,304.379761,0.000000
2007-07-21,296.286163,306.520905,0.952773
2007-07-22,297.179108,306.318268,0.000000
2007-07-23,297.112183,307.184753,0.000000
2007-07-24,297.556366,308.439331,0.000000
2007-07-25,297.535828,308.809662,0.000000
2007-07-26,297.206726,308.694427,0.607807
2007-07-27,296.848694,308.093353,2.800376
2007-07-28,296.693726,307.656769,0.000000
2007-07-29,296.386475,308.611084,0.000000
2007-07-30,295.915894,308.781067,0.000000
2007-07-31,295.948334,309.058746,0.000000
2007-08-01,295.972656,308.468903,0.000000
2007-08-02,295.700836,307.243103,0.000000
2007-08-03,295.209534,308.824829,0.000000
2007-08-04,294.853119,308.982666,0.524683
2007-08-05,295.942841,308.832611,0.000000
2007-08-06,296.568024,311.369598,0.000000
2007-08-07,297.713287,310.422455,0.923222
2007-08-08,297.276825,310.158386,0.686752
2007-08-09,296.840759,310.456970,0.000000
2007-08-10,297.366760,309.240265,5.979289
2007-08-11,296.959351,307.613251,8.333591
2007-08-12,297.108154,306.314545,0.895816
