#Variables:,
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp45(K)",
4/12/2006,302.953217
4/13/2006,300.90567
4/14/2006,299.322144
4/15/2006,302.353363
4/16/2006,303.873749
4/17/2006,303.894714
4/18/2006,303.060791
4/19/2006,302.852203
4/20/2006,301.849762
4/21/2006,304.21167
4/22/2006,303.875885
4/23/2006,304.352386
4/24/2006,303.257141
4/25/2006,300.582886
4/26/2006,299.377563
4/27/2006,298.207611
4/28/2006,290.160187
4/29/2006,296.745056
4/30/2006,307.679291
5/1/2006,308.088593
5/2/2006,308.418793
5/3/2006,302.113464
5/4/2006,303.573944
5/5/2006,301.606201
5/6/2006,309.218079
5/7/2006,311.94162
5/8/2006,310.774567
5/9/2006,309.791992
5/10/2006,307.757111
5/11/2006,302.640411
5/12/2006,297.750458
5/13/2006,301.603729
5/14/2006,305.364777
5/15/2006,304.147522
5/16/2006,304.736816
5/17/2006,305.571228
5/18/2006,303.82663
5/19/2006,303.736237
5/20/2006,305.722931
5/21/2006,305.06897
5/22/2006,303.82193
5/23/2006,304.275452
5/24/2006,300.965912
5/25/2006,300.158081
5/26/2006,302.626953
5/27/2006,307.38443
5/28/2006,307.897186
5/29/2006,308.151672
5/30/2006,308.799805
5/31/2006,310.320221
6/1/2006,308.835663
6/2/2006,307.893372
6/3/2006,309.366119
6/4/2006,308.593018
6/5/2006,307.066132
6/6/2006,305.248596
6/7/2006,302.544464
6/8/2006,305.219971
6/9/2006,306.079102
6/10/2006,306.264893
6/11/2006,305.41391
6/12/2006,305.011505
6/13/2006,304.899323
6/14/2006,303.668823
6/15/2006,297.980438
6/16/2006,300.172211
6/17/2006,299.772156
6/18/2006,299.048248
6/19/2006,297.613495
6/20/2006,297.789368
6/21/2006,302.36731
6/22/2006,302.713135
6/23/2006,302.625183
6/24/2006,305.355499
6/25/2006,306.809265
6/26/2006,306.774628
6/27/2006,306.978699
6/28/2006,307.270508
6/29/2006,308.779572
6/30/2006,308.261993
7/1/2006,307.971741
7/2/2006,307.239777
7/3/2006,307.505524
7/4/2006,307.75473
7/5/2006,308.148193
7/6/2006,308.185089
7/7/2006,307.114075
7/8/2006,306.592987
7/9/2006,307.537567
7/10/2006,307.546967
7/11/2006,307.886963
7/12/2006,308.259705
7/13/2006,307.328552
7/14/2006,309.21814
7/15/2006,311.646454
7/16/2006,311.79657
7/17/2006,312.665283
7/18/2006,311.153473
7/19/2006,310.529755
7/20/2006,311.617889
7/21/2006,310.487305
7/22/2006,310.157471
7/23/2006,309.5466
7/24/2006,310.481903
7/25/2006,309.414246
7/26/2006,308.488678
7/27/2006,309.075317
7/28/2006,309.197205
7/29/2006,310.926025
7/30/2006,311.549713
7/31/2006,308.708435
8/1/2006,308.854492
8/2/2006,310.937836
8/3/2006,310.889679
8/4/2006,308.59201
8/5/2006,307.843719
8/6/2006,310.38858
8/7/2006,310.967529
8/8/2006,310.826355
8/9/2006,311.238251
8/10/2006,311.755829
8/11/2006,311.753601
8/12/2006,310.565369
8/13/2006,310.462555
8/14/2006,310.895874
8/15/2006,312.364624
8/16/2006,311.683838
8/17/2006,310.345398
8/18/2006,309.949615
8/19/2006,310.945221
8/20/2006,311.000153
8/21/2006,310.539581
8/22/2006,309.753571
8/23/2006,308.652588
8/24/2006,308.629272
8/25/2006,308.32135
8/26/2006,309.483643
8/27/2006,309.828156
8/28/2006,308.630951
8/29/2006,305.250458
8/30/2006,303.682892
8/31/2006,306.116364
9/1/2006,301.059998
9/2/2006,300.339264
9/3/2006,298.1297
9/4/2006,298.965363
9/5/2006,301.272766
9/6/2006,303.378906
9/7/2006,305.1604
9/8/2006,303.75885
9/9/2006,303.254578
9/10/2006,304.885895
9/11/2006,304.98999
9/12/2006,304.845215
9/13/2006,305.613739
9/14/2006,309.036469
9/15/2006,310.073181
9/16/2006,312.808441
9/17/2006,311.561615
9/18/2006,308.669556
9/19/2006,304.771637
9/20/2006,304.223572
9/21/2006,305.393951
9/22/2006,302.859924
9/23/2006,299.613556
9/24/2006,299.934052
9/25/2006,301.670654
9/26/2006,297.889374
9/27/2006,301.412903
9/28/2006,303.355255
9/29/2006,301.824249
9/30/2006,304.493164
10/1/2006,298.924713
10/2/2006,297.371674
10/3/2006,299.92041
10/4/2006,301.790222
10/5/2006,301.688751
10/6/2006,303.849915
10/7/2006,291.249817
10/8/2006,296.773285
10/9/2006,297.998383
10/10/2006,296.357086
10/11/2006,295.664825
10/12/2006,299.494781
10/13/2006,295.973297
10/14/2006,299.762695
10/15/2006,303.477997
10/16/2006,306.566406
10/17/2006,303.499542
10/18/2006,299.857697
10/19/2006,300.648682
10/20/2006,300.618805
10/21/2006,297.713715
10/22/2006,299.753143
10/23/2006,297.16861
10/24/2006,300.069366
10/25/2006,301.805939
10/26/2006,302.281555
10/27/2006,299.302002
10/28/2006,297.385559
10/29/2006,298.149994
10/30/2006,299.662872
10/31/2006,297.01001
11/1/2006,294.758026
11/2/2006,300.869293
11/3/2006,301.716431
11/4/2006,304.270386
11/5/2006,299.728851
11/6/2006,292.46109
11/7/2006,288.306885
11/8/2006,285.606628
11/9/2006,289.526428
11/10/2006,291.936066
11/11/2006,296.765015
11/12/2006,300.264679
11/13/2006,293.942383
11/14/2006,293.21875
11/15/2006,286.31601
11/16/2006,289.056122
11/17/2006,287.384064
11/18/2006,294.085114
11/19/2006,299.992401
11/20/2006,297.443115
11/21/2006,297.61734
11/22/2006,292.043671
11/23/2006,290.391754
11/24/2006,290.989075
11/25/2006,292.570129
11/26/2006,294.220642
11/27/2006,295.427612
11/28/2006,296.875336
11/29/2006,299.419006
11/30/2006,295.598663
12/1/2006,288.019135
12/2/2006,289.653503
12/3/2006,296.941681
12/4/2006,293.036804
12/5/2006,294.978851
12/6/2006,294.751312
12/7/2006,297.879761
12/8/2006,298.606293
12/9/2006,296.965515
12/10/2006,299.207764
12/11/2006,293.649078
12/12/2006,284.182404
12/13/2006,280.977203
12/14/2006,282.633972
12/15/2006,287.071411
12/16/2006,286.801514
12/17/2006,292.338745
12/18/2006,298.54068
12/19/2006,291.031433
12/20/2006,288.282776
12/21/2006,287.235352
12/22/2006,287.323669
12/23/2006,290.217712
12/24/2006,297.918488
12/25/2006,293.369873
12/26/2006,296.532806
12/27/2006,299.171936
12/28/2006,300.452087
12/29/2006,295.112061
12/30/2006,292.347656
12/31/2006,298.472351
1/1/2007,293.661163
1/2/2007,279.607361
1/3/2007,279.514435
1/4/2007,288.809937
1/5/2007,288.091431
1/6/2007,281.21701
1/7/2007,282.586914
1/8/2007,276.006409
1/9/2007,282.67038
1/10/2007,285.12149
1/11/2007,290.593994
1/12/2007,290.115753
1/13/2007,284.889099
1/14/2007,283.650848
1/15/2007,281.998108
1/16/2007,285.834534
1/17/2007,290.432678
1/18/2007,285.089539
1/19/2007,282.173889
1/20/2007,286.821198
1/21/2007,282.846527
1/22/2007,287.338989
1/23/2007,292.218109
1/24/2007,295.940521
1/25/2007,299.746277
1/26/2007,297.429047
1/27/2007,298.476471
1/28/2007,297.138123
1/29/2007,296.054657
1/30/2007,302.465485
1/31/2007,302.448059
2/1/2007,301.908447
2/2/2007,302.935364
2/3/2007,303.100708
2/4/2007,302.710083
2/5/2007,299.988678
2/6/2007,291.16626
2/7/2007,287.138092
2/8/2007,290.231262
2/9/2007,297.255463
2/10/2007,288.505646
2/11/2007,281.914948
2/12/2007,294.157379
2/13/2007,297.028351
2/14/2007,288.420105
2/15/2007,288.179016
2/16/2007,293.189789
2/17/2007,300.623108
2/18/2007,296.140411
2/19/2007,288.477814
2/20/2007,290.43512
2/21/2007,291.740112
2/22/2007,290.414459
2/23/2007,292.356354
2/24/2007,293.360199
2/25/2007,290.171722
2/26/2007,289.692993
2/27/2007,295.76178
2/28/2007,291.922577
3/1/2007,286.120514
3/2/2007,284.43103
3/3/2007,284.853485
3/4/2007,289.284973
3/5/2007,292.511932
3/6/2007,291.681335
3/7/2007,289.164429
3/8/2007,300.858032
3/9/2007,302.753265
3/10/2007,293.474518
3/11/2007,297.78595
3/12/2007,299.49704
3/13/2007,297.33194
3/14/2007,292.550415
3/15/2007,297.650787
3/16/2007,301.710358
3/17/2007,295.074219
3/18/2007,298.62912
3/19/2007,302.075287
3/20/2007,303.708069
3/21/2007,293.420898
3/22/2007,288.730164
3/23/2007,291.234314
3/24/2007,288.092102
3/25/2007,293.573975
3/26/2007,294.009277
3/27/2007,296.696838
3/28/2007,297.768341
3/29/2007,301.612823
3/30/2007,302.460388
3/31/2007,298.398773
4/1/2007,298.163574
4/2/2007,300.855957
4/3/2007,301.681488
4/4/2007,296.910797
4/5/2007,287.872528
4/6/2007,287.630554
4/7/2007,290.112305
4/8/2007,298.005035
4/9/2007,298.35083
4/10/2007,296.025757
4/11/2007,299.449463
4/12/2007,294.740814
4/13/2007,294.396027
4/14/2007,298.718842
4/15/2007,300.023224
4/16/2007,297.205444
4/17/2007,301.857422
4/18/2007,299.714478
4/19/2007,300.956787
4/20/2007,301.358643
4/21/2007,295.767792
4/22/2007,295.441711
4/23/2007,299.063477
4/24/2007,303.329041
4/25/2007,298.739746
4/26/2007,295.924164
4/27/2007,298.451294
4/28/2007,300.133331
4/29/2007,298.524719
4/30/2007,298.20871
5/1/2007,296.622864
5/2/2007,298.249725
5/3/2007,300.875183
5/4/2007,302.505829
5/5/2007,299.835785
5/6/2007,299.441223
5/7/2007,300.581787
5/8/2007,297.513062
5/9/2007,292.566559
5/10/2007,298.453125
5/11/2007,301.062592
5/12/2007,304.147064
5/13/2007,306.640106
5/14/2007,304.961731
5/15/2007,302.755066
5/16/2007,299.319366
5/17/2007,299.434174
5/18/2007,298.352203
5/19/2007,295.49588
5/20/2007,295.423279
5/21/2007,299.143494
5/22/2007,305.038757
5/23/2007,305.133728
5/24/2007,305.055176
5/25/2007,303.022064
5/26/2007,303.518311
5/27/2007,304.68515
5/28/2007,304.646027
5/29/2007,305.309814
5/30/2007,307.636383
5/31/2007,309.194855
6/1/2007,307.994904
6/2/2007,307.375549
6/3/2007,306.422241
6/4/2007,305.68161
6/5/2007,306.454926
6/6/2007,306.749451
6/7/2007,307.540833
6/8/2007,308.544861
6/9/2007,308.865814
6/10/2007,308.490997
6/11/2007,307.309235
6/12/2007,300.343842
6/13/2007,303.801422
6/14/2007,305.50473
6/15/2007,307.167023
6/16/2007,307.515839
6/17/2007,305.201263
6/18/2007,302.892548
6/19/2007,304.491272
6/20/2007,303.03952
6/21/2007,306.157104
6/22/2007,305.61087
6/23/2007,306.661621
6/24/2007,307.512756
6/25/2007,308.704712
6/26/2007,309.248291
6/27/2007,308.586578
6/28/2007,310.263092
6/29/2007,311.277802
6/30/2007,308.537292
7/1/2007,307.820312
7/2/2007,308.629639
7/3/2007,308.761047
7/4/2007,308.440369
7/5/2007,308.975922
7/6/2007,310.999268
7/7/2007,312.476837
7/8/2007,314.115875
7/9/2007,312.100403
7/10/2007,306.620575
7/11/2007,306.134399
7/12/2007,308.220917
7/13/2007,310.999908
7/14/2007,312.535034
7/15/2007,312.947845
7/16/2007,313.768036
7/17/2007,312.743896
7/18/2007,312.363251
7/19/2007,312.180206
7/20/2007,311.833374
7/21/2007,311.74649
7/22/2007,313.015808
7/23/2007,314.2211
7/24/2007,313.821808
7/25/2007,312.822021
7/26/2007,312.159088
7/27/2007,312.502716
7/28/2007,311.674957
7/29/2007,310.815277
7/30/2007,311.353424
7/31/2007,312.126953
8/1/2007,312.71582
8/2/2007,312.622681
8/3/2007,310.868958
8/4/2007,308.476044
8/5/2007,309.633606
8/6/2007,311.394287
8/7/2007,312.76651
8/8/2007,312.640839
8/9/2007,311.874481
8/10/2007,310.532135
8/11/2007,311.224518
8/12/2007,312.711639
8/13/2007,312.72464
8/14/2007,310.775879
8/15/2007,306.589325
8/16/2007,305.834351
8/17/2007,305.898773
8/18/2007,307.991638
8/19/2007,308.508972
8/20/2007,308.453979
8/21/2007,308.424194
8/22/2007,311.043091
8/23/2007,310.7453
8/24/2007,309.728699
8/25/2007,309.094513
8/26/2007,308.363129
8/27/2007,307.684631
8/28/2007,307.047516
8/29/2007,307.558594
8/30/2007,309.158051
8/31/2007,309.031494
9/1/2007,307.889343
9/2/2007,305.930328
9/3/2007,304.793579
9/4/2007,306.803772
9/5/2007,309.305603
9/6/2007,307.976562
9/7/2007,308.436249
9/8/2007,309.363892
9/9/2007,309.610291
9/10/2007,309.758301
9/11/2007,306.286407
9/12/2007,307.700073
9/13/2007,310.580536
9/14/2007,309.793182
9/15/2007,307.993347
9/16/2007,306.356049
9/17/2007,305.776154
9/18/2007,305.77594
9/19/2007,306.703644
9/20/2007,304.8461
9/21/2007,305.953888
9/22/2007,306.744659
9/23/2007,307.602753
9/24/2007,308.531006
9/25/2007,306.582733
9/26/2007,303.596222
9/27/2007,304.631836
9/28/2007,307.185638
9/29/2007,308.869781
9/30/2007,309.598419
10/1/2007,309.447052
10/2/2007,308.860596
10/3/2007,309.735382
10/4/2007,306.957031
10/5/2007,302.880432
10/6/2007,304.785248
10/7/2007,306.303589
10/8/2007,307.490692
10/9/2007,308.671722
10/10/2007,309.599182
10/11/2007,309.756744
10/12/2007,306.907196
10/13/2007,305.835632
10/14/2007,306.845917
10/15/2007,305.291046
10/16/2007,299.091858
10/17/2007,292.961548
10/18/2007,296.687775
10/19/2007,298.548187
10/20/2007,302.939148
10/21/2007,304.56485
10/22/2007,301.245728
10/23/2007,300.319916
10/24/2007,301.002197
10/25/2007,305.442291
10/26/2007,302.328186
10/27/2007,305.665253
10/28/2007,304.5401
10/29/2007,303.02774
10/30/2007,302.704102
10/31/2007,302.77478
11/1/2007,301.902435
11/2/2007,301.613373
11/3/2007,303.140961
11/4/2007,299.868927
11/5/2007,298.072174
11/6/2007,298.694153
11/7/2007,302.410309
11/8/2007,303.127563
11/9/2007,296.048004
11/10/2007,291.026581
11/11/2007,287.08667
11/12/2007,289.965759
11/13/2007,291.065186
11/14/2007,292.946472
11/15/2007,291.607697
11/16/2007,292.501251
11/17/2007,295.366455
11/18/2007,288.56543
11/19/2007,293.174042
11/20/2007,295.621399
11/21/2007,295.399933
11/22/2007,295.745636
11/23/2007,295.969055
11/24/2007,294.201752
11/25/2007,288.849518
11/26/2007,289.345123
11/27/2007,293.659149
11/28/2007,298.325195
11/29/2007,300.140656
11/30/2007,294.880737
12/1/2007,285.974762
12/2/2007,287.348846
12/3/2007,286.534607
12/4/2007,287.825958
12/5/2007,283.983002
12/6/2007,284.175385
12/7/2007,282.692902
12/8/2007,283.912842
12/9/2007,286.722534
12/10/2007,294.29071
12/11/2007,294.435822
12/12/2007,292.884888
12/13/2007,287.572784
12/14/2007,290.426788
12/15/2007,287.548004
12/16/2007,290.9664
12/17/2007,294.259094
12/18/2007,293.145264
12/19/2007,298.33548
12/20/2007,297.463837
12/21/2007,297.808533
12/22/2007,292.440704
12/23/2007,285.135406
12/24/2007,294.439148
12/25/2007,288.714264
12/26/2007,287.914032
12/27/2007,285.481415
12/28/2007,286.942108
12/29/2007,285.166138
12/30/2007,287.646606
12/31/2007,289.919891
1/1/2008,293.903229
1/2/2008,295.727966
1/3/2008,296.020813
1/4/2008,289.868378
1/5/2008,287.558807
1/6/2008,278.864288
1/7/2008,284.66864
1/8/2008,291.163666
1/9/2008,299.108124
1/10/2008,295.888367
1/11/2008,296.823853
1/12/2008,297.088257
1/13/2008,294.638855
1/14/2008,294.038818
1/15/2008,292.310028
1/16/2008,288.789764
1/17/2008,292.327576
1/18/2008,292.349548
1/19/2008,293.396637
1/20/2008,293.526367
1/21/2008,294.767303
1/22/2008,294.04953
1/23/2008,296.839996
1/24/2008,296.224365
1/25/2008,296.153046
1/26/2008,289.366211
1/27/2008,290.194458
1/28/2008,291.643066
1/29/2008,294.244202
1/30/2008,296.777527
1/31/2008,294.453064
2/1/2008,295.666534
2/2/2008,289.288849
2/3/2008,294.455414
2/4/2008,298.01947
2/5/2008,299.704773
2/6/2008,299.7659
2/7/2008,299.413788
2/8/2008,298.384583
2/9/2008,300.29361
2/10/2008,298.011841
2/11/2008,293.437347
2/12/2008,293.205383
2/13/2008,296.082458
2/14/2008,298.203979
2/15/2008,301.977051
2/16/2008,302.496796
2/17/2008,303.202087
2/18/2008,299.974365
2/19/2008,298.517792
2/20/2008,298.791809
2/21/2008,300.63443
2/22/2008,294.759705
2/23/2008,292.393158
2/24/2008,295.96463
2/25/2008,301.07373
2/26/2008,302.307281
2/27/2008,295.604462
2/28/2008,291.757904
2/29/2008,289.921844
3/1/2008,288.085785
3/2/2008,292.946198
3/3/2008,290.077637
3/4/2008,292.043793
3/5/2008,287.972412
3/6/2008,285.042847
3/7/2008,291.635284
3/8/2008,293.287048
3/9/2008,292.512726
3/10/2008,300.953644
3/11/2008,303.628876
3/12/2008,299.700409
3/13/2008,294.743622
3/14/2008,294.702606
3/15/2008,300.242493
3/16/2008,304.350281
3/17/2008,294.214386
3/18/2008,292.343994
3/19/2008,292.143463
3/20/2008,297.207001
3/21/2008,300.163208
3/22/2008,298.211823
3/23/2008,296.116852
3/24/2008,295.655487
3/25/2008,298.129791
3/26/2008,301.374237
3/27/2008,299.997528
3/28/2008,300.260162
3/29/2008,297.652496
3/30/2008,299.47052
3/31/2008,305.427094
4/1/2008,303.955261
4/2/2008,303.181
4/3/2008,300.817383
4/4/2008,302.198334
4/5/2008,300.672455
4/6/2008,293.329803
4/7/2008,296.837738
4/8/2008,304.303467
4/9/2008,300.013855
4/10/2008,298.711823
4/11/2008,298.519745
4/12/2008,305.015411
4/13/2008,303.569305
4/14/2008,303.480011
4/15/2008,301.957275
4/16/2008,290.140961
4/17/2008,288.412781
4/18/2008,294.774231
4/19/2008,296.520905
4/20/2008,301.124146
4/21/2008,304.323578
4/22/2008,305.331055
4/23/2008,303.728577
4/24/2008,303.22876
4/25/2008,301.298431
4/26/2008,303.182861
4/27/2008,300.90213
4/28/2008,299.183228
4/29/2008,301.579712
4/30/2008,301.814423
5/1/2008,301.398804
5/2/2008,302.383209
5/3/2008,301.271301
5/4/2008,298.987
5/5/2008,300.06424
5/6/2008,299.70578
5/7/2008,301.312988
5/8/2008,300.715302
5/9/2008,302.660736
5/10/2008,301.459137
5/11/2008,299.367981
5/12/2008,302.817169
5/13/2008,303.308594
5/14/2008,304.216766
5/15/2008,305.187195
5/16/2008,301.11615
5/17/2008,300.453674
5/18/2008,297.976807
5/19/2008,296.066467
5/20/2008,296.122345
5/21/2008,298.213989
5/22/2008,298.76709
5/23/2008,299.134521
5/24/2008,299.294495
5/25/2008,297.184723
5/26/2008,298.587738
5/27/2008,300.978302
5/28/2008,302.316986
5/29/2008,303.164551
5/30/2008,301.745544
5/31/2008,301.640228
6/1/2008,300.332123
6/2/2008,302.517151
6/3/2008,302.204529
6/4/2008,297.617554
6/5/2008,296.350067
6/6/2008,297.847626
6/7/2008,305.099762
6/8/2008,308.439331
6/9/2008,309.844757
6/10/2008,308.183441
6/11/2008,307.433105
6/12/2008,305.445526
6/13/2008,302.576904
6/14/2008,305.101654
6/15/2008,304.487823
6/16/2008,301.682068
6/17/2008,304.226196
6/18/2008,304.601807
6/19/2008,303.147247
6/20/2008,300.550415
6/21/2008,303.805725
6/22/2008,303.897064
6/23/2008,305.298737
6/24/2008,304.839111
6/25/2008,305.179871
6/26/2008,305.562775
6/27/2008,305.413025
6/28/2008,304.371399
6/29/2008,304.69455
6/30/2008,304.483276
7/1/2008,301.685211
7/2/2008,301.789917
7/3/2008,304.721893
7/4/2008,304.54364
7/5/2008,305.515472
7/6/2008,305.331146
7/7/2008,305.652679
7/8/2008,305.861877
7/9/2008,308.162415
7/10/2008,309.079254
7/11/2008,308.068115
7/12/2008,306.489349
7/13/2008,308.588776
7/14/2008,309.840271
7/15/2008,309.230988
7/16/2008,308.346832
7/17/2008,308.448456
7/18/2008,307.78949
7/19/2008,305.631714
7/20/2008,307.738434
7/21/2008,304.488678
7/22/2008,303.098938
7/23/2008,305.869232
7/24/2008,306.126556
7/25/2008,303.16626
7/26/2008,302.659149
7/27/2008,301.376434
7/28/2008,302.84668
7/29/2008,308.041626
7/30/2008,307.513397
7/31/2008,306.882751
8/1/2008,306.374969
8/2/2008,310.883942
8/3/2008,310.319336
8/4/2008,307.775787
8/5/2008,307.600952
8/6/2008,306.588837
8/7/2008,304.823486
8/8/2008,306.957825
8/9/2008,308.04248
8/10/2008,309.23407
8/11/2008,311.007233
8/12/2008,311.643555
8/13/2008,310.775116
8/14/2008,310.116333
8/15/2008,309.393066
8/16/2008,310.971832
8/17/2008,310.941772
8/18/2008,310.900543
8/19/2008,309.821228
8/20/2008,309.409515
8/21/2008,310.98941
8/22/2008,309.462311
8/23/2008,309.070679
8/24/2008,309.120758
8/25/2008,309.77533
8/26/2008,311.263794
8/27/2008,311.585968
8/28/2008,311.408081
8/29/2008,309.521698
8/30/2008,307.160858
8/31/2008,309.51004
9/1/2008,310.124664
9/2/2008,312.410919
9/3/2008,312.480988
9/4/2008,313.935059
9/5/2008,309.430817
9/6/2008,307.692749
9/7/2008,306.39917
9/8/2008,308.463562
9/9/2008,308.651886
9/10/2008,309.530426
9/11/2008,310.485687
9/12/2008,310.418945
9/13/2008,313.053589
9/14/2008,312.692352
9/15/2008,309.7789
9/16/2008,307.794525
9/17/2008,307.702911
9/18/2008,306.812866
9/19/2008,304.859711
9/20/2008,305.594391
9/21/2008,306.349609
9/22/2008,307.657227
9/23/2008,306.208801
9/24/2008,302.934174
9/25/2008,299.698669
9/26/2008,300.025635
9/27/2008,300.965912
9/28/2008,302.258148
9/29/2008,302.845856
9/30/2008,304.957794
10/1/2008,305.178101
10/2/2008,306.041412
10/3/2008,307.433838
10/4/2008,307.51413
10/5/2008,305.594208
10/6/2008,300.513062
10/7/2008,303.575928
10/8/2008,306.525635
10/9/2008,308.57193
10/10/2008,305.52063
10/11/2008,300.981689
10/12/2008,302.3797
10/13/2008,306.873993
10/14/2008,307.758881
10/15/2008,308.248932
10/16/2008,307.921906
10/17/2008,306.753998
10/18/2008,306.076111
10/19/2008,303.709686
10/20/2008,304.799133
10/21/2008,306.080902
10/22/2008,299.903992
10/23/2008,299.853058
10/24/2008,305.75647
10/25/2008,299.59552
10/26/2008,299.510956
10/27/2008,305.337738
10/28/2008,299.386475
10/29/2008,301.993469
10/30/2008,300.854767
10/31/2008,298.606201
11/1/2008,292.185516
11/2/2008,293.26889
11/3/2008,295.5271
11/4/2008,299.67865
11/5/2008,299.748535
11/6/2008,299.70166
11/7/2008,305.079803
11/8/2008,295.512665
11/9/2008,300.10614
11/10/2008,296.663788
11/11/2008,296.48233
11/12/2008,301.240997
11/13/2008,297.318634
11/14/2008,295.55069
11/15/2008,294.921875
11/16/2008,295.101807
11/17/2008,296.90921
11/18/2008,302.64975
11/19/2008,301.358551
11/20/2008,300.973328
11/21/2008,292.375977
11/22/2008,290.383972
11/23/2008,288.427917
11/24/2008,300.702972
11/25/2008,297.03952
11/26/2008,294.925171
11/27/2008,296.058167
11/28/2008,303.111328
11/29/2008,298.136719
11/30/2008,285.344635
12/1/2008,290.595581
12/2/2008,291.128845
12/3/2008,293.315491
12/4/2008,300.523224
12/5/2008,299.455475
12/6/2008,294.077484
12/7/2008,289.816467
12/8/2008,286.614258
12/9/2008,292.55014
12/10/2008,297.108856
12/11/2008,299.78363
12/12/2008,299.331451
12/13/2008,301.231018
12/14/2008,301.40921
12/15/2008,301.476257
12/16/2008,302.567535
12/17/2008,302.810638
12/18/2008,299.302216
12/19/2008,293.839325
12/20/2008,299.319489
12/21/2008,300.022736
12/22/2008,295.718567
12/23/2008,297.723969
12/24/2008,300.190735
12/25/2008,297.259247
12/26/2008,290.511536
12/27/2008,286.305573
12/28/2008,289.727264
12/29/2008,294.587097
12/30/2008,289.439423
12/31/2008,286.768433
1/1/2009,288.954834
1/2/2009,294.479462
1/3/2009,291.208984
1/4/2009,282.695374
1/5/2009,287.006714
1/6/2009,289.029816
1/7/2009,289.992676
1/8/2009,288.640015
1/9/2009,288.025909
1/10/2009,285.460846
1/11/2009,284.780762
1/12/2009,285.994324
1/13/2009,285.826538
1/14/2009,291.182861
1/15/2009,288.120972
1/16/2009,292.091614
1/17/2009,292.308746
1/18/2009,294.306519
1/19/2009,295.603943
1/20/2009,296.812347
1/21/2009,296.812256
1/22/2009,294.821747
1/23/2009,295.876648
1/24/2009,296.85965
1/25/2009,295.320923
1/26/2009,297.295319
1/27/2009,298.402771
1/28/2009,296.799347
1/29/2009,297.387604
