#Variables:
#tasmin_CCSM4_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CCSM4_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_CCSM4_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CCSM4_rcp45(K),tasmax_CCSM4_rcp45(K),pr_CCSM4_rcp45(mm)"
""
yyyy-mm-dd,tasmin_CCSM4_rcp45(K),tasmax_CCSM4_rcp45(K),pr_CCSM4_rcp45(mm)
2006-04-01,284.795410,299.219360,0.000000
2006-04-02,291.060303,301.385712,0.000000
2006-04-03,293.392639,303.305023,0.302373
2006-04-04,286.162231,296.860962,0.000000
2006-04-05,281.977905,298.248108,0.000000
2006-04-06,288.079895,302.291351,0.381595
2006-04-07,287.533997,304.538605,2.163802
2006-04-08,286.817261,298.613617,0.000000
2006-04-09,281.653656,300.547058,0.000000
2006-04-10,284.585144,301.562134,0.000000
2006-04-11,285.057037,302.804352,0.000000
2006-04-12,287.802460,302.953217,0.000000
2006-04-13,290.915741,300.905670,0.000000
2006-04-14,292.219269,299.322144,3.592950
2006-04-15,294.032349,302.353363,0.000000
2006-04-16,293.928864,303.873749,0.000000
2006-04-17,293.294281,303.894714,0.000000
2006-04-18,293.227661,303.060791,0.000000
2006-04-19,292.635101,302.852203,0.000000
2006-04-20,292.966187,301.849762,0.000000
2006-04-21,294.004242,304.211670,0.000000
2006-04-22,293.538696,303.875885,0.000000
2006-04-23,293.765991,304.352386,0.000000
2006-04-24,294.598022,303.257141,2.265560
2006-04-25,293.843170,300.582886,4.191276
2006-04-26,292.364685,299.377563,26.476685
2006-04-27,289.350525,298.207611,1.534373
2006-04-28,288.281189,290.160187,0.000000
2006-04-29,287.759918,296.745056,0.929404
2006-04-30,291.328278,307.679291,0.000000
2006-05-01,291.609589,308.088593,0.000000
2006-05-02,292.950073,308.418793,0.000000
2006-05-03,290.164337,302.113464,0.000000
2006-05-04,285.534973,303.573944,0.000000
2006-05-05,290.297882,301.606201,0.000000
2006-05-06,293.223816,309.218079,0.000000
2006-05-07,291.598175,311.941620,0.000000
2006-05-08,293.893097,310.774567,0.000000
2006-05-09,294.301758,309.791992,0.000000
2006-05-10,297.054535,307.757111,14.016992
2006-05-11,292.607819,302.640411,17.440447
2006-05-12,286.047058,297.750458,0.000000
2006-05-13,285.826385,301.603729,0.000000
2006-05-14,287.408417,305.364777,0.000000
2006-05-15,289.791412,304.147522,0.000000
2006-05-16,293.628632,304.736816,0.961332
2006-05-17,293.805847,305.571228,1.556757
2006-05-18,293.753052,303.826630,5.505818
2006-05-19,291.282013,303.736237,0.000000
2006-05-20,289.319366,305.722931,0.000000
2006-05-21,292.509613,305.068970,0.000000
2006-05-22,293.079468,303.821930,0.311744
2006-05-23,293.814850,304.275452,0.000000
2006-05-24,288.107300,300.965912,19.983995
2006-05-25,286.910461,300.158081,0.000000
2006-05-26,286.248779,302.626953,0.000000
2006-05-27,289.572937,307.384430,0.000000
2006-05-28,292.022522,307.897186,0.000000
2006-05-29,293.640594,308.151672,0.000000
2006-05-30,295.224243,308.799805,0.000000
2006-05-31,295.459412,310.320221,0.000000
2006-06-01,295.384094,308.835663,0.000000
2006-06-02,295.310822,307.893372,0.000000
2006-06-03,296.705383,309.366119,0.000000
2006-06-04,297.711243,308.593018,0.000000
2006-06-05,297.088531,307.066132,0.486857
2006-06-06,296.384705,305.248596,4.667883
2006-06-07,296.450134,302.544464,6.305583
2006-06-08,297.189117,305.219971,5.624391
2006-06-09,297.238495,306.079102,3.087669
2006-06-10,296.702179,306.264893,3.657614
2006-06-11,295.437012,305.413910,8.791261
2006-06-12,294.798309,305.011505,0.463688
2006-06-13,294.947083,304.899323,0.000000
2006-06-14,295.053925,303.668823,0.000000
2006-06-15,295.162292,297.980438,7.118309
2006-06-16,295.496796,300.172211,24.034580
2006-06-17,296.343781,299.772156,45.435234
2006-06-18,295.330933,299.048248,18.548841
2006-06-19,295.322357,297.613495,21.419624
2006-06-20,295.109924,297.789368,20.018557
2006-06-21,295.144958,302.367310,1.235508
2006-06-22,293.904358,302.713135,0.000000
2006-06-23,294.186371,302.625183,0.000000
2006-06-24,294.810272,305.355499,0.780634
2006-06-25,295.328247,306.809265,0.000000
2006-06-26,295.434937,306.774628,0.000000
2006-06-27,295.323578,306.978699,0.000000
2006-06-28,296.352661,307.270508,0.000000
2006-06-29,298.044373,308.779572,0.000000
2006-06-30,297.147491,308.261993,0.000000
2006-07-01,297.173615,307.971741,0.000000
2006-07-02,296.414429,307.239777,0.000000
2006-07-03,295.515076,307.505524,0.000000
2006-07-04,295.766510,307.754730,0.000000
2006-07-05,296.298798,308.148193,0.872649
2006-07-06,296.828522,308.185089,3.931416
2006-07-07,296.807068,307.114075,0.000000
2006-07-08,297.046509,306.592987,0.000000
2006-07-09,296.832794,307.537567,0.000000
2006-07-10,295.804565,307.546967,0.000000
2006-07-11,295.821503,307.886963,0.000000
2006-07-12,296.167480,308.259705,0.000000
2006-07-13,296.933929,307.328552,0.000000
2006-07-14,297.014465,309.218140,0.000000
2006-07-15,297.671692,311.646454,0.000000
2006-07-16,296.684540,311.796570,0.000000
2006-07-17,297.119385,312.665283,0.000000
2006-07-18,297.483673,311.153473,0.527405
2006-07-19,297.044861,310.529755,0.000000
2006-07-20,297.178864,311.617889,0.000000
2006-07-21,296.750244,310.487305,0.000000
2006-07-22,296.868408,310.157471,0.000000
2006-07-23,297.717590,309.546600,0.000000
2006-07-24,297.791870,310.481903,0.000000
2006-07-25,297.988312,309.414246,0.000000
2006-07-26,298.185425,308.488678,0.000000
2006-07-27,297.946136,309.075317,0.000000
2006-07-28,297.076904,309.197205,0.000000
2006-07-29,298.255676,310.926025,0.000000
2006-07-30,294.961761,311.549713,0.000000
2006-07-31,294.763794,308.708435,0.000000
2006-08-01,295.456635,308.854492,0.000000
2006-08-02,296.780151,310.937836,0.000000
2006-08-03,296.250977,310.889679,0.000000
2006-08-04,295.883423,308.592010,0.000000
2006-08-05,296.452240,307.843719,0.000000
2006-08-06,296.614349,310.388580,0.000000
2006-08-07,296.035736,310.967529,0.000000
2006-08-08,297.240112,310.826355,0.000000
2006-08-09,297.547729,311.238251,0.000000
2006-08-10,297.112915,311.755829,0.000000
2006-08-11,297.121063,311.753601,0.000000
2006-08-12,297.083618,310.565369,0.000000
2006-08-13,297.317963,310.462555,0.000000
2006-08-14,296.903290,310.895874,0.000000
2006-08-15,297.406830,312.364624,0.000000
2006-08-16,297.133575,311.683838,0.000000
2006-08-17,297.684235,310.345398,0.000000
2006-08-18,299.090515,309.949615,0.000000
2006-08-19,297.240051,310.945221,0.000000
2006-08-20,296.925964,311.000153,0.000000
2006-08-21,297.184326,310.539581,0.000000
2006-08-22,297.412140,309.753571,0.428068
2006-08-23,297.317932,308.652588,1.092564
2006-08-24,297.693420,308.629272,0.000000
2006-08-25,297.132721,308.321350,0.000000
2006-08-26,297.554779,309.483643,0.000000
2006-08-27,296.974335,309.828156,0.546156
2006-08-28,297.473541,308.630951,0.486957
2006-08-29,297.569336,305.250458,17.596218
2006-08-30,294.182770,303.682892,29.947275
2006-08-31,293.986694,306.116364,13.465389
2006-09-01,293.987396,301.059998,37.395615
2006-09-02,295.543304,300.339264,18.697031
2006-09-03,295.561432,298.129700,38.030590
2006-09-04,294.667389,298.965363,10.068964
2006-09-05,294.991791,301.272766,17.877172
2006-09-06,295.651001,303.378906,2.234531
2006-09-07,295.122406,305.160400,6.134543
2006-09-08,296.042114,303.758850,9.798472
2006-09-09,295.780914,303.254578,0.693543
2006-09-10,296.237640,304.885895,0.000000
2006-09-11,295.673492,304.989990,0.000000
2006-09-12,296.150848,304.845215,0.000000
2006-09-13,295.555237,305.613739,0.000000
2006-09-14,295.702026,309.036469,0.000000
2006-09-15,294.257385,310.073181,0.000000
2006-09-16,297.509003,312.808441,0.000000
2006-09-17,298.745728,311.561615,0.000000
2006-09-18,296.448822,308.669556,0.000000
2006-09-19,295.794159,304.771637,8.598824
2006-09-20,295.853424,304.223572,0.643104
2006-09-21,294.792908,305.393951,0.000000
2006-09-22,293.503967,302.859924,0.665944
2006-09-23,293.460052,299.613556,3.463122
2006-09-24,293.285522,299.934052,6.265043
2006-09-25,292.744995,301.670654,26.844963
2006-09-26,291.485107,297.889374,1.500520
2006-09-27,290.218628,301.412903,0.000000
2006-09-28,292.507874,303.355255,0.000000
2006-09-29,287.074768,301.824249,0.000000
2006-09-30,286.523193,304.493164,0.000000
2006-10-01,288.962494,298.924713,0.000000
2006-10-02,283.721252,297.371674,0.000000
2006-10-03,282.624878,299.920410,0.000000
2006-10-04,285.094513,301.790222,0.000000
2006-10-05,285.290680,301.688751,0.000000
2006-10-06,286.530579,303.849915,0.000000
2006-10-07,282.589935,291.249817,18.317530
2006-10-08,290.171173,296.773285,36.235741
2006-10-09,289.334076,297.998383,0.331846
2006-10-10,287.290131,296.357086,0.000000
2006-10-11,281.039398,295.664825,0.000000
2006-10-12,281.457031,299.494781,0.000000
2006-10-13,283.720551,295.973297,0.000000
2006-10-14,284.747833,299.762695,0.000000
2006-10-15,288.604187,303.477997,0.000000
2006-10-16,292.218567,306.566406,1.026000
2006-10-17,292.124084,303.499542,8.387460
2006-10-18,293.408966,299.857697,2.857443
2006-10-19,292.752563,300.648682,0.341132
2006-10-20,292.127777,300.618805,7.670507
2006-10-21,292.585114,297.713715,19.131277
2006-10-22,292.768250,299.753143,0.284525
2006-10-23,288.827850,297.168610,0.000000
2006-10-24,289.848267,300.069366,0.000000
2006-10-25,292.078461,301.805939,0.000000
2006-10-26,292.701569,302.281555,0.000000
2006-10-27,292.485657,299.302002,9.768313
2006-10-28,286.480347,297.385559,0.000000
2006-10-29,282.970245,298.149994,0.000000
2006-10-30,282.139618,299.662872,0.000000
2006-10-31,286.115265,297.010010,0.000000
2006-11-01,285.759644,294.758026,0.000000
2006-11-02,282.447632,300.869293,0.000000
2006-11-03,284.828583,301.716431,0.000000
2006-11-04,285.707214,304.270386,0.000000
2006-11-05,286.121918,299.728851,0.000000
2006-11-06,278.316528,292.461090,11.948246
2006-11-07,280.083710,288.306885,6.169249
2006-11-08,280.265747,285.606628,0.000000
2006-11-09,278.758301,289.526428,0.000000
2006-11-10,274.954376,291.936066,0.000000
2006-11-11,277.793549,296.765015,0.000000
2006-11-12,281.547577,300.264679,0.000000
2006-11-13,280.150879,293.942383,0.000000
2006-11-14,277.820984,293.218750,0.000000
2006-11-15,280.363068,286.316010,0.450589
2006-11-16,282.175018,289.056122,28.732159
2006-11-17,276.766174,287.384064,3.458487
2006-11-18,278.424774,294.085114,0.000000
2006-11-19,284.039825,299.992401,0.000000
2006-11-20,292.037628,297.443115,21.197041
2006-11-21,286.560455,297.617340,26.720875
2006-11-22,277.289673,292.043671,0.510964
2006-11-23,277.862427,290.391754,0.000000
2006-11-24,275.007263,290.989075,0.000000
2006-11-25,275.449280,292.570129,0.000000
2006-11-26,279.935211,294.220642,0.000000
2006-11-27,283.545715,295.427612,0.000000
2006-11-28,284.469482,296.875336,0.000000
2006-11-29,288.257690,299.419006,0.000000
2006-11-30,284.614746,295.598663,3.316084
2006-12-01,273.886902,288.019135,0.000000
2006-12-02,274.401062,289.653503,0.000000
2006-12-03,280.715759,296.941681,0.000000
2006-12-04,276.847748,293.036804,0.000000
2006-12-05,275.486145,294.978851,0.000000
2006-12-06,280.971710,294.751312,0.000000
2006-12-07,284.598999,297.879761,0.801207
2006-12-08,286.235046,298.606293,1.021734
2006-12-09,287.507263,296.965515,0.000000
2006-12-10,287.102875,299.207764,0.635586
2006-12-11,276.985352,293.649078,1.364030
2006-12-12,277.948029,284.182404,4.097658
2006-12-13,272.703033,280.977203,1.405993
2006-12-14,274.014801,282.633972,0.441521
2006-12-15,276.865265,287.071411,0.000000
2006-12-16,281.907318,286.801514,0.000000
2006-12-17,285.304749,292.338745,0.519008
2006-12-18,287.524139,298.540680,0.671213
2006-12-19,283.980377,291.031433,0.000000
2006-12-20,282.236359,288.282776,2.479475
2006-12-21,283.175354,287.235352,0.391586
2006-12-22,282.069153,287.323669,1.279423
2006-12-23,280.038757,290.217712,4.964390
2006-12-24,287.013977,297.918488,6.245983
2006-12-25,290.608856,293.369873,25.969902
2006-12-26,285.980469,296.532806,1.549189
2006-12-27,289.123718,299.171936,4.311783
2006-12-28,289.805267,300.452087,1.428998
2006-12-29,283.998413,295.112061,1.243632
2006-12-30,282.234161,292.347656,0.000000
2006-12-31,287.123291,298.472351,1.419516
2007-01-01,273.824463,293.661163,8.803567
2007-01-02,274.675964,279.607361,3.636175
2007-01-03,275.499786,279.514435,1.532668
2007-01-04,277.122162,288.809937,0.875100
2007-01-05,279.054962,288.091431,0.870133
2007-01-06,270.780731,281.217010,0.000000
2007-01-07,272.482880,282.586914,0.680514
2007-01-08,271.724182,276.006409,17.800787
2007-01-09,274.246002,282.670380,4.723874
2007-01-10,275.011841,285.121490,0.000000
2007-01-11,272.779236,290.593994,0.000000
2007-01-12,275.584778,290.115753,0.000000
2007-01-13,274.647369,284.889099,0.000000
2007-01-14,270.133606,283.650848,0.000000
2007-01-15,272.785522,281.998108,0.000000
2007-01-16,270.870392,285.834534,0.000000
2007-01-17,273.909424,290.432678,0.000000
2007-01-18,275.200897,285.089539,0.842856
2007-01-19,272.950989,282.173889,0.000000
2007-01-20,274.641144,286.821198,0.000000
2007-01-21,275.059479,282.846527,0.000000
2007-01-22,274.018188,287.338989,0.000000
2007-01-23,276.061493,292.218109,0.000000
2007-01-24,280.349792,295.940521,0.000000
2007-01-25,284.642151,299.746277,0.000000
2007-01-26,279.671631,297.429047,0.000000
2007-01-27,281.011017,298.476471,0.000000
2007-01-28,284.811951,297.138123,0.000000
2007-01-29,278.189667,296.054657,0.000000
2007-01-30,282.288788,302.465485,0.000000
2007-01-31,283.051239,302.448059,0.000000
2007-02-01,284.454559,301.908447,0.000000
2007-02-02,283.123871,302.935364,0.000000
2007-02-03,283.462708,303.100708,0.000000
2007-02-04,282.333405,302.710083,0.000000
2007-02-05,284.660889,299.988678,0.000000
2007-02-06,275.519928,291.166260,0.000000
2007-02-07,272.194855,287.138092,0.000000
2007-02-08,272.323242,290.231262,0.000000
2007-02-09,277.793182,297.255463,0.000000
2007-02-10,277.767365,288.505646,1.067920
2007-02-11,264.472595,281.914948,0.000000
2007-02-12,272.993866,294.157379,0.000000
2007-02-13,279.290436,297.028351,0.000000
2007-02-14,271.810699,288.420105,0.000000
2007-02-15,271.768860,288.179016,0.000000
2007-02-16,277.766083,293.189789,0.000000
2007-02-17,285.421082,300.623108,0.000000
2007-02-18,281.731262,296.140411,1.283867
2007-02-19,275.811157,288.477814,0.000000
2007-02-20,276.093842,290.435120,0.000000
2007-02-21,277.849609,291.740112,0.000000
2007-02-22,279.073608,290.414459,0.000000
2007-02-23,281.603271,292.356354,0.000000
2007-02-24,281.051666,293.360199,0.000000
2007-02-25,278.329742,290.171722,0.000000
2007-02-26,274.821716,289.692993,0.000000
2007-02-27,282.890076,295.761780,2.464641
2007-02-28,281.319183,291.922577,2.531627
2007-03-01,278.953217,286.120514,0.000000
2007-03-02,278.354614,284.431030,18.136368
2007-03-03,279.134644,284.853485,7.657255
2007-03-04,281.320740,289.284973,0.000000
2007-03-05,284.110046,292.511932,0.447494
2007-03-06,285.333252,291.681335,0.967881
2007-03-07,285.263367,289.164429,11.848415
2007-03-08,288.055908,300.858032,0.951357
2007-03-09,290.405884,302.753265,1.789656
2007-03-10,286.767700,293.474518,11.615393
2007-03-11,288.879700,297.785950,13.236142
2007-03-12,286.820770,299.497040,0.513531
2007-03-13,282.868652,297.331940,0.000000
2007-03-14,283.583038,292.550415,0.000000
2007-03-15,282.529938,297.650787,0.000000
2007-03-16,285.892792,301.710358,0.000000
2007-03-17,282.362885,295.074219,0.600493
2007-03-18,280.849854,298.629120,0.000000
2007-03-19,285.671295,302.075287,0.281760
2007-03-20,288.211945,303.708069,5.119752
2007-03-21,280.438385,293.420898,0.000000
2007-03-22,277.992493,288.730164,0.000000
2007-03-23,275.671570,291.234314,0.000000
2007-03-24,280.369324,288.092102,1.992231
2007-03-25,286.206207,293.573975,31.726040
2007-03-26,281.281891,294.009277,1.939184
2007-03-27,281.064636,296.696838,0.000000
2007-03-28,286.550507,297.768341,0.000000
2007-03-29,288.207672,301.612823,0.285736
2007-03-30,286.899536,302.460388,2.092939
2007-03-31,285.198303,298.398773,0.000000
2007-04-01,284.431854,298.163574,0.000000
2007-04-02,286.968536,300.855957,0.000000
2007-04-03,289.706421,301.681488,1.049908
2007-04-04,283.210022,296.910797,1.985859
2007-04-05,275.808685,287.872528,0.000000
2007-04-06,276.449036,287.630554,0.000000
2007-04-07,273.955536,290.112305,0.000000
2007-04-08,283.424988,298.005035,0.000000
2007-04-09,290.120697,298.350830,0.000000
2007-04-10,289.765045,296.025757,1.117321
2007-04-11,291.098724,299.449463,2.879162
2007-04-12,290.280792,294.740814,7.707443
2007-04-13,288.858765,294.396027,0.000000
2007-04-14,285.014221,298.718842,0.000000
2007-04-15,288.329041,300.023224,0.000000
2007-04-16,290.830536,297.205444,4.878094
2007-04-17,291.648987,301.857422,0.324188
2007-04-18,292.454468,299.714478,2.157495
2007-04-19,293.525391,300.956787,2.953093
2007-04-20,291.819122,301.358643,0.979065
2007-04-21,289.059174,295.767792,0.759675
2007-04-22,287.779541,295.441711,0.454503
2007-04-23,291.940247,299.063477,2.024676
2007-04-24,292.103149,303.329041,10.701004
2007-04-25,287.850494,298.739746,0.000000
2007-04-26,282.470184,295.924164,0.000000
2007-04-27,281.233643,298.451294,0.000000
2007-04-28,285.148773,300.133331,0.290035
2007-04-29,284.939026,298.524719,0.000000
2007-04-30,286.089050,298.208710,0.000000
2007-05-01,287.397430,296.622864,0.000000
2007-05-02,290.280731,298.249725,0.000000
2007-05-03,290.358887,300.875183,0.000000
2007-05-04,290.792938,302.505829,0.000000
2007-05-05,292.345917,299.835785,0.000000
2007-05-06,292.044159,299.441223,4.481818
2007-05-07,292.751740,300.581787,0.000000
2007-05-08,289.717560,297.513062,0.000000
2007-05-09,287.831268,292.566559,13.818403
2007-05-10,289.427094,298.453125,0.000000
2007-05-11,287.875488,301.062592,0.000000
2007-05-12,290.219696,304.147064,0.000000
2007-05-13,291.298065,306.640106,0.000000
2007-05-14,290.750366,304.961731,0.727161
2007-05-15,292.830963,302.755066,0.000000
2007-05-16,291.651215,299.319366,7.740255
2007-05-17,294.568604,299.434174,16.652367
2007-05-18,293.575928,298.352203,25.960657
2007-05-19,284.804260,295.495880,0.000000
2007-05-20,288.324066,295.423279,0.749759
2007-05-21,289.456696,299.143494,0.000000
2007-05-22,293.651123,305.038757,0.000000
2007-05-23,295.127258,305.133728,0.000000
2007-05-24,294.913116,305.055176,0.000000
2007-05-25,295.141602,303.022064,3.496873
2007-05-26,295.102936,303.518311,0.000000
2007-05-27,295.877686,304.685150,0.000000
2007-05-28,295.830780,304.646027,0.604965
2007-05-29,294.692688,305.309814,0.346816
2007-05-30,295.470856,307.636383,0.000000
2007-05-31,295.225220,309.194855,0.000000
2007-06-01,295.762543,307.994904,0.000000
2007-06-02,293.998596,307.375549,0.000000
2007-06-03,293.753754,306.422241,1.741255
2007-06-04,293.226135,305.681610,0.000000
2007-06-05,292.187073,306.454926,0.000000
2007-06-06,291.856293,306.749451,0.000000
2007-06-07,289.655975,307.540833,0.000000
2007-06-08,291.342255,308.544861,0.000000
2007-06-09,292.005035,308.865814,0.000000
2007-06-10,291.579590,308.490997,0.000000
2007-06-11,293.737762,307.309235,1.758563
2007-06-12,292.444458,300.343842,42.362129
2007-06-13,294.480988,303.801422,15.202133
2007-06-14,289.989288,305.504730,0.000000
2007-06-15,289.547913,307.167023,0.000000
2007-06-16,291.422974,307.515839,0.000000
2007-06-17,293.794525,305.201263,2.493044
2007-06-18,295.847168,302.892548,8.888741
2007-06-19,295.049988,304.491272,0.000000
2007-06-20,292.196991,303.039520,0.000000
2007-06-21,292.534973,306.157104,0.000000
2007-06-22,293.832489,305.610870,0.000000
2007-06-23,295.175964,306.661621,0.000000
2007-06-24,295.810364,307.512756,0.000000
2007-06-25,296.667297,308.704712,0.000000
2007-06-26,296.840210,309.248291,0.000000
2007-06-27,297.412384,308.586578,0.482049
2007-06-28,296.158844,310.263092,0.000000
2007-06-29,296.221954,311.277802,0.000000
2007-06-30,296.086975,308.537292,0.000000
2007-07-01,296.196838,307.820312,0.000000
2007-07-02,295.297516,308.629639,0.000000
2007-07-03,294.531250,308.761047,0.000000
2007-07-04,294.854401,308.440369,0.000000
2007-07-05,294.023163,308.975922,0.000000
2007-07-06,294.745880,310.999268,0.000000
2007-07-07,296.851135,312.476837,0.000000
2007-07-08,299.800995,314.115875,0.000000
2007-07-09,299.065674,312.100403,1.563375
2007-07-10,297.714661,306.620575,36.406898
2007-07-11,297.775482,306.134399,4.414038
2007-07-12,296.290649,308.220917,0.000000
2007-07-13,295.842987,310.999908,0.000000
2007-07-14,297.500092,312.535034,0.000000
2007-07-15,296.432892,312.947845,0.000000
2007-07-16,296.432831,313.768036,0.000000
2007-07-17,296.686310,312.743896,0.000000
2007-07-18,295.860657,312.363251,0.000000
2007-07-19,296.509064,312.180206,0.000000
2007-07-20,296.684998,311.833374,0.000000
2007-07-21,296.409637,311.746490,0.290648
2007-07-22,296.742798,313.015808,0.000000
2007-07-23,298.548737,314.221100,0.000000
2007-07-24,298.207977,313.821808,0.526451
2007-07-25,299.461792,312.822021,2.595025
2007-07-26,298.318481,312.159088,1.365811
2007-07-27,298.748627,312.502716,0.000000
2007-07-28,298.578918,311.674957,0.000000
2007-07-29,297.951019,310.815277,0.000000
2007-07-30,296.855347,311.353424,0.000000
2007-07-31,297.003021,312.126953,0.000000
2007-08-01,298.222717,312.715820,0.000000
2007-08-02,296.829010,312.622681,0.000000
2007-08-03,294.995880,310.868958,0.000000
2007-08-04,294.477753,308.476044,0.000000
2007-08-05,295.353790,309.633606,0.000000
2007-08-06,295.516357,311.394287,0.000000
2007-08-07,297.083710,312.766510,0.000000
2007-08-08,296.270538,312.640839,0.000000
2007-08-09,296.253754,311.874481,0.000000
2007-08-10,296.275543,310.532135,0.455847
2007-08-11,295.981995,311.224518,0.000000
2007-08-12,296.249878,312.711639,0.000000
2007-08-13,296.996857,312.724640,0.000000
2007-08-14,297.993500,310.775879,0.604598
2007-08-15,298.453125,306.589325,0.788774
