#Variables:
#tasmin_BNU-ESM_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_BNU-ESM_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_BNU-ESM_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_BNU-ESM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_BNU-ESM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_BNU-ESM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_BNU-ESM_rcp85(K),tasmax_BNU-ESM_rcp85(K),pr_BNU-ESM_rcp85(mm)"
""
yyyy-mm-dd,tasmin_BNU-ESM_rcp85(K),tasmax_BNU-ESM_rcp85(K),pr_BNU-ESM_rcp85(mm)
2006-06-12,296.855286,303.472412,42.372051
2006-06-13,297.890259,304.295013,31.086109
2006-06-14,297.478333,304.369537,6.362057
2006-06-15,297.328430,306.295288,1.619264
2006-06-16,297.155701,306.473969,0.000000
2006-06-17,296.723938,307.245972,0.000000
2006-06-18,295.957916,306.724915,0.000000
2006-06-19,296.005768,307.452576,1.351154
2006-06-20,296.692596,307.466095,0.679798
2006-06-21,296.719849,303.913452,30.952042
2006-06-22,296.604065,302.939697,16.902683
2006-06-23,297.706543,307.950745,0.799193
2006-06-24,297.630219,308.754059,0.000000
2006-06-25,297.265961,308.162231,0.000000
2006-06-26,296.595886,308.334076,0.000000
2006-06-27,297.222534,307.673706,0.000000
2006-06-28,297.742432,307.199493,0.000000
2006-06-29,297.151947,307.063171,0.000000
2006-06-30,295.594757,305.718018,0.000000
2006-07-01,294.903687,305.257202,0.000000
2006-07-02,294.738892,306.077911,0.000000
2006-07-03,294.457947,306.313019,0.000000
2006-07-04,295.336578,306.223572,0.000000
2006-07-05,296.404938,307.141907,0.000000
2006-07-06,297.133698,308.732422,0.000000
2006-07-07,297.539673,308.468048,0.000000
2006-07-08,297.655457,308.589935,0.000000
2006-07-09,296.774475,307.329590,0.000000
2006-07-10,296.855408,307.339478,0.000000
2006-07-11,296.712830,307.930389,0.000000
2006-07-12,297.452271,308.744202,0.000000
2006-07-13,298.369659,310.182709,0.000000
2006-07-14,298.691193,312.274353,0.000000
2006-07-15,299.076813,312.693054,0.000000
2006-07-16,298.787720,311.896454,0.000000
2006-07-17,297.717041,310.590668,0.000000
2006-07-18,297.757935,311.174957,0.000000
2006-07-19,298.462372,311.067291,0.000000
2006-07-20,298.394257,311.416626,0.000000
2006-07-21,298.515472,313.323486,0.000000
2006-07-22,299.047363,314.738281,0.791373
2006-07-23,298.167908,313.128418,8.435457
2006-07-24,298.869354,311.034210,0.795511
2006-07-25,299.106781,311.210114,0.000000
2006-07-26,299.413452,310.922699,0.000000
2006-07-27,299.364349,311.155457,0.000000
2006-07-28,299.524445,311.163177,0.000000
2006-07-29,299.473053,310.878326,0.000000
2006-07-30,298.769348,309.947601,0.000000
2006-07-31,299.182251,312.344208,0.000000
2006-08-01,299.645386,312.110229,4.170238
2006-08-02,298.757843,309.256165,8.018083
2006-08-03,297.969788,307.941010,18.187580
2006-08-04,297.671844,307.170288,21.439932
2006-08-05,296.711090,306.973602,15.903530
2006-08-06,297.067871,306.917542,23.944843
2006-08-07,297.670563,306.185455,5.644223
2006-08-08,297.152161,307.418549,0.000000
2006-08-09,296.409393,309.522980,0.000000
2006-08-10,296.141022,310.685852,0.000000
2006-08-11,296.409821,310.831818,0.000000
2006-08-12,295.768494,309.563293,0.000000
2006-08-13,296.503265,308.268402,0.000000
2006-08-14,296.279877,308.600403,0.000000
2006-08-15,295.997437,309.049072,0.000000
2006-08-16,296.022675,309.437653,0.000000
2006-08-17,296.096680,308.838440,0.000000
2006-08-18,296.288605,308.970673,0.000000
2006-08-19,296.083130,309.481354,0.000000
2006-08-20,296.226471,310.009277,0.000000
2006-08-21,296.736816,310.970154,0.000000
2006-08-22,297.168060,311.968964,0.000000
2006-08-23,297.196106,312.260742,0.000000
2006-08-24,297.450348,312.313568,0.000000
2006-08-25,296.942871,311.556213,0.944594
2006-08-26,297.770416,310.468506,0.000000
2006-08-27,298.068207,309.964539,0.545147
2006-08-28,298.438477,310.689026,0.000000
2006-08-29,297.238800,310.637482,0.000000
2006-08-30,297.590027,309.307770,0.461462
2006-08-31,296.075378,308.140778,0.000000
2006-09-01,295.354523,308.120911,0.000000
2006-09-02,296.981873,309.613586,0.000000
2006-09-03,297.452271,309.847412,0.000000
2006-09-04,297.074188,309.751526,0.000000
2006-09-05,296.734283,310.275970,0.000000
2006-09-06,295.866089,309.790527,0.279654
2006-09-07,295.379517,307.673737,0.000000
2006-09-08,293.778778,308.863159,0.000000
2006-09-09,295.355804,309.696777,0.376013
2006-09-10,294.048981,308.570770,0.000000
2006-09-11,296.129303,307.483826,0.000000
2006-09-12,294.584198,307.428925,0.000000
2006-09-13,292.574371,308.096619,0.000000
2006-09-14,293.037415,307.858459,0.000000
2006-09-15,293.691223,307.573792,0.000000
2006-09-16,293.884674,308.121155,0.000000
2006-09-17,294.411377,308.620331,0.000000
2006-09-18,295.628387,309.876556,0.000000
2006-09-19,295.971985,310.059448,0.000000
2006-09-20,295.684326,311.568176,0.000000
2006-09-21,295.636658,310.586243,0.000000
2006-09-22,295.266846,307.357147,0.000000
2006-09-23,295.608246,307.797241,0.000000
2006-09-24,296.474213,307.274323,0.696129
2006-09-25,295.796906,307.059326,10.101309
2006-09-26,287.690155,299.218567,0.000000
2006-09-27,285.749023,298.628418,0.000000
2006-09-28,286.191650,302.209167,0.000000
2006-09-29,286.312622,303.552551,0.000000
2006-09-30,287.528748,303.945251,0.000000
2006-10-01,288.171082,304.498169,0.000000
2006-10-02,289.413696,304.155090,0.000000
2006-10-03,288.738129,304.615997,0.000000
2006-10-04,287.830048,304.914520,0.000000
2006-10-05,288.091797,304.968719,0.000000
2006-10-06,287.820923,306.398132,0.000000
2006-10-07,289.449799,307.858643,0.000000
2006-10-08,291.024780,306.992523,0.000000
2006-10-09,289.150055,305.970581,0.000000
2006-10-10,290.813171,308.212341,0.000000
2006-10-11,291.681183,308.555542,0.000000
2006-10-12,290.412201,307.687256,0.000000
2006-10-13,288.324829,305.197937,0.000000
2006-10-14,289.209351,307.333344,0.000000
2006-10-15,292.616150,308.084961,0.000000
2006-10-16,295.701355,308.144043,0.983895
2006-10-17,293.059418,306.938660,8.640977
2006-10-18,291.295929,300.519165,3.731643
2006-10-19,288.043182,299.260498,0.000000
2006-10-20,286.998260,302.578827,0.000000
2006-10-21,288.603882,306.251984,0.000000
2006-10-22,292.572479,307.290527,0.000000
2006-10-23,295.853180,306.023804,0.000000
2006-10-24,291.392639,306.366760,1.448297
2006-10-25,290.751984,304.248230,0.000000
2006-10-26,288.982666,302.487213,0.000000
2006-10-27,290.595184,304.592102,0.000000
2006-10-28,293.135803,306.558258,0.000000
2006-10-29,292.871765,305.636536,0.486718
2006-10-30,288.843933,303.959259,0.000000
2006-10-31,287.792938,304.542450,0.000000
2006-11-01,293.874603,303.317078,0.000000
2006-11-02,293.371002,303.570801,1.762694
2006-11-03,295.247009,301.420990,1.099186
2006-11-04,294.308929,302.279022,2.448223
2006-11-05,292.597107,301.678986,3.185713
2006-11-06,293.096710,300.890625,2.987863
2006-11-07,289.647186,298.083130,0.344457
2006-11-08,291.167297,300.785736,0.303575
2006-11-09,294.433350,302.065277,3.352532
2006-11-10,285.032318,299.598846,0.000000
2006-11-11,284.139862,299.224213,0.000000
2006-11-12,287.432098,301.328491,0.000000
2006-11-13,284.390137,300.969421,0.000000
2006-11-14,281.294830,299.679382,0.000000
2006-11-15,285.247437,294.494751,0.000000
2006-11-16,281.522797,290.838623,9.671166
2006-11-17,281.240265,287.635040,5.601361
2006-11-18,275.928009,285.814697,0.000000
2006-11-19,273.348083,287.590759,0.000000
2006-11-20,278.377533,288.839722,0.000000
2006-11-21,286.354065,296.937103,3.318548
2006-11-22,281.177612,292.943634,9.877593
2006-11-23,279.567291,289.062805,47.939388
2006-11-24,273.515320,280.139587,4.377638
2006-11-25,280.423767,291.533722,10.813155
2006-11-26,287.573547,300.542023,45.829945
2006-11-27,290.491516,298.539795,4.357923
2006-11-28,289.620026,298.157379,3.620488
2006-11-29,288.205688,294.764160,14.266591
2006-11-30,279.953278,294.055939,0.282053
2006-12-01,275.225128,287.337708,0.000000
2006-12-02,273.838043,290.140442,0.000000
2006-12-03,276.818634,291.910614,0.000000
2006-12-04,278.039276,294.572601,0.000000
2006-12-05,279.695770,291.911407,0.000000
2006-12-06,277.661499,288.268433,0.000000
2006-12-07,273.776520,282.846832,0.000000
2006-12-08,275.515076,288.812286,0.000000
2006-12-09,278.461090,285.701721,0.000000
2006-12-10,272.894928,281.898376,0.000000
2006-12-11,272.294342,285.535828,0.000000
2006-12-12,275.531250,290.814087,0.000000
2006-12-13,278.835724,295.541382,0.000000
2006-12-14,281.281494,289.533173,0.000000
2006-12-15,277.346588,285.655823,0.000000
2006-12-16,273.495270,289.416473,0.000000
2006-12-17,274.264648,291.800476,0.000000
2006-12-18,278.666382,294.081909,0.000000
2006-12-19,278.666443,293.621490,0.000000
2006-12-20,281.637299,296.798798,0.000000
2006-12-21,280.416351,290.740479,0.000000
2006-12-22,275.310333,293.331055,0.000000
2006-12-23,278.666321,294.743530,0.000000
2006-12-24,281.539185,292.236908,0.000000
2006-12-25,285.440460,292.889954,1.519394
2006-12-26,279.165527,291.544678,0.000000
2006-12-27,282.717041,297.321533,0.490378
2006-12-28,279.234436,291.944794,0.000000
2006-12-29,274.942688,290.635559,0.000000
2006-12-30,277.026672,299.008392,0.000000
2006-12-31,284.960693,298.599548,0.000000
2007-01-01,287.286957,299.237061,0.000000
2007-01-02,283.487854,299.091736,0.821936
2007-01-03,278.123230,296.375092,0.000000
2007-01-04,274.739777,285.834137,0.000000
2007-01-05,276.233917,296.387115,0.000000
2007-01-06,280.305084,293.385559,0.000000
2007-01-07,278.997986,288.329468,8.308854
2007-01-08,269.972870,277.121277,13.116386
2007-01-09,269.105347,279.896271,0.000000
2007-01-10,272.292511,277.758423,0.000000
2007-01-11,273.027191,283.718842,0.000000
2007-01-12,278.899078,291.706543,0.000000
2007-01-13,282.094635,292.881897,0.000000
2007-01-14,280.886963,292.079346,0.298927
2007-01-15,275.027985,289.699951,0.000000
2007-01-16,278.034424,286.120575,3.542608
2007-01-17,273.567383,283.237518,0.000000
2007-01-18,274.211395,291.829102,0.000000
2007-01-19,276.367889,291.627289,0.000000
2007-01-20,278.695343,295.072784,0.000000
2007-01-21,280.984039,296.913177,0.000000
2007-01-22,280.575165,292.519684,0.956890
2007-01-23,276.591980,289.406158,0.000000
2007-01-24,269.771942,280.375763,0.000000
2007-01-25,268.284210,280.067688,0.000000
2007-01-26,270.587585,284.562164,0.000000
2007-01-27,273.230499,287.365906,0.000000
2007-01-28,276.030273,286.434509,0.722737
2007-01-29,280.164825,287.707520,5.837836
2007-01-30,279.282806,289.806305,3.510144
2007-01-31,277.469940,285.749451,0.000000
2007-02-01,271.838104,281.600006,0.000000
2007-02-02,276.199341,285.591125,1.494079
2007-02-03,272.414032,279.760010,0.289800
2007-02-04,280.464142,286.953857,13.493447
2007-02-05,277.250305,282.515564,2.890861
2007-02-06,278.562561,286.116150,0.000000
2007-02-07,284.005676,293.949097,5.513738
2007-02-08,278.974121,295.271912,0.000000
2007-02-09,277.362640,294.067505,0.000000
2007-02-10,283.096558,295.673065,0.286730
2007-02-11,278.216339,296.470184,0.000000
2007-02-12,278.218048,290.638031,0.000000
2007-02-13,279.693054,295.257385,0.362407
2007-02-14,278.485413,294.040955,0.000000
2007-02-15,280.501038,297.625702,0.000000
2007-02-16,282.732849,296.941406,0.285175
2007-02-17,283.283203,294.831604,0.000000
2007-02-18,280.518158,295.007996,0.000000
2007-02-19,280.990723,300.927887,0.000000
2007-02-20,282.724213,300.906738,0.000000
2007-02-21,285.145020,295.764038,0.000000
2007-02-22,284.488403,300.909882,0.000000
2007-02-23,284.648132,301.847961,0.000000
2007-02-24,288.564423,299.824585,1.078604
2007-02-25,287.906616,297.565857,3.350298
2007-02-26,280.005615,293.294891,0.000000
2007-02-27,280.432587,296.170502,0.000000
2007-02-28,279.927643,299.871979,0.000000
2007-03-01,286.107422,300.066498,2.616243
2007-03-02,290.036530,299.278900,7.691494
2007-03-03,288.218689,298.511322,3.870556
2007-03-04,282.066956,294.651886,0.355794
2007-03-05,276.351990,290.841248,0.000000
2007-03-06,281.542450,292.583221,0.000000
2007-03-07,280.348206,290.539825,0.000000
2007-03-08,277.803284,292.280396,0.000000
2007-03-09,278.909271,297.534790,0.000000
2007-03-10,281.829193,300.011841,0.000000
2007-03-11,283.834839,301.917542,0.000000
2007-03-12,284.906555,303.931671,0.000000
2007-03-13,287.216156,305.451813,0.000000
2007-03-14,287.359802,305.457458,0.000000
2007-03-15,288.690063,301.900940,0.000000
2007-03-16,286.218109,298.093140,0.000000
2007-03-17,283.196320,298.595062,0.000000
2007-03-18,285.856384,303.589630,0.000000
2007-03-19,285.899811,305.379730,0.000000
2007-03-20,288.449829,306.439606,0.000000
2007-03-21,293.532501,305.602722,0.000000
2007-03-22,288.598938,303.212616,0.000000
2007-03-23,287.645172,301.400665,0.000000
2007-03-24,283.191803,301.732635,0.000000
2007-03-25,284.910461,300.489777,0.000000
2007-03-26,281.868256,298.466064,0.000000
2007-03-27,282.363281,295.607513,0.000000
2007-03-28,276.332855,294.762604,0.000000
2007-03-29,282.612732,299.969147,0.000000
2007-03-30,284.254822,303.291321,0.000000
2007-03-31,284.051270,302.445587,0.000000
2007-04-01,288.245544,299.753204,0.000000
2007-04-02,288.700775,301.947876,0.280547
2007-04-03,291.206421,301.528290,2.268511
2007-04-04,292.461243,302.492859,15.885865
2007-04-05,290.171326,303.282013,1.714748
2007-04-06,291.972534,301.471283,0.000000
2007-04-07,291.153931,298.333740,15.176592
2007-04-08,291.214203,300.817902,9.340261
2007-04-09,291.693604,300.665863,5.532733
2007-04-10,291.863525,296.579315,16.213383
2007-04-11,291.434052,294.088348,5.533828
2007-04-12,289.989868,292.852417,20.781527
2007-04-13,288.560974,293.360657,0.000000
2007-04-14,287.278259,294.213867,0.000000
2007-04-15,289.592590,293.964325,20.247040
2007-04-16,292.464569,300.461700,25.837030
2007-04-17,291.711273,298.673248,0.000000
2007-04-18,289.383820,297.978241,0.000000
2007-04-19,290.179504,302.242462,0.000000
2007-04-20,292.783020,302.790588,0.000000
2007-04-21,291.380371,302.705231,4.838892
2007-04-22,288.944336,302.491730,0.284134
2007-04-23,288.753113,303.481445,0.000000
2007-04-24,290.186157,305.862640,0.000000
2007-04-25,291.940369,307.567841,0.000000
2007-04-26,292.200897,307.392700,0.000000
2007-04-27,290.903870,306.563324,0.000000
2007-04-28,295.336639,305.637573,0.407993
2007-04-29,293.744690,304.773743,0.000000
2007-04-30,292.416656,305.959595,0.000000
2007-05-01,293.071899,303.853149,0.000000
2007-05-02,293.917694,304.804871,0.000000
2007-05-03,293.942932,304.542572,0.000000
2007-05-04,293.967407,303.222443,0.000000
2007-05-05,294.145721,301.278839,0.326804
2007-05-06,293.523285,297.888397,3.895415
2007-05-07,293.872528,298.338531,14.166453
2007-05-08,292.999115,296.651337,3.429292
2007-05-09,291.771179,299.962555,0.000000
2007-05-10,291.874268,303.651093,0.000000
2007-05-11,293.494080,304.240875,0.000000
2007-05-12,292.042664,303.438995,12.845945
2007-05-13,294.084900,299.474457,1.494408
2007-05-14,292.154144,298.989990,0.000000
2007-05-15,293.206085,300.067535,4.326279
2007-05-16,294.381714,301.467743,34.665848
2007-05-17,294.121552,307.961273,4.446090
2007-05-18,291.783661,307.976166,0.549599
2007-05-19,292.830078,307.424774,3.359017
2007-05-20,294.259674,303.428467,5.174014
2007-05-21,294.684082,304.963379,0.614630
2007-05-22,294.387939,307.731934,0.000000
2007-05-23,294.270569,307.871094,0.000000
2007-05-24,290.893799,306.503571,0.000000
2007-05-25,292.257294,303.173737,0.000000
2007-05-26,282.737061,303.076752,0.000000
2007-05-27,287.710938,305.005219,0.000000
2007-05-28,289.920410,307.051758,0.000000
2007-05-29,292.396820,308.541443,0.000000
2007-05-30,293.282196,309.413330,0.000000
2007-05-31,295.198242,308.952240,0.758868
2007-06-01,295.381348,304.601349,4.483550
2007-06-02,296.218262,307.577240,0.919888
2007-06-03,296.236267,309.321899,0.000000
2007-06-04,295.560577,310.420441,0.000000
2007-06-05,294.987122,309.884277,4.209492
2007-06-06,294.912567,308.014862,8.152794
2007-06-07,294.196899,304.797241,9.794992
2007-06-08,294.966400,303.818573,21.781494
2007-06-09,295.846985,307.595703,4.381498
2007-06-10,296.516388,307.318573,8.547516
2007-06-11,296.618011,304.203033,5.778907
2007-06-12,294.557220,302.826935,0.000000
2007-06-13,292.874908,304.265350,0.000000
2007-06-14,292.222687,304.447113,0.000000
2007-06-15,292.898590,304.271118,0.000000
2007-06-16,293.125793,305.584167,0.394803
2007-06-17,295.765747,306.165192,0.779364
2007-06-18,296.417969,305.552246,0.946698
2007-06-19,296.606140,302.839294,19.926914
2007-06-20,295.949982,301.645569,6.001870
2007-06-21,297.149841,306.234192,2.713023
2007-06-22,297.637268,307.895203,0.000000
2007-06-23,297.392334,308.115814,0.000000
2007-06-24,296.338074,310.091095,0.000000
2007-06-25,296.774536,311.160706,0.000000
2007-06-26,297.029846,311.683960,0.000000
2007-06-27,297.582275,310.807526,0.000000
2007-06-28,296.964874,310.217926,0.000000
2007-06-29,297.055756,309.131165,0.000000
2007-06-30,296.810486,308.287476,0.000000
2007-07-01,296.741425,308.967438,0.000000
2007-07-02,296.859772,308.953369,0.000000
2007-07-03,296.788818,307.991760,0.000000
2007-07-04,297.374847,307.232849,0.000000
2007-07-05,297.259491,307.669281,0.000000
2007-07-06,297.692627,309.261292,0.000000
2007-07-07,298.044708,309.371521,0.000000
2007-07-08,297.639465,309.851196,0.000000
2007-07-09,297.295380,310.518494,0.000000
2007-07-10,297.082184,312.384918,0.000000
2007-07-11,298.244324,314.444000,0.000000
2007-07-12,298.615051,314.330048,0.000000
2007-07-13,298.647552,312.655090,0.000000
2007-07-14,298.980225,310.536316,0.000000
2007-07-15,298.848175,310.876068,0.000000
2007-07-16,298.869995,311.146545,0.000000
2007-07-17,299.095306,311.166962,0.000000
2007-07-18,298.874420,310.610443,0.000000
2007-07-19,298.799530,309.609528,0.000000
2007-07-20,298.785309,310.941681,0.000000
2007-07-21,298.677216,311.149109,0.000000
2007-07-22,298.828156,310.692871,0.000000
2007-07-23,298.799957,310.553040,0.000000
2007-07-24,298.865784,311.456757,0.000000
2007-07-25,298.595520,311.284546,0.000000
2007-07-26,298.866730,310.217529,2.930894
2007-07-27,297.485962,306.587280,5.914083
2007-07-28,298.250946,307.157806,2.846659
2007-07-29,297.740417,308.493286,0.000000
2007-07-30,297.465393,309.509308,0.000000
2007-07-31,297.214294,309.950958,0.000000
2007-08-01,298.252228,309.530975,0.000000
2007-08-02,297.904236,309.116089,0.000000
2007-08-03,296.473724,308.391998,0.000000
2007-08-04,297.545532,307.162262,0.000000
2007-08-05,296.939667,306.069336,0.000000
2007-08-06,296.138214,306.709869,0.490708
2007-08-07,295.293091,308.269989,0.000000
2007-08-08,296.676147,309.920624,0.000000
2007-08-09,297.335022,311.369781,0.000000
2007-08-10,298.011841,310.984497,0.000000
2007-08-11,298.227631,310.782532,0.000000
2007-08-12,298.724091,311.216400,0.000000
2007-08-13,298.984558,310.701141,1.213192
