#Variables:
#tasmin_GFDL-ESM2M_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_GFDL-ESM2M_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_GFDL-ESM2M_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_GFDL-ESM2M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_GFDL-ESM2M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_GFDL-ESM2M_rcp45(K),tasmax_GFDL-ESM2M_rcp45(K),pr_GFDL-ESM2M_rcp45(mm)"
""
yyyy-mm-dd,tasmin_GFDL-ESM2M_rcp45(K),tasmax_GFDL-ESM2M_rcp45(K),pr_GFDL-ESM2M_rcp45(mm)
2006-03-19,287.245911,300.738373,0.000000
2006-03-20,283.096436,297.958191,0.000000
2006-03-21,282.209503,299.134735,0.000000
2006-03-22,286.668671,297.815216,6.833357
2006-03-23,286.243073,292.571259,24.822514
2006-03-24,282.840942,289.567841,7.661854
2006-03-25,280.530426,289.865143,0.000000
2006-03-26,280.753998,293.670654,0.000000
2006-03-27,286.715973,300.340851,0.557392
2006-03-28,284.784821,298.175354,0.899855
2006-03-29,281.069641,296.321198,0.000000
2006-03-30,285.890137,300.241547,0.000000
2006-03-31,288.839203,302.966949,1.822686
2006-04-01,291.292084,304.771545,0.000000
2006-04-02,292.501556,304.429260,0.000000
2006-04-03,289.799500,302.635101,0.000000
2006-04-04,283.384918,301.438263,0.000000
2006-04-05,287.562408,303.006836,0.000000
2006-04-06,289.722168,302.990845,0.000000
2006-04-07,291.068695,302.077240,0.000000
2006-04-08,284.552795,301.344238,15.428555
2006-04-09,283.615356,292.458862,33.255001
2006-04-10,291.077759,301.874146,8.805901
2006-04-11,290.258698,297.334961,5.946586
2006-04-12,283.830078,299.540833,0.000000
2006-04-13,285.021149,301.336121,0.000000
2006-04-14,292.383850,298.259796,34.757057
2006-04-15,286.086304,295.458221,5.272229
2006-04-16,285.162842,297.564880,0.000000
2006-04-17,287.657013,298.476562,0.000000
2006-04-18,288.082520,301.732941,0.000000
2006-04-19,290.781128,303.213318,0.000000
2006-04-20,288.208679,302.682312,0.000000
2006-04-21,289.289612,301.205688,0.000000
2006-04-22,290.130859,300.894043,0.000000
2006-04-23,292.433685,304.234497,0.000000
2006-04-24,288.372162,301.715454,1.779769
2006-04-25,285.361542,300.818604,0.000000
2006-04-26,285.859131,300.411255,0.000000
2006-04-27,289.576538,300.120361,0.000000
2006-04-28,292.840820,304.253296,1.285864
2006-04-29,293.068298,303.965973,0.895018
2006-04-30,288.105621,303.251831,0.000000
2006-05-01,287.751678,304.088654,0.000000
2006-05-02,288.898682,301.483887,0.000000
2006-05-03,286.739075,296.246002,0.000000
2006-05-04,288.614319,294.857422,0.000000
2006-05-05,289.485535,299.863220,0.000000
2006-05-06,293.275818,304.344452,0.000000
2006-05-07,293.742493,306.798126,0.000000
2006-05-08,294.701752,306.502472,0.000000
2006-05-09,293.599152,306.441986,7.886343
2006-05-10,288.128967,306.706757,0.000000
2006-05-11,293.185822,306.982361,0.000000
2006-05-12,294.705139,307.411224,4.000017
2006-05-13,294.670349,303.063843,1.649582
2006-05-14,294.314240,303.876038,1.386638
2006-05-15,294.212616,304.903564,1.231876
2006-05-16,287.455078,305.432892,4.299594
2006-05-17,289.531006,308.125153,0.000000
2006-05-18,293.951996,309.442932,3.655477
2006-05-19,295.008820,308.939911,1.850682
2006-05-20,294.107635,304.133209,4.816114
2006-05-21,293.770447,301.351471,0.972487
2006-05-22,293.096832,301.691315,0.343736
2006-05-23,293.705017,301.007843,3.382498
2006-05-24,293.437317,299.433228,3.485182
2006-05-25,292.200775,298.006531,2.867679
2006-05-26,289.141693,296.342926,3.251079
2006-05-27,287.320770,294.284332,7.057136
2006-05-28,289.314972,296.163177,14.057166
2006-05-29,290.172974,299.295288,0.000000
2006-05-30,292.805084,300.902893,0.000000
2006-05-31,292.513550,303.674683,0.000000
2006-06-01,292.640656,302.907135,0.000000
2006-06-02,290.492737,305.317352,0.000000
2006-06-03,291.921539,306.205109,0.000000
2006-06-04,293.260712,306.422424,0.000000
2006-06-05,293.126068,307.991974,0.000000
2006-06-06,295.109375,308.507172,0.000000
2006-06-07,295.134186,309.513916,0.000000
2006-06-08,295.772247,311.336243,0.000000
2006-06-09,296.227631,311.409180,0.985963
2006-06-10,296.257599,311.833984,0.000000
2006-06-11,296.885376,310.651886,4.421013
2006-06-12,295.781494,309.647766,2.438307
2006-06-13,295.787384,309.964600,0.000000
2006-06-14,296.749908,309.303558,0.000000
2006-06-15,295.066772,307.742767,1.343758
2006-06-16,294.908295,306.307831,2.669713
2006-06-17,294.788757,304.370605,6.028676
2006-06-18,294.307159,304.377655,8.377425
2006-06-19,294.419830,305.433533,9.496228
2006-06-20,295.192108,305.670471,21.002666
2006-06-21,295.662445,304.639526,18.531364
2006-06-22,295.338623,299.715057,5.526280
2006-06-23,295.552917,300.636597,15.028573
2006-06-24,296.416809,299.709015,26.729742
2006-06-25,296.236908,297.394836,29.453844
2006-06-26,296.298401,305.178680,17.092844
2006-06-27,296.328674,304.194763,4.098552
2006-06-28,298.301758,305.024261,24.148121
2006-06-29,298.858948,304.023987,13.820315
2006-06-30,298.121735,303.588379,5.917054
2006-07-01,295.245514,302.437378,10.103791
2006-07-02,295.609650,302.335999,19.235285
2006-07-03,295.089111,302.677032,12.286224
2006-07-04,295.839325,303.159729,17.525236
2006-07-05,297.005463,302.658173,4.661810
2006-07-06,295.806976,303.254669,4.544916
2006-07-07,295.059540,303.505615,22.023666
2006-07-08,293.804779,300.014801,24.216541
2006-07-09,296.011383,299.837982,28.351421
2006-07-10,295.171783,301.943451,2.914477
2006-07-11,294.673767,301.828827,6.567586
2006-07-12,295.832336,299.774567,27.759192
2006-07-13,295.805359,296.911011,29.173819
2006-07-14,297.100220,299.783417,26.310007
2006-07-15,296.841309,302.619171,67.201996
2006-07-16,297.383759,299.651276,22.940720
2006-07-17,294.987701,299.531616,12.544894
2006-07-18,296.132050,303.466156,14.849999
2006-07-19,295.019836,303.039825,12.344040
2006-07-20,295.328583,301.041626,2.063484
2006-07-21,294.750122,300.955231,6.642880
2006-07-22,294.801819,300.984711,6.562499
2006-07-23,294.999817,300.553864,7.217172
2006-07-24,294.807709,301.533600,1.865901
2006-07-25,294.739838,302.002594,3.811222
2006-07-26,294.416016,302.522522,0.000000
2006-07-27,294.656555,304.433472,0.000000
2006-07-28,295.271301,305.081421,0.457741
2006-07-29,295.663269,304.362793,0.934851
2006-07-30,294.897614,305.048615,1.140180
2006-07-31,294.819458,305.141388,1.881374
2006-08-01,294.774353,305.214874,0.346987
2006-08-02,294.641876,305.247864,0.000000
2006-08-03,294.568207,305.717346,0.360379
2006-08-04,294.651428,305.790802,4.631259
2006-08-05,295.194763,305.037994,3.444940
2006-08-06,294.908356,305.807373,2.383282
2006-08-07,295.872955,305.769470,7.124105
2006-08-08,295.399933,306.758911,2.289658
2006-08-09,294.972504,308.093079,1.915117
2006-08-10,295.262482,306.740570,1.105092
2006-08-11,294.892639,306.063599,0.528082
2006-08-12,295.161041,305.443604,3.846393
2006-08-13,295.228882,305.770874,1.581460
2006-08-14,295.796509,306.789581,4.323780
2006-08-15,295.602478,307.073120,0.000000
2006-08-16,296.078308,308.117462,0.768816
2006-08-17,296.638672,309.321136,0.000000
2006-08-18,296.540710,309.906952,0.000000
2006-08-19,296.531067,309.076019,0.327614
2006-08-20,296.129517,308.199432,0.000000
2006-08-21,295.744080,307.806732,0.000000
2006-08-22,296.502991,308.162384,0.309627
2006-08-23,296.581848,308.315643,0.000000
2006-08-24,296.567841,308.764343,1.092225
2006-08-25,296.460083,308.011505,4.779253
2006-08-26,296.149475,308.062256,0.000000
2006-08-27,296.262299,308.758423,0.292293
2006-08-28,296.153778,310.804291,0.000000
2006-08-29,297.586700,311.953400,0.000000
2006-08-30,297.000946,310.865021,0.000000
2006-08-31,296.258911,308.966003,0.000000
2006-09-01,295.459015,309.121704,0.000000
2006-09-02,295.983246,309.714508,1.495109
2006-09-03,296.200409,310.639923,0.000000
2006-09-04,296.041290,309.893860,0.000000
2006-09-05,295.861938,306.907806,4.028849
2006-09-06,295.409973,306.947754,10.970466
2006-09-07,295.889740,309.115540,2.665270
2006-09-08,296.397247,308.416016,0.000000
2006-09-09,296.444244,308.694519,0.319126
2006-09-10,296.412476,308.597565,0.849676
2006-09-11,296.204071,308.416534,0.000000
2006-09-12,296.201324,306.900024,3.362643
2006-09-13,295.772888,305.216797,6.937326
2006-09-14,294.522949,305.819519,0.721335
2006-09-15,294.488708,307.321930,0.287074
2006-09-16,295.322449,307.323303,5.095177
2006-09-17,295.316040,305.784760,0.724648
2006-09-18,295.572113,308.613647,0.000000
2006-09-19,296.692352,310.816833,0.000000
2006-09-20,298.070312,309.617462,2.921001
2006-09-21,293.134369,307.565552,6.927063
2006-09-22,286.433929,297.092407,26.841740
2006-09-23,282.920013,290.405914,13.092868
2006-09-24,285.731201,295.485596,0.000000
2006-09-25,290.536011,302.276703,3.948154
2006-09-26,294.267731,304.327637,5.193491
2006-09-27,295.524292,303.720734,0.364247
2006-09-28,295.208282,304.973724,0.000000
2006-09-29,294.705872,306.496948,0.000000
2006-09-30,294.683380,306.535065,0.350339
2006-10-01,294.765869,306.906738,0.000000
2006-10-02,294.828156,306.767120,0.000000
2006-10-03,294.309570,306.963074,1.839423
2006-10-04,291.643951,302.573486,0.385955
2006-10-05,284.748322,300.192871,14.121729
2006-10-06,291.044525,298.085541,44.672928
2006-10-07,284.280426,284.280426,24.875027
2006-10-08,284.672363,300.050598,0.325318
2006-10-09,287.425690,299.368042,0.000000
2006-10-10,284.756744,298.187744,0.000000
2006-10-11,281.535797,293.112915,0.000000
2006-10-12,283.034607,291.519501,0.000000
2006-10-13,284.672180,291.351013,0.000000
2006-10-14,284.435883,294.986511,0.000000
2006-10-15,288.060089,302.699951,6.465012
2006-10-16,290.388428,302.185638,0.000000
2006-10-17,283.153595,296.713654,0.000000
2006-10-18,280.776825,297.464172,0.000000
2006-10-19,285.773621,301.443085,0.000000
2006-10-20,286.410126,300.501709,0.000000
2006-10-21,289.954041,299.201782,0.000000
2006-10-22,289.204895,300.328278,0.000000
2006-10-23,290.705933,299.955933,1.639496
2006-10-24,292.509308,301.026733,15.895827
2006-10-25,286.882843,296.587158,0.000000
2006-10-26,281.595428,297.730499,0.000000
2006-10-27,284.680389,300.169403,0.000000
2006-10-28,288.927368,299.446014,0.000000
2006-10-29,290.488098,298.266602,0.000000
2006-10-30,289.746277,298.382965,0.835987
2006-10-31,293.055847,301.178741,11.840433
2006-11-01,288.492706,301.922424,31.469828
2006-11-02,281.344574,286.087677,4.035866
2006-11-03,280.767700,287.257080,0.000000
2006-11-04,280.032867,289.107574,0.000000
2006-11-05,279.161652,290.014435,0.000000
2006-11-06,279.762726,292.915070,0.000000
2006-11-07,278.403107,294.511292,0.000000
2006-11-08,279.613586,297.549774,0.000000
2006-11-09,282.908081,299.349579,0.000000
2006-11-10,281.149750,296.347473,0.000000
2006-11-11,281.129486,299.047363,0.000000
2006-11-12,285.425446,300.767670,0.000000
2006-11-13,283.504883,296.980011,0.319538
2006-11-14,277.741516,289.104980,0.000000
2006-11-15,275.639404,292.363251,0.000000
2006-11-16,279.980927,296.278809,0.000000
2006-11-17,277.416901,295.732788,0.000000
2006-11-18,284.784485,293.269897,0.000000
2006-11-19,284.490143,291.446503,0.000000
2006-11-20,283.678650,290.660797,0.646789
2006-11-21,282.278229,289.826447,99.686310
2006-11-22,282.357697,295.300812,35.190006
2006-11-23,278.976318,286.479767,0.000000
2006-11-24,280.100403,284.321594,28.223825
2006-11-25,279.565826,286.823364,30.894320
2006-11-26,278.829224,289.534088,1.125531
2006-11-27,278.493530,291.457886,0.000000
2006-11-28,277.803802,295.760712,0.000000
2006-11-29,280.785797,295.835449,0.000000
2006-11-30,278.236511,297.560547,0.000000
2006-12-01,283.725586,295.518951,0.000000
2006-12-02,284.047668,295.795471,0.000000
2006-12-03,285.225281,297.564392,0.000000
2006-12-04,286.283569,298.930237,0.000000
2006-12-05,287.176392,298.443756,1.499352
2006-12-06,287.903992,298.955170,0.000000
2006-12-07,283.401794,298.293884,0.000000
2006-12-08,287.729980,296.900970,0.352031
2006-12-09,289.175659,299.517273,0.543355
2006-12-10,275.269196,297.325378,0.000000
2006-12-11,272.620605,282.299194,0.000000
2006-12-12,271.401031,281.567810,0.000000
2006-12-13,274.422729,281.027679,0.000000
2006-12-14,275.282257,286.321808,0.000000
2006-12-15,276.585571,291.181488,0.000000
2006-12-16,280.695984,296.485535,0.000000
2006-12-17,283.557526,298.431091,0.000000
2006-12-18,284.795502,297.871674,0.000000
2006-12-19,288.022278,296.488892,2.609864
2006-12-20,285.730621,295.491119,0.000000
2006-12-21,279.427399,293.303192,0.000000
2006-12-22,281.716553,292.576752,0.000000
2006-12-23,277.326782,291.187195,0.000000
2006-12-24,274.906311,286.066528,0.000000
2006-12-25,275.302734,288.337921,0.000000
2006-12-26,276.014862,290.399872,0.000000
2006-12-27,277.373413,291.917206,0.000000
2006-12-28,279.399841,293.144104,0.000000
2006-12-29,279.820496,292.125763,0.000000
2006-12-30,282.315857,294.402283,0.000000
2006-12-31,283.446259,297.492554,0.000000
2007-01-01,285.045166,296.061737,10.066617
2007-01-02,275.243927,288.542053,2.786837
2007-01-03,268.303925,281.283752,0.499451
2007-01-04,268.918427,278.523529,0.000000
2007-01-05,267.963806,278.290955,13.250966
2007-01-06,266.859009,275.284271,0.343918
2007-01-07,268.888885,274.874329,0.000000
2007-01-08,270.288086,275.261353,0.000000
2007-01-09,271.160614,278.100403,1.764536
2007-01-10,268.496246,283.021545,0.000000
2007-01-11,271.711334,281.289032,0.494368
2007-01-12,272.704407,283.762054,0.000000
2007-01-13,268.392548,286.298523,0.000000
2007-01-14,273.053741,288.699768,0.000000
2007-01-15,275.161560,288.995911,0.000000
2007-01-16,281.414185,290.602203,3.760996
2007-01-17,278.016022,288.886261,0.649869
2007-01-18,277.162140,284.605011,0.000000
2007-01-19,280.701538,292.118805,0.000000
2007-01-20,282.427216,295.454651,0.000000
2007-01-21,277.835052,295.931091,0.000000
2007-01-22,283.081543,298.356232,0.000000
2007-01-23,283.185852,296.271454,0.000000
2007-01-24,278.625305,291.820587,0.000000
2007-01-25,280.825867,296.919861,0.000000
2007-01-26,285.207031,299.409332,0.000000
2007-01-27,285.460205,299.969849,0.000000
2007-01-28,284.987335,299.993835,0.000000
2007-01-29,286.088654,300.613892,0.000000
2007-01-30,285.861786,298.844208,0.627228
2007-01-31,276.847107,291.034302,0.474527
2007-02-01,276.474182,291.087555,0.000000
2007-02-02,277.878510,293.513733,0.000000
2007-02-03,279.268982,293.493835,0.000000
2007-02-04,278.994293,292.692078,0.000000
2007-02-05,278.410675,295.646667,0.000000
2007-02-06,280.973785,298.212250,0.000000
2007-02-07,283.567780,298.000946,0.363138
2007-02-08,283.742432,299.407684,0.000000
2007-02-09,283.729004,298.715210,0.000000
2007-02-10,285.883270,297.576294,0.000000
2007-02-11,284.898041,296.451111,56.734364
2007-02-12,282.171143,290.915131,29.954273
2007-02-13,278.765564,287.202667,4.869708
2007-02-14,281.340790,290.771149,0.576338
2007-02-15,281.394867,289.641174,0.000000
2007-02-16,283.516205,291.557465,3.586357
2007-02-17,285.948334,296.798431,2.067521
2007-02-18,282.750427,294.181000,0.000000
2007-02-19,279.686737,294.173035,0.000000
2007-02-20,284.133209,295.725403,0.000000
2007-02-21,282.343018,295.193481,0.000000
2007-02-22,280.817078,292.562622,0.000000
2007-02-23,281.322021,293.713867,0.000000
2007-02-24,282.387207,295.997864,0.000000
2007-02-25,282.966400,297.529541,0.000000
2007-02-26,285.118073,300.596619,0.000000
2007-02-27,285.958038,300.927338,0.000000
2007-02-28,287.255554,302.114197,0.000000
2007-03-01,287.351227,302.876312,0.000000
2007-03-02,287.302673,302.206635,0.000000
2007-03-03,287.876709,299.171844,0.000000
2007-03-04,277.547974,293.667084,0.000000
2007-03-05,280.875000,296.770752,0.000000
2007-03-06,285.746216,301.004059,0.000000
2007-03-07,285.464417,299.155457,0.000000
2007-03-08,281.926422,294.693268,0.000000
2007-03-09,287.760986,299.359619,1.526575
2007-03-10,277.608765,296.012299,0.000000
2007-03-11,268.800079,284.348053,0.000000
2007-03-12,272.795471,288.136475,0.000000
2007-03-13,276.810974,293.415070,0.000000
2007-03-14,283.634308,300.245819,0.000000
2007-03-15,284.555878,299.343353,0.000000
2007-03-16,275.562805,293.965454,0.000000
2007-03-17,279.943970,285.708862,0.398364
2007-03-18,283.021790,297.616821,0.605771
2007-03-19,285.971222,299.550262,3.104380
2007-03-20,283.977905,298.022400,2.419702
2007-03-21,276.534302,290.091095,18.358471
2007-03-22,278.569550,286.328583,0.000000
2007-03-23,279.776672,285.572784,1.658995
2007-03-24,277.863892,292.195496,0.000000
2007-03-25,277.970245,294.652466,0.000000
2007-03-26,280.082001,293.519989,0.000000
2007-03-27,283.086578,298.517365,0.000000
2007-03-28,284.652649,297.638123,0.000000
2007-03-29,280.660797,295.947449,0.000000
2007-03-30,282.694672,299.770782,0.000000
2007-03-31,284.006409,302.183136,0.000000
2007-04-01,288.884186,303.596100,0.000000
2007-04-02,289.778564,305.005676,0.000000
2007-04-03,287.651825,305.208130,0.000000
2007-04-04,290.327850,306.079651,0.000000
2007-04-05,293.139832,304.714539,0.368943
2007-04-06,287.855377,302.379791,0.000000
2007-04-07,290.180573,304.584900,0.000000
2007-04-08,288.903076,302.693634,0.000000
2007-04-09,288.332550,304.083496,0.000000
2007-04-10,290.072998,305.279053,0.000000
2007-04-11,291.111877,304.485748,3.531637
2007-04-12,290.312469,302.872986,6.968410
2007-04-13,291.068024,302.247620,0.838272
2007-04-14,281.825470,298.138611,0.000000
2007-04-15,284.029816,292.971558,0.000000
2007-04-16,287.119110,301.435944,6.044458
2007-04-17,289.996307,303.855804,2.157559
2007-04-18,287.672760,303.606110,0.000000
2007-04-19,287.297607,301.811829,0.000000
2007-04-20,281.466736,298.920746,0.000000
2007-04-21,287.169037,298.286041,0.000000
2007-04-22,288.702606,296.554779,0.000000
2007-04-23,289.993469,302.319702,0.000000
2007-04-24,291.206482,305.836304,0.000000
2007-04-25,293.528961,306.776306,0.000000
2007-04-26,289.544769,305.166229,0.000000
2007-04-27,288.900146,302.256104,0.000000
2007-04-28,285.200806,299.838104,0.000000
2007-04-29,285.584656,302.412750,0.000000
2007-04-30,289.849335,308.608154,0.000000
2007-05-01,291.712585,309.172180,0.000000
2007-05-02,290.974365,308.570831,0.000000
2007-05-03,293.871918,306.429504,15.890765
2007-05-04,294.684753,301.875153,34.334599
2007-05-05,289.973267,297.129852,0.000000
2007-05-06,290.497406,300.961212,0.000000
2007-05-07,292.886993,300.648773,0.467733
2007-05-08,292.771301,300.586853,3.554137
2007-05-09,292.545807,300.962738,7.312403
2007-05-10,293.619690,300.945160,34.481503
2007-05-11,291.059265,302.756805,13.107657
2007-05-12,291.000153,301.422058,0.000000
2007-05-13,287.320374,298.755127,0.000000
2007-05-14,287.247284,298.118713,0.000000
2007-05-15,286.524292,298.753021,0.000000
2007-05-16,288.374023,297.792236,0.000000
2007-05-17,290.256134,303.072937,0.378677
2007-05-18,292.696259,307.983521,0.000000
2007-05-19,293.198853,309.826294,0.000000
2007-05-20,294.263184,309.197266,0.804556
2007-05-21,294.647217,308.861633,0.000000
2007-05-22,295.842377,308.063141,0.000000
2007-05-23,295.783325,307.764160,0.375773
2007-05-24,296.320038,305.715790,26.696035
2007-05-25,292.699005,300.448517,12.341611
2007-05-26,287.934448,298.116058,3.128286
2007-05-27,286.518036,301.621124,0.000000
2007-05-28,288.513733,304.571991,0.000000
2007-05-29,290.190277,306.104095,1.083004
2007-05-30,291.352814,307.471313,0.000000
2007-05-31,292.717957,307.763916,0.000000
2007-06-01,292.813782,307.169586,0.000000
2007-06-02,293.721771,308.571838,0.000000
2007-06-03,293.262695,308.928223,0.000000
2007-06-04,293.428009,309.453705,0.000000
2007-06-05,295.570251,308.934937,0.000000
2007-06-06,295.571075,307.496307,0.000000
2007-06-07,292.817108,305.565094,0.000000
2007-06-08,292.994843,306.700500,0.000000
2007-06-09,293.222900,308.068207,0.000000
2007-06-10,293.874695,308.918213,0.456940
2007-06-11,295.803833,309.052246,0.000000
2007-06-12,296.074951,309.421783,0.000000
2007-06-13,295.828949,311.678955,0.000000
2007-06-14,296.545898,313.615448,0.000000
2007-06-15,296.916626,313.265503,0.000000
2007-06-16,297.556610,313.085114,0.000000
2007-06-17,298.133881,312.947388,0.429163
2007-06-18,297.201752,311.399353,0.000000
2007-06-19,297.298920,307.665100,2.651395
2007-06-20,297.308228,308.382874,0.852897
2007-06-21,296.410156,308.823853,3.831569
2007-06-22,297.566254,310.636261,2.652785
2007-06-23,299.262207,312.300232,0.000000
2007-06-24,300.011047,312.313354,0.000000
2007-06-25,297.842010,311.732117,0.000000
2007-06-26,297.101532,311.026917,0.000000
2007-06-27,297.658600,310.707214,0.000000
2007-06-28,297.673676,310.432404,0.000000
2007-06-29,297.684479,311.639465,0.736309
2007-06-30,297.744873,311.060608,0.000000
2007-07-01,298.410217,309.014069,0.000000
2007-07-02,296.920502,308.561615,8.425179
2007-07-03,297.807343,307.918213,4.836146
2007-07-04,296.789886,309.396912,0.000000
2007-07-05,298.208893,311.990814,0.000000
2007-07-06,299.591125,311.120636,1.254573
2007-07-07,300.165405,308.906464,17.944328
2007-07-08,297.999512,306.788971,34.021984
2007-07-09,298.071869,304.866028,26.292809
2007-07-10,296.682739,305.147858,12.964686
2007-07-11,295.653717,305.861389,2.634903
2007-07-12,296.107971,307.396667,6.452839
2007-07-13,296.583862,309.017090,8.179212
2007-07-14,298.140167,309.272705,3.314868
2007-07-15,297.743530,308.803772,11.392523
2007-07-16,297.533539,309.691193,0.851875
2007-07-17,296.963440,311.190674,2.088085
2007-07-18,297.896667,312.015717,0.000000
2007-07-19,298.773193,313.048218,0.000000
2007-07-20,299.047791,312.783173,0.283623
2007-07-21,300.036163,312.831818,0.332935
2007-07-22,298.881622,312.056610,0.000000
2007-07-23,298.646881,311.318542,0.431484
2007-07-24,297.641205,309.101227,2.469057
2007-07-25,296.772522,308.199738,0.667363
2007-07-26,297.693451,309.125702,0.282659
2007-07-27,298.107574,309.828278,0.000000
2007-07-28,297.974335,310.404877,0.000000
2007-07-29,297.795502,310.964050,0.000000
2007-07-30,297.244141,310.521118,1.564045
2007-07-31,297.573669,311.130981,0.893335
2007-08-01,297.130859,310.624817,1.113686
2007-08-02,297.469482,311.507965,0.000000
2007-08-03,298.827606,312.732086,0.000000
2007-08-04,299.349091,312.819763,0.000000
2007-08-05,298.829315,312.648743,0.000000
2007-08-06,298.773163,309.740875,2.470408
2007-08-07,297.728241,305.025543,6.985459
2007-08-08,294.595123,307.363831,3.839050
2007-08-09,296.953369,309.767395,0.000000
