#Variables:
#tasmin_MIROC-ESM_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM_rcp85(K),tasmax_MIROC-ESM_rcp85(K),pr_MIROC-ESM_rcp85(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM_rcp85(K),tasmax_MIROC-ESM_rcp85(K),pr_MIROC-ESM_rcp85(mm)
2006-04-27,289.712646,306.038483,0.385175
2006-04-28,289.370026,301.385437,0.000000
2006-04-29,289.490753,303.191833,0.724953
2006-04-30,289.466522,305.254333,0.000000
2006-05-01,289.838989,300.301331,0.000000
2006-05-02,288.843872,304.551483,0.000000
2006-05-03,290.860962,303.732056,0.000000
2006-05-04,290.921600,300.958649,16.169861
2006-05-05,286.835907,293.621338,2.689379
2006-05-06,291.985931,298.625916,9.562498
2006-05-07,294.242615,300.502960,5.657524
2006-05-08,294.301422,301.889801,5.760767
2006-05-09,296.406067,300.516541,16.240427
2006-05-10,293.601410,298.590698,53.856487
2006-05-11,288.871826,304.131256,0.757339
2006-05-12,290.762604,305.104706,0.000000
2006-05-13,291.476807,303.279266,0.000000
2006-05-14,292.010468,299.126465,0.000000
2006-05-15,287.428772,300.691376,0.000000
2006-05-16,283.560822,299.108307,0.000000
2006-05-17,287.575653,302.274658,0.000000
2006-05-18,291.640717,300.126526,7.013170
2006-05-19,293.523346,300.773102,7.760747
2006-05-20,292.413818,308.263641,0.000000
2006-05-21,294.846924,308.031799,0.944836
2006-05-22,294.223450,306.634613,0.000000
2006-05-23,293.477966,309.642029,0.000000
2006-05-24,294.990967,306.680725,8.338166
2006-05-25,295.008392,302.596680,5.159241
2006-05-26,294.213165,302.195709,0.000000
2006-05-27,292.911621,305.123352,0.000000
2006-05-28,293.178040,305.641907,0.000000
2006-05-29,293.057556,304.540588,2.494922
2006-05-30,294.460968,307.006744,4.425208
2006-05-31,295.409149,302.356171,19.848896
2006-06-01,294.754333,305.880341,0.000000
2006-06-02,294.862488,306.194214,1.196516
2006-06-03,292.216858,307.774506,0.000000
2006-06-04,294.441010,304.982788,6.523673
2006-06-05,293.958649,307.516815,3.362367
2006-06-06,296.063385,305.474762,26.691845
2006-06-07,294.828278,307.133698,3.667486
2006-06-08,295.493713,306.278290,9.460672
2006-06-09,294.383423,305.494690,1.941952
2006-06-10,295.548248,308.421875,1.269552
2006-06-11,295.846405,308.681030,0.000000
2006-06-12,296.524292,309.852417,0.000000
2006-06-13,295.494293,310.155701,3.281822
2006-06-14,295.388550,309.806335,0.000000
2006-06-15,295.473602,310.033051,0.000000
2006-06-16,296.252930,309.483551,0.000000
2006-06-17,295.749298,305.588074,2.216205
2006-06-18,295.645905,307.009705,0.000000
2006-06-19,296.020599,308.900330,0.000000
2006-06-20,297.182495,312.274048,0.000000
2006-06-21,297.941071,312.664398,0.000000
2006-06-22,296.725616,310.253845,0.000000
2006-06-23,297.412933,309.103668,0.000000
2006-06-24,296.338928,308.119720,0.000000
2006-06-25,297.212952,309.120819,0.949188
2006-06-26,297.935577,308.864258,0.000000
2006-06-27,297.049500,308.691986,2.373120
2006-06-28,296.796539,309.573517,0.000000
2006-06-29,298.163055,309.923004,0.000000
2006-06-30,297.473846,310.410919,0.000000
2006-07-01,297.330261,311.580872,0.000000
2006-07-02,296.477661,310.620056,0.000000
2006-07-03,296.184570,309.607483,0.000000
2006-07-04,296.133148,310.101105,0.000000
2006-07-05,296.832855,308.397980,0.000000
2006-07-06,296.177094,306.235474,0.000000
2006-07-07,296.151917,306.807281,0.000000
2006-07-08,295.673126,305.779694,1.359514
2006-07-09,296.087250,305.108978,0.000000
2006-07-10,296.028564,305.633179,0.531737
2006-07-11,296.587372,307.679901,0.000000
2006-07-12,296.862213,308.725708,1.722443
2006-07-13,297.190277,309.081940,0.000000
2006-07-14,297.680939,310.046661,0.000000
2006-07-15,296.480774,310.494263,0.000000
2006-07-16,296.839539,310.798798,0.000000
2006-07-17,297.737274,307.087341,5.472839
2006-07-18,296.519440,307.368591,0.000000
2006-07-19,295.363892,307.201965,0.960410
2006-07-20,294.878357,306.666382,0.000000
2006-07-21,296.136993,307.422455,4.262564
2006-07-22,296.177216,304.130402,0.000000
2006-07-23,294.890656,303.421783,0.500566
2006-07-24,296.022461,304.210419,1.189731
2006-07-25,295.917328,305.117645,0.000000
2006-07-26,296.059174,306.179962,0.000000
2006-07-27,295.625671,306.657837,0.000000
2006-07-28,296.440735,307.768280,0.000000
2006-07-29,296.441589,308.467377,2.647475
2006-07-30,294.868652,308.340424,0.000000
2006-07-31,295.469757,309.137268,0.000000
2006-08-01,296.162262,309.777832,0.000000
2006-08-02,296.699768,309.402771,0.000000
2006-08-03,296.238983,308.147858,0.000000
2006-08-04,295.309387,309.710754,0.506521
2006-08-05,295.544220,310.591644,0.000000
2006-08-06,296.998444,310.864777,1.731160
2006-08-07,297.055756,311.448120,3.647676
2006-08-08,297.712524,310.188049,1.011121
2006-08-09,296.813324,308.055939,3.586398
2006-08-10,295.588013,306.886292,0.000000
2006-08-11,295.120636,307.582489,1.143259
2006-08-12,295.124023,307.722137,0.000000
2006-08-13,294.878296,307.312988,0.000000
2006-08-14,296.012573,309.902313,0.000000
2006-08-15,296.907074,311.823792,0.000000
2006-08-16,297.038147,311.245026,0.000000
2006-08-17,297.211975,310.516907,0.000000
2006-08-18,296.571747,310.693512,0.000000
2006-08-19,296.955811,310.671967,0.000000
2006-08-20,297.982178,311.065521,0.000000
2006-08-21,297.892883,311.050568,0.000000
2006-08-22,298.781921,311.239777,0.000000
2006-08-23,299.767517,310.897369,1.421873
2006-08-24,299.050964,311.369110,0.505245
2006-08-25,298.477203,311.508057,2.779534
2006-08-26,298.350555,310.376770,2.585756
2006-08-27,297.579437,310.393463,1.042290
2006-08-28,296.716614,310.086609,0.000000
2006-08-29,296.033112,311.841461,0.000000
2006-08-30,296.898529,311.600616,0.000000
2006-08-31,296.530365,310.090210,0.000000
2006-09-01,296.251953,319.670746,0.000000
2006-09-02,297.059265,312.395447,0.000000
2006-09-03,297.738922,312.048309,0.000000
2006-09-04,298.372101,310.523010,0.000000
2006-09-05,297.036835,310.163574,0.000000
2006-09-06,297.101501,307.988617,0.000000
2006-09-07,297.615875,305.299286,0.299576
2006-09-08,295.997314,306.147583,0.000000
2006-09-09,295.542664,306.819885,0.742892
2006-09-10,297.048889,307.399384,0.000000
2006-09-11,298.466156,305.742920,12.637602
2006-09-12,292.773865,297.309387,22.935766
2006-09-13,292.199371,304.088684,0.000000
2006-09-14,293.637085,303.081818,0.000000
2006-09-15,289.326630,303.114197,0.000000
2006-09-16,288.714569,303.855896,0.000000
2006-09-17,289.659149,303.074371,0.000000
2006-09-18,290.165588,303.709686,0.000000
2006-09-19,292.885590,304.024719,2.354419
2006-09-20,291.043335,303.700775,5.037179
2006-09-21,294.716675,305.784821,14.672626
2006-09-22,292.882324,303.627533,5.929580
2006-09-23,295.785553,307.984711,6.711026
2006-09-24,294.741669,306.211761,2.564159
2006-09-25,295.012115,307.067078,0.000000
2006-09-26,293.126343,305.343262,0.000000
2006-09-27,287.315948,302.678345,0.000000
2006-09-28,288.617798,304.523804,0.000000
2006-09-29,289.614807,304.666046,0.000000
2006-09-30,287.833618,306.138977,4.170127
2006-10-01,294.257935,309.189484,2.886155
2006-10-02,292.700562,303.894684,13.886551
2006-10-03,288.533600,296.284668,29.009703
2006-10-04,288.028778,295.279968,0.000000
2006-10-05,287.418396,303.039032,0.000000
2006-10-06,286.802277,298.164612,0.000000
2006-10-07,281.580688,299.220337,0.000000
2006-10-08,285.269745,301.649689,0.000000
2006-10-09,286.539337,300.866364,0.000000
2006-10-10,284.724823,299.155762,0.000000
2006-10-11,285.040649,303.506073,0.000000
2006-10-12,286.940216,303.076935,0.000000
2006-10-13,289.833099,305.019409,0.000000
2006-10-14,289.148621,304.107239,0.000000
2006-10-15,289.679016,303.901093,0.000000
2006-10-16,288.554504,306.930786,0.000000
2006-10-17,290.408356,306.385498,0.000000
2006-10-18,290.547363,301.086090,0.000000
2006-10-19,286.263641,297.460999,2.069828
2006-10-20,286.903656,301.615753,0.000000
2006-10-21,288.200867,303.294891,0.000000
2006-10-22,287.922485,303.462158,0.000000
2006-10-23,288.055450,304.282349,0.000000
2006-10-24,289.915131,305.128479,0.000000
2006-10-25,291.528748,304.110687,0.000000
2006-10-26,293.671722,302.142090,3.946599
2006-10-27,289.847961,301.880280,0.754727
2006-10-28,293.572357,302.833618,3.218292
2006-10-29,290.904602,296.163239,2.078236
2006-10-30,290.436127,296.700897,0.000000
2006-10-31,288.571320,300.532227,0.000000
2006-11-01,291.219666,302.589996,0.000000
2006-11-02,290.451447,301.822113,0.000000
2006-11-03,292.777527,303.910675,2.100172
2006-11-04,292.544922,300.919189,0.000000
2006-11-05,272.478180,293.698181,1.476530
2006-11-06,270.230133,282.042450,0.840506
2006-11-07,274.956177,283.566101,0.836711
2006-11-08,277.839111,291.518524,0.000000
2006-11-09,279.358246,288.173981,0.000000
2006-11-10,272.196106,289.337585,0.000000
2006-11-11,275.898315,296.214142,0.000000
2006-11-12,278.530151,293.785736,0.000000
2006-11-13,281.326904,301.328369,0.000000
2006-11-14,283.340240,297.744324,0.000000
2006-11-15,280.130066,295.719177,0.000000
2006-11-16,281.493347,299.296204,0.000000
2006-11-17,286.099396,298.244324,1.861126
2006-11-18,284.674713,291.660461,16.775356
2006-11-19,279.825439,288.645966,0.000000
2006-11-20,276.863525,289.132355,0.000000
2006-11-21,276.855011,291.825134,0.000000
2006-11-22,278.489410,295.450043,0.000000
2006-11-23,281.778198,298.710022,0.000000
2006-11-24,287.994690,297.459564,7.639413
2006-11-25,276.441986,290.274078,7.941186
2006-11-26,277.822327,296.578674,0.000000
2006-11-27,281.563660,295.713928,0.000000
2006-11-28,283.404877,299.177856,0.000000
2006-11-29,281.778381,297.811981,0.000000
2006-11-30,282.090118,299.736053,0.000000
2006-12-01,288.297638,294.628052,5.378633
2006-12-02,289.150940,299.073761,5.994675
2006-12-03,280.764893,292.252686,1.301713
2006-12-04,280.163177,294.712402,0.000000
2006-12-05,274.012329,288.776642,0.000000
2006-12-06,273.103210,281.546356,4.922018
2006-12-07,281.060974,296.730072,3.019812
2006-12-08,283.282654,300.290894,0.570719
2006-12-09,285.984467,300.376373,0.000000
2006-12-10,284.143250,294.482178,0.000000
2006-12-11,274.189758,284.145538,0.000000
2006-12-12,271.816315,289.903198,0.000000
2006-12-13,279.543304,297.982391,0.000000
2006-12-14,282.918854,293.417816,0.000000
2006-12-15,277.328156,288.351166,0.000000
2006-12-16,272.968475,288.145416,0.000000
2006-12-17,276.778870,289.905792,0.000000
2006-12-18,276.927551,292.220154,0.000000
2006-12-19,280.543640,294.668579,0.000000
2006-12-20,277.479828,296.339783,0.000000
2006-12-21,281.487671,291.920044,0.000000
2006-12-22,271.223602,284.815063,0.000000
2006-12-23,275.296021,291.861481,0.000000
2006-12-24,277.395508,295.244598,0.000000
2006-12-25,276.788208,291.212524,0.000000
2006-12-26,277.920746,293.042664,0.000000
2006-12-27,274.453796,288.128967,0.000000
2006-12-28,276.395660,292.534546,0.000000
2006-12-29,276.335602,297.957458,0.000000
2006-12-30,277.552399,292.400482,0.000000
2006-12-31,275.635834,295.193481,0.000000
2007-01-01,283.093811,290.330536,0.000000
2007-01-02,270.969421,288.149689,0.000000
2007-01-03,274.239288,294.797699,0.000000
2007-01-04,282.888397,287.368103,0.528218
2007-01-05,272.496674,280.339172,0.000000
2007-01-06,269.977905,287.502655,0.000000
2007-01-07,271.207581,293.401703,0.000000
2007-01-08,280.933411,298.273834,1.356915
2007-01-09,284.946930,291.415283,4.145952
2007-01-10,280.981628,296.614441,0.468109
2007-01-11,276.826599,290.011780,0.000000
2007-01-12,274.059875,294.263092,0.000000
2007-01-13,277.588379,300.065704,0.000000
2007-01-14,281.169281,293.264557,0.000000
2007-01-15,274.199158,294.553253,0.000000
2007-01-16,280.729248,297.550446,0.000000
2007-01-17,281.213074,290.739502,0.000000
2007-01-18,281.991333,292.268341,0.000000
2007-01-19,281.965424,296.766052,0.000000
2007-01-20,272.608490,287.300476,0.000000
2007-01-21,272.514923,278.060028,0.000000
2007-01-22,274.171478,276.718323,16.249098
2007-01-23,275.011871,278.206604,39.588722
2007-01-24,268.941132,281.362549,0.959571
2007-01-25,276.220123,281.711578,0.000000
2007-01-26,279.662170,294.197174,1.581958
2007-01-27,281.449860,290.553833,0.000000
2007-01-28,279.357483,292.350159,0.000000
2007-01-29,267.506592,280.963287,0.000000
2007-01-30,275.428162,298.290131,0.954230
2007-01-31,280.788879,299.687775,0.341282
2007-02-01,281.553711,300.321777,0.000000
2007-02-02,283.687836,299.531006,0.301995
2007-02-03,286.980377,300.152130,0.000000
2007-02-04,286.465302,301.259460,0.329183
2007-02-05,285.951111,302.038574,0.000000
2007-02-06,283.590607,300.216187,0.000000
2007-02-07,285.896912,300.860046,0.000000
2007-02-08,284.088989,300.883148,0.000000
2007-02-09,282.516785,295.340851,0.000000
2007-02-10,280.466583,297.710175,0.396267
2007-02-11,279.710632,293.801453,0.000000
2007-02-12,280.040192,299.654907,0.000000
2007-02-13,283.916840,300.608490,0.000000
2007-02-14,284.289124,295.105621,7.662912
2007-02-15,288.766846,297.577301,44.437065
2007-02-16,286.007751,295.158844,35.498642
2007-02-17,285.277191,298.455536,16.669874
2007-02-18,286.744995,297.891418,10.721229
2007-02-19,283.890778,301.667023,1.507563
2007-02-20,286.005371,298.964783,0.000000
2007-02-21,281.898834,294.596588,0.000000
2007-02-22,282.358246,289.929565,0.000000
2007-02-23,275.214874,288.981232,0.000000
2007-02-24,276.516754,295.347595,0.000000
2007-02-25,278.916565,296.799805,0.000000
2007-02-26,282.833954,288.935242,1.188362
2007-02-27,269.306671,281.500732,0.000000
2007-02-28,271.938782,278.894562,4.871294
2007-03-01,282.689453,290.034271,22.648186
2007-03-02,277.998077,287.190369,11.875877
2007-03-03,272.765991,291.086060,0.000000
2007-03-04,276.870453,294.563049,0.000000
2007-03-05,280.725250,289.094818,0.000000
2007-03-06,277.592987,301.883575,0.000000
2007-03-07,280.634613,297.227295,0.000000
2007-03-08,282.350616,300.164124,0.000000
2007-03-09,287.580811,304.117523,0.000000
2007-03-10,290.016144,305.714478,0.000000
2007-03-11,292.049530,301.464874,0.000000
2007-03-12,289.388000,304.380798,0.349522
2007-03-13,292.352112,303.527557,0.000000
2007-03-14,289.506989,300.327087,0.000000
2007-03-15,288.716461,302.289246,0.000000
2007-03-16,287.978851,301.232391,0.000000
2007-03-17,284.406891,298.541962,0.000000
2007-03-18,281.861877,292.982330,0.000000
2007-03-19,278.577698,288.081879,0.000000
2007-03-20,280.568146,286.656738,0.000000
2007-03-21,283.479126,295.007782,1.058115
2007-03-22,288.698975,296.602234,0.591231
2007-03-23,281.277954,299.429962,0.000000
2007-03-24,289.462280,297.964142,4.461282
2007-03-25,280.910767,296.219147,0.000000
2007-03-26,281.435669,295.346283,0.000000
2007-03-27,282.957733,294.454498,0.000000
2007-03-28,285.502563,296.809052,1.330393
2007-03-29,287.763885,297.813782,4.681084
2007-03-30,290.446808,297.868683,5.872429
2007-03-31,288.191254,295.008667,34.768024
2007-04-01,287.295532,289.119232,0.840204
2007-04-02,281.579071,294.109161,0.000000
2007-04-03,283.471588,295.352936,0.000000
2007-04-04,289.065460,301.988373,0.000000
2007-04-05,289.446686,300.058075,0.000000
2007-04-06,283.709717,295.450226,0.000000
2007-04-07,282.067108,290.886871,0.000000
2007-04-08,286.686920,294.777252,9.346563
2007-04-09,286.835022,294.807861,10.126002
2007-04-10,287.656342,294.121796,5.462841
2007-04-11,285.378510,299.762909,0.000000
2007-04-12,287.568207,298.911438,0.000000
2007-04-13,291.431763,302.349609,9.866309
2007-04-14,287.000122,296.969757,0.000000
2007-04-15,281.064056,298.047638,0.000000
2007-04-16,286.752960,298.812103,0.751389
2007-04-17,285.307831,300.151245,0.000000
2007-04-18,283.021637,295.654602,0.000000
2007-04-19,285.107544,300.139313,0.000000
2007-04-20,287.762085,301.206390,2.251574
2007-04-21,291.069977,298.370300,5.336728
2007-04-22,292.663116,298.555084,44.659672
2007-04-23,291.832153,298.570648,31.897465
2007-04-24,292.877289,300.803619,6.750717
2007-04-25,293.499176,299.217621,0.000000
2007-04-26,293.260651,303.305023,0.000000
2007-04-27,293.154297,303.059174,2.718894
2007-04-28,291.240662,293.093781,10.814369
2007-04-29,290.554382,293.383362,12.290828
2007-04-30,286.169769,293.063324,4.404072
2007-05-01,290.916046,293.274780,6.635266
2007-05-02,290.763519,292.631134,0.000000
2007-05-03,292.459198,297.273895,17.979883
2007-05-04,290.981445,296.183319,26.932072
2007-05-05,291.661560,294.752899,12.725045
2007-05-06,291.985596,295.587799,18.130138
2007-05-07,292.229584,300.686768,29.381903
2007-05-08,291.730591,303.871979,0.000000
2007-05-09,289.127991,302.970703,0.000000
2007-05-10,292.727661,302.520935,0.000000
2007-05-11,292.850098,298.142639,6.274893
2007-05-12,291.311798,296.616638,49.205185
2007-05-13,286.737762,296.261993,13.261422
2007-05-14,286.929718,300.260712,0.000000
2007-05-15,287.369843,299.984833,0.000000
2007-05-16,291.394897,295.935455,22.098167
2007-05-17,287.685150,296.307892,0.517207
2007-05-18,291.292633,297.275879,14.050772
2007-05-19,292.126373,295.837738,28.212008
2007-05-20,288.854706,294.728058,27.125818
2007-05-21,292.123871,298.081696,33.123692
2007-05-22,292.242340,299.319183,19.254562
2007-05-23,290.524567,295.917480,74.826195
2007-05-24,291.686218,295.564087,13.383303
2007-05-25,292.349182,296.782104,4.386466
2007-05-26,289.349823,302.265686,0.000000
2007-05-27,287.811432,302.879059,0.000000
2007-05-28,286.962738,300.338684,0.000000
2007-05-29,287.584442,303.580872,0.000000
2007-05-30,291.638519,304.492065,0.000000
2007-05-31,292.322723,306.801270,0.000000
2007-06-01,292.196014,301.754974,3.949228
2007-06-02,291.305847,308.699188,2.633020
2007-06-03,293.422028,306.637970,0.000000
2007-06-04,294.586121,300.711639,5.204539
2007-06-05,294.402527,299.307678,5.328065
2007-06-06,292.130005,302.139709,0.000000
2007-06-07,291.633301,304.030548,1.551045
2007-06-08,292.667480,306.056030,1.029704
2007-06-09,293.834625,305.313904,0.000000
2007-06-10,295.084869,305.996033,0.442800
2007-06-11,295.721924,305.150513,2.146389
2007-06-12,294.339691,305.764984,0.000000
2007-06-13,294.207581,302.979919,5.818844
2007-06-14,294.298798,301.219086,68.584717
2007-06-15,293.327545,304.134705,0.000000
2007-06-16,293.915375,303.442749,3.791401
2007-06-17,295.402832,306.957214,0.000000
2007-06-18,295.799347,309.066315,0.000000
2007-06-19,296.041016,309.077881,0.000000
2007-06-20,295.812531,309.252258,0.000000
2007-06-21,296.274963,308.518555,0.687367
2007-06-22,296.115875,308.288177,0.000000
2007-06-23,296.297272,309.346191,0.000000
2007-06-24,296.933990,309.778748,0.000000
2007-06-25,296.904755,310.439209,0.000000
2007-06-26,297.424866,310.323425,0.000000
2007-06-27,296.035004,308.642181,0.929042
2007-06-28,295.064392,307.620331,0.579248
2007-06-29,295.771423,308.038544,0.783378
2007-06-30,296.079529,307.000305,12.929926
2007-07-01,296.132721,302.648041,12.431757
2007-07-02,295.749634,306.403931,0.000000
2007-07-03,296.795959,308.200470,0.417051
2007-07-04,296.795990,305.483734,0.754232
2007-07-05,295.763397,304.839752,7.086247
2007-07-06,296.679596,306.531891,0.000000
2007-07-07,295.667664,306.508362,0.000000
2007-07-08,296.135101,308.607574,0.000000
2007-07-09,296.883667,309.530731,0.473957
2007-07-10,296.900757,308.634338,0.000000
2007-07-11,296.466553,308.494080,0.000000
2007-07-12,296.799225,307.454407,0.000000
2007-07-13,297.391296,308.769318,0.000000
2007-07-14,296.838867,308.752655,0.000000
2007-07-15,296.286896,307.808014,1.885673
2007-07-16,296.742645,307.903381,0.000000
2007-07-17,297.343262,309.381897,0.000000
2007-07-18,296.838043,308.583618,0.000000
2007-07-19,296.392365,307.279510,0.000000
2007-07-20,296.121094,306.475647,4.377011
2007-07-21,296.386322,307.710663,5.188437
2007-07-22,296.450409,307.458130,0.930699
2007-07-23,296.478119,308.577606,0.000000
2007-07-24,297.105957,309.086426,0.000000
2007-07-25,297.117249,308.934845,0.000000
2007-07-26,297.801605,308.848724,1.138896
2007-07-27,296.756226,304.832092,7.616922
2007-07-28,295.486847,302.514709,4.320883
2007-07-29,295.913025,305.353607,0.000000
2007-07-30,295.148865,306.439789,0.000000
2007-07-31,295.689789,308.224304,0.000000
2007-08-01,295.255585,308.814575,0.783682
2007-08-02,295.641205,307.609894,3.358560
2007-08-03,296.914124,306.305328,6.272386
2007-08-04,295.061035,306.731232,2.471797
2007-08-05,294.798096,308.638123,0.000000
2007-08-06,295.192017,307.717957,0.000000
2007-08-07,295.059875,307.178802,0.000000
2007-08-08,295.339386,306.347534,0.000000
2007-08-09,295.697327,307.456787,0.000000
2007-08-10,295.471527,308.142151,1.363279
2007-08-11,296.690704,309.649170,0.000000
2007-08-12,297.737885,311.545837,2.390899
