#Variables:
#tasmin_CSIRO-Mk3-6-0_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CSIRO-Mk3-6-0_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_CSIRO-Mk3-6-0_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CSIRO-Mk3-6-0_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CSIRO-Mk3-6-0_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CSIRO-Mk3-6-0_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_rcp45(K),tasmax_CSIRO-Mk3-6-0_rcp45(K),pr_CSIRO-Mk3-6-0_rcp45(mm)"
""
yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_rcp45(K),tasmax_CSIRO-Mk3-6-0_rcp45(K),pr_CSIRO-Mk3-6-0_rcp45(mm)
2006-11-01,282.117432,296.233063,0.000000
2006-11-02,277.440063,297.643311,0.000000
2006-11-03,279.969177,298.173462,0.000000
2006-11-04,281.712280,299.189819,0.000000
2006-11-05,285.242065,300.028015,0.000000
2006-11-06,286.431274,301.858795,0.000000
2006-11-07,286.915771,302.450836,0.000000
2006-11-08,286.276154,299.603088,0.000000
2006-11-09,273.773499,293.493256,0.000000
2006-11-10,274.498108,297.033142,0.000000
2006-11-11,281.625763,299.500458,0.000000
2006-11-12,285.520874,301.995789,0.000000
2006-11-13,288.694427,304.330048,0.000000
2006-11-14,290.601746,304.334442,0.288611
2006-11-15,290.257843,304.544586,0.703041
2006-11-16,287.843872,302.494507,0.000000
2006-11-17,287.689758,303.214722,0.000000
2006-11-18,285.785461,301.209869,0.000000
2006-11-19,282.223541,292.218445,0.000000
2006-11-20,282.626801,295.611816,0.000000
2006-11-21,283.722809,300.274597,0.000000
2006-11-22,287.129913,297.196167,0.813056
2006-11-23,287.674225,295.195404,5.380411
2006-11-24,286.869507,292.723419,8.753781
2006-11-25,286.618286,294.981140,3.591050
2006-11-26,285.902802,294.704071,0.000000
2006-11-27,284.248260,299.601318,0.280386
2006-11-28,288.052887,300.590454,0.442235
2006-11-29,277.721405,296.864807,0.990624
2006-11-30,275.588257,288.915100,0.342269
2006-12-01,275.373657,292.328888,0.000000
2006-12-02,275.300598,293.550110,0.000000
2006-12-03,276.461853,293.530670,0.000000
2006-12-04,278.190674,296.574921,0.000000
2006-12-05,281.881073,297.329193,0.000000
2006-12-06,283.016846,298.833588,0.000000
2006-12-07,283.804260,299.129608,0.000000
2006-12-08,284.993347,299.406647,0.000000
2006-12-09,287.032471,298.841492,0.000000
2006-12-10,280.723145,296.374603,1.655286
2006-12-11,278.256866,298.073334,0.000000
2006-12-12,284.070374,300.114044,0.000000
2006-12-13,281.683167,296.256134,0.000000
2006-12-14,279.749603,294.264832,0.000000
2006-12-15,280.462280,296.291687,0.000000
2006-12-16,285.149750,299.485352,0.000000
2006-12-17,284.054413,298.309265,0.412045
2006-12-18,282.944763,294.231354,0.000000
2006-12-19,280.616119,294.645630,0.000000
2006-12-20,287.942963,296.917267,1.556796
2006-12-21,283.036713,299.365967,0.000000
2006-12-22,286.876801,297.669952,0.000000
2006-12-23,276.101837,292.854736,0.000000
2006-12-24,275.855103,296.917847,0.000000
2006-12-25,277.238953,296.339142,0.000000
2006-12-26,279.785156,297.055145,0.000000
2006-12-27,284.835541,297.856354,0.000000
2006-12-28,287.331665,298.418854,0.370758
2006-12-29,288.019958,300.264496,0.932009
2006-12-30,287.906799,298.171204,7.776095
2006-12-31,278.314331,294.695465,0.953854
2007-01-01,278.185211,300.580505,0.000000
2007-01-02,288.631805,299.019104,0.845452
2007-01-03,282.423065,295.858551,8.367599
2007-01-04,275.775024,295.929535,0.000000
2007-01-05,282.891418,292.668884,0.000000
2007-01-06,273.610199,286.166962,0.000000
2007-01-07,273.523773,288.455505,0.000000
2007-01-08,282.173187,293.763824,0.000000
2007-01-09,275.280457,293.304382,0.000000
2007-01-10,284.008087,295.653290,1.466989
2007-01-11,277.841064,291.129639,8.865410
2007-01-12,273.190857,282.921722,10.025792
2007-01-13,274.698761,277.441132,4.430664
2007-01-14,274.508545,282.309143,0.000000
2007-01-15,270.532196,287.401428,0.000000
2007-01-16,273.141144,290.663116,0.000000
2007-01-17,276.123566,290.603455,0.000000
2007-01-18,282.739563,288.534546,0.000000
2007-01-19,275.112152,287.677551,0.000000
2007-01-20,273.090332,292.054810,0.000000
2007-01-21,280.119873,290.574432,0.000000
2007-01-22,275.520172,289.974854,0.000000
2007-01-23,275.902649,294.357208,0.000000
2007-01-24,279.092377,297.982819,0.000000
2007-01-25,279.856323,293.793884,0.000000
2007-01-26,275.388245,292.884125,0.000000
2007-01-27,275.390259,288.697540,0.000000
2007-01-28,275.395203,294.433014,0.000000
2007-01-29,280.408051,299.368835,0.000000
2007-01-30,276.739624,297.120148,0.000000
2007-01-31,269.974243,291.868622,0.000000
2007-02-01,275.762146,296.574829,0.000000
2007-02-02,277.556549,292.249115,0.000000
2007-02-03,271.975037,294.806274,0.000000
2007-02-04,277.469147,300.591675,0.000000
2007-02-05,278.047943,302.209320,0.000000
2007-02-06,280.239960,299.914673,0.000000
2007-02-07,276.048828,291.376434,0.000000
2007-02-08,272.807648,290.834595,0.000000
2007-02-09,274.924744,296.713470,0.000000
2007-02-10,277.176605,299.846680,0.000000
2007-02-11,280.513123,300.692993,0.000000
2007-02-12,282.231049,300.681885,0.000000
2007-02-13,284.748413,300.492645,0.000000
2007-02-14,286.207306,300.699524,0.661940
2007-02-15,287.676544,300.798920,4.206956
2007-02-16,274.754211,298.096008,10.633239
2007-02-17,271.238617,285.822784,0.000000
2007-02-18,271.660736,287.614166,0.000000
2007-02-19,274.866180,293.133545,0.000000
2007-02-20,285.832855,296.473511,0.000000
2007-02-21,278.714905,297.868134,0.000000
2007-02-22,277.134491,294.477966,0.000000
2007-02-23,278.088409,291.567780,0.000000
2007-02-24,278.891022,296.936798,0.000000
2007-02-25,284.533783,301.186371,0.000000
2007-02-26,286.108521,303.801331,0.000000
2007-02-27,287.201752,301.431671,0.000000
2007-02-28,282.196930,303.083740,0.000000
2007-03-01,289.441772,301.239929,1.635901
2007-03-02,285.467468,304.040588,0.000000
2007-03-03,286.172852,301.183655,0.000000
2007-03-04,280.077240,295.985138,0.000000
2007-03-05,276.925934,290.280731,0.000000
2007-03-06,276.836243,295.110382,0.000000
2007-03-07,285.783936,294.032837,0.428906
2007-03-08,285.521423,292.538971,0.000000
2007-03-09,286.893188,292.739288,9.722282
2007-03-10,283.811707,290.516510,56.224846
2007-03-11,281.306335,290.630463,1.411050
2007-03-12,280.089905,295.047943,0.000000
2007-03-13,282.104004,297.725067,0.000000
2007-03-14,286.628693,298.723969,0.000000
2007-03-15,288.012238,298.239502,0.459183
2007-03-16,281.727966,297.754395,0.000000
2007-03-17,281.747498,300.530182,0.000000
2007-03-18,282.647705,299.935577,0.000000
2007-03-19,285.365387,301.828094,0.000000
2007-03-20,286.693726,301.039978,0.000000
2007-03-21,287.160614,302.228851,0.000000
2007-03-22,289.090210,300.920563,4.648032
2007-03-23,287.945038,293.372925,5.504024
2007-03-24,286.945831,287.801270,3.439375
2007-03-25,283.101318,290.209290,0.577290
2007-03-26,283.706482,296.574005,0.000000
2007-03-27,286.337555,297.344910,0.000000
2007-03-28,281.705017,298.088226,0.000000
2007-03-29,285.534607,300.611359,0.000000
2007-03-30,285.300903,300.560913,0.000000
2007-03-31,287.044739,298.743896,0.000000
2007-04-01,287.356964,294.124664,0.000000
2007-04-02,289.442200,293.954224,0.956581
2007-04-03,291.244324,296.370880,1.807892
2007-04-04,289.303223,296.251465,1.196628
2007-04-05,289.790283,294.122345,0.000000
2007-04-06,290.301605,294.058685,0.562275
2007-04-07,289.444977,295.055450,1.329233
2007-04-08,288.897064,294.389496,0.382404
2007-04-09,287.529480,294.378876,1.022480
2007-04-10,286.277496,298.710144,0.000000
2007-04-11,288.106628,300.124054,0.000000
2007-04-12,290.027039,297.897736,0.000000
2007-04-13,290.827911,300.656494,0.000000
2007-04-14,290.160706,299.676392,0.000000
2007-04-15,290.170197,299.750275,0.000000
2007-04-16,289.849792,298.481720,0.000000
2007-04-17,288.543884,298.555786,0.000000
2007-04-18,288.918610,302.480896,0.000000
2007-04-19,289.127716,302.633698,0.343878
2007-04-20,288.250763,301.132416,0.000000
2007-04-21,286.633331,300.944519,0.000000
2007-04-22,287.372559,303.519806,0.000000
2007-04-23,288.230835,304.675598,0.000000
2007-04-24,291.031494,305.742554,0.000000
2007-04-25,291.947784,304.606689,0.000000
2007-04-26,290.603760,305.304626,0.000000
2007-04-27,289.295044,306.890137,0.000000
2007-04-28,289.830872,306.129669,0.000000
2007-04-29,290.499390,306.123627,0.000000
2007-04-30,291.000488,305.222046,0.000000
2007-05-01,290.294525,302.341827,0.000000
2007-05-02,290.438934,304.271301,0.000000
2007-05-03,291.959778,303.871765,0.000000
2007-05-04,289.914215,305.269073,0.000000
2007-05-05,292.120026,305.243988,0.000000
2007-05-06,289.690063,303.849976,0.000000
2007-05-07,289.647156,305.251434,0.000000
2007-05-08,288.956726,305.248688,0.000000
2007-05-09,289.548157,306.113983,0.000000
2007-05-10,289.131348,305.373596,0.000000
2007-05-11,291.789032,306.643707,0.000000
2007-05-12,294.325714,306.079895,0.000000
2007-05-13,288.726715,305.201599,0.000000
2007-05-14,288.910278,307.284424,0.000000
2007-05-15,292.535645,307.333862,0.000000
2007-05-16,292.505981,307.036652,0.000000
2007-05-17,290.837036,304.713776,0.000000
2007-05-18,290.126404,303.531372,0.000000
2007-05-19,294.236786,303.881775,1.501408
2007-05-20,294.031372,304.059692,0.000000
2007-05-21,293.409119,304.828094,0.000000
2007-05-22,294.020569,305.863800,0.000000
2007-05-23,294.487885,307.035278,0.000000
2007-05-24,293.592712,305.475616,0.000000
2007-05-25,293.639374,305.625214,0.000000
2007-05-26,295.200836,307.809875,0.000000
2007-05-27,295.438232,308.868713,0.000000
2007-05-28,294.579010,307.729187,0.000000
2007-05-29,294.348602,305.223724,3.859010
2007-05-30,292.774750,306.004913,1.060584
2007-05-31,294.844208,309.070770,0.000000
2007-06-01,296.992493,310.494263,2.752960
2007-06-02,296.550293,311.202515,0.000000
2007-06-03,296.867950,309.307465,0.000000
2007-06-04,296.480927,309.278992,0.000000
2007-06-05,296.263947,308.971313,0.000000
2007-06-06,295.071655,308.883667,3.910840
2007-06-07,296.517944,307.625519,0.284854
2007-06-08,297.112396,305.658295,7.297884
2007-06-09,296.333313,302.804657,60.401527
2007-06-10,295.966827,302.116882,44.499508
2007-06-11,295.926086,298.249054,63.337387
2007-06-12,292.399567,297.684875,21.362795
2007-06-13,293.037201,300.158661,1.191400
2007-06-14,291.314636,300.991333,2.221952
2007-06-15,291.356537,299.331360,1.726522
2007-06-16,294.343414,300.617981,30.709040
2007-06-17,295.770538,300.115723,29.998583
2007-06-18,294.039307,296.914673,19.340576
2007-06-19,294.859497,299.783600,1.189227
2007-06-20,292.437225,300.044861,0.684920
2007-06-21,291.043060,300.684692,1.687849
2007-06-22,291.335358,300.569427,0.000000
2007-06-23,293.499115,301.028076,0.000000
2007-06-24,292.855804,302.329681,0.000000
2007-06-25,294.620483,303.793030,0.000000
2007-06-26,295.788940,305.147461,0.000000
2007-06-27,297.135590,305.208618,1.834941
2007-06-28,297.281433,305.458801,7.151894
2007-06-29,296.978607,307.138611,0.000000
2007-06-30,295.976196,307.009857,0.000000
2007-07-01,295.782349,307.925537,0.000000
2007-07-02,295.954132,307.642334,0.000000
2007-07-03,296.473969,308.482025,0.000000
2007-07-04,296.296082,308.857666,0.000000
2007-07-05,296.477997,308.593445,0.000000
2007-07-06,296.580688,308.682373,0.000000
2007-07-07,297.041809,309.800934,0.000000
2007-07-08,297.625580,309.793182,0.000000
2007-07-09,297.228363,310.224182,0.000000
2007-07-10,297.158966,309.622681,0.000000
2007-07-11,296.330658,308.595398,0.000000
2007-07-12,296.870850,308.044800,0.000000
2007-07-13,296.623199,307.836761,0.000000
2007-07-14,296.581177,307.365143,0.000000
2007-07-15,296.039307,307.066620,0.000000
2007-07-16,295.855835,307.035248,0.000000
2007-07-17,296.057526,306.823853,0.000000
2007-07-18,296.508972,308.155640,0.000000
2007-07-19,296.475189,308.664459,0.000000
2007-07-20,296.219391,310.213135,0.000000
2007-07-21,296.125061,312.508942,0.000000
2007-07-22,299.061462,312.150787,0.000000
2007-07-23,298.723907,306.859283,2.834296
2007-07-24,296.688293,306.721252,0.000000
2007-07-25,295.991974,307.178345,0.000000
2007-07-26,295.950745,306.936279,0.000000
2007-07-27,295.856049,306.282745,0.000000
2007-07-28,296.085297,306.583191,0.000000
2007-07-29,296.884949,307.529266,0.316379
2007-07-30,297.492981,308.700348,0.000000
2007-07-31,297.574310,310.585114,0.000000
2007-08-01,296.322113,311.443695,0.000000
2007-08-02,297.106140,312.839355,0.000000
2007-08-03,296.707001,313.074493,0.428729
2007-08-04,297.474579,310.897949,0.000000
2007-08-05,296.415222,308.526154,0.000000
