#,----------------------------------,WARNING,----------------------------------------,,,,,,,,,,,
#,Some,of,the,data,that,you,have,obtained,from,this,U.S.,Geological,Survey,database
#,may,not,have,received,Director's,approval.,Any,such,data,values,are,qualified,,
#,as,provisional,and,are,subject,to,revision.,Provisional,data,are,released,on,the,
#,condition,that,neither,the,USGS,nor,the,United,States,Government,may,be,held,liable
#,for,any,damages,resulting,from,its,use.,,,,,,,
#,,,,,,,,,,,,,,
#,Additional,info:,https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,File-format,description:,https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,
#,Automated-retrieval,info:,https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,Contact:,gs-w_support_nwisweb@usgs.gov,,,,,,,,,,,,
#,retrieved:,6/9/2020,18:03:03,EDT,(caww01),,,,,,,,,
#,,,,,,,,,,,,,,
#,Data,for,the,following,1,site(s),are,contained,in,this,file,,,
#,USGS,8168000,Hueco,Spgs,nr,New,"Braunfels,",TX,,,,,,
#,-----------------------------------------------------------------------------------,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,Data,provided,for,site,8168000,,,,,,,,,
#,TS,parameter,statistic,Description,,,,,,,,,,
#,136442,65,3,Gage,"height,",feet,(Mean),,,,,,,
#,136443,60,3,"Discharge,",cubic,feet,per,second,(Mean),,,,,
#,173830,60,1,"Discharge,",cubic,feet,per,second,(Maximum),,,,,
#,173831,60,2,"Discharge,",cubic,feet,per,second,(Minimum),,,,,
#,,,,,,,,,,,,,,
#,Data-value,qualification,codes,included,in,this,output:,,,,,,,
#,,,,,,,,,,,,,,
#,A,Approved,for,publication,--,Processing,and,review,completed.,,,,,
#,P,Provisional,data,subject,to,revision.,,,,,,,,
#,e,Value,has,been,estimated.,,,,,,,,,
#,,,,,,,,,,,,,,
agency_cd,site_no,datetime,136442_00065_00003,136442_00065_00003_cd,136443_00060_00003,136443_00060_00003_cd,173830_00060_00001,173830_00060_00001_cd,173831_00060_00002,173831_00060_00002_cd,,,,
USGS,8168000,2/1/2003,7.36,A,109,A,117,A,100,A,,,,
USGS,8168000,2/2/2003,7.36,A,110,A,117,A,92.4,A,,,,
USGS,8168000,2/3/2003,7.36,A,100,A,108,A,85.2,A,,,,
USGS,8168000,2/4/2003,7.35,A,92.4,A,100,A,85.2,A,,,,
USGS,8168000,2/5/2003,7.36,A,96.3,A,108,A,85.2,A,,,,
USGS,8168000,2/6/2003,7.36,A,97.9,A,108,A,85.2,A,,,,
USGS,8168000,2/7/2003,7.35,A,94.1,A,100,A,85.2,A,,,,
USGS,8168000,2/8/2003,7.35,A,94.3,A,100,A,85.2,A,,,,
USGS,8168000,2/9/2003,7.35,A,90.8,A,100,A,85.2,A,,,,
USGS,8168000,2/10/2003,7.35,A,87.1,A,92.4,A,78.5,A,,,,
USGS,8168000,2/11/2003,7.35,A,87.7,A,92.4,A,78.5,A,,,,
USGS,8168000,2/12/2003,7.35,A,86.8,A,92.4,A,78.5,A,,,,
USGS,8168000,2/13/2003,7.35,A,85.6,A,92.4,A,78.5,A,,,,
USGS,8168000,2/14/2003,7.36,A,88,A,92.4,A,85.2,A,,,,
USGS,8168000,2/15/2003,7.37,A,89.4,A,92.4,A,85.2,A,,,,
USGS,8168000,2/16/2003,7.36,A,85.8,A,92.4,A,78.5,A,,,,
USGS,8168000,2/17/2003,7.36,A,86.7,A,92.4,A,78.5,A,,,,
USGS,8168000,2/18/2003,7.36,A,85.2,A,92.4,A,78.5,A,,,,
USGS,8168000,2/19/2003,7.37,A,85.3,A,92.4,A,85.2,A,,,,
USGS,8168000,2/20/2003,7.39,A,96,A,135,A,78.5,A,,,,
USGS,8168000,2/21/2003,7.44,A,138,A,155,A,126,A,,,,
USGS,8168000,2/22/2003,7.44,A,132,A,145,A,117,A,,,,
USGS,8168000,2/23/2003,7.44,A,121,A,135,A,108,A,,,,
USGS,8168000,2/24/2003,7.43,A,116,A,126,A,108,A,,,,
USGS,8168000,2/25/2003,7.42,A,110,A,117,A,100,A,,,,
USGS,8168000,2/26/2003,7.42,A,105,A,117,A,92.4,A,,,,
USGS,8168000,2/27/2003,7.42,A,102,A,117,A,92.4,A,,,,
USGS,8168000,2/28/2003,7.41,A,93.4,A,100,A,85.2,A,,,,
USGS,8168000,3/1/2003,7.41,A,93.3,A,100,A,85.2,A,,,,
USGS,8168000,3/2/2003,7.41,A,93.7,A,100,A,85.2,A,,,,
USGS,8168000,3/3/2003,7.4,A,91.5,A,100,A,78.5,A,,,,
USGS,8168000,3/4/2003,7.4,A,93.3,A,100,A,85.2,A,,,,
USGS,8168000,3/5/2003,7.4,A,93.1,A,100,A,85.2,A,,,,
USGS,8168000,3/6/2003,7.4,A,91.9,A,100,A,85.2,A,,,,
USGS,8168000,3/7/2003,7.4,A,94.4,A,100,A,85.2,A,,,,
USGS,8168000,3/8/2003,7.4,A,91.8,A,100,A,85.2,A,,,,
USGS,8168000,3/9/2003,7.39,A,93.9,A,100,A,85.2,A,,,,
USGS,8168000,3/10/2003,7.39,A,93.8,A,100,A,85.2,A,,,,
USGS,8168000,3/11/2003,7.39,A,91.4,A,100,A,85.2,A,,,,
USGS,8168000,3/12/2003,7.39,A,93.4,A,100,A,85.2,A,,,,
USGS,8168000,3/13/2003,7.39,A,93.5,A,100,A,85.2,A,,,,
USGS,8168000,3/14/2003,7.38,A,91.9,A,100,A,85.2,A,,,,
USGS,8168000,3/15/2003,7.38,A,88.9,A,92.4,A,78.5,A,,,,
USGS,8168000,3/16/2003,7.38,A,91.7,A,100,A,85.2,A,,,,
USGS,8168000,3/17/2003,7.38,A,92.5,A,100,A,85.2,A,,,,
USGS,8168000,3/18/2003,7.38,A,95.8,A,100,A,92.4,A,,,,
USGS,8168000,3/19/2003,7.38,A,94.7,A,100,A,92.4,A,,,,
USGS,8168000,3/20/2003,7.38,A,94.1,A,100,A,85.2,A,,,,
USGS,8168000,3/21/2003,7.38,A,92.3,A,100,A,85.2,A,,,,
USGS,8168000,3/22/2003,7.39,A,90.4,A,100,A,85.2,A,,,,
USGS,8168000,3/23/2003,7.39,A,94.2,A,100,A,85.2,A,,,,
USGS,8168000,3/24/2003,7.39,A,93.7,A,100,A,85.2,A,,,,
USGS,8168000,3/25/2003,7.39,A,95.3,A,100,A,92.4,A,,,,
USGS,8168000,3/26/2003,7.4,A,97.7,A,100,A,92.4,A,,,,
USGS,8168000,3/27/2003,7.4,A,93,A,100,A,92.4,A,,,,
USGS,8168000,3/28/2003,7.4,A,91.1,A,100,A,85.2,A,,,,
USGS,8168000,3/29/2003,7.4,A,88.8,A,100,A,85.2,A,,,,
USGS,8168000,3/30/2003,7.4,A,90.2,A,100,A,85.2,A,,,,
USGS,8168000,3/31/2003,7.4,A,90.5,A,92.4,A,85.2,A,,,,
USGS,8168000,4/1/2003,7.41,A,93.6,A,100,A,85.2,A,,,,
USGS,8168000,4/2/2003,7.41,A,95.3,A,100,A,92.4,A,,,,
USGS,8168000,4/3/2003,7.42,A,93.1,A,100,A,92.4,A,,,,
USGS,8168000,4/4/2003,7.42,A,93.5,A,100,A,92.4,A,,,,
USGS,8168000,4/5/2003,7.42,A,91.6,A,92.4,A,85.2,A,,,,
USGS,8168000,4/6/2003,7.42,A,92.3,A,92.4,A,85.2,A,,,,
USGS,8168000,4/7/2003,7.42,A,90,A,92.4,A,85.2,A,,,,
USGS,8168000,4/8/2003,7.42,A,85.2,A,85.2,A,85.2,A,,,,
USGS,8168000,4/9/2003,7.42,A,85.2,A,85.2,A,85.2,A,,,,
USGS,8168000,4/10/2003,7.42,A,85.2,A,85.2,A,85.2,A,,,,
USGS,8168000,4/11/2003,7.43,A,85.2,A,85.2,A,78.5,A,,,,
USGS,8168000,4/12/2003,7.43,A,84.9,A,85.2,A,78.5,A,,,,
USGS,8168000,4/13/2003,7.43,A,82,A,85.2,A,78.5,A,,,,
USGS,8168000,4/14/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/15/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/16/2003,7.43,A,78.5,A,85.2,A,78.5,A,,,,
USGS,8168000,4/17/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/18/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/19/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/20/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/21/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/22/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/23/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/24/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/25/2003,7.43,A,78.7,A,85.2,A,78.5,A,,,,
USGS,8168000,4/26/2003,7.43,A,78.5,A,85.2,A,78.5,A,,,,
USGS,8168000,4/27/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/28/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/29/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,4/30/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/1/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/2/2003,7.42,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/3/2003,7.42,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/4/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/5/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/6/2003,7.43,A,85.1,A,85.2,A,78.5,A,,,,
USGS,8168000,5/7/2003,7.43,A,84.3,A,85.2,A,78.5,A,,,,
USGS,8168000,5/8/2003,7.43,A,85,A,85.2,A,78.5,A,,,,
USGS,8168000,5/9/2003,7.42,A,79.2,A,85.2,A,78.5,A,,,,
USGS,8168000,5/10/2003,7.42,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/11/2003,7.41,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/12/2003,7.41,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/13/2003,7.42,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,5/14/2003,78,A,,,,,,,,,,
USGS,8168000,5/15/2003,78,A,,,,,,,,,,
USGS,8168000,5/16/2003,80,A,,,,,,,,,,
USGS,8168000,5/17/2003,80,A,,,,,,,,,,
USGS,8168000,5/18/2003,78,A,,,,,,,,,,
USGS,8168000,5/19/2003,78,A,,,,,,,,,,
USGS,8168000,5/20/2003,7.41,A,78.1,A,78.5,A,72.1,A,,,,
USGS,8168000,5/21/2003,7.4,A,74.9,A,78.5,A,72.1,A,,,,
USGS,8168000,5/22/2003,7.4,A,72.6,A,78.5,A,72.1,A,,,,
USGS,8168000,5/23/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,5/24/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,5/25/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,5/26/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,5/27/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,5/28/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,5/29/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,5/30/2003,7.4,A,72.2,A,78.5,A,72.1,A,,,,
USGS,8168000,5/31/2003,7.4,A,73.9,A,78.5,A,72.1,A,,,,
USGS,8168000,6/1/2003,7.4,A,72.2,A,78.5,A,72.1,A,,,,
USGS,8168000,6/2/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/3/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/4/2003,7.38,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/5/2003,7.38,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/6/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/7/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/8/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/9/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/10/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/11/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/12/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/13/2003,7.39,A,72.1,A,78.5,A,72.1,A,,,,
USGS,8168000,6/14/2003,7.46,A,93.7,A,100,A,78.5,A,,,,
USGS,8168000,6/15/2003,7.45,A,85.7,A,92.4,A,85.2,A,,,,
USGS,8168000,6/16/2003,7.44,A,81.8,A,85.2,A,78.5,A,,,,
USGS,8168000,6/17/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,6/18/2003,7.43,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,6/19/2003,7.42,A,78.5,A,78.5,A,78.5,A,,,,
USGS,8168000,6/20/2003,7.42,A,75.6,A,78.5,A,72.1,A,,,,
USGS,8168000,6/21/2003,7.41,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/22/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/23/2003,7.4,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/24/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/25/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/26/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/27/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/28/2003,7.38,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/29/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,6/30/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/1/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/2/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/3/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/4/2003,7.4,A,72.8,A,78.5,A,72.1,A,,,,
USGS,8168000,7/5/2003,7.42,A,79.2,A,92.4,A,72.1,A,,,,
USGS,8168000,7/6/2003,7.46,A,101,A,117,A,85.2,A,,,,
USGS,8168000,7/7/2003,7.46,A,103,A,108,A,92.4,A,,,,
USGS,8168000,7/8/2003,7.46,A,101,A,108,A,92.4,A,,,,
USGS,8168000,7/9/2003,7.48,A,114,A,117,A,108,A,,,,
USGS,8168000,7/10/2003,7.47,A,116,A,126,A,108,A,,,,
USGS,8168000,7/11/2003,7.47,A,115,A,117,A,108,A,,,,
USGS,8168000,7/12/2003,7.45,A,104,A,108,A,100,A,,,,
USGS,8168000,7/13/2003,7.44,A,93.2,A,100,A,92.4,A,,,,
USGS,8168000,7/14/2003,7.43,A,86.9,A,92.4,A,85.2,A,,,,
USGS,8168000,7/15/2003,7.43,A,82.3,A,85.2,A,78.5,A,,,,
USGS,8168000,7/16/2003,7.42,A,79,A,85.2,A,78.5,A,,,,
USGS,8168000,7/17/2003,7.42,A,80.2,A,85.2,A,78.5,A,,,,
USGS,8168000,7/18/2003,7.41,A,77.6,A,78.5,A,72.1,A,,,,
USGS,8168000,7/19/2003,7.4,A,72.8,A,78.5,A,72.1,A,,,,
USGS,8168000,7/20/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/21/2003,7.39,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/22/2003,7.38,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/23/2003,7.38,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/24/2003,7.37,A,72.1,A,72.1,A,72.1,A,,,,
USGS,8168000,7/25/2003,7.36,A,71.4,A,72.1,A,66.1,A,,,,
USGS,8168000,7/26/2003,7.35,A,66.5,A,72.1,A,66.1,A,,,,
USGS,8168000,7/27/2003,7.35,A,66.1,A,66.1,A,66.1,A,,,,
USGS,8168000,7/28/2003,7.34,A,66.1,A,66.1,A,66.1,A,,,,
USGS,8168000,7/29/2003,7.34,A,66.2,A,72.1,A,66.1,A,,,,
USGS,8168000,7/30/2003,7.34,A,66.1,A,66.1,A,66.1,A,,,,
USGS,8168000,7/31/2003,7.33,A,66.1,A,66.1,A,60.5,A,,,,
USGS,8168000,8/1/2003,7.33,A,65.5,A,66.1,A,60.5,A,,,,
USGS,8168000,8/2/2003,7.32,A,62.3,A,66.1,A,60.5,A,,,,
USGS,8168000,8/3/2003,7.32,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/4/2003,7.32,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/5/2003,7.31,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/6/2003,7.31,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/7/2003,7.31,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/8/2003,7.3,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/9/2003,7.3,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/10/2003,7.3,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/11/2003,7.3,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/12/2003,60,A,,,,,,,,,,
USGS,8168000,8/13/2003,60,A,,,,,,,,,,
USGS,8168000,8/14/2003,7.3,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/15/2003,7.3,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/16/2003,7.3,A,60.5,A,60.5,A,60.5,A,,,,
USGS,8168000,8/17/2003,7.3,A,60.1,A,60.5,A,55.2,A,,,,
USGS,8168000,8/18/2003,7.3,A,59.8,A,60.5,A,55.2,A,,,,
USGS,8168000,8/19/2003,7.3,A,59.6,A,60.5,A,55.2,A,,,,
USGS,8168000,8/20/2003,7.3,A,59.6,A,60.5,A,55.2,A,,,,
USGS,8168000,8/21/2003,7.3,A,59.3,A,60.5,A,55.2,A,,,,
USGS,8168000,8/22/2003,7.29,A,55.2,A,60.5,A,50.3,A,,,,
USGS,8168000,8/23/2003,7.29,A,54.9,A,55.2,A,50.3,A,,,,
USGS,8168000,8/24/2003,7.29,A,54.2,A,55.2,A,50.3,A,,,,
USGS,8168000,8/25/2003,7.29,A,53.8,A,55.2,A,50.3,A,,,,
USGS,8168000,8/26/2003,7.29,A,53.6,A,55.2,A,50.3,A,,,,
USGS,8168000,8/27/2003,7.29,A,53.6,A,55.2,A,50.3,A,,,,
USGS,8168000,8/28/2003,7.29,A,53.4,A,55.2,A,50.3,A,,,,
USGS,8168000,8/29/2003,7.29,A,53.3,A,55.2,A,50.3,A,,,,
USGS,8168000,8/30/2003,7.29,A,53.4,A,55.2,A,50.3,A,,,,
USGS,8168000,8/31/2003,7.29,A,54,A,55.2,A,50.3,A,,,,
USGS,8168000,9/1/2003,7.29,A,55.2,A,55.2,A,55.2,A,,,,
USGS,8168000,9/2/2003,7.29,A,55.2,A,55.2,A,55.2,A,,,,
USGS,8168000,9/3/2003,7.29,A,55.1,A,55.2,A,50.3,A,,,,
USGS,8168000,9/4/2003,7.29,A,55,A,55.2,A,50.3,A,,,,
USGS,8168000,9/5/2003,7.29,A,55.2,A,55.2,A,55.2,A,,,,
USGS,8168000,9/6/2003,7.29,A,54.9,A,55.2,A,50.3,A,,,,
USGS,8168000,9/7/2003,7.29,A,54,A,55.2,A,50.3,A,,,,
USGS,8168000,9/8/2003,7.28,A,48.8,A,55.2,A,45.7,A,,,,
USGS,8168000,9/9/2003,7.28,A,48.6,A,50.3,A,45.7,A,,,,
USGS,8168000,9/10/2003,7.28,A,49.2,A,50.3,A,45.7,A,,,,
